科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"92,642,970.30","89,500,865.53","102,994,110.01","115,655,966.59","356,576,312.27","270,013,114.93","324,665,576.54","315,279,543.63","264,020,629.37","340,720,328.10","298,052,449.83","199,217,009.63","133,380,740.01","205,411,553.36","226,661,662.94"
短期借款,,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"3,944,139.29","4,362,710.00","1,150,000.00","3,748,444.28","4,589,715.85","11,506,987.22","5,335,579.67","11,403,610.45","4,512,607.97","13,307,115.69","10,131,233.56","15,274,308.52","14,309,648.52","25,509,230.14","24,655,964.96"
应付票据,"7,441,039.76","11,561,172.19","48,799,079.01","77,236,162.76","68,090,425.96","54,772,121.80","65,039,768.28","60,198,743.90","60,107,739.29","74,981,432.35","97,167,830.06","69,519,679.01",,"45,696,345.07",
应收账款,"81,425,869.56","93,492,920.12","135,136,715.57","115,735,458.14","143,407,470.97","156,038,592.49","111,306,609.91","111,384,959.66","187,226,034.14","179,746,885.94","130,728,801.07","141,353,825.17","201,178,663.35","208,687,306.64","196,001,493.56"
应付账款,"108,475,194.95","139,032,677.36","187,057,667.88","159,460,829.75","166,029,623.41","225,041,895.75","195,178,122.26","202,734,909.23","252,775,598.80","328,043,401.60","278,342,285.31","269,892,429.00",,"282,751,026.44",
预付款项,"570,760.19","3,088,919.49","780,094.75","2,076,896.99","2,955,457.16","617,803.32","2,775,723.23","1,317,383.21","12,291,291.22","3,575,242.94","2,372,236.57","2,019,722.37","6,523,550.14","2,328,206.44","4,610,362.76"
预收款项,"4,001,898.84","3,166,261.86","12,291,233.76","6,662,839.74","6,126,800.55","3,270,187.24","6,465,228.44","4,118,188.14","22,828,046.38","8,014,641.16","363,436.80","353,091.30","27,239,552.35","12,568,464.76","11,968,012.55"
其他应收款,"1,606,098.73","730,793.69","3,232,338.65","2,356,350.29","2,441,161.12","13,199,255.85","6,227,030.95","11,931,106.38","17,804,018.57","13,064,454.81","20,808,313.47","18,550,667.34","29,593,922.60","9,157,135.14","13,035,594.37"
应付职工薪酬,"10,524,581.74","13,605,924.58","17,864,264.63","10,309,066.00","13,201,984.28","26,339,233.38","15,689,781.81","15,365,005.21","17,262,598.67","28,108,385.63","16,566,118.18","16,317,038.43","14,642,538.10","31,443,600.42","20,346,206.56"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"2,918,920.51","5,029,783.80","5,887,300.56","4,152,763.74","2,304,145.65","13,886,574.60","5,210,412.49","1,342,337.22","6,179,441.27","2,669,133.70","3,835,821.86","5,990,998.92","4,525,173.61","7,667,829.87","6,695,369.87"
应收利息,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"75,514,944.06","70,783,603.88","108,179,652.73","105,242,590.96","141,405,850.10","133,049,554.70","141,741,887.04","160,778,388.49","203,350,573.42","225,444,860.53","285,495,039.23","315,554,973.77","305,201,689.64","288,509,093.43","217,399,480.50"
其他应付款,"1,723,522.08","1,085,385.24","1,461,927.95","1,531,570.21","4,138,739.70","2,267,537.36","2,609,410.82","1,587,637.54","5,662,411.65","3,767,087.59","4,361,486.83","2,847,122.57","3,817,487.04","2,702,787.00","5,482,804.59"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,"1,857,850.89","8,018,734.68","5,967,587.53","9,062,560.30","4,374,748.15","208,723.34","11,491,416.22","94,728.00",,"100,997,015.56","97,290,173.78","67,349,079.72","87,228,126.68","64,330,498.35","63,000,000.00"
其他流动负债,"705,882.35",,,,,,,,,,,,,,
流动资产合计,"257,562,633.02","269,978,547.39","357,440,499.24","353,878,267.55","655,750,715.62","584,634,031.85","603,543,823.56","612,189,719.82","689,205,154.69","876,855,903.57","844,878,247.51","759,319,586.52","777,416,340.94","803,933,023.50","745,364,559.09"
流动负债合计,"135,791,040.23","178,481,205.03","278,361,473.79","264,353,232.20","264,891,719.55","325,577,550.13","290,192,724.10","285,346,821.24","364,815,836.06","445,584,082.03","400,636,979.04","364,920,359.23","348,942,110.05","382,830,053.56","299,415,312.85"
可供出售金融资产,"150,000.00","150,000.00","150,000.00","150,000.00","150,000.00","140,150,000.00","110,150,000.00","80,150,000.00","103,850,000.00","150,000.00","150,000.00","25,150,000.00","150,000.00","25,150,000.00",
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,"10,080,000.00",,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
固定资产,"15,863,339.84","22,632,653.62","67,422,306.72","126,918,230.30","82,401,024.23","179,609,543.22","178,849,279.59","177,036,639.32","177,229,823.27","181,498,908.10","178,947,944.19","178,669,126.54","182,076,650.67","181,902,247.63","177,585,545.63"
递延所得税负债,,,,,,,,,,,,,,,
在建工程,,"59,993,764.26","73,435,479.26","41,304,325.57","91,897,966.65",,,,"1,986,759.06",,,,,,
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,,,,"3,000,000.00","2,625,000.00","2,679,166.67","1,945,166.67","2,478,322.41","2,451,734.58","2,030,186.64","2,398,558.92","1,619,025.27","1,615,340.37","1,370,123.23","1,304,327.58"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"135,791,040.23","178,481,205.03","278,361,473.79","267,353,232.20","267,516,719.55","328,256,716.80","292,137,890.77","287,825,143.65","367,267,570.64","447,614,268.67","403,035,537.96","366,539,384.50","350,557,450.42","384,200,176.79","300,719,640.43"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"62,423,401.98","62,423,401.98","62,423,401.98","62,423,401.98","330,251,601.98","330,251,601.98","330,251,601.98","270,251,601.98","270,251,601.98","270,251,601.98","270,251,601.98","270,251,601.98","270,251,601.98","270,251,601.98","270,251,601.98"
无形资产,"12,864,231.93","29,091,700.13","28,428,713.78","28,485,249.07","28,268,255.15","28,169,007.63","28,225,558.31","28,094,434.07","29,888,112.97","30,259,121.16","29,904,529.57","29,390,014.00","28,909,241.24","28,380,738.75","27,895,388.72"
盈余公积,"4,974,501.67","9,723,555.30","15,242,024.23","15,242,024.23","15,242,024.23","23,839,323.59","23,839,323.59","30,494,787.00","23,839,323.59","33,606,221.97","33,606,221.97","33,606,221.97","33,606,221.97","36,820,238.37","36,820,238.37"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,
未分配利润,"49,640,483.95","87,814,737.84","129,266,756.95","164,644,879.11","190,595,357.32","197,250,262.42","220,077,340.45","193,654,094.71","224,236,096.40","230,154,775.31","236,779,891.60","213,690,245.46","226,305,564.53","235,515,506.85","255,629,919.73"
长期待摊费用,"114,381.36","224,970.37","669,783.39","1,442,606.16","2,013,601.65","1,455,474.13","1,480,202.94","1,262,913.13","1,166,632.63","1,070,352.13","651,832.14","593,485.38","535,138.62","476,791.86","418,445.10"
少数股东权益,,,,,,,,,,,,,,,
递延所得税资产,"1,194,841.68","1,371,264.38","2,324,032.56","2,484,858.87","3,124,139.78","3,458,786.48","1,936,230.91","1,474,753.39","2,268,109.99","3,732,100.27","1,935,200.10","3,759,741.47","4,427,967.43","5,577,367.25","5,999,106.97"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,,,"422,842.00",,,"2,121,061.48","2,121,061.48","2,017,167.61",,"8,060,482.70","7,205,500.00","7,205,500.00","7,205,500.00","1,367,355.00","1,008,355.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"40,266,794.81","113,464,352.76","172,853,157.71","200,785,269.97","207,854,987.46","354,963,872.94","322,762,333.23","290,035,907.52","316,389,437.92","224,770,964.36","218,795,006.00","244,767,867.39","223,304,497.96","242,854,500.49","238,056,841.42"
所有者权益(或股东权益)合计,"162,038,387.60","204,961,695.12","251,932,183.16","287,310,305.32","596,088,983.53","611,341,187.99","634,168,266.02","614,400,483.69","638,327,021.97","654,012,599.26","660,637,715.55","637,548,069.41","650,163,388.48","662,587,347.20","682,701,760.08"
资产总计,"297,829,427.83","383,442,900.15","530,293,656.95","554,663,537.52","863,605,703.08","939,597,904.79","926,306,156.79","902,225,627.34","1,005,594,592.61","1,101,626,867.93","1,063,673,253.51","1,004,087,453.91","1,000,720,838.90","1,046,787,523.99","983,421,400.51"
负债和所有者(或股东权益)合计,"297,829,427.83","383,442,900.15","530,293,656.95","554,663,537.52","863,605,703.08","939,597,904.79","926,306,156.79","902,225,627.34","1,005,594,592.61","1,101,626,867.93","1,063,673,253.51","1,004,087,453.91","1,000,720,838.90","1,046,787,523.99","983,421,400.51"
