科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"144,616,052.34","284,856,784.64","262,797,090.75","198,075,999.41","922,550,426.81","334,019,385.07","361,329,779.27","332,995,032.45","197,565,786.77","234,448,662.86","256,246,766.56","204,117,828.04","552,450,832.36","522,573,447.61","240,667,118.55","183,025,545.94"
短期借款,,,,,,,,,,,,,,,"67,318.85","67,318.85"
交易性金融资产,,,,,,,,,,,,,,,,"35,190,000.00"
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"2,500,000.00",,,"107,888.00","1,231,032.60","206,671.00","548,700.00","539,000.00",,"1,427,430.00",,"2,300,000.00","2,015,680.00",,"4,890,765.15","7,158,785.15"
应付票据,"4,500,000.00",,,,,,,,,,,,,,,
应收账款,"62,743,834.80","79,644,157.10","83,510,964.68","80,720,079.26","108,451,198.75","121,589,469.47","92,717,437.02","98,670,251.17","103,687,313.92","96,665,094.37","97,021,561.87","111,249,106.70","142,368,916.68","139,848,396.95","153,044,406.03","191,186,516.03"
应付账款,"58,774,958.17","89,454,141.63","137,737,078.08","121,038,234.38","140,823,087.52","149,772,451.48","150,231,868.59","131,683,887.26","145,106,013.70","149,109,894.55","148,818,115.44","162,828,186.29","161,633,930.42",,"190,185,640.75",
预付款项,"8,381,425.75","4,296,551.60","4,437,960.44","8,828,904.45","11,222,145.10","11,175,208.63","9,902,534.79","11,930,969.58","11,158,580.30","12,765,925.80","8,727,475.20","14,967,969.89","11,721,767.41","17,350,879.07","10,631,489.89","13,207,610.71"
预收款项,"194,240,739.48","323,034,562.76","366,687,569.11","358,896,484.69","395,975,194.87","436,493,955.77","490,499,926.04","517,027,626.13","517,677,507.42","516,603,827.29","482,832,336.50","488,859,789.95","479,315,842.09","421,365,887.17","405,016,346.52","361,945,732.70"
其他应收款,"4,106,057.18","4,410,878.75","6,239,450.05","6,211,217.42","5,091,600.51","5,843,299.65","3,523,925.99","4,584,215.31","5,397,839.78","5,038,761.47","3,436,932.64","5,550,903.57","3,962,229.95","7,606,046.58","5,083,171.42","8,100,889.51"
应付职工薪酬,"21,247,761.57","24,131,903.88","26,938,596.40","16,606,126.47","21,030,023.54","33,093,170.41","29,051,229.65","17,833,156.30","21,258,121.43","29,549,030.71","28,669,371.81","17,095,084.09","21,128,090.46","25,805,092.15","32,945,084.88","20,072,049.16"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"5,490,094.27","8,118,117.25","14,060,876.91","14,045,057.09","16,379,808.35","18,166,049.27","18,124,962.28","13,810,600.02","16,518,835.28","15,799,216.63","32,365,440.00","28,365,925.01","32,738,770.38","6,075,424.18","21,346,227.38","22,471,996.15"
应收利息,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,"12,565,000.00",,,,,,,,"54,434,825.07",,,,,,,
存货,"194,023,515.81","292,303,830.26","404,601,980.94","440,458,990.41","456,193,940.63","501,686,584.95","517,157,759.62","553,009,694.35","551,458,222.71","573,398,125.86","562,340,449.30","583,113,798.42","612,282,978.20","621,379,582.12","629,163,978.64","631,497,201.04"
其他应付款,"5,194,447.42","7,410,894.17","7,786,673.63","8,098,534.26","16,352,653.43","10,120,081.71","11,982,673.32","5,980,226.57","5,714,436.92","6,174,025.56","6,340,482.96","6,702,788.81","4,955,466.65","6,444,049.88","5,652,919.91","6,193,020.37"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,"1,878,157.63","7,887,107.62","2,771,985.69","27,940,997.98","29,715,523.99","661,757,351.23","732,031,396.76","712,050,004.42","851,773,699.37","803,313,684.04","804,610,404.23","830,501,119.34","414,865,613.89","104,869,006.24","398,412,579.56","345,743,434.75"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"418,249,043.51","673,399,309.97","764,359,432.55","762,344,076.93","1,534,455,868.39","1,636,277,970.00","1,717,211,533.45","1,713,779,167.28","1,721,041,442.85","1,727,057,684.40","1,732,383,589.80","1,751,800,725.96","1,739,668,018.49","1,413,627,358.57","1,441,893,509.24","1,415,109,983.13"
流动负债合计,"302,013,000.91","452,149,619.69","553,210,794.13","518,684,436.89","590,560,767.71","647,645,708.64","699,890,659.88","686,335,496.28","760,709,739.82","717,235,994.74","699,025,746.71","703,851,774.15","699,772,100.00","624,641,901.22","655,213,538.29","611,128,701.39"
可供出售金融资产,,,,,,,,,"6,000,000.00","6,500,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00",
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,"13,947,591.41","13,947,591.41","9,753,072.99","9,753,072.99"
长期股权投资,,,,,,,,"30,249,005.25","24,618,906.30","24,853,272.85","26,252,098.15","26,723,149.17","26,910,173.21","31,561,811.30","27,905,470.08","28,116,912.05"
专项应付款,,"3,187,379.48",,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"106,565,195.05","107,428,223.38","110,201,543.33","107,135,162.43","105,006,297.26","100,652,776.35","99,346,661.58","96,309,775.84","92,309,415.14","91,569,457.95","90,736,463.31","87,718,605.46","88,333,581.38","86,375,733.95","231,121,025.18","226,777,044.70"
递延所得税负债,,,,,,,,,,,,,,,,
在建工程,"38,978,933.71","54,697,082.83","99,582,595.30","103,401,096.30","117,746,508.07","120,431,602.05","132,543,995.25","135,676,381.49","137,022,871.80","140,256,386.69","159,934,818.36","176,214,445.83","200,946,850.17","228,119,764.02","133,463,272.69","161,355,280.78"
其他非流动负债,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"1,056,000.00","5,085,004.48","2,508,571.86","2,409,659.64","2,310,747.42","2,310,747.42","2,112,922.98","2,112,922.98","1,915,098.54","1,816,186.32","1,717,274.10","1,618,361.88","15,467,041.07","15,368,128.85","11,074,698.21","10,975,785.99"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"303,069,000.91","457,234,624.17","555,719,365.99","521,094,096.53","592,871,515.13","649,956,456.06","702,003,582.86","688,448,419.26","762,624,838.36","719,052,181.06","700,743,020.81","705,470,136.03","715,239,141.07","640,010,030.07","666,288,236.50","622,104,487.38"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"101,250,000.00","101,250,000.00","101,250,000.00","101,250,000.00","135,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"69,984,762.36","69,984,762.36","69,984,762.36","69,984,762.36","703,407,168.03","568,407,168.03","568,407,168.02","568,407,168.02","568,407,168.02","568,407,168.02","568,407,168.02","568,407,168.02","568,407,168.02","568,407,168.02","568,408,450.71","568,408,450.71"
无形资产,"74,344,123.94","81,097,090.04","79,622,504.12","79,107,503.66","78,578,159.62","78,044,142.61","77,515,502.61","77,001,143.72","76,467,126.71","75,973,842.84","75,485,826.11","79,937,627.71","80,213,511.58","79,376,599.78","77,283,573.24","76,481,297.24"
盈余公积,"21,808,271.11","32,767,190.21","45,107,090.55","45,107,090.55","45,107,090.55","45,107,090.55","60,831,651.97","60,831,651.97","60,831,651.97","60,831,651.97","78,789,922.83","78,789,922.83","78,789,922.83","78,789,922.83","98,072,022.52","98,072,022.52"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,"47,081,691.68","47,081,691.68","47,650,598.18","47,650,598.18"
未分配利润,"146,596,030.41","260,707,811.49","285,862,116.58","317,556,846.81","362,942,422.19","405,543,301.89","431,210,733.73","467,913,231.34","397,338,522.73","449,563,763.12","477,563,221.57","518,958,015.92","576,256,750.40","356,491,583.50","374,688,007.96","404,710,911.49"
长期待摊费用,"4,694,860.47","5,279,415.60","4,292,202.57","3,599,253.36","2,991,579.58","2,970,215.26","3,271,686.22","3,472,334.84","3,389,260.78","3,672,574.64","3,250,613.51","3,447,645.49","3,077,832.84","3,138,193.65","3,630,471.76","3,267,563.51"
少数股东权益,,,,,,,,,,,,"7,615,127.09","7,315,107.88","7,597,681.22","7,895,618.52","7,420,614.49"
递延所得税资产,"1,041,893.31","1,512,582.81","2,877,209.02","2,834,105.24","3,493,892.55","3,493,892.55","4,283,966.71","4,283,966.71","3,934,806.79","3,934,806.79","4,480,030.11","4,480,030.11","4,646,780.98","4,803,442.03","5,134,393.85","5,032,939.41"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,"1,530,000.00","2,660,000.00","2,660,000.00","2,660,000.00","3,574,525.00","4,079,120.00","5,660,000.00","2,660,000.00","2,660,000.00","2,660,000.00","6,013,688.00","22,299,725.64","28,892,170.51","31,655,377.83","22,875,718.60","12,980,190.12"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"227,155,006.48","252,674,394.66","299,236,054.34","298,737,120.99","311,390,962.08","309,671,748.82","322,621,812.37","349,652,607.85","346,402,387.52","349,420,341.76","372,153,537.55","406,821,229.41","486,102,592.35","518,112,614.24","555,064,523.58","567,661,825.99"
所有者权益(或股东权益)合计,"342,335,049.08","468,839,080.46","507,876,120.90","539,987,101.39","1,252,975,315.34","1,295,993,262.76","1,337,829,762.96","1,374,983,355.87","1,304,818,992.01","1,357,425,845.10","1,403,794,106.54","1,453,151,819.34","1,510,531,469.77","1,291,729,942.74","1,330,669,796.32","1,360,667,321.74"
资产总计,"645,404,049.99","926,073,704.63","1,063,595,486.89","1,061,081,197.92","1,845,846,830.47","1,945,949,718.82","2,039,833,345.82","2,063,431,775.13","2,067,443,830.37","2,076,478,026.16","2,104,537,127.35","2,158,621,955.37","2,225,770,610.84","1,931,739,972.81","1,996,958,032.82","1,982,771,809.12"
负债和所有者(或股东权益)合计,"645,404,049.99","926,073,704.63","1,063,595,486.89","1,061,081,197.92","1,845,846,830.47","1,945,949,718.82","2,039,833,345.82","2,063,431,775.13","2,067,443,830.37","2,076,478,026.16","2,104,537,127.35","2,158,621,955.37","2,225,770,610.84","1,931,739,972.81","1,996,958,032.82","1,982,771,809.12"
