科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"479,613,869.32","642,053,000.94","627,812,275.58","159,476,514.83","425,539,089.18","650,156,322.89","941,651,551.72","150,591,711.58","333,370,862.17","551,223,780.55","849,798,843.50","179,340,275.26","332,023,482.70","531,815,581.39","712,267,264.24","152,382,556.58","318,115,554.07","540,354,599.68","747,263,475.46","134,519,538.63","316,813,120.75","532,606,783.89","795,229,598.70","163,104,964.95","347,488,778.66","599,600,124.66","805,922,948.00","237,967,170.86","475,362,950.20","856,648,901.30","1,402,619,869.60","671,702,045.17","1,508,378,792.64","2,429,536,894.57"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,873,445.98",,,,,,,
收到的税费返还,"442,584.77",,"1,114,891.63",,"2,764,139.40","4,351,552.34","9,568,002.66",,"4,157,521.46","12,696,781.49","15,948,513.31","1,803,951.98","3,060,306.08","3,060,306.08","4,801,697.66",,,"2,515,854.63","2,514,076.85","2,813,875.69","6,376,565.02","12,381,856.55","15,861,744.13","2,526,266.92","7,847,623.51","10,368,766.53","10,368,766.53","22,446.57","44,419.35","1,334,105.95","8,229,714.42","14,258,116.98","19,115,013.01","19,731,306.64"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,"329,542.42","5,374,143.91",,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"8,877,986.68","9,748,763.36","10,811,084.28","5,129,199.71","6,942,106.40","9,212,664.27","13,823,385.46","12,581,837.71","19,192,096.59","24,865,766.48","111,654,239.51","18,184,932.95","15,664,019.32","20,500,803.84","46,899,997.43","171,249,530.10","34,197,438.26","48,212,747.68","55,392,248.09","5,523,389.25","15,642,713.73","22,341,318.97","26,488,168.34","11,286,476.16","20,373,649.28","26,178,299.74","41,236,582.68","7,374,441.96","24,088,438.43","43,142,632.48","45,984,122.79","7,888,910.51","26,231,078.87","53,468,137.73"
投资活动现金流出小计,"85,744,028.79","78,211,073.34","54,744,417.85","66,611,186.50","106,926,650.34","154,250,240.19","223,713,943.27","43,855,574.21","93,812,340.83","182,418,998.76","312,769,443.31","118,274,264.76","240,843,338.29","377,159,656.26","545,665,596.79","121,376,558.39","236,035,307.35","333,037,565.97","392,358,805.14","90,984,548.08","175,646,257.42","278,401,534.15","323,984,163.58","47,337,184.75","138,887,209.40","208,759,390.74","369,446,395.37","75,220,982.70","140,839,843.93","417,038,267.61","569,632,255.47","186,808,125.11","253,206,743.97","367,885,506.89"
经营活动现金流入小计,"488,934,440.77","651,801,764.30","639,738,251.49","164,605,714.54","435,245,334.98","663,720,539.50","965,042,939.84","163,173,549.29","356,720,480.22","588,786,328.52","977,401,596.32","199,329,160.19","350,747,808.10","555,376,691.31","763,968,959.33","323,632,086.68","352,312,992.33","591,083,201.99","805,169,800.40","142,856,803.57","338,832,399.50","567,329,959.41","837,579,511.17","176,917,708.03","375,710,051.45","636,147,190.93","857,528,297.21","245,364,059.39","499,495,807.98","901,125,639.73","1,456,833,706.81","693,849,072.66","1,553,724,884.52","2,502,736,338.94"
投资活动产生的现金流量净额,"-85,729,028.79","-78,203,073.34","-52,436,725.65","-66,611,186.50","-106,923,650.34","-154,247,240.19","-223,710,943.27","-38,654,545.41","-88,611,312.03","-177,217,969.96","-307,448,414.51","-118,274,264.76","-240,843,338.29","-377,159,656.26","-545,622,596.79","-121,352,039.16","-95,953,288.12","-192,955,546.74","-240,229,985.14","-87,464,548.08","-172,126,257.42","-274,784,024.15","-300,356,653.58","-27,745,744.75","-108,747,769.40","-178,242,950.74","-337,874,667.69","-74,025,826.72","-114,003,612.86","-410,799,738.61","-560,691,219.03","55,914,413.83","-51,743,262.01","-109,824,991.47"
购买商品、接受劳务支付的现金,"279,167,375.71","342,455,358.41","368,390,625.88","138,520,569.48","313,173,065.96","510,565,428.26","680,141,561.90","177,884,956.85","305,733,275.84","453,884,948.01","520,551,055.41","108,436,893.46","188,168,400.77","292,606,320.36","337,842,772.01","88,042,633.95","151,347,600.85","246,130,315.79","353,986,730.40","87,904,507.04","201,791,230.67","310,488,745.76","395,284,504.64","92,227,316.06","171,941,425.87","288,287,106.13","392,305,329.71","86,785,635.45","166,961,955.14","261,985,104.13","447,213,720.06","482,459,465.42","1,117,956,368.54","1,734,433,222.25"
吸收投资收到的现金,,,,,,"1,492,300,000.00","1,492,300,000.00","200,000,000.00","200,000,000.00","200,000,000.00","210,000,000.00",,"5,000,000.00","5,000,000.00","7,300,000.00",,"1,000,000.00","1,000,000.00","1,000,000.00",,,,,,"403,049,275.00","403,049,275.00","403,899,275.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,,
