科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"24,119,771.19","16,942,966.90","8,552,669.67","15,913,539.20","440,899,107.80","330,078,577.39","321,785,090.12","297,537,082.46","267,596,890.21","287,226,643.96","326,566,408.11","320,113,020.60","274,440,485.25","253,414,293.42","231,859,166.29","205,136,891.11","111,650,254.37","109,499,505.32","109,568,823.38","89,044,676.35","119,461,988.40","51,551,123.75","22,718,285.80","44,034,537.77","26,423,830.83","44,619,566.70","1,105,564,589.40","5,267,561,518.43","2,381,884,269.01","4,366,427,386.32","5,095,182,295.18","4,906,495,479.22","3,279,917,967.26","2,515,006,129.44","2,058,575,835.33","2,818,873,532.91"
短期借款,"49,000,000.00","102,500,000.00","145,600,000.00","167,100,000.00","191,387,340.41","55,594,879.14","68,691,061.96","66,162,000.00","37,551,945.50","97,849,065.73","100,000,000.00","122,450,000.00","193,709,092.66","171,670,810.66","232,837,366.94","269,844,276.40","259,258,173.30","280,241,080.00","326,550,146.00","355,580,336.50","388,872,688.66","355,332,414.15","458,975,431.63","508,705,640.00","561,000,000.00","688,352,794.36","684,052,478.64","684,122,500.00","673,240,000.00","89,000,000.00","85,000,000.00","105,000,000.00","95,000,000.00","123,500,000.00","271,500,000.00","389,716,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"26,663,648.07","27,195,489.05","54,784,656.90","33,055,131.70","138,771,361.89","147,682,471.03","196,401,217.84","164,285,138.16","210,518,027.85","195,382,826.83","179,705,080.72","138,944,995.37","178,749,104.47","142,508,982.27","189,193,492.87","204,613,111.89","162,420,620.50","137,485,991.08","98,113,424.34","130,685,641.32","96,943,006.32","177,615,069.80","339,275,795.35","298,893,659.58","352,012,932.84","131,214,923.76","128,323,708.33","105,019,027.83","139,384,132.21","291,776,369.67","272,669,885.20","195,534,970.73","258,437,029.07","221,369,049.38","251,029,036.60","145,162,102.59"
应付票据,,"6,000,000.00",,,,,,,,,,,,,,,,,,,,,"98,000.00","10,038,000.00","10,000,000.00","4,500,000.00","214,000,000.00","293,400,000.00","104,152,550.00","10,752,550.00","15,000,000.00","283,004,216.27","494,700,906.51","503,728,542.59","352,907,321.77","519,389,503.42"
应收账款,"14,948,421.19","37,800,844.92","62,669,455.29","121,361,972.31","102,273,500.41","72,683,952.78","71,180,666.39","105,389,984.00","82,417,965.77","92,436,308.60","115,231,194.13","137,744,717.26","149,514,751.60","142,393,176.83","134,702,287.27","131,603,686.15","157,259,719.35","149,045,402.37","188,550,918.36","183,039,158.95","256,960,603.20","207,965,995.79","227,184,018.59","335,295,423.23","310,073,014.31","458,791,906.75","1,085,499,310.88","1,012,684,533.77","1,026,918,271.81","924,655,141.42","1,027,179,505.96","1,117,953,520.91","1,318,134,502.53","2,127,032,316.05","2,118,073,033.80","1,577,715,886.38"
应付账款,"21,489,965.85","58,357,253.19","46,891,007.45","72,009,051.32","45,773,120.71","49,047,549.64","40,372,034.78","53,636,149.34","60,748,151.84","59,932,048.33","72,766,956.47","77,511,385.70","96,849,722.22","56,153,281.33","60,088,475.47","81,601,457.03","90,207,114.64","89,040,479.35","98,866,816.15","124,944,281.07","139,558,720.80","152,258,069.90","154,790,709.48","143,064,661.06","151,651,965.41","165,728,968.54","444,802,460.32","532,038,741.12","763,812,983.56","714,838,688.83","570,651,342.84","506,493,215.72","681,225,753.84","1,182,300,572.12","975,003,360.03","1,214,052,397.74"
预付款项,"7,497,813.18","9,797,629.63","14,245,744.81","12,784,051.44","22,187,919.66","17,857,466.61","20,841,695.21","13,005,895.92","16,995,650.00","28,877,426.87","45,765,384.28","51,443,815.91","69,726,822.41","66,358,439.80","94,003,994.33","115,982,616.66","94,438,706.71","57,855,139.90","33,014,777.52","46,523,252.61","43,677,557.17","13,450,301.48","11,730,658.80","13,464,099.88","9,089,050.76","15,001,933.12","42,919,848.51","64,448,649.68","80,633,308.95","109,686,087.23","81,294,091.22","60,306,226.70","112,688,542.23","161,705,687.43","146,776,080.62","160,918,377.52"
预收款项,"27,571,337.37","25,801,996.92","22,765,360.29","9,915,407.38","7,420,862.12","15,144,687.58","26,791,828.53","13,160,345.58","8,176,253.50","15,046,761.17","20,584,678.26","13,708,348.61","7,141,698.18","19,262,805.43","4,176,454.17","2,085,036.84","1,890,963.74","3,967,553.48","3,072,234.82","9,164,495.31","1,805,321.11","4,984,506.28","1,902,117.54","7,784,544.49","5,885,470.59","3,174,116.14","93,571,851.66","84,653,133.94","127,070,981.01","123,319,523.13","180,727,359.94","315,369,548.11","349,038,082.51","515,984,848.02","361,599,613.92","78,668,847.30"
其他应收款,"2,331,816.99","2,604,394.48","2,564,534.98","15,606,243.34","2,664,562.13","4,050,138.51","1,867,549.78","2,757,292.13","1,865,875.93","2,365,336.75","7,593,362.50","10,762,175.90","3,746,799.30","4,473,508.76","3,947,489.11","5,354,812.96","3,783,787.56","8,162,613.00","3,612,870.25","3,778,701.81","5,426,160.16","3,320,072.33","3,531,569.45","3,904,503.42","23,639,633.22","21,207,096.44","59,124,853.49","56,094,426.57","205,277,068.73","184,069,509.94","44,670,299.01","55,982,081.80","41,652,123.72","81,879,635.95","32,304,189.64","37,988,618.03"
应付职工薪酬,"3,640,038.50","1,665,736.00","4,360,808.52","4,368,981.27","4,696,983.57","4,614,781.91","5,565,287.50","5,948,663.89","6,109,699.85","6,787,213.06","9,130,839.30","6,454,196.39","6,411,152.72","6,724,111.87","8,431,838.05","6,355,771.59","6,046,257.11","7,987,708.81","10,007,576.21","7,425,666.64","8,331,637.23","7,984,292.37","11,072,714.57","7,942,283.62","8,441,701.40","9,567,596.79","68,112,995.37","52,225,993.78","77,909,440.90","99,998,771.04","136,635,886.96","154,637,235.21","180,869,603.59","206,571,419.04","185,246,622.93","185,399,627.65"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
