科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付职工薪酬,"20,812,067.00","19,020,145.00","16,327,354.80","6,603,911.40","8,703,792.64","12,153,555.40","19,095,809.03","7,502,289.63","8,753,520.47","18,299,694.47","20,216,701.00","8,024,657.00","11,026,030.00","13,323,178.60","23,360,547.22","17,916,380.07"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"3,771,364.88","3,807,517.53","6,967,635.87","6,618,893.91","1,597,628.37","5,867,283.55","5,440,333.54","6,597,462.49","3,986,885.21","3,543,155.00","19,292,324.16","6,620,987.07","3,614,894.41","4,813,362.45","815,370.08","3,686,353.15"
应收利息,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,"24,000,000.00",,,,,,,,,,,
存货,"322,689,961.97","391,014,898.34","337,241,423.63","333,787,810.99","331,499,786.00","330,068,168.09","359,253,710.53","352,152,543.59","370,841,822.33","390,132,267.72","412,237,159.06","426,644,057.49","417,806,264.62","459,587,691.64","504,760,447.95","526,241,316.15"
其他应付款,"56,309.28","90,391.89","100,759.40","367,123.21","144,326.52","113,904.07","1,655,098.52","1,667,531.12","1,543,192.02","1,566,656.81","2,112,886.77","2,038,684.00","10,356,942.57","9,926,649.04","955,925.88","730,026.83"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,,,"12,774.28","4,966,733.91","69,573,681.56","220,145,975.66","110,011,704.99","12,970.91","1,114,988.75","4,067,767.26","10,006.29","2,602,049.15","421,346.48","11,290,180.82","18,974,196.67","12,698,776.56"
其他流动负债,,,,"2,466,120.01","1,644,080.02","822,040.03",,"2,348,685.75","1,565,790.51","782,895.27",,"697,756.10","465,170.75","752,722.25","1,020,428.58","2,165,303.51"
流动资产合计,"617,599,241.92","670,951,390.15","710,276,692.80","704,416,629.26","958,157,554.78","921,893,596.45","964,463,670.84","914,012,285.00","820,885,938.48","904,224,486.52","930,904,337.42","927,732,716.68","854,821,619.55","934,239,287.38","1,000,728,332.42","961,308,274.87"
流动负债合计,"523,820,055.57","543,521,915.69","537,555,059.96","510,711,129.35","549,396,862.59","503,518,141.34","522,827,327.83","499,170,286.88","531,102,508.75","601,977,212.15","621,742,104.85","631,908,011.83","611,136,039.34","663,336,799.13","724,700,228.96","666,825,436.58"
可供出售金融资产,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,"19,240,058.41","18,308,949.06","18,076,211.06","17,843,441.59","17,610,672.12","17,377,903.40","17,190,732.47","17,003,561.54","16,816,390.61","16,446,825.56","16,259,654.63","16,072,483.70","15,885,312.77","61,666,410.26","61,287,385.65"
预计负债,,,,,,,,,,,,,,,,
固定资产,"87,822,758.81","106,028,631.43","110,585,302.88","107,974,826.16","105,652,130.48","103,818,971.63","105,582,023.24","103,041,973.49","101,836,789.98","99,835,284.37","100,423,903.53","98,223,698.37","96,059,701.81","269,759,680.14","270,205,364.95","264,305,260.96"
递延所得税负债,,,,,,,,,,,,,,,,
在建工程,"16,500,903.65","2,869,150.00","693,539.00","1,435,131.00","1,569,131.00","6,044,064.92","1,683,660.92","1,688,583.92","4,445,567.92","4,445,567.92","1,696,131.09","134,258,452.36","220,392,424.84","50,865,719.51","1,963,619.08","2,076,783.74"
其他非流动负债,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"20,575,000.00","25,362,000.00","24,941,666.67","24,551,191.67","24,160,716.67","23,770,241.67","23,379,766.67","22,989,291.67","22,598,816.67","22,208,341.67","19,219,233.67","21,283,171.17","20,777,108.67","20,271,046.17","20,314,344.01","19,925,604.01"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"544,395,055.57","568,883,915.69","562,496,726.63","535,262,321.02","573,557,579.26","527,288,383.01","546,207,094.50","522,159,578.55","553,701,325.42","624,185,553.82","640,961,338.52","653,191,183.00","631,913,148.01","683,607,845.30","745,014,572.97","686,751,040.59"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","152,000,000.00","152,000,000.00","152,000,000.00","152,000,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"95,490,719.15","95,490,719.15","95,490,719.15","95,490,719.15","306,483,188.96","306,483,188.96","306,483,188.96","306,483,188.96","306,483,188.96","306,483,188.96","306,483,188.96","306,483,188.96","229,920,455.69","239,222,038.25","234,483,188.96","234,483,188.96"
无形资产,"37,315,832.00","27,942,785.67","27,991,615.12","27,766,640.06","28,023,701.21","28,163,164.74","27,943,747.02","27,915,049.93","27,948,102.87","29,842,464.42","31,131,715.83","31,050,690.30","30,728,469.66","30,406,249.02","30,525,323.84","30,313,790.74"
盈余公积,"5,753,989.29","10,095,835.09","14,997,172.39","14,997,172.39","14,997,172.39","14,997,172.39","20,904,293.79","20,904,293.79","20,904,293.79","20,904,293.79","26,787,215.62","26,787,215.62","26,787,215.62","26,787,215.62","31,359,581.07","31,359,581.07"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,
未分配利润,"56,545,171.24","96,413,825.38","141,020,649.77","159,561,985.91","144,133,378.75","155,159,888.76","170,705,173.76","182,578,487.21","156,574,127.51","169,602,884.45","188,115,878.25","199,971,292.47","163,662,354.64","176,650,733.00","178,614,067.44","191,388,215.11"
长期待摊费用,,,,,,,,,,,,,"1,006,054.61",,,
少数股东权益,,,,,,,,,,,"1,470,033.08","1,469,119.74","24,742,469.84","36,514,606.38","38,214,985.40","40,366,018.91"
递延所得税资产,"3,401,518.78","4,591,658.14","6,516,509.49","6,266,364.99","6,868,576.71","6,981,802.67","7,980,136.97","7,683,330.08","8,524,416.27","8,993,168.56","9,514,006.04","9,323,441.49","9,665,644.27","10,582,690.89","10,830,740.66","11,123,113.54"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,"140,000.00","69,000.00","401,780.00","251,321.00","1,825,904.00","185,481.00",,"41,324,985.00","137,749,950.00","137,749,950.00","154,444,961.00","51,797,572.00","686,543.88","3,776,969.88","4,344,901.78","7,140,001.69"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"145,181,013.24","160,741,283.65","164,497,695.55","161,770,494.27","161,782,884.99","162,804,157.08","160,567,471.55","198,844,654.89","297,508,388.58","297,682,825.88","313,657,543.05","340,913,509.15","374,611,322.77","381,276,622.21","379,536,360.57","376,246,336.32"
所有者权益(或股东权益)合计,"218,385,199.59","262,808,758.11","312,277,661.72","330,924,802.51","546,382,860.51","557,409,370.52","578,824,047.89","590,697,361.34","564,693,001.64","577,721,758.58","603,600,541.95","615,455,042.83","597,519,794.31","631,908,064.29","635,250,120.02","650,803,570.60"
资产总计,"762,780,255.16","831,692,673.80","874,774,388.35","866,187,123.53","1,119,940,439.77","1,084,697,753.53","1,125,031,142.39","1,112,856,939.89","1,118,394,327.06","1,201,907,312.40","1,244,561,880.47","1,268,646,225.83","1,229,432,942.32","1,315,515,909.59","1,380,264,692.99","1,337,554,611.19"
负债和所有者(或股东权益)合计,"762,780,255.16","831,692,673.80","874,774,388.35","866,187,123.53","1,119,940,439.77","1,084,697,753.53","1,125,031,142.39","1,112,856,939.89","1,118,394,327.06","1,201,907,312.40","1,244,561,880.47","1,268,646,225.83","1,229,432,942.32","1,315,515,909.59","1,380,264,692.99","1,337,554,611.19"
