科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"39,874,638.67","47,405,942.79","38,946,084.92","24,996,301.20","323,767,932.03","321,015,110.96","326,029,029.69","269,696,169.27","238,700,511.84","230,177,041.02","249,820,579.83","277,738,413.90","249,670,122.35","266,081,583.03","321,849,869.99","321,461,838.96","228,871,950.53","178,536,858.45","199,489,722.80","128,734,750.45","102,914,862.02","150,371,777.02","87,484,821.08","95,283,541.61","103,660,540.88","91,785,263.42","66,103,282.61","85,709,427.66","91,446,436.26","104,557,194.35","99,515,961.16","263,545,799.00","727,444,349.21","735,363,070.65","607,984,704.34"
短期借款,"25,000,000.00","55,000,000.00","37,341,595.00","37,341,595.00",,,,"8,232,341.31","8,232,341.31","8,232,341.31","8,232,341.31",,,,,,,,,,,"50,000,000.00","49,551,551.95","20,000,000.00","43,744,387.76","73,981,926.42","100,000,000.00","105,132,960.27","210,000,000.00","337,650,000.00","506,328,351.26","626,554,621.92","637,867,610.60","557,943,719.99","455,834,585.15"
交易性金融资产,,,,,,,,,,,,,,,,,,,,"9,300,000.00",,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"850,811.43","2,027,469.98","1,580,886.57","1,557,019.95","76,000.25","2,380,666.26","3,866,877.79","2,682,322.80","4,672,638.48","8,977,289.74","7,853,273.97","11,030,502.08","10,210,227.09","10,423,198.79","11,365,496.55","12,184,268.74","16,758,035.91","16,270,357.75","14,796,832.78","8,649,946.78","16,908,110.05","12,409,119.59","9,938,262.92","9,814,046.79","9,407,339.83","3,189,237.56","6,987,275.55","7,161,539.27","11,089,285.18","11,126,217.55","17,996,004.89","32,682,960.43","17,406,914.31","14,884,275.14"
应付票据,"9,773,608.21","736,762.90",,,,,,,,,,,,,,,,,,,,,,,,,,"2,601,600.00","10,056,036.81","5,144,400.00","5,072,849.20",,,,
应收账款,"91,974,314.86","80,244,524.56","95,322,096.05","89,714,933.27","116,833,434.05","127,188,019.26","149,641,911.60","158,105,432.47","158,214,397.49","170,805,122.01","168,648,404.47","144,362,344.83","104,284,422.29","104,266,486.56","111,583,240.93","96,602,249.01","103,559,061.28","104,718,807.68","107,694,001.08","137,152,681.76","114,872,224.67","107,355,624.50","130,026,025.13","96,474,816.49","113,633,057.45","129,698,339.14","163,799,433.03","116,234,821.31","252,030,927.05","325,762,744.86","221,875,969.38","128,404,510.89","601,693,449.20","150,289,080.66","165,738,658.77"
应付账款,"59,197,146.50","28,374,572.31","24,820,980.28","22,211,282.51","29,986,826.66","24,567,769.29","51,847,125.68","61,024,343.95","50,029,280.07","33,648,830.76","32,752,694.59","23,395,893.83","25,684,942.98","27,957,435.70","31,147,080.43","22,577,888.94","16,550,346.28","25,572,218.01","24,084,170.92","19,750,166.27","25,841,106.45","16,991,923.96","28,769,369.66","23,285,796.70","27,669,354.30","43,586,535.85","87,397,486.04","72,062,150.32","46,388,843.60","63,439,532.68","94,071,819.50","102,986,214.61","75,577,251.27","73,010,254.25","49,188,833.75"
预付款项,"6,990,989.07","17,850,615.42","25,160,290.92","32,140,045.79","50,421,073.91","31,870,158.94","32,125,735.32","56,550,959.37","49,579,490.98","39,301,132.07","20,396,271.76","26,599,420.61","25,254,773.72","39,965,105.21","17,540,511.92","31,338,090.65","22,825,487.19","16,563,715.56","41,065,395.12","28,883,567.79","71,458,991.61","66,438,194.61","50,908,028.83","55,620,001.96","44,287,170.61","45,484,800.42","54,908,011.18","55,239,787.11","46,536,855.76","93,907,432.40","84,272,355.05","53,907,472.27","58,174,441.84","53,208,547.54","36,306,224.17"
预收款项,"2,739,051.52","6,634,129.22","3,234,073.96","6,635,756.85","4,098,897.08","5,592,844.71","7,500,776.56","13,312,500.81","6,949,997.66","7,461,831.43","4,107,509.56","5,985,707.38","4,771,403.97","3,535,965.79","3,277,585.93","2,787,499.18","2,332,043.62","1,872,357.43","842,553.42","4,098,580.27","15,291,504.34","5,064,409.73","3,381,923.07","9,398,117.43","2,654,391.83","3,834,076.29","1,704,691.20","16,038,097.53","23,868,740.59","29,208,375.03","22,324,978.41","15,860,128.24","9,369,638.55","5,893,398.11","3,883,260.67"
