科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"67,148,530.25","106,942,634.00","140,458,567.38","114,257,506.33","721,236,829.43","422,461,465.15","410,573,422.47","406,203,888.48","365,183,995.84","339,809,233.03","323,425,983.85","205,633,269.37","253,775,592.79","191,415,595.99","221,114,659.96","176,348,878.60","169,103,855.48","161,042,685.19","201,961,349.25","194,870,904.22","295,916,052.39","255,264,366.00","209,905,954.69","158,081,337.52","184,648,931.27","210,020,315.74","272,850,719.91","144,551,209.27","112,736,856.46","131,205,539.15","178,511,284.64","152,085,045.40"
短期借款,"23,500,000.00","115,000,000.00","245,000,000.00","288,000,000.00","319,000,000.00","99,000,000.00","129,335,352.79","208,643,734.25","161,350,949.54","137,620,528.06","110,385,833.86","102,712,800.31","168,264,529.70","120,655,479.62","106,580,497.47","219,923,520.74","198,710,059.03","194,155,009.76","172,388,904.12","262,441,097.56","264,500,000.00","215,000,000.00","165,000,000.00","315,000,000.00","365,000,000.00","365,000,000.00","350,518,642.19","359,934,237.23","436,550,000.00","413,330,000.00","450,799,946.35","448,503,462.79"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"37,259,097.13","65,217,975.80","84,072,425.23","43,387,983.77","119,927,252.60","73,961,345.18","125,327,678.48","108,816,469.77","185,823,395.12","175,504,818.77","139,029,760.81","74,483,288.52","141,138,630.00","126,824,186.02","141,870,048.99","155,558,506.01","196,715,618.70","168,394,273.28","131,185,240.08","171,707,153.38","193,517,729.69","191,769,218.51","93,587,237.72","152,619,266.47","155,756,705.44","144,252,753.92","131,008,860.75","52,000,093.81","118,842,518.82","81,661,435.20","147,171,370.95","140,328,294.19"
应付票据,"44,373,724.45","65,585,995.23","137,911,801.03","139,873,505.12","176,932,605.12","210,609,467.50","185,982,595.94","216,882,666.94","248,183,758.50","212,442,590.00","194,700,130.00","197,844,639.11","208,042,772.15","264,592,169.29","295,940,664.33","258,416,790.87","208,025,971.53","159,815,524.01","132,736,329.43","136,085,284.18","187,010,318.46","196,478,228.46","197,036,857.86","233,573,541.69","164,464,585.25","229,704,586.44","287,326,255.84","164,768,089.07","109,980,107.18",,"86,721,490.00",
应收账款,"159,121,242.33","201,699,392.73","198,183,163.77","317,256,747.81","322,290,640.45","348,538,109.16","299,214,410.78","409,486,456.66","380,810,199.31","363,902,905.67","304,411,447.98","512,506,162.05","479,536,809.05","424,048,975.74","359,607,688.82","477,646,833.67","429,008,958.82","332,782,613.40","289,552,018.79","374,678,576.90","381,693,896.48","339,133,355.80","421,995,762.61","578,457,176.52","550,396,715.51","493,915,682.26","464,143,645.49","566,083,185.69","562,874,840.59","429,786,390.27","432,066,715.16","486,136,487.02"
应付账款,"102,928,356.46","166,830,430.48","129,338,747.10","117,985,014.86","154,862,161.55","107,443,852.69","139,381,722.46","135,912,168.03","159,702,538.91","151,901,844.72","180,957,753.40","190,807,497.96","211,050,053.68","160,242,628.56","153,909,258.81","151,828,811.04","160,917,580.47","130,375,259.72","119,576,130.71","153,001,970.50","162,952,531.19","156,321,252.53","169,331,302.19","195,025,404.17","224,680,520.02","186,303,729.24","241,302,080.51","252,217,260.21","235,236,039.67",,"203,700,267.83",
预付款项,"9,045,019.87","25,124,674.50","15,103,104.18","35,595,969.49","76,533,858.46","77,814,973.33","6,972,352.18","10,039,483.42","10,063,411.58","6,018,583.74","9,956,561.09","6,273,401.66","14,622,861.62","8,002,541.15","6,578,685.53","12,430,909.59","8,697,512.79","12,280,415.92","4,138,403.03","7,359,641.61","9,537,675.02","5,325,741.94","11,759,123.25","15,307,653.07","6,669,184.84","16,060,432.45","7,392,066.73","15,119,998.86","11,275,126.18","13,298,107.76","6,463,919.17","10,780,493.33"
预收款项,"7,114,332.43","17,138,039.79","1,246,948.65","4,593,022.25","2,222,431.95","2,585,883.56","2,996,860.88","3,211,039.31","3,443,110.72","2,849,058.38","2,552,263.30","3,986,990.30","1,565,963.04","7,729,077.70","3,516,391.71","8,432,744.68","5,252,503.50","4,830,730.42","3,874,957.06","4,760,994.90","8,538,896.78","10,831,047.23","4,958,141.16","9,263,113.50","8,543,185.47","9,791,076.46","6,574,563.27","9,662,486.82","9,985,572.01","10,502,735.44","8,223,880.03","10,852,682.94"
其他应收款,"10,463,110.84","5,305,203.71","12,692,290.55","30,754,014.66","23,279,335.08","30,720,043.23","13,531,337.40","14,782,052.43","13,823,610.83","20,805,603.10","18,568,326.90","21,412,844.63","21,820,887.25","21,420,817.43","19,420,407.20","21,438,381.43","19,540,830.95","19,414,288.19","17,441,229.00","19,340,997.87","17,749,680.17","19,462,509.09","18,164,458.18","24,178,616.86","21,782,459.03","25,259,742.89","20,145,921.33","22,957,439.93","22,962,791.05","20,166,098.36","14,966,157.88","19,559,637.23"
应付职工薪酬,"7,312,856.73","18,359,388.20","8,223,557.59","6,693,037.36","6,849,401.20","6,884,675.26","8,322,740.78","10,950,080.34","10,713,410.75","10,586,340.57","15,266,148.98","15,123,866.23","15,123,166.47","12,736,580.84","15,866,509.98","16,364,021.23","15,444,155.77","13,783,113.63","15,266,975.35","17,715,712.64","16,964,236.48","15,330,966.82","25,734,100.02","29,816,152.96","24,318,721.08","20,474,134.20","23,139,459.72","26,902,420.82","20,304,297.73","17,481,764.08","20,161,249.32","21,164,032.51"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"11,736,740.35","21,945,709.77","7,850,777.86","14,706,761.23","21,721,360.53","25,694,691.23","28,462,719.20","25,795,588.77","24,999,442.46","27,000,153.58","23,652,167.26","34,434,394.60","28,408,847.64","23,077,910.71","34,394,450.92","36,728,024.44","25,436,476.55","14,574,881.50","22,683,526.86","21,005,210.94","28,725,888.18","24,262,852.76","19,755,763.72","35,621,263.49","21,415,456.08","15,641,866.36","13,364,289.88","7,964,678.64","10,621,146.47","4,788,468.50","11,804,428.90","10,158,398.45"
应收利息,,,,,,,"1,155,911.33",,,,"1,650,664.85",,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,"508,936.12",,,,"77,982.38",,,,"312,714.88",,,,"152,065.98",,,,"520,705.19",,,,"667,244.75",
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"307,589.68","2,621,604.61","2,616,489.81",,,"32,000,000.00","7,199,280.00",,"4,499,550.00",,,,"10,920,028.00",,,,,,,"107,964.00",,,,,,,,,,,,
