科目,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"15,832,666.41","14,604,840.71","31,475,443.81","12,092,142.99","10,555,245.24","10,573,575.61","12,899,170.03","9,518,302.75","17,228,749.53","15,658,079.56","20,751,940.05","19,652,380.03","10,256,926.75","20,427,346.19","31,581,333.87","28,193,128.52","14,799,412.97","26,506,295.94","32,257,998.78","25,761,270.68","22,125,171.07","19,217,311.12","19,497,626.67","15,980,476.46","15,413,217.51","13,412,810.97","10,612,805.83","266,155,608.71","130,794,636.87","71,712,358.23","60,099,481.66","14,283,976.04","14,525,314.72","2,243,586.42","4,721,781.20","3,370,529.80","3,433,824.46","25,475,204.66","29,529,528.71","7,400,881.05","10,433,260.04"
应付职工薪酬,"1,239,383.26","132,327.45","136,155.12","473,024.72","492,089.98","291,455.41","278,500.16","361,563.57","477,060.14","5,995.74","407,866.49","180,202.42","299,687.60","-64,847.36","131,106.06","-41,930.98","42,709.27","426,815.84","266,470.80","351,094.58","630,955.54","232,702.25","1,134,909.62","562,876.14","399,605.97","2,961,323.77","3,083,114.97","3,462,315.61","3,576,665.17","3,726,721.42","4,935,035.92","3,714,765.22","4,697,080.70","5,637,905.88","6,342,392.18","5,879,298.61","6,425,028.19","6,302,858.54","7,357,047.81","5,237,860.25","4,345,779.77"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"6,571,151.61","6,412,933.03","435,959.14","-4,251,917.05","-8,616,601.87","7,568,288.35","-3,376,518.45","-4,634,318.07","-8,323,240.80","2,053,694.64","-17,579,368.30","-5,044,828.53","-1,366,987.47","12,808,260.17","1,872,865.51","987,693.10","15,017,448.81","7,669,453.86","2,390,109.90","3,184,000.95","4,385,428.89","6,078,276.25","-2,420,081.05","2,591,994.46","7,988,080.25","4,344,749.62","-6,659,340.55","2,245,409.80","4,190,478.99","3,165,104.30","3,350,582.55","2,336,857.56","2,934,879.70","3,979,868.99","3,351,849.67","2,085,702.06","2,410,149.26","6,386,506.24","5,298,125.26","3,887,736.18","4,742,809.05"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,"687,991.00","54,055.56","54,055.56",,"1,061,733.90","782,267.69","57,400.00","57,400.00","923,503.64",,"1,199,451.16","1,093,747.41","1,104,920.60","43,333.33","1,366,911.65","2,985,208.33","586,300.00",,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,"490,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,500,000.00",
存货,"21,980,501.84","30,287,243.86","33,966,909.56","75,381,725.40","101,654,373.39","64,450,367.41","99,025,276.21","180,421,427.17","218,932,529.60","141,889,319.46","321,409,626.63","445,579,250.92","347,180,955.14","153,169,933.91","288,822,126.24","523,019,418.14","397,914,910.14","311,186,439.09","401,730,945.13","387,161,370.66","416,625,686.87","327,110,518.79","325,278,268.01","342,978,004.08","332,047,556.36","245,545,133.99","308,974,729.66","138,520,405.43","83,064,629.45","64,750,026.74","78,753,217.63","85,435,416.94","78,913,780.86","105,559,016.72","114,478,701.73","106,785,777.16","107,513,974.35","58,740,559.20","41,281,166.92","78,801,025.23","90,438,356.19"
其他应付款,"9,701,220.02","13,580,518.04","7,490,331.99","8,099,453.97","12,813,918.10","13,963,861.81","7,230,277.22","8,625,377.94","8,813,080.01","113,626,655.46","77,157,481.87","92,190,906.52","88,442,446.52","75,882,693.17","75,192,460.52","82,313,873.30","71,713,873.60","125,240,297.78","135,067,201.19","176,674,611.71","153,047,867.37","157,200,562.37","70,711,657.70","12,959,367.14","22,916,351.39","7,723,392.56","6,031,454.25","156,589,003.10","227,463,029.09","216,607,696.31","276,356,686.86","14,132,380.81","6,642,821.19","5,083,247.92","5,241,917.85","2,315,778.48","2,135,120.83","3,574,891.60","1,892,925.67","38,482,850.01","29,086,939.65"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,000,000.00","14,000,000.00","28,000,000.00","14,000,000.00",,,,,,,,,,
其他流动资产,"395,047.31","449,867.00","214,367.00","27,867.00","3,631,475.76",,"171,630.93",,,,,,,,"55,200.00","33,600.00",,,,,,,,,,,,"38,226,877.19","7,704,378.60","6,851,123.76","6,851,744.62","11,783,654.41","6,083,976.38","5,321,214.16","7,845,189.85","8,519,606.58","11,451,792.51","4,128,858.83","4,375,179.58","5,940,905.83","6,272,454.25"
其他流动负债,,"413,091.73","435,085.33","64,249.82","792,350.35","382,500.00","615,792.10","360,000.00",,"430,000.00","420,000.00","420,000.00","420,000.00","480,000.00","460,000.00","460,000.00",,"655,000.00","655,000.00","655,000.00","655,000.00","600,000.00","600,000.00",,,"566,037.74","18,867.93","44,825.00","51,126.00","637,246.65","629,660.15","49,388.00","49,462.50","499,364.75","572,446.04","549,832.11","69,354.74","446,584.33","427,415.85","60,451.64","80,211.91"
流动资产合计,"150,072,109.63","377,443,955.26","298,783,741.62","317,773,139.66","350,408,697.53","349,698,005.26","342,244,263.03","497,672,863.00","604,911,404.27","601,626,322.31","697,423,445.38","871,700,777.32","862,980,134.11","628,657,442.51","771,604,451.39","1,193,861,763.39","1,028,901,119.68","934,046,766.13","886,324,743.08","1,005,554,389.97","941,583,075.14","795,630,548.62","738,323,580.98","861,446,306.34","786,486,869.20","648,512,451.66","719,155,920.35","630,211,757.97","423,496,478.80","312,993,741.03","283,454,226.84","244,876,055.51","261,932,093.90","334,760,019.66","335,343,274.88","305,138,365.23","307,658,789.32","305,555,296.72","301,344,099.52","342,891,062.81","337,386,931.60"
流动负债合计,"105,751,101.65","183,562,020.76","105,765,921.58","140,579,419.05","178,490,859.20","170,107,853.34","160,192,005.89","318,214,943.16","427,132,697.24","590,046,340.74","700,867,590.71","876,831,367.82","881,436,839.96","690,356,829.55","836,690,100.21","1,250,117,966.92","1,078,505,395.34","982,659,560.06","943,478,021.24","1,153,050,425.68","1,077,656,618.52","937,642,160.64","797,067,924.18","907,841,265.66","833,092,737.42","654,464,489.56","738,775,122.19","765,835,456.07","570,979,800.08","491,936,567.21","471,122,680.53","76,444,513.92","79,336,768.99","127,864,691.67","122,696,430.59","107,519,018.50","111,251,668.88","70,207,103.12","66,146,192.27","134,116,433.39","131,962,013.06"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,950,000.00","3,950,000.00","3,950,000.00",
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000,000.00","99,000,000.00","84,000,000.00","84,000,000.00","70,000,000.00","70,000,000.00",,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,"2,080,000.00","1,858,697.55","1,702,666.35","8,851,664.60","1,221,159.06","903,475.50","776,366.03","976,975.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000.00"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,"1,335,840.65","1,335,840.65","1,335,840.65","1,335,840.65","1,372,576.27","1,372,576.27","1,388,303.71","1,388,303.71","1,410,322.12","1,410,322.12","1,429,714.05","1,410,322.12","1,449,105.98","1,449,105.98","1,469,031.19","1,469,031.19","1,488,956.39","1,488,956.39","1,509,429.54","1,488,956.39","1,529,902.69","1,529,902.69","1,529,902.69","1,561,456.93","1,571,975.01","1,582,782.34","1,593,589.67","1,604,397.00"
固定资产,"42,631,870.44","41,363,753.61","40,766,258.18","40,473,604.51","41,566,429.36","40,403,209.00","37,217,859.39","46,488,770.40","47,218,415.48","63,255,671.19","69,760,569.70","68,958,028.44","71,168,660.00","233,627,891.12","229,667,395.70","226,062,263.67","222,813,352.76","222,603,325.74","217,977,598.48","215,500,945.69","209,689,925.44","209,814,773.19","205,170,442.42","199,865,806.51","198,951,485.30","200,494,383.12","196,199,399.06","139,023,915.36","136,264,663.74","135,221,884.48","132,771,549.71","130,730,216.10","128,502,805.56","126,750,675.76","124,624,041.16","123,333,216.53","124,302,788.24","119,001,052.19","116,838,409.06","132,678,789.74","130,293,155.57"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,"49,157.42","49,157.42","325,506.65","325,506.65","866,878.95","866,878.95","1,377,247.31","1,377,247.31","2,503,269.65","2,469,066.65","2,825,446.17","2,791,243.17","4,413,617.16","4,379,414.16","4,345,211.16","4,992,561.11","5,185,542.44","5,347,657.26","5,509,772.09","5,671,886.90"
在建工程,"432,700.01","669,032.17","1,065,138.17","1,597,088.67","4,841,322.73","8,956,155.71","9,898,898.10","6,045,297.56","4,530,791.08","110,598,378.30","111,927,220.76","115,265,051.15","132,239,614.40","4,072,927.17","1,897,196.42","4,985,607.62","7,348,192.36","8,068,001.20","11,267,967.09","10,277,411.24","13,518,868.37","15,561,204.79","17,762,088.63","18,329,137.04","30,185,716.23","27,237,725.01","28,290,038.63","22,970,641.58","23,290,867.59","24,799,884.31","24,847,432.60","24,900,847.22","25,428,950.94","28,586,394.89","30,260,577.66","37,905,753.13","38,329,449.54","27,192,844.42","34,745,277.32","39,372,668.00","45,657,766.96"
其他非流动负债,"605,000.00",,,,,,,,,,,,,,,,,"5,490,000.00","5,490,000.00","5,490,000.00","5,490,000.00","5,490,000.00","5,490,000.00","15,690,000.00","15,690,000.00","19,790,000.00","19,790,000.00","19,000,000.00","20,400,000.00",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,324.79","33,324.79"
非流动负债合计,"605,000.00",,,,,,,,,,,,,"1,335,840.65","1,335,840.65","1,335,840.65","1,335,840.65","6,862,576.27","6,862,576.27","6,878,303.71","6,878,303.71","6,949,479.54","6,949,479.54","17,445,220.70","17,425,828.77","122,105,984.93","121,105,984.93","105,846,278.50","107,246,278.50","94,392,226.04","94,358,023.04","24,734,875.71","24,680,199.56","36,433,519.85","75,286,756.85","75,042,553.85","75,531,541.76","52,167,517.45","52,340,439.60","52,513,361.76","52,526,283.90"
固定资产清理,,,,,,,"2,570,502.45","2,574,889.70","2,574,889.70","2,570,502.45",,,,,,,,,"6,788.93",,,,,,,,"42,724.74","319,318.52","319,318.52","76,070.31","76,070.31","76,070.31","91,026.02",,,,,,,,
负债合计,"106,356,101.65","183,562,020.76","105,765,921.58","140,579,419.05","178,490,859.20","170,107,853.34","160,192,005.89","318,214,943.16","427,132,697.24","590,046,340.74","700,867,590.71","876,831,367.82","881,436,839.96","691,692,670.20","838,025,940.86","1,251,453,807.57","1,079,841,235.99","989,522,136.33","950,340,597.51","1,159,928,729.39","1,084,534,922.23","944,591,640.18","804,017,403.72","925,286,486.36","850,518,566.19","776,570,474.49","859,881,107.12","871,681,734.57","678,226,078.58","586,328,793.25","565,480,703.57","101,179,389.63","104,016,968.55","164,298,211.52","197,983,187.44","182,561,572.35","186,783,210.64","122,374,620.57","118,486,631.87","186,629,795.15","184,488,296.96"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"45,500,000.00","60,700,000.00","60,700,000.00","60,700,000.00","60,700,000.00","60,700,000.00","60,700,000.00","121,400,000.00","121,400,000.00","121,400,000.00","121,400,000.00","121,400,000.00","121,400,000.00","121,400,000.00","121,400,000.00","121,400,000.00","121,400,000.00","121,400,000.00","121,400,000.00","121,400,000.00","121,400,000.00","121,400,000.00","142,103,469.00","142,103,469.00","142,103,469.00","142,103,469.00","142,103,469.00","142,103,469.00","142,103,469.00","142,103,469.00","142,103,469.00","173,103,469.00","173,103,469.00","173,103,469.00","259,655,203.00","259,655,203.00","259,655,203.00","259,655,203.00","259,655,203.00","259,655,203.00","259,655,203.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"1,837,801.00","114,569,743.26","114,569,743.26","114,569,743.26","114,569,743.26","115,106,688.09","115,106,688.09","54,406,688.09","54,406,688.09","54,406,688.09","56,071,162.12","56,071,162.12","56,071,162.12","56,071,162.12","56,071,162.12","60,170,841.56","62,220,681.28","56,440,314.87","56,440,314.87","58,175,148.95","58,367,460.06","58,367,460.06","189,005,613.96","188,846,966.24","188,930,966.24","187,725,936.35","187,725,936.35","187,725,936.35","187,725,936.35","187,725,936.35","187,725,936.35","597,136,257.11","597,136,257.11","598,388,606.78","511,836,872.78","511,836,872.78","511,836,872.78","511,836,871.78","511,836,871.78","510,930,114.41","510,930,114.41"
无形资产,"485,942.00","452,724.80","411,056.60","369,815.40","398,426.01","368,955.65","341,193.29","335,364.26","306,426.92","118,090,179.58","118,059,244.24","118,041,437.38","117,588,130.71","115,818,135.84","116,311,308.17","114,381,815.33","112,528,379.69","111,201,298.48","111,248,625.13","217,780,538.79","215,076,522.61","215,308,092.00","215,156,861.60","212,949,897.74","211,053,028.22","210,613,007.05","210,519,108.69","210,444,967.29","210,348,514.41","214,358,269.84","214,049,736.38","213,881,038.11","213,635,252.66","213,293,867.70","212,981,313.43","212,673,887.42","260,228,357.14","233,078,233.41","232,665,434.27","235,872,112.52","236,926,952.28"
盈余公积,"6,038,633.67","7,315,264.53","7,315,264.53","7,315,264.53","7,315,264.53","8,566,314.94","8,566,314.94","8,566,314.94","8,566,314.94","10,518,721.84","10,518,721.84","10,518,721.84","10,518,721.84","12,084,582.11","12,084,582.11","12,084,582.11","12,084,582.11","13,358,249.54","13,358,249.54","13,358,249.54","975,536.66","14,035,469.06","14,035,469.06","14,035,469.06","14,035,469.06","14,035,469.06","14,035,469.06","14,035,469.06","14,035,469.06","14,035,469.06","14,035,469.06","14,035,469.06","14,035,469.06","14,035,469.06","14,035,469.06","14,035,469.06","14,035,469.06","14,035,469.06","14,035,469.06","14,035,469.06","14,035,469.06"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,763,881.82",,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,"431,550.55","431,550.55","431,550.55","431,550.55","431,550.55","431,550.55","431,550.55","431,550.55","431,550.55","7,535,513.50","7,535,513.50","7,535,513.50","7,535,513.50","13,447,719.42","13,447,719.42","13,447,719.42","13,447,719.42","13,447,719.42","13,447,719.42","13,447,719.42","13,447,719.42","13,447,719.42","13,447,719.42","13,447,719.42","13,447,719.42","7,535,513.50","7,535,513.50","144,212,758.57","144,212,758.57","140,816,948.02","140,816,948.02","140,816,948.02","140,816,948.02","140,816,948.02","140,816,948.02","140,816,948.02","140,816,948.02","140,816,948.02","140,816,948.02","142,175,818.23","142,175,818.23"
未分配利润,"13,135,575.24","32,731,833.99","31,098,664.87","18,311,137.91","17,671,948.66","34,229,968.19","31,543,910.92","34,388,564.71","40,405,860.52","53,076,188.33","53,201,408.63","54,261,061.92","61,148,350.02","72,507,431.18","69,359,907.86","67,509,555.40","70,396,368.87","69,412,369.93","60,690,981.82","70,424,592.10","73,894,844.81","72,889,070.21","69,852,948.32","67,915,112.68","72,608,281.45","18,912,301.30","5,411,218.53","-24,057,000.15","-38,220,201.33","-63,549,326.14","-73,171,652.68","-82,341,194.77","-74,296,303.64","-54,645,331.61","-53,925,063.02","-53,524,586.07","-53,613,019.39","-52,414,636.33","-52,108,305.43","-51,787,302.80","-50,708,265.95"
长期待摊费用,"244,335.56","223,177.98","195,941.00","1,933,822.07","1,816,238.71","3,241,610.00","3,101,295.54","3,547,150.86","5,515,087.87","5,694,047.96","5,309,535.68","4,937,505.75","6,106,835.94","29,096,728.57","32,117,839.14","30,295,948.34","30,541,399.74","31,241,447.48","30,266,959.84","33,770,431.27","32,415,593.92","31,219,651.47","30,259,028.75","33,126,571.94","28,433,580.49","33,768,575.02","33,678,511.78","29,988,884.05","29,864,197.75","29,386,785.94","29,103,552.73","29,283,129.42","29,267,155.97","29,493,781.03","29,122,249.15","28,750,717.27","28,622,298.57","28,565,369.63","28,414,492.34","28,586,342.08","28,624,323.27"
少数股东权益,"21,727,607.64","21,978,843.14","22,477,603.19","22,814,163.54","22,344,557.23","17,178,680.55","22,830,792.59","22,903,991.50","23,145,432.07","82,280,123.76","70,560,555.32","70,207,107.34","70,352,116.36","74,219,252.46","72,512,881.55","74,380,851.78","73,877,569.56","74,171,411.71","73,092,700.34","75,692,098.18","76,512,425.57","77,617,215.85","9,403,750.75","8,373,162.30","7,662,660.67","8,189,675.20","8,149,219.31","25,367,587.72","28,939,080.27","31,868,517.60","33,089,493.50","30,343,079.45","32,187,897.32","33,522,466.85","37,169,633.83","38,759,946.40","40,514,936.95","56,691,884.70","59,286,012.76","61,326,103.66","67,030,832.88"
递延所得税资产,"297,211.01","273,511.31","273,511.31","1,710,707.43","1,629,707.99","710,018.94","1,275,452.53","1,081,949.72","716,762.39","1,136,288.41","1,700,433.86","2,074,741.47","2,368,537.46","3,533,583.85","4,671,722.57","4,396,325.61","4,821,198.39","4,364,967.55","5,436,348.93","3,403,080.80","3,311,733.97","1,431,693.41","1,858,762.08","1,551,493.86","2,014,786.00","4,472,822.59","6,962,488.34","17,350,339.77","22,516,902.36","30,975,675.87","34,163,825.58","38,443,542.12","36,251,522.04","33,426,758.28","35,259,595.56","36,660,715.72","39,741,522.22","40,808,921.90","42,008,948.06","42,719,932.87","43,914,956.54"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,"7,702,252.38","7,702,252.38","7,383,602.38","7,383,602.38","16,355,821.87","16,355,821.87","23,713,006.11","23,770,821.87","11,152,465.18","11,202,435.18","11,604,860.18","11,352,435.18","22,614,815.18","59,334,815.18","68,978,579.18","17,628,611.18","14,036,807.53","11,198,615.18","13,298,615.18","18,698,615.18"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"44,523,609.57","43,413,750.42","43,143,455.81","46,516,588.63","50,683,675.35","56,191,499.85","56,695,449.40","62,207,639.40","70,145,588.59","310,101,740.45","315,195,993.24","317,588,643.72","337,984,267.16","399,596,985.97","398,113,181.42","393,569,679.99","391,500,242.36","390,926,759.87","389,652,007.82","494,180,127.21","487,460,363.73","494,485,386.66","491,357,155.28","486,654,228.89","491,469,918.04","500,477,848.16","499,583,606.61","588,023,831.25","590,588,044.81","586,787,983.95","587,031,550.51","589,736,651.48","585,346,096.39","594,983,240.86","632,399,540.16","649,119,817.27","652,433,856.73","607,450,177.10","610,638,124.25","638,687,603.41","649,324,912.82"
所有者权益(或股东权益)合计,"88,239,617.55","237,295,684.92","236,161,275.85","223,710,309.24","222,601,513.68","235,781,651.77","238,747,706.54","241,665,559.24","247,924,295.62","321,681,722.02","311,751,847.91","312,458,053.22","319,527,561.31","336,561,758.28","331,691,691.95","335,977,635.81","340,560,126.05","335,451,389.67","325,636,153.39","339,805,787.79","344,508,516.64","345,524,295.10","425,663,332.54","422,814,048.87","427,438,221.05","372,419,825.33","358,858,419.84","346,553,854.65","335,858,445.03","313,452,931.73","305,005,073.78","733,433,317.36","743,261,221.74","765,445,049.00","769,759,627.60","771,696,610.15","773,309,435.41","790,630,853.25","793,495,591.90","794,948,871.07","802,223,547.46"
资产总计,"194,595,719.20","420,857,705.68","341,927,197.43","364,289,728.29","401,092,372.88","405,889,505.11","398,939,712.43","559,880,502.40","675,056,992.86","911,728,062.76","1,012,619,438.62","1,189,289,421.04","1,200,964,401.27","1,028,254,428.48","1,169,717,632.81","1,587,431,443.38","1,420,401,362.04","1,324,973,526.00","1,275,976,750.90","1,499,734,517.18","1,429,043,438.87","1,290,115,935.28","1,229,680,736.26","1,348,100,535.23","1,277,956,787.24","1,148,990,299.82","1,218,739,526.96","1,218,235,589.22","1,014,084,523.61","899,781,724.98","870,485,777.35","834,612,706.99","847,278,190.29","929,743,260.52","967,742,815.04","954,258,182.50","960,092,646.05","913,005,473.82","911,982,223.77","981,578,666.22","986,711,844.42"
负债和所有者(或股东权益)合计,"194,595,719.20","420,857,705.68","341,927,197.43","364,289,728.29","401,092,372.88","405,889,505.11","398,939,712.43","559,880,502.40","675,056,992.86","911,728,062.76","1,012,619,438.62","1,189,289,421.04","1,200,964,401.27","1,028,254,428.48","1,169,717,632.81","1,587,431,443.38","1,420,401,362.04","1,324,973,526.00","1,275,976,750.90","1,499,734,517.18","1,429,043,438.87","1,290,115,935.28","1,229,680,736.26","1,348,100,535.23","1,277,956,787.24","1,148,990,299.82","1,218,739,526.96","1,218,235,589.22","1,014,084,523.61","899,781,724.98","870,485,777.35","834,612,706.99","847,278,190.29","929,743,260.52","967,742,815.04","954,258,182.50","960,092,646.05","913,005,473.82","911,982,223.77","981,578,666.22","986,711,844.42"
