科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"116,818,031.72","124,080,644.41","168,522,138.31","26,011,587.89","50,751,472.66","86,992,993.52","116,352,020.34","18,401,413.71","59,400,802.36","71,650,214.00","114,934,471.10","54,564,252.69","124,180,524.44","160,221,929.90","252,312,433.09","107,026,440.74","127,562,281.67","286,295,764.00","442,771,016.85","100,400,558.58"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"1,047,386.96",,,,,,,,,
收到的税费返还,"2,420,528.82","1,464,566.28","1,153,662.08","549,230.77","1,939,658.12","4,667,149.13","7,650,499.71","1,796.31","905,514.27","3,415,137.47","2,605,711.14",,"3,594,914.01","4,123,629.81","7,444,818.62","4,068,430.19","9,170,510.52","18,571,588.41","23,770,418.06","4,940,780.26"
支付其他与投资活动有关的现金,,,,,,,"60,000,000.00",,,,,,,,"6,000,000.00","10,200,000.00","33,050,000.00","50,800,000.00","73,800,000.00","9,230,000.00"
收到其他与经营活动有关的现金,"1,789,539.78","1,799,716.02","1,978,457.56","154,622.72","2,599,991.11","3,106,917.58","5,168,140.37","423,048.94","934,049.64","1,789,125.39","3,044,097.49","259,435.71","1,575,170.80","2,064,984.43","4,599,780.59","6,592,656.93","2,117,730.20","2,244,600.20","5,339,590.81","55,550.05"
投资活动现金流出小计,"32,377,860.05","4,852,190.81","1,900,449.13","417,246.09","2,397,340.23","13,221,652.97","85,941,257.76","3,956,525.15","42,699,918.01","53,054,976.11","102,959,870.51","16,182,595.92","21,296,762.09","24,543,749.19","35,108,949.52","113,990,346.67","390,281,485.40","448,621,551.06","509,633,540.73","10,041,976.17"
经营活动现金流入小计,"121,028,100.32","127,344,926.71","171,654,257.95","26,715,441.38","55,291,121.89","94,767,060.23","129,170,660.42","18,826,258.96","61,240,366.27","76,854,476.86","120,584,279.73","54,823,688.40","129,350,609.25","166,410,544.14","264,357,032.30","117,687,527.86","138,850,522.39","307,111,952.61","471,881,025.72","105,396,888.89"
投资活动产生的现金流量净额,"-24,887,700.05","-4,814,460.81","-1,784,387.31","-417,246.09","-2,397,340.23","-12,895,876.33","-85,916,584.36","57,005,831.01","18,262,438.15","7,907,380.05","-34,121,877.86","-16,182,595.92","-21,256,762.09","-24,502,048.12","-21,594,743.83","-89,512,470.75","-350,008,905.69","-383,936,928.09","-426,251,361.50","8,837,445.20"
购买商品、接受劳务支付的现金,"54,232,031.75","60,298,265.32","75,630,100.50","41,089,299.59","48,385,812.68","85,184,888.07","89,137,473.54","21,411,233.84","40,995,236.22","68,040,802.91","77,148,138.10","27,019,385.37","60,212,844.59","84,276,908.80","127,358,232.65","45,995,357.69","58,672,284.08","142,686,657.77","197,416,868.79","33,137,991.61"
吸收投资收到的现金,,,,,"171,893,967.00","175,961,300.00","175,961,300.00",,,,,,"94,000.00","150,000.00","150,000.00","354,358,480.30","357,999,989.73","357,999,989.73","357,999,989.73",
支付给职工以及为职工支付的现金,"18,178,304.77","24,830,829.83","33,401,021.37","11,730,844.34","20,931,130.82","30,723,635.34","40,691,430.48","12,429,066.90","22,654,817.27","33,172,909.62","45,167,673.58","15,607,900.57","30,241,193.33","45,389,512.62","62,004,143.59","32,348,360.22","56,720,355.09","79,216,603.60","101,627,754.72","28,310,805.87"
取得借款收到的现金,"9,000,000.00","14,900,000.00","14,900,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00",,"29,900,000.00","67,200,000.00","67,200,000.00","30,000,000.00","39,900,000.00","57,900,000.00","69,900,000.00","65,900,000.00","91,716,787.38","133,170,132.44","168,170,132.44","43,900,000.00"
支付的各项税费,"15,296,890.33","22,700,833.30","23,345,686.55","6,905,073.37","8,576,778.68","11,801,484.42","13,420,061.32","10,815,241.12","15,006,969.27","16,273,865.01","22,111,230.52","11,685,192.68","16,823,224.30","25,401,680.40","30,567,554.73","19,140,543.18","32,985,156.52","40,358,119.92","55,090,102.42","18,121,301.79"
收到其他与筹资活动有关的现金,,,,"137,977.51","137,977.51","137,977.51",,,,,,"1,620,701.60",,"200,000.00","2,191,875.28",,,,"1,606,740.99",
