科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"155,720,739.79","439,533,328.89","630,998,510.65","732,185,721.67","224,200,087.28","496,740,118.93","727,145,809.53","1,146,424,125.74","331,349,551.54","579,121,752.07","881,584,232.35","1,309,227,756.96","285,248,871.38","636,656,013.94","926,950,578.77","1,283,209,215.31","396,210,355.97","891,597,582.99","1,207,578,228.80","1,639,024,782.48","483,816,638.57","1,075,858,888.67","1,499,103,444.26","2,009,270,261.13","503,183,391.08","1,098,757,018.94","1,664,245,519.70","2,530,589,606.21","552,251,716.44","1,459,675,597.12","2,057,511,135.25","3,119,747,809.89","643,962,166.55","1,868,956,096.30","2,425,402,099.11","4,495,684,211.27","891,363,796.01","2,760,325,103.44","4,249,524,060.86","8,239,631,127.42","3,055,196,483.60","12,966,599,963.03","19,708,898,866.79"
取得子公司及其他营业单位支付的现金净额,,,,,,,,"31,178,465.34","49,931,438.21","49,931,438.21","49,931,438.21","49,931,438.21",,,,,,,,,,,,,,,,,,,,"180,000,000.00",,,,"38,948,281.34",,,"46,927,458.95","929,412,325.09","406,320,000.00","275,472,836.56","284,093,778.71"
收到的税费返还,,,,,,,,"208,885.47",,,,"949,381.19",,,,"308,600.00",,,"402,865.71","1,999,037.02","31,618.97",,"1,876,578.67","1,153,392.85","510,441.23","1,354,733.97","2,032,855.12","2,729,579.72","97,360.00","1,301,777.61","4,541,689.85","5,444,329.47","1,119,583.47","1,685,436.25","2,237,965.58","4,789,572.03","7,454,356.37","6,345,859.39","2,704,973.25","21,489,743.93","502,523.37","23,551,188.46","41,616,048.41"
支付其他与投资活动有关的现金,"6,841,969.11","15,901,123.59","30,134,443.72",,,"1,969,394.70","2,068,837.48",,,,,,,,,,,,,,,,,"41,966,000.00",,"23,246,582.89","24,106,713.39","9,732,150.00",,"32,937,228.80","35,704,938.91","35,158,750.00","200,000.00","100,200,000.00","496,941,181.87","75,550,000.00","6,620,051.88","11,914,296.40","807,125,393.11","15,380,320.00","3,993,718.46","21,890,704.51","25,673,824.35"
收到其他与经营活动有关的现金,"1,296,087.51","2,410,144.03","4,369,626.76","6,900,141.78","905,035.03","3,077,243.72","6,355,771.61","16,869,975.06","1,953,255.71","3,600,019.75","6,491,679.08","12,829,919.26","2,967,747.35","22,173,566.27","24,625,411.78","37,343,879.90","4,965,205.94","21,144,535.47","23,451,877.78","21,737,128.75","7,321,141.60","28,327,790.13","45,471,458.51","15,967,768.99","13,337,722.28","22,145,467.92","32,963,028.63","21,918,136.63","16,686,546.15","25,912,859.05","37,358,166.96","27,929,878.34","20,363,381.90","17,297,495.40","32,129,108.88","409,489,542.93","215,521,055.19","505,554,113.59","1,162,976,636.73","1,009,608,954.16","631,326,008.64","730,627,554.83","1,323,100,532.51"
投资活动现金流出小计,"26,130,296.42","45,884,305.55","73,753,665.56","112,070,024.91","16,230,460.31","11,172,087.51","15,795,061.52","60,132,825.95","53,308,269.78","57,598,847.27","59,864,891.75","112,398,135.52","18,031,541.92","23,129,457.44","32,764,082.12","79,125,846.35","8,913,897.11","86,836,442.73","106,684,324.51","146,856,366.76","10,672,666.74","70,721,328.47","115,370,019.52","263,290,114.97","34,999,652.15","74,558,816.62","98,966,694.11","208,765,206.18","17,550,244.20","61,444,235.12","75,084,175.09","291,202,664.38","12,819,709.22","120,072,173.29","527,445,306.65","2,788,337,138.31","601,111,931.72","1,113,635,621.14","2,783,755,868.14","3,660,571,865.84","1,246,505,245.20","1,847,119,441.80","2,267,419,349.70"
经营活动现金流入小计,"157,016,827.30","441,943,472.92","635,368,137.41","739,085,863.45","225,105,122.31","499,817,362.65","733,501,581.14","1,163,502,986.27","333,302,807.25","582,721,771.82","888,075,911.43","1,323,007,057.41","288,216,618.73","658,829,580.21","951,575,990.55","1,320,861,695.21","401,175,561.91","912,742,118.46","1,231,432,972.29","1,662,760,948.25","491,169,399.14","1,104,186,678.80","1,546,451,481.44","2,026,391,422.97","517,031,554.59","1,122,257,220.83","1,699,241,403.45","2,555,237,322.56","569,035,622.59","1,486,890,233.78","2,099,410,992.06","3,153,122,017.70","665,445,131.92","1,887,939,027.95","2,459,769,173.57","4,909,963,326.23","1,114,339,207.57","3,272,225,076.42","5,415,205,670.84","9,287,726,278.91","3,701,645,070.51","13,774,060,346.34","21,181,971,097.26"
投资活动产生的现金流量净额,"-23,984,186.62","-42,872,388.75","-70,723,434.16","-108,896,763.99","-16,230,460.31","-11,172,087.51","-15,795,061.52","-59,960,063.35","-53,308,269.78","-57,598,847.27","-59,864,891.75","-109,867,126.77","-18,031,541.92","-10,707,203.56","-17,341,828.24","-54,814,386.78","-8,703,665.11","-86,582,110.73","-97,051,092.51","-131,919,516.25","-10,664,666.74","-53,388,328.47","-97,965,019.52","-239,576,833.40","-34,998,652.15","-64,807,816.62","-89,035,694.11","-160,111,594.57","-16,691,244.20","-60,364,435.12","-73,665,639.39","-244,090,082.88","17,190,539.78","43,322,400.23","-100,036,196.93","-2,115,226,544.85","320,562,012.04","180,167,005.03","-1,229,717,024.44","-1,755,073,173.76","-1,241,699,390.41","-1,301,741,257.68","-1,616,878,562.53"
购买商品、接受劳务支付的现金,"134,861,928.27","375,692,077.55","548,887,896.55","601,155,990.32","173,076,025.05","372,694,954.32","599,933,750.41","878,576,240.79","140,179,413.57","315,498,496.14","525,791,798.35","824,863,356.85","190,265,462.01","481,148,787.52","777,969,480.55","1,077,874,011.29","354,984,206.31","792,593,235.10","1,188,057,016.51","1,436,705,781.89","422,332,597.83","764,335,504.88","1,072,595,868.35","1,418,519,382.87","500,492,921.64","943,394,417.24","1,445,767,101.42","2,151,791,497.65","524,583,460.80","1,048,237,769.48","1,567,662,710.06","2,086,524,784.44","412,259,195.15","1,040,439,049.12","1,567,921,827.35","3,226,500,311.21","761,527,209.04","2,058,381,439.71","3,681,830,286.44","7,261,603,400.61","2,722,616,768.87","12,967,251,867.68","19,265,490,270.03"
吸收投资收到的现金,,,,,,,,,,,,,,"506,065,500.00","506,815,500.00","503,954,310.00",,,,,,,,"49,000,000.00","1,500,000.00","1,500,000.00","1,500,000.00","1,522,488.71",,,,,,,,"8,598,435,831.94","4,980,000.00","141,780,000.00","175,150,000.00","210,350,000.00","90,620,000.00","127,853,000.00","175,963,700.00"
