科目,2007-12-31,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"19,269,646.37","49,108,142.16","41,613,579.67","56,374,520.64","78,288,404.87","93,354,388.17","557,902,092.92","526,832,208.31","531,506,432.44","535,473,385.28","493,865,578.08","478,872,863.12","480,550,759.61","466,127,369.87","460,094,860.32","456,434,851.97","467,699,249.93","456,088,178.59","452,762,674.11","457,194,386.96","453,862,805.99","481,222,620.22","500,090,449.41","913,147,766.92","873,717,520.34","908,341,221.79","914,409,002.90","739,760,049.71","769,099,292.51","778,061,889.85","860,894,358.08","1,702,476,967.73","1,816,361,894.98","1,987,532,057.95","1,850,160,772.40"
短期借款,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,"209,000,000.00","109,000,000.00","104,000,000.00","80,000,000.00",,,,,,"100,000,000.00","450,000,000.00","450,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"13,192,627.40","5,479,320.12","16,809,822.40","9,719,425.06","9,597,572.51","14,654,890.10","4,583,000.00","4,783,600.00","15,380,503.04","17,746,575.39","34,686,820.23","41,498,213.81","36,097,553.40","42,512,681.75","17,689,690.65","31,283,940.00","38,218,341.95","43,144,302.84","51,308,951.39","50,112,936.05","37,210,673.67","30,141,775.00","39,464,773.10","122,293,217.87","168,455,959.54","103,571,849.23","98,328,928.44","122,681,146.09","254,638,195.31","196,026,700.43","168,563,181.98","155,138,199.16","340,939,304.45","242,337,441.32","279,191,095.24"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"5,114,832.13","9,304,936.56","23,488,921.71","21,722,692.72","17,122,313.92","22,620,140.51","22,170,523.25","23,273,189.84","21,779,038.75","31,704,466.54","30,354,498.47","24,123,694.45","18,172,544.81","32,779,244.57","25,678,797.65","22,812,747.97","37,526,043.19","39,556,505.59","42,424,505.49","30,859,488.58","36,918,379.73","49,936,713.41","46,710,257.65","276,053,743.48","303,894,834.32","359,274,862.77","370,197,719.58","414,454,838.47","418,744,288.86","486,661,099.44","474,917,505.84","473,958,939.02","472,340,581.74","451,689,446.85","484,009,884.70"
应付账款,"2,202,203.38","3,178,825.04","5,124,345.82","6,074,151.19","3,712,642.45","5,532,948.66","3,793,124.40","8,111,858.75","7,360,478.23","7,378,572.94","10,680,429.20","13,255,209.09","14,819,270.07","18,018,748.00","14,262,947.01","14,451,420.97","20,231,040.42","15,997,530.07","17,252,016.25","12,373,049.96","9,514,446.06","12,436,980.97","7,058,196.32","23,471,289.03","27,922,845.32","25,252,457.53","23,350,032.03","24,941,968.08","34,468,055.54","21,354,375.69","22,690,951.49","14,026,214.68","26,268,584.35","13,379,660.32","16,543,209.81"
预付款项,"5,589,858.02","1,051,055.13","10,803,889.97","7,239,615.43","7,262,212.87","7,947,109.97","16,459,911.66","6,897,338.30","6,422,069.30","6,796,476.11","12,795,627.69","20,966,483.09","4,436,824.10","4,294,163.82","4,388,394.26","6,399,027.32","6,980,593.02","5,240,907.90","6,808,021.19","7,774,003.63","11,772,709.10","20,167,958.25","17,868,670.43","22,795,715.09","7,889,879.67","9,955,748.26","10,206,131.64","12,997,740.78","7,987,896.98","12,946,166.39","17,624,240.29","7,325,372.87","4,396,923.63","6,688,815.28","30,080,178.31"
预收款项,"38,038.68","275,744.38","639,428.69","343,841.30","1,011,914.42","472,458.25","784,634.52","53,627.05","819,175.40","1,029,693.58","586,143.67","543,642.86","642,613.50","529,133.34","216,925.59","695,552.75","556,919.49","750,696.49","694,670.43","2,108,977.01","566,291.72","823,180.64","1,396,926.03","2,668,487.69","2,724,354.68","2,331,780.66","1,470,226.82","1,079,716.19","2,251,569.14","696,672.51","2,710,511.13","1,987,409.33","10,592,166.49","1,572,399.29","11,821,305.06"
