科目,2007-12-31,2008-12-31,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"2,941,077.47","6,612,268.80","6,675,142.42","13,719,668.93","523,493,397.48","440,681,318.48","422,592,531.27","376,250,001.62","336,040,631.83","269,323,698.92","223,785,374.68","301,227,359.66","275,021,387.04","107,193,667.60","134,204,600.03","158,834,977.07","163,716,969.64","178,018,808.79","165,280,859.57","227,862,815.18","615,467,272.61","424,440,099.74","365,067,156.82","228,950,548.12","288,620,666.42","168,869,879.53","203,715,359.84","708,692,254.10","358,300,222.96","332,298,069.98","440,389,350.73","440,729,149.68","345,860,767.60","403,531,312.06","649,908,775.35","301,872,780.83","369,679,282.63"
短期借款,"10,000,000.00","29,000,000.00","30,000,000.00","30,000,000.00",,,,,,"7,765,920.00","11,597,460.00","101,341,620.00","101,341,620.00","183,794,940.00","214,474,561.27","162,000,000.00","270,312,311.71","189,123,770.68","279,300,492.87","316,984,306.19","718,561,183.51","688,632,260.87","693,016,372.12","439,375,008.25","521,116,448.20","686,280,256.18","797,536,203.08","115,967,313.04","299,933,210.28","373,883,883.49","385,650,252.09","522,960,200.00","780,000,000.00","970,491,200.00","998,233,000.00","670,242,238.60","625,000,000.00"
交易性金融资产,,,,,,,,"4,529,819.91","4,705,490.47","4,395,017.50","3,087,150.20","1,823,013.69","1,839,410.55",,"382,417.27",,,"3,241,827.73","5,384,926.85","4,791,047.58",,,,,,,,,,,,,,"8,536.51","279,203.66","448,539.23","1,267,907.67"
交易性金融负债,,,,,,,,,,,,,,"1,069,886.58",,,,,,,"5,672,774.09","6,565,437.69","2,136,036.71","912,178.81",,,,,,,,"1,536,735.69","1,547,571.64",,,,
应收票据,,,,,,,,,,,,,,,,"75,732,230.60",,,,,,,"6,425,540.00","218,492.50",,"20,773.52","251,519.08","486,160.11","45,758.01","84,498.79","302,488.09",,,,,,
应付票据,,,,,,,,,,,,,,,"21,740,000.00","24,600,000.00","64,574,568.00","103,111,710.54","68,688,080.00","41,977,760.50","41,745,088.57","17,622,156.00","83,008,748.00","57,000,000.00","47,000,000.00",,,,,,,,,,,,
应收账款,"5,972,574.08","6,495,683.23","21,688,981.69","12,157,193.28","17,906,220.55","24,189,433.83","34,033,869.16","19,759,485.48","22,428,958.16","28,120,828.87","42,692,716.96","25,264,001.50","37,003,943.30","46,568,615.92","82,319,512.84","32,770,470.36","36,255,854.92","52,549,496.25","77,818,932.33","58,913,401.38","81,462,298.16","135,722,881.61","140,253,785.71","140,916,799.56","366,737,145.32","492,817,448.48","503,729,741.44","196,482,907.71","273,740,190.00","366,919,552.32","445,030,275.80","387,704,182.78","379,575,041.25","394,983,083.25","475,130,686.96","476,244,283.16","399,340,551.64"
应付账款,"5,468,970.37","10,541,750.12","15,409,643.60","14,721,276.45","15,412,304.28","18,592,469.64","21,332,146.54","23,333,544.93","22,549,338.93","30,011,028.31","38,043,140.36","37,887,050.43","38,665,800.68","41,239,580.03","227,908,817.73","332,165,383.96","225,583,921.71","182,756,658.70","154,572,842.14","246,606,803.59","247,567,054.10","175,900,463.56","143,246,815.32","56,352,975.11","68,843,124.28","76,322,150.88","84,687,149.43","65,093,160.65","265,310,513.55","297,704,993.06","440,331,478.17","400,434,049.50","352,906,865.22","382,327,399.86","416,051,575.82","354,332,212.25","399,116,690.55"
预付款项,"2,815,023.22","24,514,292.45","7,350,851.31","4,263,275.59","5,553,966.07","4,060,636.97","6,756,743.05","5,299,949.30","11,043,478.51","14,106,376.46","14,301,852.71","13,969,029.35","21,498,500.08","34,786,609.00","36,776,344.28","78,763,504.08","79,667,581.12","25,251,406.31","66,833,297.85","42,347,691.44","117,406,086.78","65,520,913.54","121,043,622.77","140,196,571.78","177,352,328.91","173,999,021.36","234,346,068.74","52,115,656.41","147,770,717.04","111,539,322.64","102,903,163.46","146,726,328.05","173,327,733.62","163,015,355.43","161,275,681.12","133,400,516.51","168,158,502.27"
预收款项,"348,120.71","543,815.06","1,178,292.48","3,337,056.18","3,280,501.71","2,628,653.59","4,361,497.46","10,057,810.39","12,005,521.14","10,429,665.85","11,980,026.12","15,015,191.44","10,584,028.72","5,300,198.31","7,344,749.24","25,887,729.26","25,626,500.35","18,751,249.06","16,853,412.21","21,299,320.29","27,352,593.16","35,078,168.10","50,720,622.84","37,932,010.74","45,041,000.71","46,890,713.37","46,803,696.01","15,129,067.15","28,245,657.80","59,273,080.78","79,948,571.23","37,883,011.85","91,816,126.63","70,356,913.52","64,697,092.91","86,123,109.86","85,027,770.62"
其他应收款,"1,676,070.37","1,359,433.34","1,487,803.09","1,655,062.45","1,145,907.08","2,940,648.61","4,392,978.45","5,146,521.37","1,875,433.17","2,526,418.61","4,479,868.68","2,704,332.78","2,783,610.52","3,353,281.41","4,767,851.20","2,497,965.64","1,576,539.71","2,842,145.17","7,300,521.46","9,620,059.07","19,228,870.27","24,154,510.00","33,578,759.97","265,036,004.92","97,500,676.98","51,789,135.48","75,968,901.24","116,772,085.33","123,267,174.56","111,258,223.33","86,721,717.88","86,647,404.92","88,415,405.21","70,414,118.86","75,353,228.78","28,648,555.00","44,747,728.09"
应付职工薪酬,"1,447,900.65","2,636,299.85","4,841,459.35","3,687,958.45","3,295,715.54","5,941,929.38","5,764,356.38","5,610,198.04","5,708,836.34","5,833,634.61","6,191,079.83","7,770,450.54","4,451,745.58","6,873,741.83","10,257,536.04","7,387,595.25","5,817,153.78","8,460,065.18","11,407,445.62","9,626,394.48","19,301,264.26","23,426,842.20","28,089,591.55","22,231,680.06","19,507,738.27","17,044,169.16","17,606,718.95","18,914,419.21","104,852,565.66","66,741,451.38","44,609,681.76","45,617,062.17","42,814,655.33","28,859,410.63","45,075,613.13","60,406,280.99","49,592,723.71"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,581,690.19","3,069,007.25","3,016,281.19","2,948,731.21","3,896,504.47","630,336.54","2,451,225.78","4,592,989.06","9,305,656.63","2,054,792.56","5,313,937.57","9,935,534.78","10,593,155.09","11,745,746.75","12,698,736.80","23,969,144.04","4,354,680.93","14,181,816.68","20,994,516.39","14,455,471.17","9,423,873.45","12,164,022.69","18,822,047.61","33,990,656.76","106,151,475.91","87,938,251.23","84,563,453.50","69,427,597.13","292,359,728.13","250,172,123.07","235,549,509.15","202,896,019.07","175,163,193.85","137,122,757.38","92,718,821.46","86,896,731.46","70,911,955.69"
应收利息,,,,,,,,,,,,"188,633.13","779,133.33","107,520.00","939,411.52",,"28,648.14","338,800.27","10,959.79","220,428.00","1,340,983.97","3,390,445.20","4,096,938.53",,,,,"3,348,143.84","4,641,465.75","598,046.27",,,,,,,
应付利息,,,,,,,,,,,,"205,962.01","205,962.01","116,360.38","975,357.23",,"175,380.12","255,467.82","27,177.29","395,933.60","1,058,146.55","2,485,742.80","3,539,340.77",,,"147,361.12","79,930.55","3,937,500.00","76,988,378.36","80,012,349.95","88,007,872.86","41,617,635.29","45,221,110.12","51,456,040.25","58,260,805.47","17,720,855.34","32,008,571.91"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"10,000,000.00",,,,,,,,,,,,,"948,000.00","948,000.00","948,000.00","948,000.00","3,225,600.00","3,225,600.00","3,225,600.00","3,225,600.00","8,875,600.00","5,972,560.00","5,650,000.00",,,,,,,,,,,,,
存货,"32,545,438.90","38,797,024.06","40,555,760.85","47,462,474.51","50,842,425.72","52,622,593.80","58,431,792.11","65,870,737.27","68,408,807.67","68,831,159.76","66,636,751.99","74,826,183.27","72,632,411.66","73,830,969.37","132,786,102.31","138,261,141.86","250,036,359.38","196,879,299.13","196,193,225.22","286,613,889.47","364,872,817.55","299,554,627.46","281,575,814.61","178,129,172.31","434,280,928.45","480,776,174.57","510,452,640.93","167,618,548.49","194,876,181.27","211,636,345.23","205,392,365.25","125,766,477.19","116,648,980.47","124,848,597.94","115,829,930.11","116,972,618.91","131,325,015.84"
其他应付款,"7,269,587.47","2,561,964.91","5,701,029.94",,,900.00,"3,250.00","24,462.00","38,727.61","41,300,736.67","61,149.85","26,554.89","68,314.58","2,135,870.92","22,750,728.34","22,614,658.32","24,605,894.64","2,755,013.80","6,620,865.36","21,613,289.53","188,608,619.92","229,445,188.73","301,824,502.41","205,042,012.34","504,367,939.14","607,824,801.13","584,514,511.83","145,164,882.09","181,915,103.48","57,691,445.18","10,674,307.68","34,920,963.54","39,562,148.12","16,913,362.41","21,536,242.40","11,993,715.55","12,593,040.26"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"449,603.22","452,957.49","457,218.86","456,133.00","456,390.59","513,111.55","507,895.41","502,041.53","494,264.38","490,822.33","490,779.95","493,601.49","490,192.29","498,329.10","496,382.91","489,644.42","494,401.37","491,993.14","496,383.37","496,901.37","496,227.58","499,720.54","25,322,970.39","508,434.79","525,852.56","538,880.13","537,750.31","553,681.18","559,755.90","578,167.84","576,287.63","32,208,036.90","140,899,334.77","211,958,287.16","279,195,339.17"
其他流动资产,,,,,,,,,,,,,,,,"2,768,359.13","2,725,596.12","7,458,822.16","5,540,516.59","2,119,520.20","189,093.02","4,544,805.02","5,653,409.96","1,260,241.87","2,040,000.64","1,796,993.60","4,322,258.91","24,267,703.02","61,022,144.31","4,968,562.10","4,256,938.18","15,908,936.84","14,822,076.47","62,546,382.09","42,472,109.96","28,305,989.55","28,130,107.68"
其他流动负债,,,,,,,,,,,,,,,,"380,207.55","455,207.55","766,293.15","766,293.18","766,293.18","1,262,497.49","1,263,960.41","1,263,960.41","1,209,990.90","3,680,516.97","2,323,267.42","2,243,233.24","1,622,356.61","1,570,253.27","1,776,145.52","1,736,516.83","18,596,412.60","11,807,836.97","15,825,605.53","18,088,350.33","21,519,892.95","16,959,283.15"
流动资产合计,"45,950,184.04","77,778,701.88","77,758,539.36","79,257,674.76","598,941,916.90","524,494,631.69","526,207,914.04","476,856,514.95","444,502,799.81","387,303,500.12","354,983,715.22","420,002,553.38","411,558,396.48","265,840,663.30","392,176,239.45","489,628,648.74","534,007,549.03","466,580,605.81","524,363,239.66","632,488,852.32","1,199,967,422.36","957,328,282.57","957,695,028.37","954,707,831.06","1,366,531,746.72","1,370,069,426.54","1,532,786,490.18","1,269,783,459.01","1,163,663,853.90","1,139,302,620.66","1,284,996,299.39","1,203,482,479.46","1,118,650,004.62","1,219,347,386.14","1,520,249,615.94","1,085,893,283.19","1,142,649,095.82"
流动负债合计,"36,116,269.39","48,352,837.19","60,596,309.78","55,147,979.78","26,342,244.86","28,250,422.15","34,368,866.75","44,132,115.97","50,115,976.06","97,897,819.53","73,681,058.11","172,673,186.42","166,401,406.61","253,717,926.29","519,588,678.94","600,451,047.48","622,950,001.70","523,877,290.03","562,951,126.43","677,443,165.67","1,264,275,078.47","1,201,956,744.42","1,332,136,825.32","860,196,233.51","1,341,031,213.87","1,525,279,405.28","1,618,560,749.15","435,795,176.01","1,251,713,160.84","1,187,809,153.61","1,287,067,945.67","1,307,040,257.55","1,541,415,795.51","1,705,560,726.48","1,855,560,836.29","1,521,193,324.16","1,570,405,375.06"
