科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"203,666,798.07","243,618,734.86","319,552,530.78","173,921,910.53","245,348,036.69","310,780,744.83","65,929,525.47","161,727,296.55","260,173,288.58","361,500,206.61","102,479,367.90","215,614,652.42","327,942,000.69","513,510,739.16","135,592,191.50","300,458,424.57","460,712,491.80","653,655,235.65","141,596,956.27","312,630,963.66","475,841,993.26","683,934,855.54","140,351,985.34","333,092,944.16","524,057,107.70","746,076,863.59","185,289,960.77","421,214,065.00","669,061,240.29","938,927,986.26","270,500,994.29","540,504,880.48"
二、营业利润,"14,099,983.92","38,075,459.84","47,989,162.82","27,935,756.36","37,836,750.12","40,955,275.13","6,408,579.07","17,541,540.63","24,347,012.35","25,110,891.55","7,768,018.55","21,882,803.03","31,210,999.07","41,241,740.45","11,466,444.27","26,319,537.43","43,121,344.92","51,646,169.47","12,064,276.68","23,570,710.92","37,319,955.52","30,869,171.86","9,809,984.24","27,894,399.09","34,319,011.22","23,708,434.87","10,335,258.47","28,402,768.78","28,077,784.20","28,818,086.17","5,079,348.77","19,940,878.99"
减:营业成本,"125,852,252.60","142,861,174.56","174,858,685.71","94,219,832.61","127,440,140.61","165,538,251.48","34,861,652.99","71,167,511.12","108,928,789.02","143,923,072.25","39,090,166.70","78,166,905.11","119,061,003.58","178,117,208.70","46,910,165.09","99,974,734.64","146,828,332.68","205,489,792.87","50,351,619.85","105,372,360.64","155,072,569.14","214,282,520.51","45,990,286.83","105,886,102.64","174,653,094.10","252,389,021.48","66,905,240.63","144,692,085.60","217,043,081.07","289,780,042.15","72,951,267.15","129,314,669.23"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,631,497.50","1,832,510.47","2,615,594.81","1,379,396.51","1,890,352.02","3,057,190.62","907,378.92","2,144,077.41","3,362,936.38","5,132,919.24","1,610,579.97","3,033,671.84","4,540,962.44","7,338,373.72","1,874,984.08","4,397,876.54","6,739,391.29","9,606,830.75","2,018,503.87","4,510,874.80","6,893,447.55","9,675,734.47","2,068,777.13","4,563,570.07","7,021,090.78","11,634,789.08","2,495,875.57","6,432,586.14","9,762,027.08","14,336,312.35","4,948,809.13","9,232,549.77"
营业外收入,"4,739,326.60","1,425,069.24","10,559,913.00","333,076.27","333,076.27","1,334,447.17",,,"1,592,549.00","15,450,389.25","496,862.10","644,205.10","1,251,858.23","1,759,518.38","488,371.30","3,859,529.90","5,982,685.34","9,981,579.93","220,594.45","1,730,062.60","2,554,469.42","12,109,029.65","188,631.76","1,208,507.10","5,162,095.00","21,666,773.13","1,338,197.26","2,492,669.06","6,843,947.98","13,546,956.98","8,006,460.00","4,710,746.13"
销售费用,"29,241,298.43","26,563,457.05","39,743,031.20","25,381,734.38","37,715,263.13","48,780,679.27","11,723,055.15","42,077,439.08","76,209,043.99","105,678,955.95","35,940,468.25","75,236,972.76","117,066,595.50","188,750,511.75","47,687,761.33","108,454,803.87","169,442,512.95","255,721,975.75","44,431,964.87","107,015,048.66","168,928,832.36","269,501,308.45","46,124,547.18","117,268,049.70","189,078,271.55","283,479,818.44","66,492,038.98","161,915,854.62","287,229,832.25","429,160,121.90","143,265,120.95","289,120,567.41"
减:营业外支出,"591,349.32","139,467.64","790,759.15","100,195.19","100,195.19","110,442.42",,,"12,714.55","1,959,740.08","100,000.00","115,382.91","185,026.55","261,968.91","66,590.87","381,910.53","1,331,896.97","1,410,992.22",,"168,960.11","197,160.11","4,633,536.92","22,355.95","344,636.21","461,488.38","1,115,111.82","32,961.44","940,897.61","1,013,029.58","1,091,086.63","598,078.77","1,859,216.63"
管理费用,"27,634,958.84","29,636,587.73","49,433,979.92","21,998,832.84","35,969,334.35","48,854,347.87","13,280,738.05","30,790,013.02","49,513,646.33","81,463,799.71","19,086,611.05","39,153,377.15","58,286,821.04","94,328,110.13","25,453,276.37","57,859,651.28","90,030,722.90","127,066,870.44","30,220,482.10","62,537,068.76","94,972,872.99","137,063,803.43","35,809,221.64","68,373,572.02","108,214,833.30","151,888,277.21","34,024,747.05","70,080,068.16","110,107,444.22","161,248,943.88","41,057,944.73","83,201,667.15"
其中:非流动资产处置净损失,"96,937.41","127,467.64","17,792.47",195.19,195.19,"10,442.42",,,"12,714.55","1,804,125.08",,"15,382.91","30,026.55","106,968.91","20,070.45","21,854.62","971,841.06","1,050,936.31",,"111,146.58","119,346.58","241,548.07",,"180,851.26","297,661.36","803,787.71","12,940.00","894,965.03","898,871.56",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"4,037,053.03","5,762,603.05","4,402,481.88","1,781,095.11","2,597,659.79","413,424.19","-1,616,080.37","-3,187,072.94","-3,469,887.61","-3,689,441.40","-504,875.19","-1,599,375.95","-1,955,865.00","402,553.83","1,977,992.80","3,139,991.01","4,299,808.64","5,345,277.29","1,936,441.40","4,502,242.63","7,282,729.83","8,371,892.25","3,449,398.83","6,390,985.70","9,482,743.27","12,533,106.68","3,699,185.58","7,805,573.24","11,093,809.11","12,801,861.71","2,252,278.08","5,534,225.10"
三、利润总额,"18,247,961.20","39,361,061.44","57,758,316.67","28,168,637.44","38,069,631.20","42,179,279.88","6,408,579.07","17,541,540.63","25,926,846.80","38,601,540.72","8,164,880.65","22,411,625.22","32,277,830.75","42,739,289.92","11,888,224.70","29,797,156.80","47,772,133.29","60,216,757.18","12,284,871.13","25,131,813.41","39,677,264.83","38,344,664.59","9,976,260.05","28,758,269.98","39,019,617.84","44,260,096.18","11,640,494.29","29,954,540.23","33,908,702.60","41,273,956.52","12,487,730.00","22,792,408.49"
资产减值损失,"1,169,753.75","-1,113,057.84","509,594.44","1,225,262.72","1,898,536.67","3,181,576.27","364,201.66","1,193,788.23","1,281,748.12","3,925,318.78","-511,601.43","-259,701.52","-268,515.94","3,811,816.23","211,499.85","301,762.09","710,939.42","1,843,948.58","708,193.30","5,023,288.12","4,953,179.38","16,372,679.06","-3,230,230.51","2,084,903.87","3,283,423.32","24,584,681.83","1,007,614.49","2,253,029.83","6,096,597.96","21,460,181.22","846,539.02","5,095,759.83"
减:所得税,"5,212,916.41","10,460,705.21","9,774,694.05","4,493,717.52","5,877,875.48","6,835,244.00","906,656.61","2,331,097.53","3,580,153.51","5,565,129.85","1,846,073.63","5,873,195.43","7,857,631.98","7,663,978.51","3,580,349.87","4,536,192.10","7,186,440.47","4,325,464.46","3,767,543.80","3,608,260.65","7,098,938.78","9,289,881.48","2,825,184.13","6,091,666.63","7,337,917.40","6,700,499.28","3,468,358.47","4,251,973.06","5,044,953.17","10,379,470.25","3,017,028.23","2,632,630.84"
加:公允价值变动净收益,,,,,,,,,,,,,,"-13,016.00","201,420.00","201,420.00","201,420.00","201,420.00",,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,"45,309.47",,,,"492,591.65","-211,487.71","-211,487.71","259,141.00","2,864,209.50","134,525.80","-99,369.13","-418,406.49","2,202,254.49","-330,000.00","-631,361.07","1,995,359.84","14,141,266.00","-330,000.00","-540,427.28","-1,234,493.56","-3,973,297.77","-300,000.00","-934,686.74"
四、净利润,"13,035,044.79","28,900,356.23","47,983,622.62","23,674,919.92","32,191,755.72","35,344,035.88","5,501,922.46","15,210,443.10","22,346,693.29","33,036,410.87","6,318,807.02","16,538,429.79","24,420,198.77","35,075,311.41","8,307,874.83","25,260,964.70","40,585,692.82","55,891,292.72","8,517,327.33","21,523,552.76","32,578,326.05","29,054,783.11","7,151,075.92","22,666,603.35","31,681,700.44","37,559,596.90","8,172,135.82","25,702,567.17","28,863,749.43","30,894,486.27","9,470,701.77","20,159,777.65"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,"-426,755.15","-745,792.51","-1,065,131.53","-330,000.00","-631,361.07","-944,640.16","-1,258,031.57","-330,000.00","-540,427.28","-1,234,493.56","-4,310,716.51","-300,000.00","-934,686.74"
归属于母公司所有者的净利润,"13,035,044.79","28,900,356.23","47,983,622.62","23,674,919.92","32,191,755.72","35,344,035.88","5,501,922.46","12,678,719.70","17,074,237.61","25,801,046.92","5,210,431.70","13,529,253.17","20,273,033.61","27,112,439.27","6,825,542.49","19,795,881.42","31,367,880.62","40,997,497.11","7,286,777.98","19,018,533.91","30,285,293.85","22,900,029.86","6,627,928.72","20,032,443.65","29,073,897.41","30,147,707.56","6,393,531.28","21,309,523.44","23,982,750.86","21,673,419.09","7,317,083.24","17,406,852.28"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,"2,531,723.40","5,272,455.68","7,235,363.95","1,108,375.32","3,009,176.62","4,147,165.16","7,962,872.14","1,482,332.34","5,465,083.28","9,217,812.20","14,893,795.61","1,230,549.35","2,505,018.85","2,293,032.20","6,154,753.25","523,147.20","2,634,159.70","2,607,803.03","7,411,889.34","1,778,604.54","4,393,043.73","4,880,998.57","9,221,067.18","2,153,618.53","2,752,925.37"
