科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"384,476,486.42","418,274,314.74","544,896,372.74","148,600,526.36","327,997,005.50","505,636,104.41","707,803,727.55","186,861,410.16","423,400,161.61","658,494,941.79","919,585,881.28","260,624,268.92","531,603,652.47","833,958,432.01","1,100,792,952.03","294,379,326.57","612,285,395.26","1,021,119,593.96","1,480,719,158.64","414,354,329.02","893,605,888.58","1,422,444,100.65","1,881,981,843.95","430,858,827.76","931,219,546.15","1,363,483,320.20","1,765,181,999.26","416,285,771.88","935,855,003.74","1,398,137,673.71","1,879,412,512.39","483,114,017.06","1,069,048,824.42","1,503,203,251.08"
二、营业利润,"94,705,408.10","76,811,580.36","116,477,487.81","36,700,460.81","71,842,545.94","102,775,898.69","124,758,928.37","27,196,786.90","65,689,865.09","94,613,414.52","129,482,453.47","35,575,804.46","70,094,893.89","109,625,872.84","126,455,830.23","47,269,988.84","92,421,473.22","151,427,779.97","193,541,751.56","69,268,753.41","136,954,741.04","223,746,898.33","226,694,200.46","49,349,789.59","100,517,765.57","155,404,579.25","-27,277,195.66","29,516,462.82","89,960,419.67","155,645,582.39","183,417,757.19","46,064,024.57","87,897,666.92","119,125,003.41"
减:营业成本,"228,812,015.07","269,767,232.30","323,077,799.31","89,064,559.61","205,549,938.05","328,496,695.21","463,223,824.33","130,493,800.48","279,363,715.69","446,670,048.31","620,510,656.20","180,945,527.47","347,509,709.89","545,011,206.49","722,607,748.84","193,113,767.98","388,665,028.99","649,344,731.54","953,166,403.37","268,328,362.32","574,986,505.61","897,478,512.68","1,193,542,456.89","281,147,400.99","618,079,577.37","882,536,663.62","1,144,048,177.71","266,919,189.10","597,492,942.31","886,958,974.06","1,178,898,127.68","295,251,643.40","688,554,740.60","982,561,740.89"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,756,237.15","2,202,160.91","2,839,344.26","503,938.96","1,240,851.78","1,927,169.84","2,782,243.79","368,074.85","1,145,368.14","2,000,192.68","3,007,063.13","956,199.38","1,521,400.25","3,284,884.19","6,178,558.86","1,706,873.46","2,100,001.91","5,087,094.18","15,107,014.78","2,796,480.62","9,480,493.66","17,856,461.33","23,414,336.89","2,304,294.44","4,256,073.08","7,484,764.00","12,423,466.86","1,429,949.60","5,274,156.81","8,521,575.36","18,777,158.95","5,034,005.76","8,715,900.79","13,737,393.33"
营业外收入,"523,622.28","5,648,591.04","1,845,316.35","490,357.00","987,667.46","1,221,839.48","2,105,939.48","1,661.89","1,058,795.88","7,296,231.57","7,907,357.74","481,085.59","1,013,942.26","1,258,779.47","3,671,077.46","728,056.85","4,194,118.77","8,632,320.94","16,255,515.88","1,121,986.37","4,216,917.20","9,086,600.79","24,550,479.13","5,298,385.85","9,734,119.40","10,958,737.99","14,218,638.05","1,486,131.31","5,469,166.70","11,497,155.13","21,249,614.64","1,642,154.23","10,498,910.04","16,128,332.21"
销售费用,"23,636,600.01","27,953,059.33","46,876,764.29","8,653,074.39","26,773,836.32","44,156,144.87","68,819,768.33","19,032,945.81","42,180,445.61","66,225,716.83","98,193,618.40","24,939,431.52","55,712,369.37","88,912,303.63","130,468,608.99","34,431,287.41","79,200,752.46","127,201,712.79","186,240,260.35","47,765,985.03","101,164,908.90","159,495,977.74","237,291,661.08","52,681,494.11","110,433,985.08","173,466,326.55","243,776,576.14","53,328,067.15","119,142,475.39","170,599,991.32","271,503,333.07","75,734,141.41","157,787,168.94","241,114,852.57"
减:营业外支出,"334,175.60","795,411.11","189,849.75","1,175,680.86","1,412,139.35","1,797,955.31","1,798,555.31","1,700.00","90,337.72","754,991.74","81,949.97","447,653.54","499,897.76","986,736.16","1,057,140.06",,"1,087,822.88","2,815,628.83","2,946,159.14","25,472.96","154,675.55","1,306,995.06","5,069,300.67","88,028.76","1,263,518.98","1,526,807.95","17,598,101.45","175,038.99","1,392,511.00","2,425,285.79","19,566,119.71","90,269.94","968,748.92","1,983,227.00"
管理费用,"34,326,570.54","38,196,285.75","52,157,991.28","13,069,727.69","23,747,611.70","36,240,629.21","63,333,712.45","14,963,924.81","44,288,416.83","64,455,580.09","89,339,782.73","19,006,720.89","56,374,492.69","84,476,962.82","115,710,822.94","21,189,508.85","57,398,831.26","99,931,820.60","144,956,379.19","29,713,565.99","81,818,093.92","138,631,276.86","194,167,598.05","45,757,432.25","97,034,017.26","144,440,123.38","210,781,396.45","48,474,172.67","94,745,015.58","146,471,969.06","178,258,198.74","49,877,188.76","107,306,934.75","131,113,898.18"
其中:非流动资产处置净损失,"170,518.11","29,658.79",,,,,,,,,,,,,"518,710.02",,"934,135.88",,"1,191,754.30",,,,"4,665,385.26",,,,"660,059.76",,"2,541.90",,"647,542.72",,"52,647.92",
