科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"295,241,047.05","337,793,620.12","374,440,694.74","75,758,967.48","223,110,625.18","359,712,781.62","493,222,003.20","128,194,587.31","293,555,291.56","440,762,472.01","655,406,915.08","186,266,062.16","465,167,782.53","766,824,379.20","1,043,015,326.78","293,677,445.85","715,694,019.58","1,214,100,567.81","1,630,020,246.67","389,365,171.64"
取得子公司及其他营业单位支付的现金净额,,,,,"30,953,769.35","30,953,769.35","30,953,769.35",,,,,,,,,,,,,
收到的税费返还,"12,179,106.95","12,085,029.65","12,437,319.40","7,373,779.77","8,998,734.52","16,102,645.81","24,824,955.80","3,738,375.77","8,760,161.31","19,084,743.87","22,961,941.10","6,757,101.81","18,810,550.01","33,494,789.57","52,410,079.51","54,230,776.26","41,035,681.79","61,183,159.02","82,256,395.13","31,728,734.15"
支付其他与投资活动有关的现金,,,,,,,,,"92,000,000.00","245,780,000.00",,,,,,,,"6,200,136.00",,
收到其他与经营活动有关的现金,"4,611,578.16","4,139,505.58","1,770,928.02","709,414.90","8,516,089.77","15,287,625.25","16,669,611.61","4,976,238.14","11,175,482.92","24,729,313.08","19,452,021.20","725,704.05","5,844,652.85","13,640,339.55","70,404,638.92","6,388,200.59","13,673,011.55","219,446,312.22","26,853,287.39","19,402,904.65"
投资活动现金流出小计,"19,715,096.42","49,339,414.69","99,156,608.84","38,962,787.67","233,640,413.45","683,792,314.03","1,181,054,092.89","305,941,909.19","582,084,604.90","762,219,013.91","1,032,980,398.13","165,223,262.64","223,316,638.81","422,873,503.75","1,522,467,139.87","343,345,279.42","1,097,981,856.50","1,426,137,376.24","2,030,450,694.39","271,798,348.84"
经营活动现金流入小计,"312,031,732.16","354,018,155.35","388,648,942.16","83,842,162.15","240,625,449.47","391,103,052.68","534,716,570.61","136,909,201.22","313,490,935.79","484,576,528.96","697,820,877.38","193,748,868.02","489,822,985.39","813,959,508.32","1,165,830,045.21","354,296,422.70","770,402,712.92","1,494,730,039.05","1,739,129,929.19","440,496,810.44"
投资活动产生的现金流量净额,"-19,687,745.99","-41,169,813.92","-60,978,937.61","-28,928,267.12","-213,506,988.79","-299,377,889.38","-345,198,556.18","5,401,163.87","-91,900,330.12","124,304,364.41","-185,922,891.61","-11,573,629.75","80,018,870.24","-42,149,132.25","-1,034,615,747.23","-95,651,550.10","71,099,581.00","55,140,564.62","156,611,793.88","-48,686,837.86"
购买商品、接受劳务支付的现金,"181,074,683.41","208,781,804.73","212,359,169.21","73,826,376.95","147,394,756.18","240,638,700.42","309,429,069.40","109,035,271.53","205,935,907.57","310,499,095.59","394,900,088.37","140,141,766.73","313,735,708.07","511,252,905.47","623,590,259.42","335,402,681.64","537,250,217.28","813,012,239.71","1,003,641,572.28","401,472,491.21"
吸收投资收到的现金,,,,"439,874,285.83","445,874,285.83","445,874,285.83","445,874,285.83",,,,,,,,"867,735,969.40",,,,,
支付给职工以及为职工支付的现金,"21,368,827.09","22,728,891.63","28,557,719.80","4,485,178.38","15,057,027.19","14,673,035.20","38,479,634.17","6,769,538.96","18,427,970.02","29,092,050.90","54,027,059.81","14,555,658.90","26,800,503.73","41,930,601.58","69,540,720.34","14,902,766.14","40,256,697.27","62,828,249.34","99,933,791.47","24,898,652.56"
取得借款收到的现金,"98,341,500.00","63,000,000.00","51,500,000.00","11,500,000.00","49,500,000.00","49,500,000.00","49,500,000.00","100,128,560.00","194,128,560.00","211,128,560.00","211,128,560.00","133,000,000.00","150,793,893.00","203,000,000.00","286,828,560.00","93,990,000.00","211,590,000.00","291,590,000.00","314,590,000.00","376,000,000.00"
支付的各项税费,"11,624,176.50","14,930,501.55","25,720,598.44","7,719,725.79","19,426,698.84","26,516,549.18","27,675,458.99","16,486,368.15","21,190,730.17","26,016,024.95","29,726,422.38","17,403,002.82","33,257,430.57","38,363,308.34","40,424,340.10","22,929,819.36","53,648,157.00","66,742,246.65","71,617,072.67","28,849,322.64"
收到其他与筹资活动有关的现金,,"13,300,000.00",,"10,475,714.17","10,475,714.17","10,475,714.17","10,475,714.17",,,,,,,,,,,,,
支付其他与经营活动有关的现金,"34,931,200.18","34,383,236.72","35,702,639.00","11,795,865.73","18,594,905.61","38,776,175.81","46,772,986.49","46,366,107.52","34,736,729.95","233,077,556.92","76,824,579.36","22,609,969.93","46,137,195.39","49,875,796.38","83,568,303.23","38,657,618.40","73,162,928.04","110,119,177.92","148,223,356.41","19,637,387.19"
筹资活动现金流入小计,"98,341,500.00","76,300,000.00","51,500,000.00","461,850,000.00","505,850,000.00","505,850,000.00","505,850,000.00","100,128,560.00","194,128,560.00","211,128,560.00","211,128,560.00","133,000,000.00","150,793,893.00","203,000,000.00","1,154,564,529.40","93,990,000.00","211,590,000.00","291,590,000.00","314,590,000.00","376,000,000.00"
经营活动现金流出小计,"248,998,887.18","280,824,434.63","302,340,126.45","97,827,146.85","200,473,387.82","320,604,460.61","422,357,149.05","178,657,286.16","280,291,337.71","598,684,728.36","555,478,149.92","194,710,398.38","419,930,837.76","641,422,611.77","817,123,623.09","411,892,885.54","704,317,999.59","1,052,701,913.62","1,323,415,792.83","474,857,853.60"
偿还债务支付的现金,"120,431,810.00","75,000,000.00","58,500,000.00","31,800,000.00","70,500,000.00","70,500,000.00","70,500,000.00",,"20,000,000.00","158,128,560.00","211,128,560.00","70,732,178.00","81,480,329.00","97,783,202.11","224,851,022.22","12,338,234.11","25,120,164.99","176,246,084.20","151,341,524.44","219,909,364.06"
经营活动产生的现金流量净额,"63,032,844.98","73,193,720.72","86,308,815.71","-13,984,984.70","40,152,061.65","70,498,592.07","112,359,421.56","-41,748,084.94","33,199,598.08","-114,108,199.40","142,342,727.46","-961,530.36","69,892,147.63","172,536,896.55","348,706,422.12","-57,596,462.84","66,084,713.33","442,028,125.43","415,714,136.36","-34,361,043.16"
