科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"87,499,569.93","116,727,353.89","194,764,102.17","169,898,336.57","599,012,479.40","524,692,996.49","511,204,763.23","558,187,373.85","526,357,390.78","521,287,708.08","575,536,797.10","582,659,144.31","599,862,030.81","546,884,609.22","473,814,641.26","440,091,193.99","392,906,884.04","425,098,478.56","426,355,728.34","482,205,601.91","454,360,023.57","454,626,839.50","500,527,846.46","455,349,297.38","480,115,752.78","436,730,260.87","553,238,058.55","522,155,279.42","579,881,350.93","514,542,945.23","523,588,926.95","512,901,784.75","533,345,012.22","430,238,242.61","469,091,144.43","479,639,170.44"
短期借款,"77,000,000.00","55,000,000.00","180,000,000.00","160,000,000.00","110,000,000.00","60,000,000.00","240,000,000.00","240,000,000.00","220,000,000.00","202,668,373.55","196,289,339.24","200,244,268.62","170,770,353.63","163,941,069.19","122,537,337.08","114,503,629.65","130,998,519.15","114,747,769.87","113,236,948.07","119,177,089.63","112,334,632.38","110,187,244.21","105,179,648.33","108,294,304.49","147,971,088.72","160,330,800.00","190,714,120.00","323,241,373.30","411,939,409.76","456,650,533.66","553,845,708.74","593,843,687.44","599,812,250.00","565,000,000.00","627,652,418.40","637,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,"823,048.00","3,282,647.63","4,431,609.08","4,481,295.63","3,915,034.60","7,657,818.69","12,999,055.68","3,710,361.45","11,061,132.58","7,291,869.00","6,173,867.60","6,433,803.00","6,300,790.00","7,417,802.00","13,380,043.30","11,153,407.00","13,513,682.50","22,363,046.00","30,683,012.20","23,754,635.46","25,385,687.21","13,239,807.00","21,113,552.35","23,160,340.98"
应付票据,,,,,,,,,"2,850,000.00",,,,,,,"7,000,000.00","9,168,461.08","19,964,891.81","18,265,430.73","11,000,000.00","2,000,000.00","5,000,000.00","3,000,000.00","1,270,000.00","1,270,000.00","3,671,000.00",,,,,,,"13,500,000.00",,"43,417,402.74",
应收账款,"95,934,142.05","120,146,481.74","144,901,456.09","126,747,863.84","151,957,440.49","191,169,626.26","201,023,123.94","201,825,435.32","311,228,478.92","307,367,275.73","295,781,093.28","327,562,722.37","333,616,723.54","309,025,167.49","342,399,639.70","395,697,189.98","442,594,309.21","409,856,425.46","357,152,418.87","354,090,590.32","364,508,120.85","371,563,254.71","369,763,610.50","317,858,127.96","410,348,390.44","419,994,152.09","440,418,716.98","445,219,725.17","473,763,034.14","475,785,103.59","498,811,019.57","473,737,770.27","499,860,266.78","504,835,914.00","537,575,197.29","511,797,462.34"
应付账款,"41,301,629.14","49,575,887.97","53,154,438.47","45,911,577.85","40,780,308.26","51,191,910.44","50,545,525.44","58,405,337.51","309,203,321.14","100,419,064.82","102,324,643.03","106,518,689.75","113,550,831.56","139,167,457.55","133,014,203.13","134,109,395.76","160,022,028.18","162,876,316.21","130,338,173.07","182,478,672.71","168,856,545.38","168,498,330.32","192,752,326.38","171,116,550.43","248,291,709.90","239,957,584.97","264,229,810.53","247,916,129.06","226,952,480.79","203,607,566.59","205,102,560.55","184,480,200.55","206,440,451.64",,"246,896,851.46",
预付款项,"4,008,742.59","3,217,615.54","3,378,259.27","2,461,515.63","6,279,138.96","23,927,333.12","221,900,971.61","218,549,903.09","209,115,931.53","27,380,740.17","40,901,950.25","101,227,688.84","41,264,662.96","62,850,492.10","70,851,168.35","96,172,923.24","84,206,887.82","66,401,613.06","60,251,782.98","73,750,270.88","63,385,726.11","66,032,715.72","51,954,391.28","90,874,370.08","67,117,754.52","71,767,351.75","132,258,346.29","197,094,010.47","165,908,961.90","147,560,262.36","168,308,363.20","142,368,369.95","165,015,325.57","86,805,106.51","144,147,894.61","162,014,524.73"
预收款项,"6,548,903.11","7,206,262.51","18,100,357.05","7,996,428.60","752,516.65","17,948,804.56","20,745,989.88","19,733,789.87","16,475,100.87","23,709,550.71","19,639,094.38","47,569,039.79","26,041,325.66","41,179,036.89","34,054,085.67","56,387,008.30","76,582,324.62","53,963,916.54","35,223,267.45","33,361,229.99","30,148,607.71","26,734,073.44","14,618,178.90","23,285,443.91","26,695,334.40","33,223,786.29","127,582,827.06","103,080,574.41","90,061,464.27","66,169,319.12","76,210,835.11","80,622,747.43","89,806,775.35","73,748,968.07","72,107,764.49","55,621,889.58"
