科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"152,526,566.32","225,859,525.62","294,408,805.48","203,391,776.56","332,527,359.59","486,369,993.90","125,015,661.56","264,748,687.45","405,517,894.81","550,401,913.43","152,813,012.97","295,452,933.64","417,085,358.16","554,618,362.89","139,910,790.97","289,688,911.73","460,446,196.67","632,142,164.63","157,235,247.90","363,117,202.54","558,817,419.07","763,215,975.45","129,320,185.99","282,648,210.42","442,325,215.60","588,960,344.36","124,082,581.45","267,323,409.88","407,504,153.81","557,290,828.86","154,156,710.32","361,369,250.72","576,114,851.63","811,205,143.98","253,863,537.35","563,662,490.48","950,141,765.02","1,421,571,069.40","331,468,528.80"
二、营业利润,"15,017,895.47","22,999,756.84","30,128,602.07","27,462,997.34","41,056,547.85","53,123,543.39","13,760,536.59","25,033,987.65","20,500,315.15","18,484,752.47","15,766,700.55","36,941,814.55","48,021,701.79","41,966,310.02","15,959,019.45","29,623,783.60","38,408,139.23","31,854,675.40","20,938,023.25","44,928,547.29","58,321,948.92","57,111,896.61","5,625,827.12","6,009,562.77","-3,106,286.04","-3,047,636.88","4,528,528.08","14,633,877.88","26,382,337.35","41,053,939.14","14,999,410.99","52,428,588.66","91,023,093.26","127,652,352.41","71,951,413.68","179,215,831.53","320,278,617.19","472,325,301.00","95,791,785.69"
减:营业成本,"121,588,530.84","179,377,727.44","236,187,666.21","158,419,464.52","262,616,378.24","382,868,349.60","99,165,918.86","215,245,789.93","346,279,260.13","472,966,586.12","122,314,039.41","221,897,688.55","312,535,962.20","422,914,908.85","104,033,025.04","217,716,624.13","354,918,214.02","490,977,275.35","115,802,948.67","274,565,286.56","433,669,375.13","605,221,505.66","106,787,237.69","237,050,284.36","370,577,863.15","491,722,544.77","98,920,976.77","214,822,009.51","324,987,130.64","442,159,459.20","113,634,016.36","260,160,787.57","415,848,555.65","581,040,863.24","157,186,861.17","338,627,685.88","562,773,256.52","840,246,886.92","202,979,705.24"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"464,914.79","1,085,936.62","147,978.11","261,714.14","1,065,420.87","1,727,425.07",,"338,918.54","483,068.16","1,103,105.52","647,182.19","1,199,167.71","1,199,182.10","1,843,869.25",,"64,879.02","128,793.02","1,112,139.13","431,839.73","1,496,349.80","2,178,804.52","3,727,444.17","548,446.36","1,037,580.06","988,526.70","1,948,900.08","1,048,499.06","2,409,469.01","2,409,484.25","3,156,757.84","504,013.79","1,837,227.83","3,019,929.96","4,028,247.19","478,944.40","3,535,383.81","5,454,724.55","7,203,770.06","253,009.41"
营业外收入,"4,328,817.21","140,000.00","22,921,023.73","1,908,784.81","2,229,619.68","2,962,761.55","1,428,703.87","5,783,895.74","6,095,826.40","7,642,323.06","959,718.87","1,327,824.14","1,610,913.77","2,509,101.73","1,756,415.00","2,784,540.39","5,396,131.14","6,337,578.17","1,859,122.87","2,892,290.88","3,589,085.16","5,522,106.56","725,533.80","1,288,823.56","2,952,798.36","5,740,990.92","693,682.67","2,176,758.41","6,691,727.28","4,618,380.93","1,931,444.70","2,767,528.92","3,337,045.80","270,873.14","9,244.89","13,494.89","26,930.08","77,427.46",
销售费用,"6,364,155.77","7,504,454.56","8,065,685.81","4,475,308.14","7,217,710.54","11,342,889.25","3,196,664.70","5,772,142.02","9,366,968.74","13,475,540.16","3,452,160.54","9,312,124.81","14,842,389.27","19,775,797.94","4,705,476.75","9,301,602.81","15,284,040.12","22,186,289.78","4,848,499.95","10,093,345.72","14,699,482.12","23,828,685.46","4,626,459.09","10,517,585.28","16,608,749.31","26,315,977.10","4,649,608.30","11,600,347.37","17,820,071.92","26,915,489.77","6,228,744.81","10,302,966.41","15,832,131.21","26,548,862.37","5,617,161.74","12,545,772.22","18,506,457.80","25,733,625.34","5,394,357.86"
减:营业外支出,"36,000.00","668,373.00","21,953,370.07","1,306,257.80","1,309,257.80","1,463,898.81","22,300.00","44,337.05","84,339.09","261,886.17","14,200.00","175,403.00","1,345,663.80","1,659,132.61","111,909.79","1,313,398.54","1,337,013.15","1,719,176.34","49,900.00","109,724.00","111,494.70","252,558.78","14,847.03","19,647.03","34,286.03","25,497.03","8,000.00","1,305,021.66","7,732,344.67","8,129,833.14","4,033,425.14","8,072,984.73","10,936,128.72","19,401,034.70","64,185.88","8,956,380.88","8,921,512.20","8,942,602.30","5,000.00"
管理费用,"5,859,808.87","9,074,810.58","10,790,539.32","7,917,182.57","11,894,954.58","24,585,088.26","6,608,368.73","12,399,088.53","19,645,416.38","28,930,606.76","7,124,608.86","16,958,317.72","26,265,455.66","38,827,394.02","8,869,257.45","19,374,725.47","31,300,059.78","46,798,948.33","9,586,553.49","20,215,684.74","31,434,451.46","43,696,467.01","9,518,194.81","21,785,573.33","32,880,310.60","50,277,246.87","13,615,656.38","24,587,355.41","36,571,422.20","47,985,015.34","17,621,048.33","32,346,260.41","42,935,306.00","65,405,345.87","13,254,884.14","30,348,737.52","22,626,965.57","32,006,716.34","11,533,512.78"
其中:非流动资产处置净损失,,,"21,908,235.87","34,392.36",,,,,,,,,,"186,967.63",,,,"18,106.95",,,,167.75,,,,,,"1,233,421.66","7,642,394.59","7,642,394.59","3,931,920.70","7,966,325.35","10,394,509.34",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
