科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
财务费用,"2,976,125.35","6,055,461.21","8,236,912.24","5,093,077.52","8,137,808.80","12,462,833.37","1,273,507.12","4,201,918.91","8,123,205.31","13,124,265.22","4,076,236.34","9,339,013.70","15,185,687.55","21,970,975.40","6,606,764.37","12,688,858.87","20,908,081.69","29,682,833.92","5,589,295.53","10,990,553.21","17,159,623.27","22,892,171.93","4,312,088.52","8,372,098.93","13,515,280.51","13,675,076.96","1,334,764.30","-911,632.31","-1,445,769.38","-4,973,344.01","467,008.23","2,605,040.42","4,989,338.70","6,964,596.63","4,790,027.76","-1,298,244.82","-6,686,951.23","-4,722,933.57","4,340,112.61"
三、利润总额,"19,310,712.68","22,471,383.84","31,096,255.73","28,065,524.35","41,976,909.73","54,622,406.13","15,166,940.46","30,773,546.34","26,511,802.46","25,865,189.36","16,712,219.42","38,094,235.69","48,286,951.76","42,816,279.14","17,603,524.66","31,094,925.45","42,467,257.22","36,473,077.23","22,747,246.12","47,711,114.17","61,799,539.38","62,381,444.39","6,336,513.89","7,278,739.30","-187,773.71","2,667,857.01","5,214,210.75","15,505,614.63","25,341,719.96","37,542,486.93","12,897,430.55","47,123,132.85","83,424,010.34","108,522,190.85","71,896,472.69","170,272,945.54","311,384,035.07","463,460,126.16","95,786,785.69"
资产减值损失,"255,135.23","-222,840.80","843,205.89","-237,967.67","538,538.71","259,864.96","1,010,665.56","1,756,841.87","1,119,660.94","2,317,057.18","-567,914.92","-195,193.40","-965,020.41","7,319,107.41","-262,752.09","918,437.83","-501,131.19","9,058,799.47","38,087.28","827,435.22","1,353,733.65","6,737,804.61","-2,098,067.60","-2,124,474.31","10,860,771.37","9,412,696.63","-15,451.44","181,983.01","779,476.83","993,511.58","702,467.81","2,010,474.42","2,788,591.85","3,938,353.09","1,181,210.67","1,927,306.26","3,896,455.34","6,148,514.70",
减:所得税,"4,417,988.31","3,795,882.69","3,495,836.56","6,614,154.33","9,672,953.24","12,224,673.99","3,380,972.82","6,455,848.73","5,402,119.77","4,845,489.88","2,608,521.42","6,440,365.45","8,017,362.01","11,151,109.00","2,436,331.97","4,028,930.88","5,756,439.00","7,795,561.09","4,508,655.34","10,525,279.57","13,268,631.42","10,171,008.01","1,288,147.85","157,189.54","-707,251.78","-8,232,531.77","1,198,911.26","2,073,473.82","2,897,391.26","4,807,885.45","1,419,994.84","6,025,123.58","10,920,092.38","13,776,221.17","11,096,369.45","23,912,733.02","43,959,212.74","63,107,407.70","14,328,115.93"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"182,356.16",,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,"15,780.83","-8,215.83",,,,,,,,,,,,,,,"-471,203.25",,,,,,,,"1,344,461.17",,,,,,,,,,,"740,827.59","740,827.59",
四、净利润,"14,892,724.37","18,675,501.15","27,600,419.17","21,451,370.02","32,303,956.49","42,397,732.14","11,785,967.64","24,317,697.61","21,109,682.69","21,019,699.48","14,103,698.00","31,653,870.24","40,269,589.75","31,665,170.14","15,167,192.69","27,065,994.57","36,710,818.22","28,677,516.14","18,238,590.78","37,185,834.60","48,530,907.96","52,210,436.38","5,048,366.04","7,121,549.76","519,478.07","10,900,388.78","4,015,299.49","13,432,140.81","22,444,328.70","32,734,601.48","11,477,435.71","41,098,009.27","72,503,917.96","94,745,969.68","60,800,103.24","146,360,212.52","267,424,822.33","400,352,718.46","81,458,669.76"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"14,892,724.37","18,678,181.97","27,625,926.05","21,460,907.22","32,314,853.58","42,411,662.93","11,792,288.86","24,328,567.10","21,123,742.66","21,171,932.12","14,149,902.24","31,736,863.51","40,392,163.16","31,829,648.26","15,205,939.80","27,104,741.68","36,749,565.33","28,677,516.14","18,238,590.78","37,185,834.60","48,530,907.96","52,210,436.38","5,048,366.04","7,121,549.76","519,478.07","10,900,388.78","4,015,299.49","13,432,140.81","22,444,328.70","32,734,601.48","11,477,435.71","41,098,009.27","72,503,917.96","94,745,969.68","60,800,103.24","146,360,212.52","267,424,822.33","400,352,718.46","81,458,669.76"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,"-2,680.82","-25,506.88","-9,537.20","-10,897.09","-13,930.79","-6,321.22","-10,869.49","-14,059.97","-152,232.64","-46,204.24","-82,993.27","-122,573.41","-164,478.12","-38,747.11","-38,747.11","-38,747.11",,,,,,,,,,,,,,,,,,,,,,
