科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"82,244,125.90","110,403,528.88","95,550,940.73","1,603,248,321.11","1,287,079,029.75","1,247,869,650.99","1,244,124,856.86","988,805,593.06","971,983,354.55","782,289,638.74","580,276,046.72","437,793,515.10","267,695,625.16","323,503,935.02","246,549,378.17","269,723,040.30","377,000,111.33","292,606,206.48","254,178,973.56","209,257,610.24","202,966,231.87","281,748,781.83","212,321,962.67","231,431,523.46","240,589,938.33","177,032,629.09","164,388,226.07","204,453,646.16","169,105,070.41","160,220,676.49","193,634,497.51","236,546,130.76","245,339,734.51","263,382,834.15","241,295,407.17"
短期借款,"262,225,241.94","278,818,839.79","255,168,618.12","259,500,000.00","147,951,665.08","98,000,000.00","70,000,000.00","30,000,000.00","30,000,000.00","54,673,189.07","64,073,012.60","180,383,764.85","329,686,138.43","122,166,373.62","119,310,407.42","175,899,202.80","355,601,139.97","375,955,669.44","435,032,384.44","431,969,566.08","444,585,079.44","469,829,411.77","412,093,038.32","342,804,492.39","226,048,177.74","171,023,780.80","226,153,405.67","293,285,977.22","281,539,876.18","274,406,935.89","290,909,498.27","375,327,484.96","433,000,000.00","438,500,000.00","436,191,829.50"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150,000,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"86,939,933.87","87,388,402.34","130,898,032.43","151,211,092.49","219,399,870.04","213,243,070.28","133,655,994.86","126,457,652.70","102,232,221.87","138,871,911.93","99,440,192.03","135,810,166.72","122,079,263.57","180,119,121.79","177,441,120.72","181,479,168.36","164,349,602.18","231,745,535.27","227,972,103.18","273,277,917.81","232,846,361.42","293,070,027.40","235,457,638.81","169,655,704.54","164,024,126.62","238,950,933.76","178,679,630.59","272,532,906.35","253,388,739.00","286,285,868.67","228,345,642.09","229,200,094.67","227,155,367.72","117,638,756.35","134,513,897.80"
应付票据,,,,,,,,,,,"53,998,000.00","63,031,475.74","20,000,000.00","32,867,000.00","36,566,000.00","61,813,006.25","94,650,000.00","5,050,000.00","40,957,735.09","92,838,028.89","88,507,253.63","10,265,483.90","4,701,242.57","9,611,165.69","36,425,316.58","9,643,701.78","7,477,000.00",,"300,779.78","300,779.78","2,815,912.00","95,022.00",,"1,000,000.00",
应收账款,"72,318,138.34","95,006,841.05","101,821,832.86","168,281,338.64","170,820,762.84","149,783,742.01","202,076,159.52","181,671,779.21","194,406,615.08","169,654,551.08","230,235,592.13","221,008,552.17","223,496,901.43","193,828,643.18","232,234,069.42","265,314,896.90","282,337,974.23","290,653,025.57","347,246,334.48","331,914,426.42","341,092,918.01","282,653,224.73","325,852,446.32","310,560,305.89","310,241,416.35","251,180,790.18","298,632,678.41","305,450,298.02","336,861,310.38","308,682,865.63","351,767,227.32","358,251,420.73","351,590,418.20","292,832,184.44","326,856,897.21"
应付账款,"14,406,548.80","39,677,960.19","36,723,384.71","27,137,517.20","23,514,779.34","26,973,515.17","31,940,806.52","51,167,559.84","45,652,137.52","95,935,850.36","69,092,976.13","129,529,890.22","103,132,584.63","91,241,763.12","118,306,276.62","120,246,253.56","106,626,926.03","127,144,981.47","148,555,345.29","137,124,088.00","149,384,384.18","150,939,678.59","137,390,799.17","153,619,660.86","172,309,440.11","169,547,118.12","130,051,435.04","136,614,288.45","113,292,832.20","126,518,777.37","111,989,740.93","115,662,836.61",,"140,683,101.08",
预付款项,"36,019,445.62","49,414,713.60","53,268,681.96","172,145,111.14","191,510,995.38","68,177,923.05","73,911,589.44","168,468,854.71","157,868,806.42","33,752,830.54","58,162,659.02","60,559,082.66","77,321,307.00","22,456,909.79","23,395,168.39","45,200,603.61","100,470,510.44","41,071,680.88","38,111,789.07","35,433,028.91","46,070,188.68","36,359,390.87","43,501,763.50","49,230,018.35","85,446,780.18","43,224,603.05","83,048,945.03","79,874,351.42","89,491,052.60","36,215,788.19","33,976,437.11","49,741,924.19","54,377,182.21","28,792,070.05","30,397,956.09"
预收款项,"12,676,603.22","12,387,791.55","23,775,466.87","26,085,642.42","31,378,884.38","19,300,479.60","21,112,898.71","21,501,195.01","23,704,697.60","21,267,208.80","23,768,869.81","23,069,430.82","18,748,103.09","16,659,694.80","18,580,399.91","14,006,634.61","15,019,178.12","15,272,560.93","17,183,137.39","13,060,386.78","11,806,762.79","13,518,633.48","16,109,310.32","12,992,613.98","16,608,125.07","14,984,979.45","12,942,671.25","19,696,733.13","21,234,020.79","19,520,800.71","16,522,600.02","23,917,124.64","17,875,144.17","11,085,220.18","9,291,544.42"
