科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"90,770,182.37","150,104,761.39","162,803,280.22",,"510,306,666.59","500,288,780.28","479,517,937.91","192,022,412.04","184,337,696.00","245,271,386.79","131,000,015.44","82,842,588.14","160,752,606.61","153,850,990.89","143,444,687.60","92,802,794.87","112,193,058.77","216,881,536.74","181,073,335.29"
短期借款,,,,,,,,"61,630,832.25","115,331,193.14","171,618,222.82","189,976,988.83","222,604,989.58","273,153,175.77","225,193,252.57","194,729,519.84","211,511,802.80","244,590,331.00","249,364,931.00","266,154,931.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,
应收票据,"23,246,931.21","34,853,337.61","51,793,686.21",,"54,172,182.72","59,141,455.65","52,062,981.83","60,032,610.81","72,941,908.44","80,351,269.68","70,305,203.57","63,788,293.30","72,087,386.57","69,982,848.15","57,332,417.63","48,224,702.44","53,163,794.48","57,271,590.74","62,651,449.54"
应付票据,"39,890,335.00","77,220,355.55","67,979,352.35",,"70,822,283.00","57,397,605.20","62,753,382.99","78,011,145.88","86,481,829.38","80,996,710.75","58,810,566.72","48,969,635.02","46,155,011.94","71,887,105.51","81,796,542.66","43,778,223.00","27,674,954.03","34,895,265.88","37,683,915.99"
应收账款,"27,559,631.84","33,334,596.04","39,249,447.85",,"38,930,985.19","39,777,025.62","50,140,431.43","72,454,893.64","87,501,257.85","86,972,440.60","93,763,823.05","79,204,805.43","62,315,974.56","59,154,304.78","59,153,192.42","57,767,843.98","60,006,586.27","60,773,464.58","77,130,193.27"
应付账款,"10,966,903.04","16,246,891.91","20,254,039.07",,"11,820,899.35","14,823,017.17","13,056,267.04","48,939,363.63","36,516,563.36","40,256,425.23","31,993,240.31","45,793,224.67","34,104,059.11","32,393,009.37","31,853,791.41","38,937,209.85","44,777,815.41","31,294,624.11","29,657,880.98"
预付款项,"10,011,978.55","25,857,638.68","18,135,053.13",,"25,055,719.22","32,209,429.90","37,892,621.07","43,928,895.87","63,148,458.92","59,861,705.23","163,752,107.17","17,803,092.95","32,954,720.26","28,956,349.10","30,992,183.35","27,049,489.91","30,461,435.83","9,896,412.71","34,167,055.78"
预收款项,"3,335,218.25","2,914,958.50","7,664,118.31",,"6,215,747.14","6,482,832.52","5,788,283.73","24,047,983.61","28,388,704.63","18,869,199.70","19,032,078.06","27,768,080.75","30,341,631.03","25,407,290.22","25,157,876.71","17,987,211.87","26,614,641.15","41,076,806.40","22,910,621.79"
其他应收款,"692,734.40","1,130,701.85","1,378,082.25",,"75,330.00","100,620.00","19,274,721.75","5,700,050.93","5,643,704.01","2,951,123.99","3,162,842.45","966,651.00","1,011,220.10","582,558.84","391,808.13","746,701.12","547,059.86","539,453.32","511,578.55"
应付职工薪酬,"1,182,023.78","1,460,590.98","1,592,913.37",,"1,817,851.82","1,958,946.60","2,269,858.70","4,833,414.50","4,198,752.73","9,726,788.90","4,197,575.77","5,038,309.74","5,281,122.14","7,067,373.17","4,820,074.37","5,355,527.28","5,331,144.18","7,857,909.96","5,212,450.36"
应收关联公司款,,,,,,,,,,,,,,,,,,,
应交税费,"2,043,801.81","-1,411,563.22","-1,266,859.61",,"3,386,947.04","1,768,208.85","4,318,650.44","4,415,784.82","8,022,537.80","11,973,744.07","4,984,729.00","3,290,474.28","12,047,440.44","10,246,442.53","6,281,040.26","9,134,528.64","10,018,208.49","16,608,305.47","9,514,462.32"
应收利息,,,,,"1,877,846.67","3,069,646.67","127,135.56",,,,,,,,,,,,
应付利息,,,,,,,,,,"227,575.34","467,200.28","474,967.18","436,486.49","513,178.84","494,571.31","488,509.99","505,431.71","625,974.45","906,349.91"
应收股利,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"13,000,000.00",,,,"15,000,000.00",,,
存货,"74,560,672.95","75,844,971.40","62,895,035.56",,"60,079,818.00","59,600,063.25","63,025,928.62","140,580,918.68","159,315,293.65","161,086,515.82","154,016,458.53","170,242,962.79","144,349,874.82","157,544,840.38","164,766,897.80","184,858,589.53","190,844,356.31","187,468,066.38","157,159,453.19"
其他应付款,"286,800.00","273,566.83","283,148.45",,"375,563.55","288,113.52","289,086.62","148,761,164.44","148,634,445.63","244,473,426.36","226,458,175.59","146,514,212.05","145,084,350.07","144,515,337.41","134,312,140.24","84,023,751.69","74,069,534.68","48,409,754.45","2,467,203.25"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,"1,074,576.72","485,480.86","156,944.46",,,,,,,
一年内到期的非流动负债,,,,,,,,"16,000,000.00","16,000,000.00","14,000,000.00","14,000,000.00",,,,,,,,
其他流动资产,,,,,,,,,,,,"8,431,304.73","2,028,702.27","2,066,124.88","1,524,282.91","3,156,035.34","255,290.90","256,640,649.17","250,523,101.95"
其他流动负债,,,,,,,,,,,,,,,,,,"82,440.21",
流动资产合计,"226,842,131.32","321,126,006.97","336,254,585.22","306,642,700.00","690,498,548.39","694,187,021.37","702,041,758.17","514,719,781.97","572,888,318.87","637,569,018.83","616,485,931.07","423,436,642.80","475,500,485.19","472,138,017.02","457,605,469.84","414,606,157.19","447,471,582.42","789,471,173.64","763,216,167.57"
流动负债合计,"57,705,081.88","96,704,800.55","96,506,711.94","72,238,100.00","94,439,291.90","82,718,723.86","88,475,529.52","386,639,689.13","443,574,026.67","592,142,093.17","549,920,554.56","513,453,893.27","546,603,276.99","517,222,989.62","479,445,556.80","426,216,765.12","433,582,060.65","430,216,011.93","374,507,815.60"
可供出售金融资产,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,"178,000,000.00","178,000,000.00","178,000,000.00","178,000,000.00","178,000,000.00","178,000,000.00","165,500,000.00","165,500,000.00","153,000,000.00","153,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,"270,959,362.70","275,092,479.29"
长期应收款,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,"132,715.51","114,715.51"
投资性房地产,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,
固定资产,"34,859,001.23","40,304,246.50","56,956,037.44",,"66,953,400.35","64,942,383.08","64,017,136.88","118,471,726.83","121,779,349.60","230,854,875.89","226,799,836.96","271,173,981.41","269,556,602.26","275,341,644.82","268,900,003.47","262,035,509.75","258,548,554.05","332,310,806.24","328,901,499.71"
递延所得税负债,,,,,,,,"3,985,939.07","3,873,738.05","12,297,296.27","11,698,788.10","11,207,599.41","10,952,882.81","7,838,803.46","7,678,489.89","7,534,260.74","7,396,961.09","19,684,038.85","18,908,570.13"
在建工程,"2,627,892.00","8,064,945.50","42,051,000.28",,"46,008,751.08","48,898,751.08","68,242,423.21","115,121,864.87","117,482,117.87","60,758,490.96","62,297,039.85","64,876,602.82","69,691,897.74","74,579,314.23","76,693,843.40","189,644,405.31","193,084,465.70","125,434,777.17","133,015,415.05"
其他非流动负债,,"6,180,000.00","6,896,934.00",,"6,896,934.00","7,243,551.00",,"2,927,000.00","2,927,000.00","1,502,000.00","1,502,000.00","1,502,000.00","1,502,000.00","800,000.00","800,000.00","300,000.00","300,000.00","300,000.00","300,000.00"
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"6,180,000.00","6,896,934.00","6,896,900.00","6,896,934.00","7,243,551.00","7,243,551.00","16,656,490.07","16,544,289.05","201,642,847.27","201,039,339.10","200,543,150.40","200,252,183.78","199,391,299.12","199,122,325.23","185,869,435.76","186,123,475.79","455,928,733.92","461,509,811.87"
固定资产清理,,,,,,,,,,,,,,,,,,,
负债合计,"57,705,081.88","102,884,800.55","103,403,645.94","79,135,000.00","101,336,225.90","89,962,274.86","95,719,080.52","403,296,179.20","460,118,315.72","793,784,940.44","750,959,893.66","713,997,043.67","746,855,460.77","716,614,288.74","678,567,882.03","612,086,200.88","619,705,536.44","886,144,745.85","836,017,627.47"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00",,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"41,119,500.90","41,119,500.90","41,119,500.90",,"337,926,393.69","337,926,393.69","337,926,393.69","337,926,393.69","237,926,393.69","237,926,393.69","237,926,393.69","237,926,393.69","237,926,393.69","237,926,393.69","237,926,393.69","237,926,393.69","237,926,393.69","237,926,393.69","237,926,393.69"
无形资产,"18,652,255.20","18,186,075.72","17,719,896.24",,"17,370,261.63","17,253,716.76","17,138,642.17","46,279,938.69","45,956,167.39","77,314,876.81","76,443,800.05","75,630,174.03","74,765,959.27","73,927,907.67","73,113,590.71","72,265,293.16","71,471,220.66","70,668,978.76","69,797,014.59"
盈余公积,"13,473,759.14","21,331,569.62","29,387,037.50",,"29,387,037.50","37,406,404.90","37,406,404.90","37,406,404.90","37,406,404.90","43,638,415.09","43,638,415.09","43,638,415.09","43,638,415.09","49,916,314.30","49,916,314.30","49,916,314.30","49,916,314.30","64,556,612.46","64,556,612.46"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,"381,948,398.48","381,948,398.48","587,876,336.94","587,876,336.94","587,876,336.94","587,876,336.94","587,876,336.94","587,876,336.94","587,876,336.94","587,876,336.94","587,876,336.94","587,876,336.94"
未分配利润,"95,913,832.21","147,884,126.52","204,633,337.45",,"252,492,698.36","260,307,644.03","280,938,267.07","301,049,521.59","307,646,644.59","320,180,975.91","340,131,561.81","350,930,893.02","373,657,786.58","395,680,113.40","414,393,872.31","434,932,386.82","462,063,168.28","472,382,610.67","497,177,527.96"
长期待摊费用,,,,,,,,,,"227,796.56","337,976.56","187,597.10","167,497.37","147,397.68","127,297.95","107,198.22","87,098.49","66,998.79","44,732.71"
少数股东权益,,,,,,,,,,,,,,,,,,,
