科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"217,753,605.60","274,743,391.76","336,685,856.12","68,270,815.67","159,118,586.70","229,953,870.56","318,627,651.23","72,225,547.66","167,955,358.69","251,604,191.66","361,864,803.52","89,500,255.74","195,492,578.69","313,118,640.15","447,572,062.56","109,738,050.48","240,969,890.04","394,396,268.19","569,487,922.11","112,548,759.70","784,190,871.29","1,557,141,937.71","2,476,183,059.91","853,064,713.73","1,784,676,093.62","2,869,301,992.92","4,179,756,099.15","1,160,892,337.65","2,469,303,661.33","3,733,313,035.79","5,157,031,775.28","1,353,978,873.60","2,749,725,971.68","4,376,355,657.17","6,002,471,030.96","1,511,849,327.74"
二、营业利润,"28,074,959.31","32,918,680.90","53,254,771.65","7,298,198.38","21,269,164.56","29,964,469.70","38,918,247.91","7,062,986.52","25,967,805.00","35,404,989.76","48,595,025.48","7,443,673.74","25,305,749.63","34,909,834.94","45,870,077.13","6,249,610.58","19,789,762.84","29,104,700.25","37,487,364.26","3,852,699.73","52,403,756.80","103,552,572.96","175,050,923.61","38,900,641.37","100,274,507.12","157,296,227.61","184,412,167.40","47,136,619.03","136,761,210.69","212,876,675.80","231,184,381.87","34,882,941.64","178,923,689.77","310,347,281.25","422,415,758.35","83,239,915.61"
减:营业成本,"76,635,347.53","85,388,118.48","103,403,878.06","21,757,226.19","52,357,261.26","77,127,148.52","111,225,716.80","28,332,197.74","62,707,838.48","91,607,910.59","128,705,746.76","34,883,166.70","72,049,976.19","115,482,062.28","166,982,548.38","42,284,754.09","92,319,702.57","149,778,361.12","213,935,784.26","46,185,725.56","541,750,482.97","1,133,457,199.44","1,837,850,229.65","696,980,812.62","1,411,230,042.14","2,276,905,221.46","3,318,621,547.36","944,231,158.61","1,970,780,761.91","2,948,826,352.88","4,048,841,487.01","1,106,338,366.42","2,191,637,375.07","3,439,235,218.44","4,745,862,179.32","1,182,046,056.33"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,237,640.88","2,801,692.86","3,684,854.07","774,056.81","1,809,328.98","2,522,408.78","3,840,105.03","398,018.47","1,268,331.67","2,246,015.53","3,730,450.67","555,780.41","1,589,287.50","2,863,267.04","4,804,277.47","1,325,667.11","2,969,442.60","4,303,229.55","6,636,368.23","777,255.08","3,872,331.32","7,331,055.89","11,961,813.58","3,522,374.34","8,288,052.86","13,581,260.86","21,628,296.05","4,428,961.52","9,290,094.65","14,434,347.57","25,663,102.77","7,553,190.25","13,603,120.84","20,680,464.37","28,308,578.02","8,135,559.44"
营业外收入,"6,596,684.63","5,876,996.55","1,201,650.35",,"5,122,800.00","5,650,390.00","5,951,726.67","500,000.00","980,900.00","1,470,952.34","5,513,592.33","1,061,740.00","3,201,148.80","4,118,580.80","12,282,122.73","2,079,531.09","1,657,032.54","3,315,058.36","14,814,697.73","3,814,566.81","10,612,253.81","15,724,062.08","25,341,433.82","7,358,855.37","10,384,866.56","18,601,673.43","49,684,878.77","2,863,687.44","20,941,776.82","44,932,842.26","88,543,304.30","25,160,434.73","6,094,622.54","9,089,188.50","1,754,946.95","2,269,450.69"
销售费用,"85,871,099.90","120,847,384.38","140,234,836.81","31,270,510.85","70,738,121.06","101,719,674.02","130,514,379.77","29,928,055.77","70,867,989.30","107,341,306.90","156,778,591.63","37,632,656.43","82,133,570.97","135,085,606.40","194,269,729.87","47,041,958.18","101,588,307.66","171,056,620.07","248,514,116.43","48,247,100.93","122,459,346.89","189,576,148.62","272,042,778.47","55,157,021.40","138,589,539.82","220,545,100.37","307,806,038.60","64,934,851.66","157,783,867.00","256,271,904.96","384,147,797.87","89,058,328.57","179,305,863.73","280,059,199.45","366,863,105.54","97,336,471.27"
减:营业外支出,"257,689.30","211,567.59","266,867.33","6,000.00","369,988.33","669,988.33","725,147.05","39,240.33","43,240.33","355,740.33","580,215.82","140,000.00","148,000.00","171,476.75","789,334.07","29,348.49","35,837.09","99,351.69","4,520,433.91","13,088.46","373,098.45","1,632,058.23","1,356,518.89","125,810.85","1,475,887.84","1,491,137.44","5,897,538.00","5,280,826.23","3,215,535.42","6,917,381.23","7,715,819.54","400,027.34","994,303.74","2,755,633.47","5,038,859.25","2,895,102.80"
管理费用,"15,527,626.78","23,907,265.87","27,021,948.87","6,150,601.58","12,247,232.26","17,583,545.60","34,607,698.50","5,766,080.07","11,679,589.95","17,891,435.35","29,957,239.97","7,060,005.42","15,510,288.32","23,544,621.16","33,362,496.94","11,258,455.40","20,044,051.14","32,915,301.37","52,609,921.07","9,815,793.63","41,812,186.44","78,498,064.27","113,455,709.89","34,392,321.58","74,298,610.43","120,846,076.47","226,009,541.51","77,127,148.98","137,588,514.64","213,186,741.10","302,405,678.03","89,453,254.28","151,978,851.49","254,937,372.49","349,716,296.08","112,359,170.02"
其中:非流动资产处置净损失,"-74,283.27","27,078.61",,,,,,,,,,,,,"59,749.73",,"3,818.84","13,079.11",,,,,"222,371.32",,,,"272,283.28",,"232,442.04",,"3,708,131.48",,480.00,,,
