科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"132,923,197.55","137,432,617.35","86,961,881.76","133,343,398.96","181,640,718.51","50,827,630.88","94,263,139.08","140,865,584.77","183,456,953.38","54,965,127.57","103,606,954.94","160,988,220.76","230,895,961.12","84,929,165.51","162,184,090.45","240,458,380.92","325,784,649.15","101,652,906.90","192,545,513.49","283,096,330.85","372,236,543.86","103,498,904.15","195,230,906.76","295,483,981.03","391,287,590.25","157,814,539.22","307,984,439.45","472,538,030.56","1,291,426,753.51","323,098,666.07","602,583,387.30","903,472,186.91","1,190,372,546.42","297,716,275.08","563,569,106.42","834,691,666.67","1,075,209,433.11","254,455,815.04","478,849,173.58","720,130,031.03","959,999,711.78","240,010,304.76"
二、营业利润,"48,837,128.30","41,160,193.35","24,186,280.74","38,023,910.38","49,287,211.08","14,851,483.00","28,615,644.76","45,755,299.83","55,583,151.32","25,470,946.15","46,307,066.92","68,516,561.81","97,191,847.53","31,814,225.64","62,065,883.85","84,433,830.21","100,482,409.95","33,860,139.42","58,588,735.36","64,923,762.46","79,450,772.95","40,881,213.75","71,379,642.79","105,184,683.05","128,720,775.95","47,705,315.12","84,362,493.65","125,665,930.18","215,711,185.45","38,269,887.41","71,068,294.76","137,908,677.52","121,768,215.83","55,436,820.96","78,078,506.09","136,541,382.86","133,042,513.92","40,548,805.00","55,874,246.78","66,685,579.38","58,848,457.73","48,777,999.04"
减:营业成本,"59,450,832.00","58,867,879.76","36,455,027.52","57,275,297.14","81,866,967.28","21,339,259.55","39,113,806.12","57,056,571.06","74,185,093.43","16,581,116.06","33,475,154.23","54,527,914.40","79,830,067.04","31,511,814.82","65,026,496.24","98,918,126.96","137,679,069.83","39,927,501.18","81,288,680.68","124,915,235.24","171,506,687.95","45,506,308.54","89,172,372.63","136,654,924.54","182,791,117.84","95,949,518.93","193,260,292.28","298,402,532.35","866,902,356.24","219,759,250.93","416,368,705.39","625,656,923.32","846,187,822.72","215,804,110.26","398,395,315.74","600,748,377.62","781,783,142.82","192,037,587.07","360,074,303.16","542,349,494.45","725,889,168.85","187,077,721.55"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"5,812,892.17","6,331,269.86","3,944,384.61","6,005,426.20","8,057,523.77","2,238,480.06","4,231,325.32","6,408,871.41","8,581,733.28","2,942,008.31","5,630,199.44","8,614,815.89","11,538,998.29","4,470,209.13","8,459,296.47","12,510,933.18","16,454,966.85","5,379,969.43","10,178,078.57","12,778,408.73","14,383,145.42","1,857,010.73","3,303,006.10","5,065,038.36","9,989,955.51","1,339,038.87","2,944,799.95","4,539,432.50","14,581,265.00","2,833,584.16","4,724,060.71","6,379,003.00","12,830,890.60","3,092,320.83","6,419,722.22","9,349,363.01","12,736,503.76","2,764,141.91","5,741,043.80","8,602,684.04","11,464,751.91","2,517,279.91"
营业外收入,"3,605,632.83","2,127,006.82","1,313,833.10","1,521,462.65","3,793,101.29","309,077.79","1,381,715.36","1,707,641.99","3,246,650.36","5,083,226.12","5,350,747.82","27,075,790.55","14,777,146.17","478,373.27","14,382,887.27","17,114,379.68","12,176,629.30","2,746,023.67","8,298,001.18","13,692,988.84","17,866,994.69","3,331,885.96","7,833,395.73","11,617,585.13","17,334,716.88","938,337.25","3,449,475.31","5,348,209.73","32,696,862.43","4,357,822.62","16,387,901.35","22,587,923.35","39,065,627.17","6,637,183.67","6,287,002.03","10,426,707.97","16,233,152.20","1,909,466.08","3,798,667.25","5,143,847.47","8,177,570.84","970,994.62"
销售费用,"429,656.32","245,177.71","291,739.24","399,559.95","771,844.36","103,094.36","209,246.37","388,542.71","551,296.81","3,578.87","7,127.58","7,948.28","7,948.28",,,,,,,,,,,,,,,"1,144,195.43","3,125,128.47","2,247,470.38","3,983,675.14","6,937,073.26","9,659,779.70","1,637,977.87","3,023,030.28","4,919,259.60","6,471,662.15","1,030,881.60","2,040,006.18","3,222,231.34","3,949,654.01","805,232.12"
减:营业外支出,"3,265,600.19","5,435,079.22","112,708.30","278,567.54","1,400,324.48","63,050.95","110,331.42","401,787.56","799,391.32","19,852.40","55,578.23","291,340.36","304,370.45","11,565.86","96,422.19","650,525.76","6,416,041.02","71,437.55","108,375.16","562,973.36","607,318.23","22,931.68","36,472.84","48,008.14","1,805,326.76","29,741.99","233,216.88","555,125.13","14,128,791.03","1,244,516.23","2,513,866.44","14,435,187.37","21,064,230.34","4,939,241.56","6,199,545.28","7,164,740.33","14,814,927.91","356,745.63","889,082.69","1,209,676.35","-3,432,131.37","601,313.13"
管理费用,"14,773,720.18","32,044,711.61","20,540,280.88","29,306,286.28","39,283,448.56","11,884,208.95","22,750,739.00","32,152,151.95","47,333,125.96","13,696,218.25","23,688,729.81","36,260,066.91","47,276,004.15","17,837,193.18","34,737,313.08","52,365,145.97","74,579,467.38","23,323,275.34","43,305,860.03","63,169,017.43","89,256,488.48","18,802,599.15","38,694,089.70","59,341,970.99","85,132,942.76","19,942,087.40","39,918,861.93","63,907,211.07","227,912,631.37","53,842,248.92","102,317,443.84","150,898,354.44","198,586,421.33","42,829,454.83","83,179,159.94","124,921,960.95","166,220,048.42","40,086,756.22","84,883,285.70","123,430,093.63","173,638,913.98","53,843,440.15"
其中:非流动资产处置净损失,"837,514.21","46,181.60","12,609.05",,"48,219.34",,"69,331.42","358,987.56","522,367.58","10,075.29","31,032.05","194,170.84","244,048.41",518.29,"67,879.23","621,514.60","3,743,052.85","27,160.49","40,707.75","42,666.47","449,826.04","4,366.63","32,076.62","35,869.48","385,464.77","29,741.99","177,562.88","457,006.73","9,412,181.97","356,258.69","718,465.07","11,841,024.17","14,525,503.75","2,565,441.91","2,935,580.88","3,689,501.92",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
