科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"45,176,681.39","49,633,372.64","49,109,857.23","47,585,475.81","1,108,895,868.20","1,078,265,695.24","1,024,551,432.00","1,058,341,502.99","1,053,634,735.24","1,078,108,462.27","908,162,849.86","895,398,002.30","895,148,366.04","928,530,973.52","856,914,216.29","882,119,817.33","906,975,271.83","817,937,531.99","414,291,194.26","255,281,917.87","332,639,638.34","323,723,577.67","482,255,149.44","232,954,273.86","241,050,748.89","548,469,718.55","187,764,774.51","65,494,098.84","140,586,352.33","258,401,854.64","152,578,226.21","809,415,515.04","294,488,516.71","246,879,344.39","293,762,003.44","445,711,902.90","926,496,254.99","916,988,371.44","957,991,876.64","885,743,714.27","928,863,323.79","1,475,496,612.66"
短期借款,"90,000,000.00","86,517,759.85","80,059,348.39","50,000,000.00","40,000,000.00",,,,,,,,,,,,,,,,"26,500,000.00","26,500,000.00","56,500,000.00","56,500,000.00","56,500,000.00","57,499,998.00","137,499,998.00","87,499,998.00","172,779,680.24","60,499,998.00","180,594,745.60","131,537,308.67","72,638,240.00","30,000,000.00","129,959,142.00","417,959,142.00","437,959,142.00","436,059,142.00","305,600,000.00","507,151,995.29","466,771,592.20","656,847,457.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,267,968.45","40,267,968.45","40,267,968.45"
应收票据,"9,226,500.00","18,172,236.00","33,961,474.55","34,813,191.33","37,741,397.15","32,070,659.57","44,900,469.67","47,187,928.73","73,427,195.60","64,294,275.38","81,979,926.28","67,292,180.05","119,995,063.41","125,353,303.84","132,106,287.91","126,028,396.15","154,910,991.32","152,276,608.61","200,148,248.34","204,869,739.34","231,711,353.98","175,246,801.19","217,529,755.08","265,345,047.30","290,596,497.04","289,831,954.13","249,242,123.18","204,083,514.03","502,540,668.93","469,264,373.47","369,799,699.39","366,121,560.91","430,084,476.45","358,656,571.46","342,003,064.03","347,776,452.27","470,848,730.89","401,247,224.36","420,481,331.06","318,919,030.17","444,408,285.18","471,246,693.07"
应付票据,,,"89,000.00","5,050,369.97","186,982.00",,,,,,,,,,,,,,,,"14,864,240.00","16,414,474.00","8,603,929.00","5,558,904.00","4,777,849.00","4,474,447.00","2,443,000.00","2,443,000.00","2,450,000.00","1,543,432.15",,,,,,,"29,906,749.44","30,439,103.28","26,242,440.04",,"50,491,023.90",
应收账款,"38,351,770.06","45,844,314.60","66,470,860.89","58,117,364.38","50,099,150.48","54,535,790.16","64,973,460.37","69,417,358.71","56,582,535.49","61,602,100.29","74,590,187.22","84,005,683.86","82,993,267.22","88,012,242.35","98,219,366.92","111,387,435.13","114,790,909.06","141,867,209.11","148,774,741.63","177,678,704.26","182,348,889.54","213,500,824.84","266,316,669.89","261,968,640.02","271,967,306.01","297,895,052.62","354,167,739.73","316,452,856.13","256,463,282.38","281,058,378.97","271,284,905.27","306,190,361.79","324,064,963.13","417,990,681.68","513,018,232.91","411,606,276.88","361,658,593.66","541,934,837.54","520,351,803.43","492,018,969.42","479,704,356.05","558,427,049.44"
应付账款,"25,764,745.31","14,732,394.58","29,768,695.87","22,280,427.63","19,529,266.79","23,555,284.89","22,298,678.58","17,327,476.34","32,418,923.48","41,468,681.31","21,226,186.78","16,354,208.10","14,733,210.06","23,643,401.66","27,077,054.45","21,172,487.45","11,215,839.99","34,958,029.32","29,427,814.00","19,211,569.47","39,306,763.32","45,459,426.80","42,325,691.84","40,546,130.53","49,779,596.46","37,090,348.72","54,087,995.17","46,112,603.53","48,996,321.70","54,650,723.32","46,743,251.63","26,259,174.51","18,275,020.31","32,523,392.14","36,317,482.71","25,234,938.78","85,037,776.94","54,507,665.03","42,967,740.41",,"49,060,658.93",
预付款项,"7,832,145.58","739,107.21","859,079.01","1,501,473.96","2,136,994.22","12,257,693.82","6,434,974.63","3,138,021.50","6,003,410.84","4,926,805.41","8,834,316.04","5,241,084.74","9,923,160.64","7,340,062.68","18,662,248.99","29,220,133.34","45,752,892.86","50,934,853.83","59,160,371.54","75,569,903.04","46,953,165.76","47,215,506.32","41,426,712.63","34,968,465.39","9,914,543.62","18,174,985.42","9,392,102.54","14,793,123.67","10,682,690.61","22,709,018.26","31,072,236.01","29,896,979.18","28,061,523.16","23,954,623.19","54,402,453.75","47,585,848.25","107,952,126.87","81,547,589.33","160,863,308.47","196,234,556.63","216,090,187.57","149,936,243.80"
预收款项,"6,741,409.06","1,216,383.17","1,068,998.83","1,425,183.05","1,478,154.94","3,598,009.93","1,734,855.31","4,019,123.22","3,537,942.27","3,463,475.46","14,721,552.95","4,178,545.68","3,689,775.94","6,121,807.16","5,659,623.87","7,380,420.06","4,909,561.56","5,839,518.36","2,396,099.69","4,925,783.95","10,741,640.84","3,246,001.83","3,367,399.06","5,486,441.19","8,415,992.96","7,929,924.31","16,033,216.46","17,310,597.11","38,434,617.61","70,164,235.90","13,686,964.95","24,890,192.23","29,729,824.57","23,879,423.23","6,490,127.95","19,198,444.33","17,856,583.88","12,283,946.14","13,698,095.60","16,988,944.63","25,376,170.91","31,976,483.49"
