科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"166,093,301.49","169,550,040.58","125,902,880.86","127,982,022.09","133,113,363.17","137,136,470.02","168,046,476.13","146,364,894.99","68,663,685.84","102,869,209.41","46,427,214.64","134,090,699.41"
短期借款,"45,000,000.00","95,000,000.00","155,000,000.00","135,000,000.00","135,000,000.00",,,"85,000,000.00","85,000,000.00","85,000,000.00","180,000,000.00","188,500,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"14,332,917.77","7,184,447.14","10,700,000.00","9,740,616.50","7,054,887.78","18,900,264.75","11,213,944.89","15,004,522.86","6,450,342.19","7,118,418.08","6,810,198.10","10,494,444.99"
应付票据,,,,"6,900,000.00","9,317,000.00","2,400,000.00","2,400,000.00","400,000.00","400,000.00",,"51,974,212.77",
应收账款,"31,297,273.86","35,603,088.34","43,337,259.03","78,828,261.91","87,175,348.16","54,150,391.91","84,982,882.44","58,830,091.91","73,744,146.62","54,636,569.85","85,132,659.60","89,213,648.44"
应付账款,"29,297,051.92","27,180,821.80","52,378,394.09","71,778,512.10","47,621,126.13","99,533,457.74","66,396,234.84","69,132,806.43","63,057,765.82","69,114,928.63","7,033,041.23","55,143,154.42"
预付款项,"9,340,202.91","7,984,852.11","4,065,943.87","6,626,519.98","1,672,323.58","8,619,646.53","11,492,172.81","10,483,931.53","12,299,125.26","9,999,159.47","12,649,778.02","15,475,806.80"
预收款项,"12,824,309.10","8,357,304.97","9,541,726.79","3,451,015.42","1,556,932.12","5,693,788.85","10,424,153.36","6,181,131.98","9,029,052.40","9,476,400.35",,"3,759,072.00"
其他应收款,"729,949.81","1,403,819.46","3,722,532.11","4,231,550.62","11,259,938.39","4,290,462.71","9,806,444.84","7,811,456.20","8,962,675.38","5,835,945.24","12,443,206.90","8,474,524.86"
