科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"3,415,996,665.68","3,935,607,062.48","4,402,248,872.77","1,083,457,115.23","2,342,141,022.52","3,458,159,399.91","4,661,453,877.85","1,120,832,251.19","2,387,659,342.08","3,583,921,983.60","5,421,823,716.45","1,866,157,793.63","3,895,846,757.91","5,846,894,767.81","8,095,104,575.05","1,848,284,340.07","3,908,309,332.05","5,722,830,280.21","7,884,977,231.67","1,787,642,418.55"
二、营业利润,"554,750,377.82","638,567,291.61","776,943,898.67","231,648,059.74","456,799,944.00","703,321,996.38","787,115,672.60","231,622,624.41","439,295,520.29","757,027,909.28","930,994,763.91","271,019,382.02","474,358,032.55","838,048,102.15","967,373,707.78","181,950,953.47","435,540,255.58","604,550,336.45","615,441,236.06","44,872,942.50"
减:营业成本,"2,145,638,617.42","2,527,546,005.97","2,867,439,789.64","667,050,374.70","1,479,394,365.31","2,168,628,473.09","2,951,387,429.48","703,552,226.81","1,513,421,714.96","2,228,365,755.76","3,474,251,386.55","1,262,091,862.08","2,662,490,739.15","3,946,466,056.99","5,607,083,584.32","1,322,358,857.62","2,751,598,050.85","4,051,834,924.21","5,711,732,998.40","1,372,882,838.24"
加:补贴收入,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"76,965,588.20","93,107,303.85","45,292,053.13","9,042,646.02","21,336,904.27","29,982,601.58","36,998,581.30","9,019,916.58","20,417,964.76","28,330,619.31","45,349,256.30","10,344,859.89","22,519,122.44","27,699,561.24","38,345,418.92","5,192,581.63","11,227,744.75","15,540,171.35","24,669,941.06","4,498,796.54"
营业外收入,"83,565,659.52","121,665,474.80","88,760,130.80","16,297,416.58","30,520,927.31","47,574,903.37","80,608,488.11","15,922,053.47","29,706,819.53","48,003,230.46","153,352,344.73","27,858,879.47","66,213,268.34","117,894,943.44","158,672,764.06","30,815,663.77","68,750,840.87","123,301,846.41","202,037,983.24","43,557,931.00"
销售费用,"211,238,850.89","207,727,155.93","222,821,329.02","62,577,664.31","144,037,726.67","216,158,403.20","349,774,043.57","70,078,214.24","154,102,868.86","241,765,577.69","430,893,137.39","139,833,624.37","301,811,414.71","417,468,106.86","644,033,857.41","138,310,707.02","287,742,446.44","441,864,825.46","638,726,805.85","157,830,146.83"
减:营业外支出,"22,868,937.67","30,988,588.09","16,598,288.25","1,647,292.20","11,014,037.32","12,932,261.31","14,826,481.95","1,462,700.36","4,136,831.91","6,161,444.94","14,838,577.32","2,893,533.50","9,006,427.07","12,485,460.25","21,727,400.14","1,464,574.63","4,618,603.45","7,303,972.93","15,681,505.75","2,134,012.15"
管理费用,"390,749,457.79","420,806,970.74","433,658,037.43","99,351,050.31","215,892,959.82","320,398,248.83","512,344,712.68","105,842,887.56","242,792,213.45","362,962,050.23","608,965,356.80","172,148,192.18","429,561,965.71","616,677,293.67","879,642,278.64","202,171,212.91","424,330,739.44","535,404,238.32","927,220,816.76","216,418,971.55"
其中:非流动资产处置净损失,"18,923,519.46","23,777,611.84","5,117,248.30","379,076.33","8,188,014.44","6,317,803.95","7,856,589.46","607,304.98","1,311,897.71","1,877,334.26","8,425,710.28","38,860.40","3,267,933.20","4,791,482.14",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,
财务费用,"60,289,683.87","69,549,057.29","81,711,730.40","19,180,822.56","31,200,825.93","29,544,319.46","37,212,692.87","1,521,404.35","14,444,985.37","-37,163,294.91","-62,371,629.01","3,753,217.96","-4,400,764.49","-13,570,371.52","-21,976,501.34","8,774,357.60","8,809,458.45","-11,618,915.19","-25,243,212.61","-6,525,768.04"
三、利润总额,"615,447,099.67","729,244,178.32","849,105,741.22","246,298,184.12","476,306,833.99","737,964,638.44","852,897,678.76","246,081,977.52","464,865,507.91","798,869,694.80","1,069,508,531.32","295,984,727.99","531,564,873.82","943,457,585.34","1,104,319,071.70","211,302,042.61","499,672,493.00","720,548,209.93","801,797,713.55","86,296,861.35"
资产减值损失,"1,230,287.42","4,861,820.08","4,064,948.00","1,788,315.71","7,714,565.29","11,531,348.59","9,000,203.34","4,685,068.44","13,293,500.13","15,598,719.39","8,344,095.92","10,772,119.34","16,537,788.79","25,915,658.00","24,473,215.39","-3,113,584.07","5,170,328.28","10,236,258.97","29,565,192.37","1,275,595.47"
减:所得税,,,"130,320.03","359,882.07","743,282.80","1,158,418.98","1,435,329.37","659,016.38","1,678,486.25","2,484,473.30","1,283,542.18","297,178.74","584,761.31","2,447,367.63","967,913.91","504,040.21","1,086,805.20","1,592,017.65","336,568.10","114,143.85"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,
投资收益,"24,866,197.73","26,558,542.99","29,682,913.52","7,181,818.12","14,236,268.77","21,405,991.22","22,379,457.99","5,490,091.20","10,109,425.74","12,965,353.15","14,602,651.41","3,805,464.21","7,031,540.95","11,809,639.58","6,052,196.72","3,455,125.91","6,915,175.03","9,782,938.63","14,107,117.12","2,828,933.80"
四、净利润,"615,447,099.67","729,244,178.32","848,975,421.19","245,938,302.05","475,563,551.19","736,806,219.46","851,462,349.39","245,422,961.14","463,187,021.66","796,385,221.50","1,068,224,989.14","295,687,549.25","530,980,112.51","941,010,217.71","1,103,351,157.79","210,798,002.40","498,585,687.80","718,956,192.28","801,461,145.45","86,182,717.50"
其中:对联营企业和合营企业的投资权益,"23,163,991.47","24,182,967.89","27,210,964.22",,,,"22,245,868.02",,,,"14,558,713.11",,"7,031,540.95","11,809,639.58","6,052,196.72","3,455,125.91","7,027,339.35","9,895,102.95","14,219,473.56","2,828,933.80"
归属于母公司所有者的净利润,"588,978,176.70","690,858,284.29","777,893,865.94","221,096,672.96","429,626,374.37","671,861,997.33","774,223,833.48","223,446,195.35","419,501,097.51","733,455,286.99","874,041,799.15","205,518,219.96","380,169,355.99","695,705,971.71","783,466,408.26","135,682,690.57","342,980,699.18","544,397,043.09","624,398,559.14","82,520,673.45"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,
少数股东损益,"26,468,922.97","38,385,894.03","71,081,555.25","24,841,629.09","45,937,176.82","64,944,222.13","77,238,515.91","21,976,765.79","43,685,924.15","62,929,934.51","194,183,189.99","90,169,329.29","150,810,756.52","245,304,246.00","319,884,749.53","75,115,311.83","155,604,988.62","174,559,149.19","177,062,586.31","3,662,044.05"
