科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"160,227,191.41","643,179,173.50","428,272,152.89","523,123,157.02","451,344,964.84","440,639,635.86","454,318,817.66","472,304,342.05","551,855,555.27","450,292,939.12","427,502,379.18","387,973,843.28","339,683,104.43","400,659,117.54","477,014,659.58","536,078,557.75","473,184,624.22","487,110,664.13","479,281,316.18","1,109,897,155.97","861,512,609.85","1,162,262,689.13","812,686,653.69","768,978,079.28","1,008,511,891.16","964,264,171.50","959,554,473.57","740,393,848.68","700,359,214.36","842,633,324.58","988,832,584.64","844,609,754.53","1,151,916,152.38","1,333,503,500.60","893,124,919.99","871,992,210.25","703,014,725.89","508,429,927.30","606,383,426.49","704,517,876.46","713,458,396.89","697,571,340.79","1,994,703,996.09"
短期借款,"455,000,000.00","565,000,000.00","480,000,000.00","734,589,315.04","737,135,154.48","777,084,269.70","849,135,094.70","869,050,825.00","880,500,000.00","950,500,000.00","959,889,348.60","875,889,348.60","740,324,067.60","848,324,067.60","871,898,835.80","863,673,622.80","900,000,000.00","1,032,250,000.00","994,250,000.00","1,133,250,000.00","1,058,550,000.00","1,420,500,000.00","1,423,420,000.00","1,266,420,000.00","1,462,260,000.00","1,457,760,000.00","1,266,000,000.00","1,474,500,000.00","1,459,500,000.00","1,568,500,000.00","1,476,500,000.00","1,529,181,471.14","1,600,681,471.14","1,794,837,950.85","1,783,591,757.08","1,339,700,000.00","1,254,700,000.00","1,602,400,000.00","1,624,700,000.00","1,785,000,000.00","1,714,995,000.00","1,829,195,000.00","1,689,195,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,810,000.00","100,000.00","13,015,527.50","44,113,502.91","10,585,154.48","20,714,269.70","33,035,094.70","15,590,012.60","3,500,000.00","2,673,718.00","15,539,348.60","6,489,348.60","5,894,067.60","4,354,067.60","48,115,395.77","32,107,622.80","16,554,878.00","43,024,563.77","4,900,000.00","43,370,191.66","10,610,000.00","24,910,943.90","25,610,000.00","19,706,212.50","23,566,541.60","38,962,060.60","21,231,000.00","62,499,106.91","49,681,987.95","21,723,261.57","15,950,000.00","32,186,318.36","68,068,445.07","87,128,797.09","84,571,704.98","129,048,605.88","165,508,594.73","168,960,997.06","121,634,997.54","113,537,689.07","162,385,040.35","253,077,205.95","210,953,437.42"
应付票据,"96,545,000.00","217,280,000.00","268,400,000.00","138,360,000.00","183,180,000.00","268,980,000.00","215,670,000.00","354,551,000.00","470,423,000.00","450,531,000.00","423,840,595.02","470,006,412.78","494,456,447.76","511,236,616.00","584,212,984.00","482,156,951.00","474,496,420.75","641,380,830.30","697,975,403.98","519,684,252.65","533,159,817.81","625,827,377.51","574,524,871.69","555,441,803.22","582,817,987.16","870,879,031.44","952,231,607.70","732,158,211.66","673,216,455.98","717,140,305.20","715,556,390.31","598,280,808.77","682,771,705.22","643,729,540.33","569,359,257.07","624,757,363.73","588,558,499.65","558,973,384.31","590,634,612.13","577,553,711.66","624,718,062.28","733,115,541.01","866,313,802.26"
应收账款,"620,756,784.10","859,190,106.35","909,513,360.43","897,837,856.46","908,867,216.54","971,318,445.65","1,116,533,476.28","1,162,125,909.41","1,216,562,348.58","1,153,610,244.99","1,285,892,466.16","1,168,138,700.95","977,755,267.49","1,118,231,021.54","1,064,015,943.45","1,030,086,880.85","1,000,837,969.34","1,228,224,814.82","1,437,710,614.32","1,359,552,633.28","1,387,651,073.90","1,460,099,868.65","1,445,247,803.40","1,742,994,509.78","1,517,794,634.98","1,698,380,201.66","1,609,459,154.38","1,719,772,030.64","1,443,213,642.89","1,766,187,758.82","1,766,241,694.37","2,068,056,397.05","1,922,877,176.11","1,968,104,006.91","2,317,745,145.70","2,619,971,269.56","2,382,333,307.59","2,917,119,668.58","2,444,980,695.90","2,821,428,532.01","2,307,259,505.85","2,630,512,089.61","2,849,884,689.03"
应付账款,"449,158,574.48","346,254,503.78","502,614,137.99","269,900,130.67","336,539,381.30","436,690,561.12","544,056,499.98","526,488,838.93","594,374,863.38","487,387,950.16","684,383,598.88","824,005,473.12","788,224,267.88","972,471,468.44","1,056,434,654.81","1,142,976,313.10","1,107,470,077.56","1,276,013,072.36","1,445,228,337.73","1,463,751,824.94","1,371,783,841.30","1,549,820,586.27","1,409,290,303.95","1,428,368,571.22","1,330,168,530.87","1,470,042,028.46","1,537,884,944.57","1,769,148,272.84","1,543,044,619.09","1,723,245,275.48","2,001,722,542.70","2,234,841,965.79","2,273,792,771.63","2,318,654,752.43","2,350,508,724.73","2,509,252,111.18","2,157,714,209.71","2,247,573,940.37","2,057,611,913.18","2,244,728,153.29","2,217,387,839.56","2,340,089,251.81","2,531,959,621.54"
预付款项,"93,676,287.65","133,309,229.76","166,777,464.36","79,625,654.65","77,029,999.42","196,366,305.51","130,878,985.19","77,081,925.47","69,038,366.23","79,784,248.49","79,963,223.48","58,733,807.59","78,244,694.91","77,768,376.03","92,162,987.70","65,347,629.96","115,498,432.74","121,305,616.35","167,283,203.88","127,764,680.94","220,267,529.36","215,960,615.04","356,179,728.68","99,058,188.35","86,404,307.51","85,327,777.95","165,034,074.86","64,621,345.87","85,638,205.14","98,396,862.00","69,165,148.71","57,946,552.16","243,543,795.40","259,258,889.63","306,073,305.88","65,537,280.27","162,134,079.24","101,409,873.21","142,764,213.94","170,667,069.48","173,042,430.16","145,693,326.70","241,060,166.52"
预收款项,"171,992,463.58","169,190,456.04","162,843,435.76","165,771,159.09","138,339,466.33","188,818,591.43","283,252,855.15","316,794,250.02","329,109,776.60","293,699,486.99","299,230,274.73","216,536,082.61","181,925,349.75","226,344,661.50","218,364,660.26","156,252,722.55","297,087,962.21","240,564,647.59","167,398,913.54","212,167,893.57","203,233,194.84","153,374,066.04","196,727,744.55","194,483,608.56","374,662,519.63","244,468,919.22","296,856,374.09","277,167,676.45","319,779,682.29","328,928,462.71","180,962,434.97","272,431,981.24","897,804,947.15","870,721,604.50","1,111,747,134.13","758,081,359.45","750,942,106.60","568,482,402.61","617,009,655.50","568,521,307.89","554,164,764.74","561,188,226.70","493,746,352.56"
