科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"13,439,788.51","48,550,186.99","27,783,723.00","27,736,604.11","495,737,038.87","471,261,099.66","467,297,024.38","427,175,377.53","364,687,676.47","305,798,401.49","476,019,149.17","153,302,096.82","182,845,885.34","120,654,647.07","174,948,567.77","116,195,705.28","96,098,821.05","362,878,823.14","234,953,236.65","164,362,314.43","179,774,773.62","204,900,301.24","194,425,184.36","68,758,646.14","69,742,961.81","144,790,004.87","193,609,244.30","94,867,186.46","154,910,480.67","30,159,349.82","61,811,486.68","142,285,141.64","163,079,509.20","149,016,862.46","523,587,523.59"
短期借款,"134,700,000.00","169,000,000.00","190,000,000.00","220,914,413.21","40,000,000.00",,,,,,"180,000,000.00",,"245,000,000.00","210,000,000.00","330,000,000.00","300,000,000.00","340,000,000.00","650,000,000.00","575,000,000.00","655,000,000.00","730,000,000.00","835,000,000.00","955,000,000.00","935,000,000.00","954,000,000.00","994,000,000.00","974,000,000.00","943,000,000.00","884,500,000.00","719,500,000.00","662,500,000.00","666,500,000.00","692,500,000.00","736,900,000.00","621,400,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"8,790,413.29","4,829,234.57","11,394,502.52","10,309,615.09","29,188,092.33","49,176,357.73","47,995,398.63","35,362,101.01","43,008,769.80","56,617,491.21","54,488,336.27","62,445,221.88","95,686,620.94","87,215,883.17","55,004,088.21","46,713,863.19","57,712,486.20","60,003,238.07","74,412,552.82","80,855,168.06","68,934,537.75","73,719,703.70","65,993,030.02","55,751,514.03","75,672,490.31","55,683,782.15","92,856,853.28","109,880,253.87","56,437,513.07","110,672,058.64","83,047,440.28","120,864,588.29","130,840,402.99","202,111,409.31","210,085,230.24"
应付票据,"12,800,000.00","4,000,000.00",,,,,,"400,000.00",,,,,"45,000,000.00",,,"35,493,037.20","49,192,251.52","8,707,787.84","10,753,856.89","11,253,192.12","63,120,845.12","87,685,636.04","36,518,454.44","12,124,088.91","37,214,329.53","51,915,810.62","66,186,400.31","43,696,400.31","9,170,931.02","11,554,463.67","2,304,885.30","13,771,352.65","18,000,000.00","56,729,620.46","56,624,420.46"
应收账款,"85,661,513.57","103,436,868.06","132,236,743.18","142,510,783.68","133,825,232.20","136,773,685.73","144,379,517.42","153,202,710.35","165,791,129.40","183,505,507.50","191,183,716.88","212,755,575.29","245,454,735.15","248,945,789.42","263,692,137.09","277,424,525.77","310,979,690.97","402,086,689.12","436,939,326.28","437,218,435.31","480,123,168.29","492,613,630.25","534,622,874.88","542,606,432.94","536,130,600.92","593,995,545.43","602,608,590.69","588,759,103.60","609,280,860.43","601,635,523.87","613,962,160.08","619,753,485.29","625,675,190.69","625,240,603.73","612,805,029.61"
应付账款,"13,170,910.36","21,519,388.66","19,284,740.64","19,962,543.55","13,162,561.20","16,563,343.03","18,488,484.35","19,020,494.42","12,808,356.40","22,168,125.93","21,069,894.63","20,081,608.35","53,943,013.97","160,211,255.98","147,982,424.42","116,428,872.58","103,722,590.70","128,792,779.88","103,877,176.11","58,431,274.19","54,081,697.31","133,531,215.20","88,177,926.65","108,699,378.01","47,763,607.52","121,020,126.64","128,573,075.88","112,477,148.88","86,558,949.66","116,851,286.60","76,598,629.22","90,846,374.12","136,034,213.17","113,184,109.34","119,015,966.33"
预付款项,"8,543,103.89","13,936,579.26","44,102,064.60","23,611,251.50","26,623,327.40","18,222,225.87","20,507,600.86","22,363,943.37","25,304,357.66","43,200,289.75","57,676,820.57","61,441,622.44","84,888,690.74","27,493,951.89","61,477,350.95","59,884,827.21","75,577,367.99","87,007,843.54","104,786,131.98","100,965,099.08","100,874,753.55","41,392,285.73","41,762,583.04","62,345,463.32","53,264,793.64","65,438,999.51","50,219,117.74","80,773,038.63","84,789,555.48","50,067,650.36","38,620,367.56","40,107,978.08","34,178,149.19","40,396,808.50","43,719,414.11"
预收款项,"985,286.52","2,969,463.28","1,011,222.50","21,810.00","4,331,810.00","2,900,292.51","5,615,920.00","4,205,920.00","3,935,920.00","159,428.64","140,920.00","294,428.64","722,895.80","1,377,276.60","2,914,005.70","1,284,658.22","1,377,493.35","2,594,432.87","1,490,998.20","1,450,300.91","2,310,155.33","5,451,815.00","5,547,002.58","13,550,030.52","16,931,107.25","10,480,980.21","6,868,148.20","7,969,909.58","6,169,169.38","10,223,427.16","9,945,642.62","8,938,038.66","13,091,527.74","17,140,255.89","18,765,408.02"
