科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
现金及存放同业款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
短期借款,,,,,,,,,,,"124,743,000.00",,,,,,,"81,084,189.15","162,170,000.00","1,359,270,081.26","215,869,000.00","358,763,059.15","1,636,029,957.82","217,738,000.00","458,990,400.00","4,377,912,919.78","7,764,916,686.08","3,174,701,498.98","3,014,160,753.65","3,015,715,038.78","4,421,189,965.27","4,340,672,571.96","7,345,161,030.63","8,098,877,888.62","7,607,354,591.09","6,601,192,975.87","6,361,295,405.82","6,072,564,242.01","7,544,090,732.09"
货币资金,"39,994,830,167.59","29,221,423,017.52","26,390,512,492.91","48,675,072,928.45","46,773,671,362.86","41,294,941,694.21","44,806,803,191.05","37,547,847,203.38","31,806,489,112.30","37,077,866,960.44","27,666,704,078.41","23,491,299,878.32","19,605,375,899.26","20,122,890,028.06","19,054,008,753.08","20,210,407,070.46","20,663,592,499.06","25,040,808,014.23","21,638,789,202.10","18,673,775,440.48","19,247,148,601.16","19,911,565,767.63","23,806,375,938.48","31,084,650,207.36","38,419,790,390.40","55,148,024,029.27","112,065,937,266.32","97,751,658,632.45","76,857,707,567.47","79,868,381,359.91","73,211,452,465.26","64,575,062,077.44","61,195,198,660.43","63,795,473,974.86","56,266,692,768.52","49,036,614,718.55","46,278,310,513.29","44,445,953,773.61","47,222,129,595.12"
其中：质押借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其中：客户资金存款,"36,882,376,375.83","19,951,915,461.04","19,154,390,025.06","29,684,243,898.69","32,250,633,091.87","24,770,660,316.05","27,461,497,589.82","24,654,187,910.13","23,067,019,364.84","24,963,319,435.73","21,711,089,997.74","18,086,175,801.30","16,756,838,537.09","17,189,452,422.32","15,619,902,006.66","14,569,316,324.03","17,593,077,480.15","18,929,796,262.94","17,453,451,035.50","15,501,017,739.79","16,505,629,524.45","16,759,281,465.66","19,108,342,699.69","26,667,388,972.06","31,515,726,490.71","47,817,510,027.53","93,339,296,298.72","69,198,865,372.84","61,766,015,285.43","59,846,737,381.23","59,388,058,555.89","47,123,068,345.97",,"45,906,605,503.27",,,,"37,600,800,966.61","36,975,069,224.47"
拆入资金,,,,,,,,,,,,,,,,"600,000,000.00","2,100,000,000.00","350,000,000.00","200,000,000.00","6,400,000,000.00","5,200,000,000.00","6,200,000,000.00","5,200,000,000.00","2,135,000,000.00","5,535,000,000.00","6,135,000,000.00","6,635,000,000.00","5,500,000,000.00","500,000,000.00","500,000,000.00","4,632,400,000.00","5,500,000,000.00","9,107,560,000.00","200,000,000.00","3,193,700,000.00","2,793,700,000.00","2,993,700,000.00","3,071,540,000.00","1,813,140,000.00"
存放中央银行款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,"354,530,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"51,670,924.28",,,,,"205,238,398.23","488,334,277.87","596,900,123.93","1,281,612,152.81","1,088,665,067.81","716,950,577.81","456,941,461.06","584,769,474.31","412,515,167.11"
结算备付金,"3,503,002,529.55","1,069,049,918.68","1,724,393,692.13","2,430,817,271.23","2,511,661,768.64","11,063,873,559.38","2,506,057,046.02","1,681,461,665.85","10,692,940,601.43","1,684,038,328.87","1,217,191,433.45","1,264,879,502.79","1,584,952,795.68","3,262,054,977.08","2,373,314,766.46","2,268,107,055.61","1,492,893,386.80","1,786,830,721.44","3,083,641,463.60","2,143,483,635.86","2,139,666,283.06","2,973,822,789.51","2,231,742,520.75","2,397,885,647.68","6,215,483,109.26","5,634,217,867.34","11,314,492,037.39","6,765,932,613.14","8,921,126,868.39","4,283,169,279.97","5,289,649,338.01","5,459,507,466.84","5,841,385,549.91","4,293,357,322.31","5,463,398,652.19","5,104,341,684.60","4,324,828,407.58","5,054,025,259.04","5,411,639,877.19"
衍生金融负债,,,,,,,,,,,,,,,,,,,,,,,"11,123,689.00","41,183,051.53","117,519,239.69","76,247,357.90","176,923,350.20","381,246,333.13","1,022,571,774.22","401,745,802.57","349,870,185.40","234,826,987.25","81,622,771.57","51,522,829.94","65,618,147.22","122,107,829.34","156,280,404.98","263,662,806.21","662,982,200.97"
其中：客户备付金,"3,256,645,722.32","1,007,316,538.19","1,685,452,090.94","2,395,027,180.17","2,378,991,133.22","10,822,999,577.34","2,460,373,412.59","1,643,830,510.35","10,346,054,972.77","1,540,712,068.64",,,,,,,,,,,,,,,,,,,,,"3,928,508,860.30","5,316,900,519.19","5,690,952,731.67","4,137,066,678.84","5,285,507,961.22","5,008,071,041.76","3,586,402,306.29","3,815,060,776.77","3,609,379,199.00"
