科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"193,846,000.00","382,893,000.00","611,247,000.00","834,279,000.00","182,135,646.87","608,950,321.15","681,412,711.85","671,149,442.56","150,309,011.79","342,268,560.07","561,591,167.36","655,740,100.30","116,801,959.59","235,464,109.36","334,968,962.88","683,659,634.68","169,878,110.98","548,247,303.66","515,906,030.02","371,240,544.65","104,454,268.93","171,199,783.81","295,132,512.37","194,022,519.21","37,860,851.87","78,255,170.74","148,852,592.18","185,908,945.36","59,670,356.73","140,636,459.24","230,616,637.84","319,135,078.49","61,152,674.17","146,347,170.58","188,092,155.60","290,013,349.20","21,000,378.66","46,357,908.63","85,036,124.11","136,730,044.67","24,963,866.18","59,649,540.35","121,874,917.73","180,851,556.08","158,960,741.44","505,851,432.02"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"621,000.00","1,437,000.00","1,437,000.00","1,893,000.00","1,500.00","817,334.33","211,635.70","1,048,822.47",,,,,,,,,,,,,,,,,,,,,,,,,,,80.69,,,,,,,,,,"26,473.93","2,669,017.17"
支付其他与投资活动有关的现金,"26,000.00","42,000.00","106,000.00","161,000.00",,,"1,194,018.52",,,,,,,,"22,090.00","715,036.88","163,139.20","156,139.20","156,589.20","633,697.58","151,210.96","151,210.96","151,210.96","4,730,550.93",,,,"343,227.68","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,,,"662,305.05",,"90,729,715.31","90,729,715.31","104,992,752.67",,,,,,
收到其他与经营活动有关的现金,"63,698,000.00","95,447,000.00","166,510,000.00","85,075,000.00","54,179,930.50","63,810,648.97","166,188,712.40","97,018,543.17","8,863,134.21","44,703,153.33","204,785,020.71","99,376,343.67","8,295,600.72","13,308,967.31","47,855,495.50","165,924,088.34","81,789,121.82","43,685,437.03","250,774,853.07","59,946,295.45","9,212,684.44","110,319,085.19","190,317,948.60","43,035,454.65","3,441,589.59","5,267,979.47","17,683,067.25","13,445,194.56","6,180,242.17","8,364,081.92","13,355,727.13","16,382,969.13","3,342,455.19","5,456,140.81","7,979,735.86","19,647,073.22","3,945,717.06","5,590,870.37","6,463,039.27","115,177,751.23","2,982,582.53","12,309,769.38","14,308,505.69","71,981,153.19","3,482,385.27","8,641,685.83"
投资活动现金流出小计,"4,859,000.00","5,634,000.00","8,164,000.00","50,351,000.00","10,380,144.63","16,889,004.98","15,803,313.12","15,834,340.22","1,243,913.05","405,422.57","1,662,054.79","21,809,477.03","407,781.53","7,488,761.49","7,587,433.79","35,505,757.54","483,409.53","647,650.93","791,284.42","10,488,979.05","3,138,410.96","3,371,628.49","3,818,060.39","32,967,571.40","2,571,417.46","10,429,617.89","37,566,608.93","46,121,350.58","5,171,970.00","5,324,060.00","8,647,822.12","9,119,582.12","9,804,049.46","19,349,901.17","21,795,226.12","26,697,170.17","90,811,969.51","90,877,849.51","91,329,389.21","161,169,810.94","564,045.00","5,295,506.51","7,839,418.85","40,361,244.33","55,407,192.28","118,519,695.42"
经营活动现金流入小计,"258,165,000.00","479,777,000.00","779,194,000.00","921,247,000.00","236,317,077.37","673,578,304.45","847,813,059.95","769,216,808.20","159,172,146.00","386,971,713.40","766,376,188.07","755,116,443.97","125,097,560.31","248,773,076.67","382,824,458.38","849,583,723.02","251,667,232.80","591,932,740.69","766,680,883.09","431,186,840.10","113,666,953.37","281,518,869.00","485,450,460.97","237,057,973.86","41,302,441.46","83,523,150.21","166,535,659.43","199,354,139.92","65,850,598.90","149,000,541.16","243,972,364.97","335,518,047.62","64,495,129.36","151,803,311.39","196,071,972.15","309,660,422.42","24,946,095.72","51,948,779.00","91,499,163.38","251,907,795.90","27,946,448.71","71,959,309.73","136,183,423.42","252,832,709.27","162,469,600.64","517,162,135.02"
投资活动产生的现金流量净额,"51,962,000.00","50,570,000.00","64,567,000.00","62,142,000.00","41,957,982.24","59,525,935.61","69,589,643.75","175,164,710.65","-1,231,888.23","1,282,251.75","-46,684.07","139,749,811.66","-19,223.53","-6,682,203.49","-4,702,317.79","1,471,242.46","109,516,590.47","111,402,349.07","113,163,943.58","125,712,487.95","17,253,496.10","31,677,973.14","36,448,512.82","6,873,933.21","412,613.04","-5,915,833.85","-33,048,824.89","-74,851.10","36,871,030.00","36,718,940.00","35,101,404.33","94,559,344.33","-9,804,049.46","-19,349,901.17","-11,795,226.12","69,739,321.13","-90,811,969.51","-90,877,849.51","-91,006,656.29","-150,917,078.02","23,219,327.88","20,851,362.38","18,307,450.04","61,987,355.67","-40,105,523.39","-100,402,554.79"
购买商品、接受劳务支付的现金,"38,987,000.00","283,990,000.00","452,613,000.00","663,725,000.00","150,449,157.64","487,115,604.76","564,352,895.16","534,641,716.08","117,775,737.98","220,694,524.09","441,395,384.47","534,188,123.76","120,474,321.87","152,408,838.65","180,382,525.01","506,678,635.59","153,204,417.83","485,163,489.17","548,035,055.29","180,971,481.74","92,170,075.62","165,536,526.14","242,350,297.73","88,360,564.25","16,126,433.31","31,595,239.65","48,255,967.33","80,997,979.90","38,207,364.53","80,480,437.92","142,240,803.73","202,349,909.55","72,117,889.75","135,423,435.46","169,868,428.05","262,162,002.68","39,575,715.63","60,010,928.46","81,215,448.28","100,904,584.34","15,443,021.75","31,980,948.60","50,974,913.07","65,795,658.53","131,585,816.12","442,219,267.54"
吸收投资收到的现金,,,,"490,000.00",,,,,"980,000.00","980,000.00","980,000.00","980,000.00",,"1,020,000.00","1,020,000.00","1,020,000.00",,,,"3,300,000.00",,,,,,,,,,,,,,,,,"209,624,984.30","209,624,984.30","209,624,984.30","209,624,984.30",,,,,,
支付给职工以及为职工支付的现金,"27,933,000.00","38,248,000.00","66,599,000.00","89,911,000.00","19,430,967.57","50,756,429.92","65,166,160.30","90,859,403.97","17,337,929.48","38,502,468.00","62,187,139.90","95,372,585.68","23,474,060.49","41,145,207.45","73,500,529.73","149,154,017.01","36,432,394.87","81,714,592.30","101,416,156.08","105,369,423.65","19,163,191.46","35,017,219.10","49,942,113.40","64,816,119.31","16,543,737.01","29,781,509.67","42,253,334.74","54,971,205.12","17,362,760.95","32,823,801.55","84,668,903.82","104,900,603.91","14,321,958.61","33,401,002.25","54,820,087.74","103,920,662.94","22,227,740.76","36,484,249.91","60,552,754.35","75,241,190.93","20,222,559.51","36,826,931.46","79,234,818.52","92,293,809.21","33,947,164.36","93,074,618.07"
取得借款收到的现金,"227,580,000.00","459,185,000.00","916,987,000.00","1,147,750,000.00","117,393,000.00","325,800,000.00","720,643,000.00","938,343,000.00","99,400,000.00","376,500,000.00","565,300,000.00","768,500,000.00","37,500,000.00","185,000,000.00","435,000,000.00","540,500,000.00","15,000,000.00","39,950,000.00","59,950,000.00","69,950,000.00","143,500,000.00","184,046,000.00","324,966,000.00","78,169,000.00","20,000,000.00","50,000,000.00","75,000,000.00","106,039,000.00",,,"10,000,000.00","10,000,000.00",,,,"166,645,153.57",,"15,000,000.00","20,000,000.00","120,000,000.00","235,904,000.00","335,904,000.00","381,154,000.00","173,300,000.00","238,400,000.00","455,500,000.00"
支付的各项税费,"12,707,000.00","26,912,000.00","54,020,000.00","71,506,000.00","33,561,618.42","45,521,117.60","64,082,558.76","70,191,003.05","7,924,481.66","20,689,684.45","42,264,848.20","71,927,140.94","22,979,425.32","44,855,789.23","67,041,721.83","100,587,926.78","22,029,361.02","42,455,788.67","58,263,135.55","79,123,368.62","14,475,763.14","27,223,000.25","43,199,321.20","53,074,805.51","9,165,600.88","17,400,970.06","24,538,057.85","30,671,267.60","10,005,765.41","18,894,546.89","31,063,172.79","44,490,722.23","8,600,289.65","25,881,057.46","33,669,763.81","44,025,043.10","10,537,715.26","15,594,521.33","20,548,458.72","21,684,812.32","13,913,250.55","18,026,778.16","21,921,889.39","27,030,576.69","16,609,981.41","40,094,190.76"
收到其他与筹资活动有关的现金,,,"133,000.00","190,000.00","4,003,284.51","20,000,000.00","25,432,297.31",,,,"32,182,928.16",,,,,,,,,,"58,742,000.00",,,"652,585,976.80","166,635,209.60","358,402,106.13","522,116,177.26","690,929,578.87","161,764,007.12","309,122,187.01","310,622,187.01","485,705,546.54","171,497,831.15","438,568,543.48","565,858,728.70","571,928,695.56",,"81,055,772.70","200,276,161.61","340,319,034.02","216,421,616.20","271,257,432.90","318,512,700.40","372,779,589.38","78,530,923.26","213,210,823.26"
支付其他与经营活动有关的现金,"74,935,000.00","81,978,000.00","191,861,000.00","106,826,000.00","50,257,894.85","79,899,345.73","145,842,658.15","121,246,985.89","19,339,198.74","128,263,552.30","177,247,967.36","136,195,250.20","11,479,415.81","30,759,387.50","38,074,079.86","70,223,656.65","79,696,459.63","45,706,345.89","115,404,326.83","127,396,091.72","42,928,608.04","70,978,985.66","154,920,581.69","22,071,752.84","6,201,217.00","10,360,093.17","14,194,321.34","21,727,448.71","4,774,033.53","10,007,054.71","14,655,369.80","24,605,499.90","12,979,077.51","21,341,666.69","26,783,496.04","30,590,278.40","12,492,423.91","15,695,448.22","22,043,394.91","23,524,286.36","7,673,689.70","7,345,032.08","12,278,682.92","17,259,333.52","7,856,820.91","17,114,622.90"
筹资活动现金流入小计,"227,580,000.00","459,185,000.00","917,120,000.00","1,148,430,000.00","121,396,284.51","345,800,000.00","746,075,297.31","938,343,000.00","100,380,000.00","377,480,000.00","598,462,928.16","769,480,000.00","37,500,000.00","186,020,000.00","436,020,000.00","541,520,000.00","15,000,000.00","39,950,000.00","59,950,000.00","73,250,000.00","202,242,000.00","184,046,000.00","324,966,000.00","730,754,976.80","186,635,209.60","408,402,106.13","597,116,177.26","796,968,578.87","161,764,007.12","309,122,187.01","320,622,187.01","495,705,546.54","171,497,831.15","438,568,543.48","565,858,728.70","738,573,849.13","209,624,984.30","305,680,757.00","429,901,145.91","669,944,018.32","452,325,616.20","607,161,432.90","699,666,700.40","546,079,589.38","316,930,923.26","668,710,823.26"
经营活动现金流出小计,"154,562,000.00","431,128,000.00","765,093,000.00","931,968,000.00","253,699,638.48","663,292,498.01","839,444,272.37","816,939,108.99","162,377,347.86","408,150,228.84","723,095,339.93","837,683,100.58","178,407,223.49","269,169,222.83","358,998,856.43","826,644,236.03","291,362,633.35","655,040,216.03","823,118,673.75","492,860,365.73","168,737,638.26","298,755,731.15","490,412,314.02","228,323,241.91","48,036,988.20","89,137,812.55","129,241,681.26","188,367,901.33","70,349,924.42","142,205,841.07","272,628,250.14","376,346,735.59","108,019,215.52","216,047,161.86","285,141,775.64","440,697,987.12","84,833,595.56","127,785,147.92","184,360,056.26","221,354,873.95","57,252,521.51","94,179,690.30","164,410,303.90","202,379,377.95","189,999,782.80","592,502,699.27"
偿还债务支付的现金,"275,046,000.00","516,326,000.00","960,467,000.00","1,119,002,000.00","125,691,140.95","422,328,695.98","816,294,052.86","999,083,428.67","134,258,018.93","380,907,633.70","635,195,692.11","800,791,614.87","15,777,000.00","163,751,062.28","436,726,392.36","566,369,244.95","67,052,681.69","75,162,732.36","96,395,037.45","113,302,959.06","164,524,723.37","216,656,073.31","368,969,849.79","91,547,237.87","26,683,817.65","73,204,731.25","84,901,531.25","121,326,087.29","11,694,118.18","23,170,918.18","34,644,918.18","46,343,246.66","10,978,095.35","22,490,707.67","54,021,467.09","91,639,032.28","30,116,909.31","54,238,626.83","74,649,536.92","141,829,011.07","287,215,718.68","347,464,266.99","381,127,895.57","153,584,862.41","246,746,821.09","495,781,773.73"
经营活动产生的现金流量净额,"103,603,000.00","48,649,000.00","14,101,000.00","-10,721,000.00","-17,382,561.11","10,285,806.44","8,368,787.58","-47,722,300.79","-3,205,201.86","-21,178,515.44","43,280,848.14","-82,566,656.61","-53,309,663.18","-20,396,146.16","23,825,601.95","22,939,486.99","-39,695,400.55","-63,107,475.34","-56,437,790.66","-61,673,525.63","-55,070,684.89","-17,236,862.15","-4,961,853.05","8,734,731.95","-6,734,546.74","-5,614,662.34","37,293,978.17","10,986,238.59","-4,499,325.52","6,794,700.09","-28,655,885.17","-40,828,687.97","-43,524,086.16","-64,243,850.47","-89,069,803.49","-131,037,564.70","-59,887,499.84","-75,836,368.92","-92,860,892.88","30,552,921.95","-29,306,072.80","-22,220,380.57","-28,226,880.48","50,453,331.32","-27,530,182.16","-75,340,564.25"
分配股利、利润或偿还利息支付的现金,"23,944,000.00","31,218,000.00","48,604,000.00","63,628,000.00","19,246,521.62","40,862,457.30","47,502,050.23","74,751,658.32","14,220,474.44","30,935,248.01","42,915,744.49","57,255,105.39","4,541,831.94","7,343,403.73","10,203,226.69","12,534,094.00","1,185,369.46","1,763,026.38","2,483,623.79","3,257,924.29","458,573.52","1,556,602.29","1,808,123.79","2,180,244.61","211,827.63","918,240.55","918,240.55","1,469,631.66",,,,"221,001.16","135,000.00","273,000.00","921,014.78","3,952,160.79","2,335,718.16","3,841,626.46","5,913,538.48","6,927,438.38","3,751,758.53","9,008,431.66","15,730,811.98","22,198,364.85","11,240,744.90","32,215,589.37"
收回投资收到的现金,"34,100,000.00","34,100,000.00","34,100,000.00","55,209,000.00","49,254,599.80",,,,,,,"39,956,904.33",,,,"35,000,000.00",,,,"6,000,000.00","50,187.27","410,000.00","410,000.00","410,000.00",,,,"23,000,000.00","4,000,000.00",,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"1,689,000.00","879,000.00","1,404,000.00","1,527,000.00","184,123.40",,"3,803,090.89","1,803,951.44",,,,,,,,,,,,,,,,"637,760,000.00","199,000,000.00","375,000,000.00","562,070,000.00","712,570,000.00","159,750,800.00","309,750,800.00","311,250,800.00","507,750,800.00","126,698,397.78","352,375,897.78","429,728,850.70","577,126,786.26","31,200,000.00","86,855,497.44","182,355,497.44","330,638,185.77","226,600,000.00","301,160,000.00","363,469,454.26","420,709,622.86","61,145,709.67","86,165,892.16"
取得投资收益收到的现金,"15,494,000.00","22,041,000.00","22,202,000.00","22,064,000.00","3,057,421.07","4,099,404.79","3,057,421.07","3,057,421.07","12,024.82","1,552,278.90","1,564,303.72","1,552,278.90",,,,,,,"1,905,228.00",,"6,719.79","1,804,601.63","1,793,244.01","1,793,244.01","2,410,572.50","2,410,572.50","2,410,572.50","2,410,572.50",,,"1,224,570.83","1,224,570.83",,,,,,,,,,,,,,
