科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"1,521,667,413.95","3,376,301,854.34","4,954,690,600.61","6,152,959,167.36","1,304,422,771.00","2,693,483,039.03","4,793,731,945.09","6,688,809,089.75","1,855,170,626.25","4,145,427,595.43","6,308,011,859.81","9,026,613,051.53","2,349,383,569.93","4,981,817,847.26","7,132,081,365.62","10,958,939,259.42","2,596,595,819.87","6,560,371,536.49","10,467,826,296.76","14,773,101,598.99","3,193,827,187.65","8,381,544,347.34","12,351,036,408.82","17,524,635,519.36","4,811,028,044.34","10,648,277,422.41","17,704,333,338.88","25,649,469,131.29","5,992,477,213.77","11,019,363,043.18","17,222,239,643.78","26,358,552,570.58","5,097,721,373.98","11,833,709,484.84","19,724,958,610.56","29,305,081,933.54","6,958,536,640.16","18,824,562,253.57","27,664,685,805.01","40,290,753,928.53","9,996,149,445.68","24,203,501,636.68","37,672,870,089.91","50,018,137,491.72","10,833,017,297.08"
二、营业利润,"15,124,871.39","45,374,496.32","60,252,266.98","77,988,915.57","26,438,756.12","48,547,219.13","56,631,474.16","89,705,410.14","34,261,180.07","70,070,588.89","85,812,859.17","109,958,539.07","43,487,559.63","74,629,129.89","99,266,282.81","110,019,401.07","38,808,823.33","78,994,092.42","101,960,595.66","178,308,221.01","64,615,262.58","103,076,623.77","206,107,096.13","175,409,773.92","54,546,946.68","92,354,392.29","321,732,111.69","301,577,447.55","48,581,029.21","57,874,116.39","65,840,100.76","173,826,596.49","48,569,257.42","44,936,976.90","29,335,955.85","45,354,516.88","46,038,197.47","113,761,887.59","96,968,357.52","103,162,090.95","65,863,342.78","102,700,281.72","151,313,512.74","44,758,066.49","53,018,804.46"
减:营业成本,"1,443,684,243.61","3,203,804,041.98","4,709,900,389.60","5,811,242,015.62","1,208,108,528.05","2,511,350,586.98","4,550,857,048.60","6,341,525,979.70","1,769,317,242.71","3,952,451,153.87","6,029,336,120.04","8,571,901,652.27","2,225,091,750.88","4,744,720,939.40","6,801,779,309.32","10,533,176,681.15","2,478,527,430.07","6,296,799,432.77","10,093,803,577.27","14,072,051,156.45","2,997,256,505.30","8,035,470,074.34","11,804,533,668.47","16,831,611,456.75","4,631,513,985.85","10,297,292,683.04","17,179,539,801.47","24,914,431,101.05","5,762,332,383.76","10,527,417,718.38","16,510,113,392.68","25,460,815,439.86","4,840,652,335.50","11,365,263,931.27","18,952,916,044.64","28,274,333,957.91","6,696,731,764.61","18,139,839,724.19","26,729,968,201.92","38,842,326,276.33","9,671,396,914.29","23,564,664,114.12","36,772,403,533.92","48,909,994,520.85","10,599,035,046.98"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"5,732,100.31","12,558,086.79","15,457,889.61","20,060,077.66","7,416,948.47","22,578,114.08","27,143,314.38","35,385,445.18","8,742,564.67","28,934,112.70","37,764,335.24","55,396,558.33","19,288,283.23","22,994,784.82","26,533,983.93","26,813,481.02","3,243,226.57","9,242,946.17","11,493,217.78","81,265,326.67","16,047,870.09","26,215,687.13","52,542,303.06","76,080,834.60","4,296,089.71","9,647,083.93","12,560,202.22","24,036,329.91","12,043,003.31","19,186,824.51","23,512,719.66","27,925,127.66","3,567,488.90","19,319,794.25","20,227,304.61","28,778,349.24","10,290,534.74","18,905,972.55","23,411,901.21","54,303,605.44","8,825,696.01","23,192,894.83","34,471,397.14","45,416,250.77","7,721,614.29"
营业外收入,"1,731,477.24","2,931,538.88","3,720,825.71","19,523,789.56","422,294.91","798,546.57","1,349,441.76","4,663,333.65","1,212,030.62","2,036,804.36","4,192,884.61","12,341,268.56","611,939.70","2,238,130.56","4,635,832.30","18,012,124.84","923,650.43","3,946,891.46","9,001,562.51","15,577,587.18","883,141.35","5,977,269.66","7,377,843.67","30,417,946.90","9,878,755.60","22,899,776.17","25,907,464.47","65,843,112.36","4,490,772.76","31,905,361.86","74,589,609.07","100,119,771.20","19,247,302.37","65,510,759.04","94,104,543.59","130,313,960.03","6,440,859.63","36,570,745.65","45,487,383.26","80,416,288.48","20,541,859.07","28,997,799.48","32,368,904.44","97,495,779.57","15,727,109.72"
销售费用,"19,265,798.83","38,289,716.54","57,093,489.57","86,911,203.71","21,343,739.69","41,528,170.49","63,073,534.12","89,012,427.07","14,625,730.60","33,023,804.43","54,781,644.66","81,314,425.23","23,251,784.82","44,978,875.54","69,977,264.36","97,504,735.88","24,997,969.13","54,965,660.30","88,602,999.61","142,471,080.62","33,975,235.74","77,505,131.77","130,922,078.16","184,972,471.72","50,092,049.47","101,454,597.86","153,319,725.28","219,155,561.82","45,128,726.76","110,904,066.96","161,634,918.24","224,654,704.03","61,991,765.42","118,046,713.07","187,362,131.43","271,459,304.04","75,909,535.76","159,054,436.05","233,333,336.65","314,227,314.66","75,477,960.03","131,630,768.16","209,665,789.90","284,378,360.82","65,376,312.39"
减:营业外支出,"66,205.71","82,826.20","777,023.72","11,181,957.40","504,704.37","1,262,335.03","1,348,142.54","5,044,733.54","260,996.52","517,919.77","798,702.33","12,464,798.92","603,565.30","648,978.44","848,019.93","2,071,690.56","364,206.83","659,884.88","883,438.12","4,579,282.65","431,235.61","613,503.72","1,898,987.12","4,281,572.53","4,194,003.83","5,162,947.81","6,332,206.38","10,492,280.07","503,690.10","1,233,083.88","1,689,916.42","2,486,889.83","504,771.78","1,780,876.96","2,418,181.64","5,399,094.92","1,597,703.23","2,658,698.21","3,061,395.58","7,197,588.00","1,408,546.96","6,879,188.43","9,352,438.31","14,802,063.62","995,613.88"
管理费用,"25,079,523.53","45,653,237.96","65,556,708.31","91,166,169.05","36,599,487.50","58,254,055.50","85,522,367.33","103,981,351.79","20,964,767.98","38,192,791.88","61,823,999.06","89,733,664.08","31,310,489.20","53,954,696.08","83,323,994.39","130,837,273.62","32,848,359.59","67,427,039.56","102,323,307.07","160,484,155.64","39,720,727.99","82,822,768.76","126,013,935.26","173,256,251.27","37,098,326.68","72,452,628.45","112,284,489.28","180,324,717.91","41,134,437.10","98,694,209.71","153,264,026.36","235,432,998.86","52,816,986.91","110,638,749.20","165,595,189.42","242,328,974.46","64,215,012.61","134,994,109.39","222,479,819.59","323,510,371.00","80,681,671.88","165,142,557.20","248,979,485.56","348,201,179.15","86,288,940.30"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,"80,943.93","745,791.04","88,255.64",,"245,786.42","680,883.52","15,915.38","84,728.33","317,693.79","2,288,970.27","200,244.35","437,197.71","587,010.38","1,170,701.72","378,973.29","569,920.68","864,257.47","1,239,974.80","205,426.21","1,023,729.68","1,442,123.18","2,521,498.18","517,271.47","1,223,542.97","1,472,682.23","2,108,900.98","663,221.06","1,134,082.97","927,919.85",,
