科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应付职工薪酬,"112,318.40","63,191.39","17,795.67","111,953.08","161,183.39","242,007.16","323,002.98","428,719.04","507,198.22","439,768.26","701,995.41","726,958.42","898,391.47","233,235.91","63,766.92","180,609.22","168,242.72","151,372.77","555,232.72","540,163.95","643,162.67","740,402.10","699,627.97","807,695.50","59,140,750.34","66,554,989.63","57,653,055.94","55,534,524.73"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"8,658,662.70","598,996.11","4,209,107.29","2,789,287.07","3,962,045.75","5,009,684.70","14,931,218.14","24,103,506.67","38,296,732.32","37,168,514.27","48,206,798.40","54,306,420.80","64,813,174.97","59,640,790.88","66,756,280.93","73,170,826.46","87,512,879.49","68,546,203.85","67,008,487.07","59,558,537.47","62,018,647.63","54,381,269.53","1,085,972.73","1,516,463.53","34,586,155.60","20,577,136.72","37,426,396.38","19,298,016.08"
应收利息,,,,,,,,,,,,"476,717.31","159,187.69","899,368.04","1,785,788.57","3,518,188.34","2,946,256.93","1,510,544.71","933,455.32","787,334.13","251,667.78","435,053.31","968,180.09","1,488,269.97","20,288.94","48,790.80","30,818.10","60,049.44"
应付利息,,,,,,,,,,,"1,102,471.11","905,733.11","950,833.32","784,166.65","538,083.35","127,600.01","186,999.99","18,208.33","93,041.67",,,,"336,299.86","576,229.19","332,118.82","368,272.00","354,412.51","583,162.86"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,"12,000,000.00",,,,"5,400,000.00",,,,"18,000,000.00","13,200,000.00",,,"94,500,000.00",,,,"27,000,000.00",,,,"13,500,000.00","9,168,375.00",,
存货,"54,631,338.94","39,523,970.14","46,542,950.46","42,930,720.56","49,802,887.89","48,673,846.81","72,240,363.29","52,558,035.05","63,838,818.84","62,243,868.45","59,981,494.40","83,391,670.93","87,831,828.81","106,484,690.48","93,819,904.83","71,437,953.91","60,378,282.01","60,814,790.02","62,820,376.05","54,250,425.86","59,428,893.70","77,190,041.21","78,378,445.40","81,070,513.22","1,191,655,776.27","1,327,442,243.85","518,255,341.04","584,634,314.70"
其他应付款,"200,421.20","503,222.54","105,633.00","1,643,997.46","461,315.10","260,591.00","371,419.00","403,952.39","801,027.11","2,070,918.61","1,809,718.08","3,143,944.42","4,131,249.57","4,864,754.00","4,993,615.59","3,479,835.31","19,024,032.51","306,127,120.10","268,508,126.04","384,475,671.75","2,843,534.59","2,722,746.04","167,109,055.90","797,926,528.26","795,373,811.34","731,281,955.18","742,729,398.27","543,124,520.12"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,"258,178,591.00","383,740,773.34","354,750,000.00","354,750,000.00","379,851,275.49","441,063,678.07","379,851,275.49","379,851,275.49","263,952,295.34","163,952,295.34","163,952,295.34","163,952,295.34","713,003,981.45","713,047,477.51","31,267,830.66","339,996.00","339,996.00","339,996.00","332,496.00","330,841.00","245,842.00","160,843.00"
一年内到期的非流动负债,,"1,200,000.00","2,385,600.00","1,639,200.00","892,800.00","446,400.00","333,340.00","166,675.00",,,"1,266,000.00","1,191,000.00",,,"2,281,142.86","2,281,142.86","2,381,142.86","2,626,142.80","2,626,142.80","4,299,878.56","3,184,054.72","3,184,054.72","3,201,054.68","3,201,054.68","3,201,054.68","4,201,054.68","3,201,054.68","3,201,054.68"
其他流动资产,"136,795.77","136,795.76","575,078.00","438,282.24","240,652.44","240,652.44","2,160,856.04","609,970.47",,,"2,536,939.92","808,189.64","100,989.45","61,157.91","16,138,074.84","4,436,101.40",,"4,422,354.88","18,345,926.19","14,372,581.29","14,313,671.40","16,130,461.37","10,258,592.75","7,297,888.51","14,838,525.34","18,452,624.72","18,221,794.18","34,952,331.61"
其他流动负债,,"125,000.00",,,,,,,,,,,,,,,,,,,,,,,"1,588,279.49","18,467,490.95","14,914,820.74","11,488,842.94"
流动资产合计,"153,270,541.33","186,908,111.43","299,209,207.49","640,228,196.80","764,662,422.81","682,664,127.67","945,760,107.23","1,312,645,630.36","1,186,847,563.78","1,140,017,373.13","1,092,729,936.69","1,106,042,146.60","1,070,958,518.50","1,068,998,423.46","1,123,006,459.86","1,176,874,896.24","1,048,247,488.51","937,855,059.80","1,304,024,185.24","1,286,263,719.22","473,346,728.02","633,442,431.29","981,772,965.26","1,608,727,528.21","2,160,471,114.52","2,283,736,827.03","1,565,541,401.59","1,473,144,605.27"
流动负债合计,"100,203,018.87","127,620,372.26","175,151,551.66","161,508,186.30","275,003,482.14","399,490,787.80","429,183,661.28","780,098,956.60","857,039,184.26","861,601,823.18","987,711,853.24","986,749,754.62","1,068,201,485.47","1,133,815,996.66","1,386,143,356.19","1,434,572,747.12","1,388,710,998.48","1,286,030,556.93","1,108,681,262.12","1,080,564,354.71","306,470,658.98","205,476,057.04","509,947,009.59","1,118,590,418.54","2,073,262,399.57","2,160,137,192.05","1,398,175,471.79","1,302,657,303.89"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,"212,173,884.59","268,693,989.55","471,158,997.78","471,158,997.78","594,871,400.36","654,576,415.95","823,479,080.50","825,665,142.52","830,048,406.88","830,048,406.88","267,358,785.67","267,358,785.67","267,358,785.67","17,484,200.00",,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,"3,024,191.37","3,093,182.28","3,093,073.22","3,075,660.66","3,074,105.69","3,043,997.04","3,093,737.89","3,135,185.43","3,153,023.32","3,073,932.35","3,153,892.05","3,153,546.10","3,177,146.30","3,165,608.09","3,196,235.65","3,172,446.30","3,214,160.07","3,158,362.99","3,266,462.41","3,987,019.86","3,263,903.06","3,246,281.69","3,330,572.82","4,204,758.11","4,843,894.56","5,182,668.45"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,"9,954,217.57","11,271,083.08","18,840,180.88","11,820,538.04"
固定资产,"28,417,729.05","27,051,279.38","25,282,671.24","25,115,142.76","24,604,035.40","24,083,964.62","23,626,741.89","23,574,409.28","23,300,108.57","62,259,426.69","67,123,642.97","68,176,575.36","69,331,160.86","68,308,104.62","89,705,412.38","159,079,989.91","159,756,807.03","159,374,282.89","160,609,488.51","157,968,772.78","156,444,091.27","155,535,672.14","152,716,175.39","150,010,821.63","262,075,101.17","259,161,726.51","277,904,626.86","273,963,962.32"
递延所得税负债,,,,,,,,,,,,,,,,,,,"208,901.93","287,712.02","368,984.74","453,204.01","540,808.18","626,547.63","50,531,875.49","62,807,237.79","123,316,610.75","117,265,084.97"
在建工程,,,"71,733.18","119,886.10","1,222,413.78","219,745,407.90","33,840,104.59","36,942,534.86","43,905,830.02","9,742,547.39","11,372,752.77","10,778,857.57","14,949,352.71","45,941,215.37","65,113,511.42",,"1,819,658.12","3,888,034.23","2,791,233.94","2,791,233.94","2,791,233.94","971,575.82",,,,,,
其他非流动负债,,"3,600,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00","10,105,333.34","9,813,833.34","10,688,333.36","22,096,833.38",,,,,,,,,,,,,"14,824,370.00","14,701,820.00"
工程物资,,,,,,,,,,"28,995.73",,,,,,,,,,,,,,,,,,
非流动负债合计,,"3,600,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00","10,105,333.34","9,813,833.34","10,688,333.36","22,096,833.38","18,633,166.73","18,062,881.04","17,334,262.04","18,903,143.08","18,455,509.32","22,132,269.98","22,533,352.87","21,821,558.47","21,261,899.01","20,547,374.78","119,052,011.16","132,338,792.42","212,193,693.45","197,941,323.24"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"100,203,018.87","131,220,372.26","178,151,551.66","164,508,186.30","278,003,482.14","402,490,787.80","442,183,661.28","793,098,956.60","870,039,184.26","874,601,823.18","997,817,186.58","996,563,587.96","1,078,889,818.83","1,155,912,830.04","1,404,776,522.92","1,452,635,628.16","1,406,045,260.52","1,304,933,700.01","1,127,136,771.44","1,102,696,624.69","329,004,011.85","227,297,615.51","531,208,908.60","1,139,137,793.32","2,192,314,410.73","2,292,475,984.47","1,610,369,165.24","1,500,598,627.13"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"30,000,000.00","45,000,000.00","45,000,000.00","60,000,000.00","60,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"-239,584.74","42,088,976.23","42,107,234.03","368,980,304.52","368,980,304.52","338,980,304.52","338,980,304.52","338,980,304.52","248,980,304.52","248,980,304.52","248,980,304.52","248,980,304.52","248,980,304.52","158,980,304.52","158,980,304.52","158,980,304.52","159,076,527.67","159,076,527.67","159,076,527.67","159,076,527.67","159,076,527.67","159,076,527.67","159,076,527.67","159,076,527.67","159,076,527.67","159,076,527.67","190,839,537.36","198,339,487.42"
无形资产,"5,141,163.36","49,155,702.49","48,130,542.93","47,872,334.19","47,659,283.96","47,406,004.82","47,159,843.33","46,898,209.79","46,636,576.25","46,380,231.17","46,197,750.91","45,940,320.89","45,682,231.61","45,424,141.33","47,267,198.76","46,902,268.86","46,537,524.44","46,173,420.09","45,809,130.75","45,444,841.41","45,226,021.33","44,730,516.52","44,482,394.11","44,110,580.50","65,115,590.89","63,121,746.98","318,528,049.72","313,922,482.42"
盈余公积,"5,732,856.10","4,576,638.42","11,179,099.90","11,179,099.90","14,780,170.61","15,921,533.17","16,389,704.37","16,687,122.44","16,747,365.20","16,747,365.20","17,827,729.47","17,827,729.47","17,827,729.47","17,827,729.47","21,301,524.14","21,301,524.14","21,301,524.14","21,301,524.14","23,990,404.26","23,990,404.26","23,990,404.26","23,990,404.26","40,365,901.56","40,365,901.56","40,365,901.56","40,365,901.56","40,365,901.56","40,365,901.56"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,"486,338,462.26","490,963,622.87","302,505,166.57","302,505,166.57"
未分配利润,"51,595,704.87","41,189,745.79","100,611,899.06","113,201,074.50","121,021,535.47","131,293,798.50","171,567,213.74","189,896,898.53","205,136,655.35","215,455,397.44","253,504,132.98","268,614,711.96","278,574,770.43","288,961,952.20","305,906,336.43","316,721,599.82","243,029,323.59","239,820,519.88","219,576,987.76","225,719,385.32","196,883,329.30","194,011,712.41","191,633,246.79","195,324,816.69","189,033,358.76","199,304,608.04","185,322,778.61","194,545,199.14"
长期待摊费用,,,,,,,"34,000.00","31,000.00","798,040.58","728,136.65","657,626.72","587,722.79","517,818.86","447,914.93","378,011.00","308,107.07","508,203.14","408,299.21","590,146.35","405,155.71","424,315.05","330,841.00","245,842.00","160,843.00","672,313.60","552,846.53","2,134,542.62",
少数股东权益,,,,,,,"489,163.50","463,412.86","445,884.44","416,850.01","396,139.95","363,981.77","397,451.25","372,645.08","420,855.66","406,323.70",,,,,,,"407,190.48","1,679,141.71","129,113,917.89","131,486,611.38","162,594,143.14","162,157,302.63"
递延所得税资产,"462,561.36","960,639.40","1,331,438.44","1,439,923.09","1,544,263.57","1,711,258.32","3,381,288.04","3,935,466.62","4,593,652.09","5,215,854.61","5,205,699.55","5,205,699.55","5,205,699.55","5,205,699.55","8,049,367.65","8,049,367.65","9,338,312.15","14,212,322.30","16,011,108.16","18,264,373.93","31,106,583.06","19,316,471.33","11,947,075.91","12,249,622.04","23,213,533.26","13,594,363.45","38,041,052.83","1,984,590.75"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"2,733,856.64","2,055,447.00",,,"926,062.79","1,386,062.79",,,"1,209,355.80",,,,"167,486.72","1,097,486.72",,,"16,424.72",,,,,"33,239,087.75"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"34,021,453.77","77,167,621.27","77,840,577.16","77,640,468.42","78,123,069.93","296,022,296.32","113,849,940.18","116,481,064.59","334,501,829.99","396,184,367.22","605,795,556.81","606,308,169.08","733,711,556.00","823,057,037.85","1,038,379,083.81","1,043,170,484.10","1,051,205,147.41","1,057,277,211.90","496,551,540.17","496,489,013.15","506,617,492.73","242,356,296.67","212,671,815.19","209,778,148.86","840,745,574.00","831,599,064.45","943,957,333.16","930,797,958.26"
所有者权益(或股东权益)合计,"87,088,976.23","132,855,360.44","198,898,232.99","553,360,478.92","564,782,010.60","576,195,636.19","617,426,386.13","636,027,738.35","651,310,209.51","661,599,917.17","700,708,306.92","715,786,727.72","725,780,255.67","736,142,631.27","756,609,020.75","767,409,752.18","693,407,375.40","690,198,571.69","673,438,953.97","680,056,107.68","650,960,208.90","648,501,112.45","663,235,871.85","679,367,883.75","808,902,277.79","822,859,907.01","899,129,569.51","903,343,936.40"
资产总计,"187,291,995.10","264,075,732.70","377,049,784.65","717,868,665.22","842,785,492.74","978,686,423.99","1,059,610,047.41","1,429,126,694.95","1,521,349,393.77","1,536,201,740.35","1,698,525,493.50","1,712,350,315.68","1,804,670,074.50","1,892,055,461.31","2,161,385,543.67","2,220,045,380.34","2,099,452,635.92","1,995,132,271.70","1,800,575,725.41","1,782,752,732.37","979,964,220.75","875,798,727.96","1,194,444,780.45","1,818,505,677.07","3,001,216,688.52","3,115,335,891.48","2,509,498,734.75","2,403,942,563.53"
负债和所有者(或股东权益)合计,"187,291,995.10","264,075,732.70","377,049,784.65","717,868,665.22","842,785,492.74","978,686,423.99","1,059,610,047.41","1,429,126,694.95","1,521,349,393.77","1,536,201,740.35","1,698,525,493.50","1,712,350,315.68","1,804,670,074.50","1,892,055,461.31","2,161,385,543.67","2,220,045,380.34","2,099,452,635.92","1,995,132,271.70","1,800,575,725.41","1,782,752,732.37","979,964,220.75","875,798,727.96","1,194,444,780.45","1,818,505,677.07","3,001,216,688.52","3,115,335,891.48","2,509,498,734.75","2,403,942,563.53"
