科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"660,515,046.12","975,749,337.62","1,188,628,699.20","264,308,768.97","680,202,082.53","898,361,347.16","1,485,306,461.39","305,866,709.20","644,351,897.52","1,122,590,634.58","1,583,567,819.75","392,695,379.36","837,874,483.50","1,289,628,872.16","1,782,130,541.27","464,389,567.33","888,951,815.74","1,364,030,810.05","1,971,769,090.18","548,545,412.11","1,075,669,563.20","1,579,780,819.38","2,340,821,702.28","599,272,576.09","1,234,329,764.50","1,996,665,866.71","2,976,423,834.74","945,402,999.03","1,584,810,396.63","2,745,502,492.56","3,688,367,577.39","968,615,170.05"
取得子公司及其他营业单位支付的现金净额,"8,835,726.46",,,,,,,,"56,097,577.30","56,097,577.30","40,762,887.15",,,"48,278,651.61","48,272,803.13",,,,,,,,,,"15,000,000.00","11,221,910.37","11,220,810.37",,,,,
收到的税费返还,"3,389,632.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,"5,000,000.00",,"151,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,753,625.00",
收到其他与经营活动有关的现金,"1,370,030.20","14,173,059.13","4,163,070.29","17,240,407.00","1,562,256.01","12,883,093.62","20,149,711.01","9,639,952.40","8,007,232.10","17,014,477.09","8,959,128.30","8,501,157.10","6,363,489.45","10,309,907.44","9,539,412.27","10,941,677.47","7,332,216.96","14,521,350.45","15,826,951.41","12,617,583.54","16,786,108.76","20,764,256.14","6,563,085.15","4,866,064.49","8,344,133.79","15,778,183.04","7,388,491.14","4,887,655.78","9,536,538.59","10,533,380.20","12,597,647.55","1,820,917.70"
投资活动现金流出小计,"28,743,379.22","58,862,328.44","29,930,188.88","4,978,326.13","22,730,481.70","26,238,540.84","43,380,987.11","16,804,102.07","205,136,109.86","269,861,573.58","350,592,232.31","75,153,630.49","187,778,738.09","322,545,789.73","306,337,728.22","14,222,052.12","830,463,645.31","836,389,653.30","1,599,977,293.18","44,027,258.01","862,203,055.96","1,176,545,756.05","1,858,310,657.17","401,144,887.67","596,760,007.21","726,730,173.77","954,157,079.52","444,909,589.33","625,510,344.14","621,819,544.51","986,876,648.33","506,614,075.96"
经营活动现金流入小计,"665,274,708.97","989,922,396.75","1,192,791,769.49","281,549,175.97","681,764,338.54","911,244,440.78","1,505,456,172.40","315,506,661.60","652,359,129.62","1,139,605,111.67","1,592,526,948.05","401,196,536.46","844,237,972.95","1,299,938,779.60","1,791,669,953.54","475,331,244.80","896,284,032.70","1,378,552,160.50","1,987,596,041.59","561,162,995.65","1,092,455,671.96","1,600,545,075.52","2,347,384,787.43","604,138,640.58","1,242,673,898.29","2,012,444,049.75","2,983,812,325.88","950,290,654.81","1,594,346,935.22","2,756,035,872.76","3,700,965,224.94","970,436,087.75"
投资活动产生的现金流量净额,"-27,865,530.42","-53,819,867.27","-29,570,296.88","-4,978,326.13","-22,342,763.25","-25,850,622.39","-37,786,642.45","-16,209,102.07","-204,389,192.86","-228,858,259.32","-251,394,839.08","-4,193,699.14","-804,483.09","-145,357,388.55","-214,138,808.24","-14,129,896.51","-729,355,907.68","-634,618,507.73","-882,018,755.51","755,972,741.99","-52,306,001.43","-64,412,012.63","-72,283,026.20","-99,425,592.77","38,583,045.36","40,162,382.20","276,437,356.95","-92,511,024.48","-68,470,355.01","-59,846,955.35","-240,552,464.94","-15,646,621.07"
购买商品、接受劳务支付的现金,"467,100,892.74","839,506,238.70","966,850,205.12","248,965,282.59","589,934,520.04","773,720,006.27","1,204,787,967.36","314,654,063.89","656,810,593.19","1,046,298,411.56","1,421,607,027.35","326,245,752.68","697,798,177.99","1,065,433,274.79","1,517,214,536.82","356,560,593.24","716,915,908.24","1,023,565,809.53","1,567,783,970.34","445,088,599.41","846,731,056.42","1,279,713,806.39","1,786,333,032.19","519,510,092.02","1,182,295,926.80","1,856,111,965.15","2,621,482,089.38","855,114,967.78","1,449,986,714.33","2,512,204,010.10","3,325,286,446.71","697,179,636.58"
吸收投资收到的现金,"2,250,000.00",,,"646,000,000.00","641,875,892.25","641,875,892.25","646,000,000.00",,,,,,,,,"896,442,833.07","896,442,833.07","896,442,833.07","897,999,997.70",,,,,,,,,,,,,
