科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"127,685,467.60","147,838,763.05","211,653,882.56","57,897,866.00","114,898,686.00","184,074,121.00","247,623,566.00","58,690,189.64","118,841,260.00","182,696,170.00","255,645,630.00","90,438,321.24","191,550,828.22","285,718,034.70","452,577,598.02","88,898,344.18","236,205,336.10","379,033,526.52","679,132,403.26","157,915,185.27","411,039,238.38","644,805,642.93","778,449,710.23","169,885,076.48","474,570,742.93","754,548,069.49","1,070,121,270.84","449,702,184.26","987,880,527.13","1,511,001,466.39","2,096,434,558.93","574,367,525.02"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"72,906,122.38",,,,,,,,"24,777,611.93",,,,,,,,"155,670,506.94",,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,"18,319,859.00","25,199,859.00",,,,,,,,,"36,500,000.00","187,141.50",,,"15,000,000.00",,,,"20,000,000.00",,,,"130,000,000.00","56,800,000.00","56,800,000.00","63,600,000.00","203,660,000.00",,"785,000,000.00","785,000,000.00","1,390,970,000.00","201,000,000.00"
收到其他与经营活动有关的现金,"1,836,262.26","7,782,428.65","5,488,214.53","953,621.24","6,576,852.36","13,036,819.41","18,265,333.71","3,084,258.44","11,571,167.52","16,429,017.20","20,823,337.45","3,470,358.42","30,008,451.84","34,679,997.53","19,264,756.98","5,211,758.26","11,367,815.80","13,490,381.88","20,639,323.42","5,335,807.72","9,341,111.12","14,562,567.39","19,168,338.79","14,629,801.61","25,231,450.90","40,914,076.54","30,602,367.42","15,087,305.54","30,561,756.28","70,830,666.70","64,017,809.17","22,929,707.80"
投资活动现金流出小计,"79,446,679.78","61,957,969.88","18,267,204.32","7,985,616.31","13,186,239.06","19,672,146.22","24,446,929.97","4,534,795.45","27,278,382.24","28,308,732.24","178,247,484.10","95,981,962.76","128,344,908.40","139,801,752.30","182,894,892.32","45,181,137.58","181,094,343.11","217,755,475.10","330,151,283.66","79,201,904.09","166,859,092.02","274,309,366.65","501,667,749.87","175,397,472.23","267,396,495.76","333,652,663.31","699,200,394.31","96,607,825.25","999,468,614.61","1,055,925,322.33","1,719,854,881.75","238,656,508.19"
经营活动现金流入小计,"129,521,729.86","155,621,191.70","217,142,097.09","58,851,487.24","121,475,538.36","197,110,940.41","265,888,899.71","61,774,448.08","130,412,427.52","199,125,187.20","276,468,967.45","93,908,679.66","221,559,280.06","320,398,032.23","471,842,355.00","94,110,102.44","247,573,151.90","392,523,908.40","699,771,726.68","163,250,992.99","420,380,349.50","659,368,210.32","797,618,049.02","184,514,878.09","499,802,193.83","795,462,146.03","1,100,723,638.26","464,789,489.80","1,018,442,283.41","1,581,832,133.09","2,160,452,368.10","597,297,232.82"
投资活动产生的现金流量净额,"-73,648,622.42","-12,252,270.75","-18,267,204.32","-7,985,616.31","-13,183,239.06","-19,669,146.22","-24,443,929.97","-4,500,995.45","-27,244,582.24","-28,274,932.24","-178,214,399.10","-85,931,397.23","-118,003,980.82","-129,452,824.72","-134,462,937.04","832,460.00","-134,985,434.11","-171,703,207.52","-283,726,104.66","-58,962,981.35","-146,620,169.28","-223,747,575.42","-399,198,729.32","-21,310,607.97","-98,312,398.50","-157,617,051.38","-369,893,147.85","-96,607,825.25","-999,148,614.61","-1,050,575,829.18","-209,909,068.58","-238,469,515.47"
购买商品、接受劳务支付的现金,"30,028,082.69","54,875,634.76","51,522,739.73","15,731,779.27","32,903,649.10","49,298,741.53","65,867,789.00","18,116,397.59","32,559,911.30","54,256,694.95","83,932,754.29","19,655,615.01","45,677,990.52","75,288,940.84","135,760,419.00","25,954,840.52","78,320,653.34","110,075,181.12","279,446,943.17","50,527,798.37","161,193,714.32","264,428,602.73","198,014,643.33","70,155,768.90","271,718,682.35","328,837,114.13","440,152,130.83","160,097,208.23","350,921,356.58","573,538,567.41","883,760,639.26","280,862,440.82"
吸收投资收到的现金,"70,000,000.00",,,"441,854,847.37","441,854,847.37","441,854,847.37","441,854,847.37",,,,"2,000,000.00",,,,,,,,"490,189,991.39",,,,,,,,,"14,600,000.00","1,014,099,998.62","1,014,099,998.62","1,013,673,998.62",
