科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"452,924,912.02","783,195,858.22","289,504,879.20","681,096,267.92","912,752,299.62","15,064,483.25","396,503,238.31","981,844,186.97","1,364,511,925.46","31,015,331.32","692,393,575.68","1,518,973,918.46","2,101,780,133.81","37,490,277.60","750,066,343.53","1,591,023,841.87","2,118,775,883.15","1,088,235,679.43","3,443,063,540.20","5,927,228,492.71","8,614,318,765.63","1,450,900,346.80","4,246,255,087.14","7,195,940,657.86","10,211,040,495.81","1,538,895,724.98","4,391,517,840.41","7,420,254,401.30","10,294,929,193.13","1,908,253,288.74","4,970,613,433.62","8,046,637,292.71","11,529,494,543.04","2,277,266,224.15","6,232,314,611.06","10,336,294,003.22","14,919,781,195.43","2,999,607,958.50","8,166,616,654.31","13,405,406,822.82","18,848,862,401.44","3,727,636,359.19"
二、营业利润,"79,147,519.41","83,549,140.48","34,931,780.87","95,566,881.28","102,306,351.77","-24,109,456.17","30,447,470.33","112,130,660.31","131,248,362.43","-33,172,690.62","42,967,173.08","128,047,163.43","159,352,322.11","-54,576,923.51","33,933,352.75","110,929,980.67","162,620,890.05","-69,544,547.29","106,323,977.32","284,813,259.19","485,571,018.97","-143,032,721.51","34,947,328.67","236,313,653.67","467,484,729.04","-91,128,908.10","85,190,662.41","310,487,533.08","453,811,994.23","-27,204,019.43","95,554,798.72","210,564,388.87","367,551,892.07","-141,641,501.39","5,329,481.45","160,249,472.27","205,046,503.72","-108,464,321.36","154,423,992.19","344,543,918.26","502,759,752.48","-25,570,549.10"
减:营业成本,"368,335,930.82","644,951,144.51","234,328,856.60","539,035,656.31","743,006,365.22","30,613,922.12","339,764,622.52","812,114,393.48","1,151,422,598.42","51,782,882.53","597,956,394.07","1,279,653,085.64","1,772,167,501.30","69,822,163.93","647,483,061.53","1,355,637,999.10","1,786,553,249.85","1,043,404,545.50","3,056,740,445.53","5,182,430,133.02","7,509,187,303.69","1,417,653,024.42","3,808,284,553.52","6,359,790,241.02","8,984,534,579.83","1,469,429,404.54","3,904,550,223.12","6,437,953,064.20","8,969,050,226.42","1,717,323,981.92","4,391,166,727.38","7,092,408,106.51","10,260,169,951.42","2,217,409,020.82","5,783,650,097.73","9,490,322,259.15","13,586,259,220.14","2,884,147,792.99","7,494,028,457.57","12,208,617,901.12","17,136,335,738.34","3,506,680,487.29"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"602,541.80","511,400.63","298,223.21","789,978.08","1,043,941.79","96,405.83","707,294.71","1,670,361.53","2,377,373.84","175,706.28","1,960,680.45","3,926,741.77","5,824,413.10","194,303.80","2,216,973.80","4,452,726.24","5,919,013.68","8,838,814.10","23,893,324.35","38,432,719.76","53,109,194.22","11,010,443.76","28,310,224.90","36,848,467.96","43,359,072.30","6,590,575.78","16,894,576.44","29,899,952.51","41,751,431.09","7,214,324.77","17,393,925.24","28,906,623.56","51,048,513.42","12,122,991.10","30,872,462.47","50,295,753.51","74,132,663.90","16,529,965.88","44,670,117.93","71,520,006.50","106,640,226.31","21,912,195.03"
营业外收入,"658,574.41","827,218.19","1,078,972.01","2,802,330.18","3,878,763.74","38,515.13","598,958.10","1,008,175.36","2,568,057.49","67,463.61","538,468.62","3,528,447.81","3,769,988.93","179,995.51","877,899.76","1,911,141.81","13,546,642.22","9,347,161.40","29,005,944.28","33,937,315.33","35,225,375.79","5,044,493.82","9,335,253.20","14,745,658.42","20,256,090.35","5,443,743.35","9,004,991.57","11,753,281.00","32,117,774.06","2,448,806.26","21,882,962.10","45,118,589.01","90,394,017.77","6,516,032.14","12,301,082.78","21,639,361.23","21,733,919.52","2,595,695.75","5,057,669.80","12,572,986.16","15,087,277.58","4,525,826.91"
销售费用,"6,225,708.06","12,692,232.43","712,487.50","9,822,081.43","16,405,155.25","769,088.64","1,375,919.86","11,010,787.84","25,203,631.40","711,052.22","2,534,032.73","18,767,615.55","30,998,144.83","1,159,828.44","1,847,251.00","17,542,313.26","33,119,026.18","14,065,086.28","12,133,418.74","38,327,484.13","73,452,840.64","18,983,935.46","35,820,091.58","56,941,108.90","104,975,645.18","27,869,489.78","48,042,140.77","66,663,495.39","146,898,313.47","30,450,015.02","55,645,726.72","87,511,480.05","135,175,865.59","41,258,328.75","75,293,907.56","117,886,449.25","190,437,631.93","52,429,101.26","96,183,362.10","138,928,211.35","198,902,415.43","30,778,323.34"
减:营业外支出,"24,482.91","200,320.48","439,216.13","610,576.35","1,037,339.16","7,700.00","1,046,812.13","1,146,838.33","1,491,026.14","5,000.00","226,847.26","961,891.06","1,451,565.66","7,955.42","115,649.79","790,235.03","1,402,978.65","983,246.97","3,808,969.60","4,498,894.85","12,417,916.90","521,815.17","900,101.21","2,764,920.09","13,225,035.46","1,358,632.25","6,169,468.99","8,764,143.09","20,265,134.02","2,546,269.27","5,179,359.15","6,955,112.11","27,234,151.66","2,830,167.66","11,970,821.33","12,986,992.04","15,529,102.89","3,665,668.00","6,468,749.34","8,888,273.54","28,277,803.22","881,543.76"
管理费用,"-165,313.75","25,431,379.69","6,936,866.53","14,597,541.68","30,818,694.31","5,032,235.65","10,497,117.95","25,568,823.24","38,426,637.13","7,686,543.02","18,501,018.84","41,417,974.36","72,356,772.14","10,770,178.89","24,758,735.83","43,431,435.54","79,906,834.83","58,920,564.90","130,772,270.25","210,965,961.03","343,538,225.32","82,286,664.50","179,435,454.48","258,160,138.32","393,766,657.59","82,033,285.09","174,572,946.95","292,839,402.80","470,703,289.72","96,838,405.93","208,551,881.06","320,214,158.63","492,135,290.35","124,222,418.25","247,900,386.80","394,370,133.83","583,886,477.72","133,078,610.53","301,981,537.17","274,653,807.49","395,338,990.27","83,821,488.92"
其中:非流动资产处置净损失,964.48,"137,300.53","439,193.36","609,553.58","1,036,339.16","1,700.00",,"101,726.20","385,914.01",,"199,847.26","710,601.37","900,660.52","7,955.42","112,647.41","679,931.81","821,425.73","36,443.07","2,438,131.92","2,773,554.14","2,407,328.30","300,571.83","526,260.78","1,387,447.26","10,942,931.59","506,779.61","2,916,043.17","2,927,070.61","7,334,021.61","1,170,146.19","1,478,321.61","2,457,728.92","20,537,606.52","1,992,309.31","5,892,361.01","6,586,087.65",,,,,,
