科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"185,145,879.73","325,563,474.49","428,058,536.53","137,890,948.29","311,209,683.39","505,398,244.85","675,259,579.44","214,182,360.60","442,778,246.40","672,409,581.54","867,124,465.32","175,195,691.39","368,099,647.65","532,599,353.57","772,970,184.33","155,075,490.98","354,403,793.14","545,864,963.73","880,874,047.84","201,300,702.59","451,422,174.40","714,999,277.53","1,059,013,155.23","289,579,761.61","675,757,406.56","987,388,232.26","1,506,153,411.37","323,825,841.94","713,866,984.67","1,050,483,049.21","1,585,306,335.51","367,118,198.69","833,821,222.40","1,325,152,897.18","2,156,487,774.85","452,855,903.44","990,343,168.77","1,523,452,022.35","2,133,659,113.98","521,929,835.43"
二、营业利润,"69,863,467.22","99,046,098.60","132,363,393.47","49,916,633.76","122,301,208.47","204,923,938.74","225,771,591.69","93,278,570.12","185,037,534.15","285,803,510.69","298,576,158.60","63,129,329.89","123,621,668.39","154,388,330.44","134,836,490.53","-606,853.57","15,033,505.76","21,402,923.52","47,296,380.64","26,282,127.89","36,345,112.31","45,008,249.24","61,287,093.30","32,686,476.99","50,879,239.44","59,191,071.27","123,474,762.17","3,124,387.16","33,724,577.52","54,554,411.17","85,415,313.87","26,351,098.42","78,501,895.22","104,997,023.89","268,893,348.19","72,626,936.67","166,147,415.75","212,515,734.23","506,677,252.76","59,075,912.39"
减:营业成本,"17,109,807.50","23,637,313.10","37,084,583.04","13,319,871.39","36,696,532.60","56,760,530.64","79,971,273.28","32,100,004.16","59,235,998.40","87,371,185.59","130,794,022.63","19,699,697.13","37,526,934.86","55,461,041.47","117,047,112.45","27,105,246.70","70,420,522.36","105,988,528.22","184,694,661.82","30,775,456.74","75,660,751.83","120,844,824.33","197,039,118.36","56,530,711.27","164,799,711.29","246,526,315.53","355,973,019.26","70,082,236.60","173,442,721.26","253,968,053.97","366,987,308.45","75,225,564.39","198,145,382.07","338,777,085.87","530,840,997.69","105,074,382.06","239,428,695.70","350,459,414.41","626,184,822.28","107,332,618.44"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,933,372.59","4,812,896.33","5,870,991.51","2,128,651.86","4,626,436.33","7,223,020.18","10,480,411.63","3,318,035.93","6,362,635.97","10,328,956.68","16,525,578.47","4,988,167.44","9,191,396.95","12,143,514.05","15,445,164.93","2,192,686.02","5,886,867.48","8,415,733.20","13,306,687.38","2,466,679.89","5,677,943.27","8,644,080.61","13,057,309.90","2,138,443.24","5,573,309.98","8,167,486.11","13,417,310.37","2,852,963.15","5,817,495.77","8,661,382.12","13,720,362.09","2,041,770.94","10,585,624.16","14,394,958.76","21,604,359.48","3,698,719.93","8,730,275.81","13,678,298.36","20,701,029.85","5,411,733.23"
营业外收入,"18,737,656.22","35,941,008.10","40,954,473.42","9,094,729.26","14,414,583.77","31,215,622.38","61,973,476.67","5,442,160.11","8,216,653.25","10,839,900.93","74,124,631.21","17,654,815.90","26,561,469.12","44,956,018.93","66,916,235.37","14,815,191.38","24,836,046.23","39,818,206.14","75,260,014.61","6,774,083.52","35,255,679.69","45,108,903.57","113,661,791.69","9,106,517.58","34,247,514.10","49,948,394.09","88,363,394.17","22,689,599.15","49,454,105.33","51,928,204.70","81,003,411.41","12,083,914.19","26,843,175.65","40,349,835.63","3,599,190.67","89,713.26","37,084.03","657,742.05","1,326,345.08","46,340.08"
销售费用,"10,809,797.10","20,944,373.22","28,515,739.08","6,728,536.75","15,113,412.26","22,617,339.39","36,966,788.41","6,881,206.20","15,963,222.47","25,399,495.69","42,726,329.67","9,831,399.64","25,539,794.56","46,960,523.74","57,082,944.74","13,058,955.75","29,529,736.77","48,503,191.40","92,927,867.96","15,768,742.61","41,467,742.71","62,843,411.41","99,089,360.99","17,037,877.56","42,601,734.19","60,016,338.14","105,029,637.57","23,167,929.47","46,442,341.14","72,161,099.57","112,528,660.60","22,665,426.59","52,416,244.26","80,920,499.90","146,123,416.19","25,193,639.07","54,846,218.28","82,848,082.22","131,558,133.01","21,992,582.21"
减:营业外支出,"124,172.36","623,239.11","318,046.93","42,767.78","72,236.59","80,590.76","756,287.36",964.00,"34,091.47","132,768.42","289,694.12","16,984.46","145,112.05","216,530.45","747,794.30","508,027.43","612,839.84","653,267.64","1,098,446.21","10,399.91","203,154.00","506,598.76","1,556,298.14","60,834.36","1,076,226.24","2,296,553.47","13,105,758.81","350,164.38","2,230,431.55","2,447,921.66","2,812,804.89","447,003.86","589,705.72","3,052,904.20","3,048,277.14","10,025.50","742,629.89","1,308,712.90","1,298,138.01","46,277.85"
管理费用,"85,309,684.34","179,159,829.18","224,393,722.55","65,548,799.06","132,296,488.89","218,255,823.94","336,597,781.45","83,583,956.14","185,311,218.90","285,104,027.21","422,767,756.60","93,447,383.96","200,615,935.31","308,056,591.07","484,154,798.94","122,046,289.24","258,475,801.28","397,128,478.31","590,389,030.43","138,602,166.08","317,088,522.42","512,323,131.85","710,754,321.78","188,568,361.04","419,631,526.85","640,263,841.15","941,985,758.55","235,711,199.81","474,681,115.42","690,808,180.84","1,017,768,494.27","247,111,342.48","524,794,676.92","836,157,158.90","1,314,248,738.41","301,011,298.07","606,308,152.33","222,538,193.74","478,157,042.00","91,922,995.37"
其中:非流动资产处置净损失,"124,172.36","568,699.79","307,584.39","-94,528.32","71,436.59","79,790.76","255,037.36","-1,036.00","34,039.16","130,208.62","287,342.95","6,550.70","133,178.29","211,898.36","398,926.90","5,525.68","61,723.76","83,124.29","236,839.70","3,675.95","141,118.11","193,974.37","929,487.30","55,634.05","58,229.13","1,227,814.37","11,312,183.76","349,058.72","443,964.24","495,178.04","702,653.85","440,221.47","465,619.99","676,899.46",,,,,,
