科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
长期股权投资,,"30,285,667.00","97,515,113.00","58,223,344.00","36,123,593.00","110,262,208.00","80,350,000.00","50,976,518.00","19,488,419.00","95,344,515.00","74,543,607.00","48,031,736.00","25,936,685.00","8,762,407.00","9,362,534.00","7,821,459.00","7,785,639.00","20,798,045.00","19,707,531.00","22,181,143.00","36,814,883.00","31,520,036.00","30,989,211.00"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"2,147,886,636.00","3,393,620,166.00","3,799,515,608.00","4,045,396,491.00","4,416,298,518.00","4,371,808,097.00","4,576,156,500.00","5,371,028,492.00","5,809,248,918.00","5,858,353,393.00","5,849,189,928.00","8,074,365,587.00","8,883,388,381.00","9,670,090,326.00","10,179,884,292.00","10,673,812,737.00","10,814,822,867.00","10,691,347,147.00","10,658,573,108.00","10,589,719,979.00","10,568,203,845.00","10,454,334,362.00","10,439,920,116.00"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"841,865,895.00","455,616,111.00","549,374,542.00","1,744,740,019.00","1,995,175,732.00","2,512,124,435.00","2,879,802,800.00","3,016,248,054.00","3,475,266,967.00","4,287,580,638.00","4,717,058,846.00","2,769,834,808.00","2,221,384,070.00","1,668,139,102.00","1,416,551,064.00","1,200,148,089.00","1,270,472,284.00","1,739,137,001.00","2,771,025,316.00","2,805,111,333.00","3,565,357,884.00","4,481,359,080.00","4,834,082,249.00"
其他非流动负债,"41,260,148.00","46,583,437.00","44,206,496.00","85,583,851.00","105,116,915.00","85,627,884.00","82,290,800.00","125,193,567.00","116,039,512.00","133,435,658.00","126,402,864.00","222,093,259.00","234,040,977.00","252,335,492.00","235,693,525.00","275,176,806.00","264,860,272.00","254,990,656.00","230,212,658.00","217,162,469.00","200,325,777.00","189,144,621.00","171,958,458.00"
工程物资,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,660,085,237.00","3,154,141,696.00","2,680,615,149.00","3,011,203,040.00","3,362,323,257.00","3,491,082,072.00","3,413,902,400.00","3,776,854,791.00","4,276,456,611.00","4,510,460,703.00","4,138,814,198.00","6,627,835,841.00","6,736,727,606.00","7,099,415,761.00","7,108,584,710.00","7,677,630,350.00","7,282,555,939.00","6,689,336,026.00","6,599,734,614.00","6,461,824,669.00","6,474,318,011.00","6,314,427,119.00","6,706,256,960.00"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"3,393,804,025.00","4,928,002,009.00","4,908,410,541.00","6,441,298,710.00","7,381,719,909.00","7,708,198,838.00","6,747,731,300.00","7,397,665,914.00","8,775,235,665.00","9,489,209,760.00","9,579,246,713.00","12,258,184,458.00","12,098,896,917.00","12,323,070,820.00","11,394,272,579.00","11,988,893,003.00","12,139,450,879.00","12,138,522,982.00","12,223,158,657.00","11,872,805,754.00","12,861,689,332.00","13,250,715,198.00","13,374,286,391.00"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,580,000.00","800,580,000.00","800,580,000.00","800,580,000.00","800,580,000.00","916,897,713.00","916,897,713.00","916,897,713.00","916,897,713.00","916,897,713.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"279,702,639.00","279,702,639.00","279,702,639.00","279,702,639.00","279,702,639.00","279,702,639.00","1,934,332,800.00","1,934,332,839.00","1,934,332,839.00","1,534,332,839.00","1,534,332,839.00","1,534,332,839.00","1,534,332,839.00","1,549,032,856.00","1,549,032,856.00","1,549,032,856.00","1,549,032,856.00","1,553,800,125.00","4,896,914,910.00","4,896,914,910.00","4,896,914,910.00","4,897,443,539.00","4,897,443,539.00"
无形资产,"3,925,271.00","52,720,421.00","51,282,377.00","50,554,322.00","54,857,696.00","54,299,194.00","56,735,100.00","56,179,648.00","59,037,150.00","62,955,118.00","62,315,813.00","62,593,124.00","62,676,567.00","63,194,481.00","64,462,866.00","65,415,610.00","65,585,238.00","65,772,841.00","65,784,693.00","66,323,354.00","66,304,021.00","67,091,041.00","67,682,143.00"
盈余公积,"86,328,284.00","148,826,155.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","279,527,216.00","279,527,216.00","279,527,216.00","279,527,216.00","364,366,230.00","364,366,230.00","364,366,230.00","364,366,230.00","478,622,278.00","478,622,278.00","478,622,278.00","478,622,278.00","478,622,278.00","478,622,278.00"
开发支出,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,"14,088,200.00","14,088,200.00","14,088,200.00","14,088,200.00","14,088,200.00","10,566,150.00","10,566,150.00","10,566,150.00","10,566,150.00","10,566,150.00"
商誉,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"782,606,878.00","1,344,696,882.00","2,013,298,173.00","2,210,162,868.00","2,596,878,624.00","2,823,587,433.00","3,077,911,000.00","3,347,106,454.00","3,929,943,448.00","3,925,918,989.00","4,292,602,099.00","4,498,066,450.00","4,927,572,037.00","4,623,598,926.00","4,926,854,948.00","5,049,476,951.00","5,683,383,689.00","5,642,831,620.00","6,028,331,515.00","6,198,114,498.00","6,883,657,745.00","6,974,211,782.00","7,448,738,015.00"
长期待摊费用,"263,365,645.00","297,152,030.00","299,928,374.00","305,211,479.00","318,682,118.00","362,314,392.00","363,667,600.00","388,699,832.00","379,874,834.00","441,620,597.00","440,206,404.00","445,576,043.00","440,097,185.00","440,134,712.00","426,028,559.00","420,449,060.00","429,493,470.00","420,230,400.00","408,074,075.00","405,245,668.00","391,263,092.00","383,007,133.00","396,659,503.00"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"46,684,344.00","83,107,633.00","102,415,351.00","88,906,334.00","94,779,981.00","112,763,293.00","96,282,900.00","92,816,894.00","97,456,201.00","127,719,758.00","94,053,540.00","98,211,155.00","100,860,070.00","152,065,351.00","125,752,582.00","142,070,203.00","156,211,414.00","187,594,438.00","153,304,587.00","168,984,124.00","164,289,760.00","118,154,965.00","52,049,740.00"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"484,102,785.00","649,093,946.00","834,972,921.00","920,947,089.00","948,181,230.00","816,059,096.00","842,653,400.00","788,044,859.00","787,004,251.00","890,976,971.00","901,540,598.00","1,169,560,528.00","817,642,360.00","852,830,153.00","854,966,562.00","863,506,051.00","931,171,076.00","801,547,668.00","774,620,251.00","776,462,575.00","833,167,498.00","911,716,043.00","817,630,062.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"3,787,830,576.00","4,961,595,974.00","5,735,004,286.00","7,213,979,078.00","7,864,098,868.00","8,339,630,715.00","8,895,648,300.00","9,763,994,297.00","10,627,376,740.00","11,764,550,990.00","12,188,908,736.00","12,718,172,981.00","12,601,985,318.00","12,905,216,532.00","13,127,008,459.00","13,423,223,209.00","13,725,541,988.00","13,979,301,403.00","14,903,963,424.00","14,886,902,039.00","16,628,268,198.00","17,433,941,477.00","17,894,187,123.00"
所有者权益(或股东权益)合计,"1,448,637,801.00","2,073,225,676.00","2,743,000,812.00","2,939,865,507.00","3,326,581,263.00","3,553,290,072.00","5,562,243,800.00","5,831,439,293.00","6,414,276,287.00","6,539,779,044.00","6,906,462,154.00","7,111,926,505.00","7,541,432,092.00","7,323,489,812.00","7,626,745,834.00","7,749,367,837.00","8,383,274,575.00","8,463,901,220.00","12,312,355,663.00","12,482,138,646.00","13,245,676,909.00","13,324,678,277.00","14,000,515,971.00"
资产总计,"4,842,441,826.00","7,001,227,685.00","7,651,411,353.00","9,381,164,217.00","10,708,301,172.00","11,261,488,910.00","12,309,975,100.00","13,229,105,207.00","15,189,511,952.00","16,028,988,804.00","16,485,708,867.00","19,370,110,963.00","19,640,329,009.00","19,646,560,632.00","19,021,018,413.00","19,738,260,840.00","20,522,725,454.00","20,602,424,202.00","24,535,514,320.00","24,354,944,400.00","26,107,366,241.00","26,575,393,475.00","27,374,802,362.00"
负债和所有者(或股东权益)合计,"4,842,441,826.00","7,001,227,685.00","7,651,411,353.00","9,381,164,217.00","10,708,301,172.00","11,261,488,910.00","12,309,975,100.00","13,229,105,207.00","15,189,511,952.00","16,028,988,804.00","16,485,708,867.00","19,370,110,963.00","19,640,329,009.00","19,646,560,632.00","19,021,018,413.00","19,738,260,840.00","20,522,725,454.00","20,602,424,202.00","24,535,514,320.00","24,354,944,400.00","26,107,366,241.00","26,575,393,475.00","27,374,802,362.00"
