科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"721,684,276.00","1,634,304,085.00","1,474,780,617.00","1,417,412,857.00","2,236,371,012.00","2,399,941,795.00","2,863,342,400.00","2,683,942,678.00","3,590,940,431.00","3,094,514,973.00","3,026,467,494.00","5,093,389,303.00","5,735,791,685.00","4,709,226,552.00","4,699,420,668.00","4,305,813,146.00","3,677,345,223.00","4,269,291,665.00","5,241,242,736.00","4,995,480,451.00","5,206,732,725.00","4,892,899,395.00","5,775,607,099.00"
短期借款,"637,487,693.00","437,770,827.00","290,206,141.00","1,781,574,798.00","2,142,112,277.00","2,045,509,853.00","1,281,664,100.00","1,316,928,667.00","1,269,967,063.00","1,561,075,084.00","2,435,921,796.00","2,558,854,691.00","1,966,430,538.00","1,204,901,824.00","900,944,162.00","1,229,806,991.00","1,342,894,413.00","1,640,533,531.00","1,928,953,497.00","1,301,538,578.00","2,033,673,853.00","2,695,159,618.00","2,602,785,989.00"
交易性金融资产,,,,,,,,,,,,,,,,,,"9,845,540.00",,"18,225,296.00","23,123,767.00","16,745,806.00","4,872,851.00"
交易性金融负债,,,,,,,,,,,,,,,,,,"41,545,538.00","56,670,592.00","9,135,604.00","3,377,779.00","3,558,635.00","3,590,253.00"
应收票据,,,,,,"1,800,000.00","1,800,000.00",,,,,,,,,,,,,,,,
应付票据,,,"150,000,000.00",,,,,,,,,,,,,,,,,,,,
应收账款,"31,724,391.00","33,449,062.00","63,100,632.00","110,827,507.00","45,943,218.00","73,275,342.00","49,934,700.00","85,374,352.00","112,804,945.00","101,768,693.00","114,390,084.00","107,714,158.00","95,010,527.00","127,179,890.00","102,319,458.00","115,089,977.00","70,785,172.00","85,207,227.00","105,017,590.00","107,732,920.00","81,584,190.00","122,852,452.00","141,849,975.00"
应付账款,"137,065,814.00","216,279,428.00","212,506,127.00","208,966,303.00","210,180,227.00","204,326,450.00","334,983,700.00","301,687,446.00","354,285,916.00","339,501,233.00","365,847,770.00","428,951,755.00","334,309,731.00","325,606,186.00","356,957,050.00","444,159,283.00","435,117,060.00","426,376,061.00","526,018,353.00","573,960,973.00",,"599,887,878.00",
预付款项,"105,310,145.00","146,435,224.00","169,345,592.00","185,122,673.00","166,310,583.00","194,703,482.00","239,150,100.00","236,718,694.00","268,728,520.00","261,195,611.00","313,714,414.00","285,152,418.00","242,171,162.00","221,182,649.00","256,743,736.00","230,251,559.00","362,687,842.00","357,926,748.00","363,972,411.00","339,148,720.00","451,116,663.00","424,589,042.00","385,280,464.00"
预收款项,"366,488,438.00","329,365,626.00","554,704,040.00","416,442,679.00","443,188,005.00","679,139,751.00","400,371,400.00","531,722,654.00","1,221,946,246.00","1,355,036,098.00","845,962,431.00","705,440,585.00","552,058,600.00","969,191,279.00","574,833,628.00","798,913,551.00","729,721,370.00","839,884,584.00","689,338,461.00","895,601,297.00","891,289,209.00","1,181,586,799.00","803,200,904.00"
其他应收款,"165,117,341.00","152,630,642.00","159,413,001.00","377,341,651.00","326,716,305.00","192,836,041.00","210,375,400.00","404,091,404.00","537,157,061.00","720,547,120.00","779,890,295.00","1,092,982,591.00","860,671,698.00","1,415,669,303.00","598,748,882.00","1,431,223,401.00","2,391,580,359.00","1,681,619,873.00","3,696,954,020.00","3,796,272,400.00","3,528,960,774.00","3,422,158,230.00","2,992,244,595.00"
应付职工薪酬,"54,950,735.00","141,325,952.00","141,098,731.00","52,971,640.00","56,808,855.00","130,979,384.00","55,982,100.00","59,923,461.00","50,892,996.00","199,590,294.00","58,045,147.00","59,812,542.00","71,378,906.00","232,499,371.00","105,349,347.00","147,608,108.00","196,968,168.00","287,542,222.00","137,051,338.00","205,898,272.00","253,457,124.00","412,669,985.00","229,871,727.00"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"189,508,142.00","185,328,000.00","339,195,681.00","175,915,787.00","274,679,938.00","255,910,955.00","262,708,700.00","289,796,274.00","385,674,111.00","316,967,080.00","305,829,474.00","236,983,421.00","357,939,247.00","199,673,366.00","229,062,138.00","127,065,080.00","386,356,865.00","262,826,482.00","348,862,633.00","320,542,239.00","468,683,511.00","290,047,354.00","361,401,415.00"
应收利息,,,,"1,333,333.00","1,333,333.00",,,,,,,,,"4,543,978.00","3,390,525.00","4,543,978.00","4,749,129.00","8,219,739.00","15,948,977.00","33,074,383.00","37,790,109.00","34,559,198.00","45,402,616.00"
应付利息,"10,426,489.00","22,565,106.00","21,153,422.00","25,067,772.00","13,007,228.00","37,812,625.00","23,611,000.00","35,295,103.00","28,570,393.00","32,848,394.00","21,671,740.00","32,978,122.00","51,403,995.00","82,142,322.00","100,985,575.00","41,102,479.00","53,652,957.00","81,053,449.00","90,715,306.00","36,992,142.00","49,310,101.00","105,301,266.00","110,955,291.00"
应收股利,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,"92,800.00","92,800.00",,,,
存货,"30,775,097.00","38,308,485.00","41,623,211.00","45,390,083.00","42,969,406.00","42,838,449.00","41,763,400.00","50,991,950.00","52,504,255.00","54,965,742.00","55,553,395.00","56,676,763.00","66,889,163.00","67,827,022.00","71,434,004.00","89,216,696.00","85,474,402.00","92,893,036.00","98,843,443.00","99,895,258.00","116,424,235.00","123,928,437.00","127,570,783.00"
其他应付款,"59,436,074.00","74,867,546.00","108,847,425.00","211,046,371.00","237,620,121.00","119,745,535.00","134,141,200.00","168,579,999.00","159,181,220.00","150,333,628.00","148,208,819.00","165,899,422.00","144,801,690.00","315,758,022.00","214,921,737.00","215,682,239.00","306,224,098.00","271,357,753.00","269,904,294.00","468,516,938.00","572,215,310.00","433,814,843.00","612,672,400.00"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,"34,504,213.00",,"29,757,035.00","24,558,447.00",,,,,,,,,"113,500,000.00","113,500,000.00","113,500,000.00","113,500,000.00",,,,,,
一年内到期的非流动负债,"278,355,403.00","366,357,828.00","410,083,825.00","558,110,320.00","641,800,001.00","743,692,213.00","840,366,700.00","916,877,519.00","1,028,261,109.00","1,023,397,246.00","1,258,945,338.00","1,441,428,079.00","1,883,846,604.00","1,893,882,689.00","1,802,634,232.00","1,306,924,922.00","1,405,960,009.00","1,597,974,536.00","1,575,816,769.00","1,598,795,042.00","1,537,840,236.00","1,319,562,967.00","1,429,813,051.00"
其他流动资产,,,"8,144,014.00",,,"16,463,086.00","7,960,800.00","3,991,832.00",,"31,445,675.00","6,784,449.00","16,022,749.00","37,809,456.00","82,214,706.00","48,452,681.00","25,398,874.00","91,061,339.00","118,118,971.00","109,571,719.00","78,212,933.00","71,155,689.00","138,278,636.00","53,189,472.00"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"1,054,611,250.00","2,039,631,711.00","1,916,407,067.00","2,167,185,139.00","2,844,202,304.00","2,921,858,195.00","3,414,326,800.00","3,465,110,910.00","4,562,135,212.00","4,264,437,814.00","4,296,800,131.00","6,651,937,982.00","7,038,343,691.00","6,741,344,100.00","5,894,009,954.00","6,315,037,631.00","6,797,183,466.00","6,623,122,799.00","9,631,550,896.00","9,468,042,361.00","9,479,098,043.00","9,141,451,998.00","9,480,615,239.00"
流动负债合计,"1,733,718,788.00","1,773,860,313.00","2,227,795,392.00","3,430,095,670.00","4,019,396,652.00","4,217,116,766.00","3,333,828,900.00","3,620,811,123.00","4,498,779,054.00","4,978,749,057.00","5,440,432,515.00","5,630,348,617.00","5,362,169,311.00","5,223,655,059.00","4,285,687,869.00","4,311,262,653.00","4,856,894,940.00","5,449,186,956.00","5,623,424,043.00","5,410,981,085.00","6,387,371,321.00","6,936,288,079.00","6,668,029,431.00"
可供出售金融资产,,,,,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","52,873,863.00","52,873,863.00","52,873,863.00","1,002,867,215.00","986,758,817.00",
长期借款,"940,566,706.00","2,431,133,547.00","1,961,216,228.00","2,070,292,689.00","2,175,818,086.00","2,329,100,092.00","2,241,993,400.00","2,691,103,176.00","3,140,585,237.00","3,353,526,351.00","3,116,095,839.00","3,241,171,356.00","3,511,326,684.00","3,863,979,188.00","3,865,893,270.00","4,391,376,979.00","3,974,710,808.00","3,409,812,582.00","3,330,776,996.00","3,167,674,763.00","3,102,876,400.00","2,984,331,619.00","3,380,367,604.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,"1,089,549,831.00",,,,,,,"2,284,698,665.00","2,286,771,695.00","2,288,021,186.00","2,289,243,514.00","2,290,479,424.00","2,291,728,914.00","2,292,978,405.00","2,294,200,733.00","2,295,436,642.00","2,296,686,133.00","2,297,935,624.00","2,299,157,952.00"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"678,258,383.00","676,424,712.00","675,192,425.00","855,326,500.00",,"1,066,604,256.00","1,077,358,600.00","946,097,221.00","1,001,536,489.00","1,006,095,437.00","876,335,387.00","857,806,797.00","678,642,280.00","671,938,948.00","691,314,059.00","690,263,574.00","714,950,559.00","690,931,210.00","700,055,892.00","738,079,694.00","831,273,535.00","806,375,658.00","816,153,989.00"
