科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"70,003,212.64","70,434,273.59","91,065,354.59","87,325,357.66","78,657,106.06","96,663,496.93","223,298,406.47","229,838,082.89","226,490,529.74","247,555,094.32","233,225,169.00","196,441,741.89","154,709,268.91","31,849,160.96","33,021,867.87","17,632,757.93","12,125,090.63"
短期借款,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,
应收票据,"1,305,200.00","2,213,215.30","1,471,852.70","1,895,600.00","740,000.00","250,000.00","720,000.00","870,000.00","1,510,000.00","1,750,776.00","1,961,759.60","2,172,559.60","2,476,300.00","1,770,900.00","1,146,750.00","982,000.00","587,800.00"
应付票据,,,,,,,,,,,,,,,,,
应收账款,"12,009,183.70","19,900,025.78","23,567,658.28","28,674,389.12","34,846,327.76","34,613,772.30","44,265,810.04","40,309,602.50","45,486,938.71","40,184,449.36","40,506,174.39","45,623,469.98","40,225,019.34","42,595,698.48","42,590,448.85","38,011,037.76","37,371,867.62"
应付账款,"8,750,321.79","8,432,093.68","10,353,043.35","9,516,573.26","6,479,273.34","10,947,048.41","7,767,244.20","9,919,421.44","11,557,291.80","7,882,463.43","7,505,971.20","8,509,606.00","10,504,389.57","11,742,794.54","15,464,991.66","12,783,765.33","10,776,948.22"
预付款项,"3,775,590.85","1,445,811.35","2,814,759.33","2,894,887.44","15,962,205.09","4,192,918.76","6,575,070.89","5,201,423.84","5,733,630.85","2,756,281.94","11,057,348.59","6,365,645.60","8,676,437.13","7,833,227.87","7,547,836.18","6,379,869.28","5,070,351.02"
预收款项,"12,920,500.57","2,626,365.40","6,481,654.09","5,513,622.70","9,164,713.60","9,129,528.93","8,102,237.81","12,675,185.00","10,866,681.76","11,459,606.93","8,068,258.94","10,037,813.98","12,694,684.81","13,767,714.47","15,156,079.95","16,365,491.79","21,380,629.70"
其他应收款,"357,311.65","561,396.32","845,876.15","1,208,389.80","2,954,837.09","2,789,632.35","3,811,425.09","2,814,232.33","2,780,894.35","2,141,445.61","2,677,221.16","2,683,983.50","2,550,318.76","2,519,785.87","2,756,449.25","2,667,359.53","1,967,398.63"
应付职工薪酬,"2,912,728.62","4,398,437.87","5,367,183.84","3,275,194.32","4,287,283.86","5,283,647.44","2,679,666.40","3,819,059.69","4,951,138.33","7,357,137.28","2,941,185.43","4,082,472.10","5,405,014.46","6,689,820.63","2,936,600.58","4,291,179.82","5,574,134.05"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"3,636,248.20","3,777,785.50","5,660,826.59","4,666,859.87","6,012,114.28","6,760,496.27","5,809,777.68","4,053,028.27","4,609,888.16","4,033,992.53","3,230,934.83","3,883,182.03","2,690,644.18","6,102,428.65","3,199,891.76","5,164,445.43","3,046,571.23"
应收利息,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,
存货,"30,293,358.54","26,819,713.84","39,199,290.13","44,823,100.69","42,818,956.41","43,473,390.73","45,206,475.54","50,640,058.89","58,541,872.95","53,364,590.69","53,137,108.94","47,521,472.80","51,958,449.01","52,718,764.33","62,217,041.43","66,030,710.04","66,673,342.41"
其他应付款,"19,376.46","40,747.96","132,088.51","323,386.48","160,255.40","39,508.34","1,607,985.59","1,337,175.59","1,228,620.19","1,868,398.40","502,829.44","325,022.22","193,910.56","198,585.44","146,439.73","232,179.47","381,636.13"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,"500,000.00","250,000.00",,,"51,000,000.00","83,000,000.00","200,000,000.00","185,000,000.00","188,456,856.96","189,000,000.00"
其他流动负债,,,,,,,,,,,,,,,,,
流动资产合计,"117,743,857.38","121,374,436.18","158,964,791.18","166,821,724.71","175,979,432.41","181,983,211.07","323,877,188.03","330,173,400.45","340,793,866.60","347,752,637.92","342,564,781.68","351,808,873.37","343,595,793.15","339,287,537.51","334,280,393.58","320,160,591.50","312,795,850.31"
流动负债合计,"28,239,175.64","19,275,430.41","27,994,796.38","23,295,636.63","26,103,640.48","32,160,229.39","25,966,911.68","31,803,869.99","33,213,620.24","32,601,598.57","22,249,179.84","26,838,096.33","31,488,643.58","38,501,343.73","36,904,003.68","38,837,061.84","41,159,919.33"
可供出售金融资产,,,,,,,,,,,,,,"16,680,000.00","13,350,000.00","14,440,000.00","16,080,000.00"
长期借款,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,"11,536,800.00",,,,
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,
固定资产,"6,828,631.90","7,468,364.22","7,346,074.47","7,516,753.75","7,132,280.73","7,306,653.63","7,312,789.75","7,499,412.78","7,574,896.65","7,715,865.00","7,497,046.30","8,469,471.51","8,700,836.93","9,840,595.42","9,621,273.86","9,396,137.40","9,363,318.55"
递延所得税负债,,583.20,379.20,284.40,284.40,189.60,192.00,96.00,98.40,,,,,,,,
