科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
在建工程,,,,,,,,"47,169.81","1,444,974.30","2,439,383.03","2,899,703.94","10,468,948.58","15,966,743.29","40,562,753.50","48,966,088.13","54,507,411.09","55,662,596.57"
其他非流动负债,,,,"220,000.00","220,000.00",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,,583.20,379.20,"220,284.40","220,284.40","220,189.60","220,192.00","220,096.00","220,098.40","220,000.00","220,000.00",,,,,,
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"28,239,175.64","19,276,013.61","27,995,175.58","23,515,921.03","26,323,924.88","32,380,418.99","26,187,103.68","32,023,965.99","33,433,718.64","32,821,598.57","22,469,179.84","26,838,096.33","31,488,643.58","38,501,343.73","36,904,003.68","38,837,061.84","41,159,919.33"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"30,600,000.00","30,600,000.00","30,600,000.00","30,600,000.00","30,600,000.00","30,600,000.00","40,800,000.00","40,800,000.00","40,800,000.00","40,800,000.00","40,800,000.00","81,600,000.00","81,600,000.00","81,600,000.00","81,600,000.00","81,600,000.00","81,600,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"28,421,450.97","28,421,450.97","28,421,450.97","28,421,450.97","28,421,450.97","28,421,450.97","160,737,450.97","160,737,450.97","160,737,450.97","160,737,450.97","160,737,450.97","119,937,450.97","119,937,450.97","119,937,450.97","119,937,450.97","119,937,450.97","119,937,450.97"
无形资产,"7,797,518.13","19,324,150.21","19,138,029.63","18,971,570.88","18,722,570.23","30,591,069.93","30,298,861.11","30,418,515.87","30,176,659.45","29,948,136.24","29,643,039.88","19,502,942.96","19,255,594.73","19,009,669.67","18,849,204.69","18,701,305.67","18,501,479.25"
盈余公积,"4,177,518.34","6,560,234.82","9,531,716.88","9,531,716.88","9,531,716.88","12,594,986.08","12,594,986.08","12,594,986.08","12,594,986.08","15,313,442.28","15,313,442.28","15,313,442.28","15,313,442.28","18,216,993.07","18,216,993.07","18,216,993.07","18,216,993.07"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,
未分配利润,"42,445,738.91","64,961,734.80","90,779,978.59","103,359,353.95","109,376,213.00","117,780,933.30","123,220,532.49","123,509,827.98","134,095,353.71","139,178,713.98","144,171,739.86","147,347,738.66","151,434,378.34","163,238,208.42","168,690,218.72","161,019,429.22","169,262,306.55"
长期待摊费用,"739,763.40","581,242.92","575,707.88","479,758.34","431,783.57","383,808.80","335,834.03","287,859.26","239,884.49","191,909.72","143,934.95","95,960.18","61,194.29","52,849.64","44,504.98","36,160.34","27,815.69"
少数股东权益,,,,,,,,,,,,,,,,,
递延所得税资产,"774,113.05","1,065,471.44","1,239,376.01","1,571,406.12","1,918,315.83","1,452,610.37","1,702,860.40","1,208,056.11","1,507,806.35","795,773.05","730,044.05","719,119.40","719,523.28","752,470.75","713,436.84","706,851.72","774,636.96"
外币报表折算价差,,"-5,769.23","-64,342.85","-67,229.03","-68,922.96",,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,"593,368.45","1,483,831.47","4,661,466.00","21,550,071.50"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"16,140,026.48","28,439,228.79","28,299,187.99","28,539,489.09","28,204,950.36","39,734,142.73","39,650,345.29","39,461,013.83","40,944,221.24","41,091,067.04","40,913,769.12","39,256,442.63","56,240,692.52","87,491,707.43","93,028,339.97","102,449,332.22","121,959,918.52"
所有者权益(或股东权益)合计,"105,644,708.22","130,537,651.36","159,268,803.59","171,845,292.77","177,860,457.89","189,336,934.81","337,340,429.64","337,610,448.29","348,304,369.20","356,022,106.39","361,009,370.96","364,227,219.67","368,347,842.09","388,277,901.21","390,404,729.87","383,772,861.88","393,595,849.50"
资产总计,"133,883,883.86","149,813,664.97","187,263,979.17","195,361,213.80","204,184,382.77","221,717,353.80","363,527,533.32","369,634,414.28","381,738,087.84","388,843,704.96","383,478,550.80","391,065,316.00","399,836,485.67","426,779,244.94","427,308,733.55","422,609,923.72","434,755,768.83"
负债和所有者(或股东权益)合计,"133,883,883.86","149,813,664.97","187,263,979.17","195,361,213.80","204,184,382.77","221,717,353.80","363,527,533.32","369,634,414.28","381,738,087.84","388,843,704.96","383,478,550.80","391,065,316.00","399,836,485.67","426,779,244.94","427,308,733.55","422,609,923.72","434,755,768.83"
