科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"91,325,886.10","135,608,676.34","185,662,799.58",,"407,589,729.02","423,864,549.44","455,374,391.06","435,741,996.87","428,208,447.09","421,292,044.42","462,902,295.72","352,192,366.80","303,332,087.35","312,264,317.83","302,323,683.55","232,387,150.33"
短期借款,,"10,041,279.00","8,477,394.80",,,,,,"3,700,000.00","3,000,000.00","3,000,000.00",,,,"11,000,000.00","11,000,000.00"
交易性金融资产,"361,740.00",,,,,,,,,,,,,,"1,072,756.50","2,650,200.00"
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"8,695,734.75","8,750,268.88","6,062,087.60",,"2,659,050.00","3,811,566.85","17,112,996.30","5,390,281.43","4,827,818.00","5,928,900.00","15,391,431.96","6,937,150.16","7,758,546.02","4,083,622.90","17,984,978.61","19,398,535.33"
应付票据,"24,421,976.27","20,547,781.26","12,840,593.38",,"12,138,450.03","21,632,004.54","24,478,033.31","25,090,326.61","29,867,054.61","30,613,477.28","36,802,350.09","13,314,688.57","28,246,938.98",,"53,613,825.34",
应收账款,"43,477,933.49","53,804,833.91","49,943,948.48",,"70,983,345.41","75,207,272.56","56,360,694.45","87,000,319.88","105,021,021.60","121,485,068.57","104,263,296.93","121,276,862.10","131,386,826.25","198,459,106.53","239,560,120.48","205,515,633.61"
应付账款,"66,479,078.47","79,836,700.57","72,434,829.29",,"87,471,155.12","73,616,597.20","107,289,125.71","89,405,533.20","124,876,221.95","119,449,389.92","147,242,639.53","148,384,962.80","158,766,264.56",,"178,607,457.42",
预付款项,"5,208,231.01","5,860,892.17","6,507,344.67",,"2,204,966.01","3,446,249.09","2,741,051.27","6,740,749.15","11,986,560.08","11,009,698.76","7,358,461.93","18,264,525.51","10,714,085.67","13,119,224.89","11,581,355.76","16,127,946.74"
预收款项,"11,205,686.25","13,779,231.75","11,934,355.59",,"10,114,095.59","9,061,743.68","14,065,766.83","17,674,286.74","16,261,340.68","18,721,538.33","21,678,991.35","25,500,373.15","17,066,040.96","28,334,765.87","18,649,961.47","22,658,270.70"
其他应收款,"6,662,319.78","3,272,382.92","445,678.90",,"6,689,888.05","1,117,437.41","821,424.08","1,429,512.70","1,978,514.08","2,868,689.76","2,450,987.19","3,321,370.11","3,690,977.60","5,080,010.94","8,661,991.83","14,736,522.94"
应付职工薪酬,"7,797,017.98","8,689,622.33","9,823,871.94",,"8,445,969.76","9,803,332.10","11,230,232.28","8,384,531.48","9,856,979.39","8,252,137.48","14,645,624.65","9,034,918.79","8,838,032.42","9,635,660.93","17,898,864.42","9,770,872.61"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"2,329,799.16","552,033.45","515,565.63",,"3,928,170.81","3,713,041.41","3,204,524.40","2,783,339.14","8,307,145.64","7,297,804.08","6,797,659.89","473,212.12","4,917,024.15","6,305,080.25","18,585,917.95","8,099,344.94"
应收利息,,,,,,,,,,"2,136,266.36","1,697,763.76","1,873,429.39","509,998.71","504,963.42","19,788.00",
应付利息,,,"4,654.61",,,,,,"6,107.70","10,286.67","4,716.68",,,,"21,931.25","16,595.64"
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,
存货,"74,834,722.53","67,201,030.93","56,084,904.34",,"70,873,277.61","72,824,798.72","103,478,864.18","103,773,129.81","116,636,601.76","114,286,119.24","130,609,998.43","145,689,213.93","163,490,168.75","163,957,937.90","174,649,375.73","199,688,616.04"
其他应付款,"1,350,626.47","889,965.08","1,205,296.49",,"1,071,658.59","1,260,706.15","1,495,588.34","1,367,976.16","10,391,709.56","2,294,398.37","3,975,556.48","2,567,506.98","3,379,528.54","9,166,205.88","10,905,902.56","7,590,203.63"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"900,000.00","681,656.01","681,656.01",,"681,656.01","681,656.01","681,656.01","681,656.01","681,656.01","4,192,406.01","4,192,406.01","4,192,406.01","3,543,731.01","3,543,731.01","2,000,000.00","2,000,000.00"
其他流动资产,"3,915,488.02","6,238,244.13","3,557,074.00",,"3,577,942.48","2,846,399.70","8,411,421.66","3,696,916.87","3,400,156.63","4,915,309.92","5,041,335.13","9,780,255.66","7,321,408.75","6,001,690.31","5,938,096.90","8,785,858.65"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"234,482,055.68","280,736,329.28","308,263,837.57","310,175,500.00","564,578,198.58","583,118,273.77","644,300,843.00","643,772,906.71","672,059,119.24","683,922,097.03","729,715,571.05","659,335,173.66","628,204,099.10","702,965,911.30","761,772,359.36","699,290,463.64"
流动负债合计,"114,484,184.60","135,018,269.45","117,918,217.74","106,554,000.00","123,851,155.91","119,769,081.09","162,444,926.88","145,387,649.34","203,948,215.54","193,831,438.14","238,339,944.68","203,468,068.42","224,757,560.62","273,276,457.11","311,261,929.16","245,183,071.21"
可供出售金融资产,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,"12,704,800.00"
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,"3,510,750.00",,,,,,
长期股权投资,,,,,,,,,,,,,,,,"100,000.00"
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,"7,728,758.51",,"7,583,348.69","7,510,643.78","7,437,938.87","7,365,233.96","7,292,529.05","7,219,824.14","7,147,119.23","7,074,414.32","7,001,709.41","6,929,004.50","3,196,628.78","3,162,540.56"
预计负债,,,,,,,,,,,,,,,"108,694.48","108,694.48"
固定资产,"140,620,822.50","143,078,572.60","131,074,639.74",,"127,086,699.44","124,786,085.16","124,840,236.88","124,286,126.93","124,503,452.48","124,554,252.05","125,139,109.31","123,751,665.24","127,262,366.55","127,402,939.93","218,616,017.23","220,395,442.18"
递延所得税负债,"54,261.00",,,,,,,,,"656,136.15","617,540.00","578,943.74","540,347.50","501,751.25","5,722,006.12","5,847,243.23"
在建工程,"1,306,482.14","325,218.13","154,332.42",,"655,881.29","719,580.89","346,113.79","2,765,328.85","6,718,422.71","8,419,097.76","10,597,802.04","46,213,344.32","19,170,933.56","23,512,635.69","15,335,939.54","24,752,517.21"
其他非流动负债,,,,,,,,,,,"3,510,750.00","3,510,750.00",,,"8,000,000.00","8,000,000.00"
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"4,184,261.00","3,221,125.32","2,539,469.31","2,369,100.00","2,198,641.31","2,028,227.31","1,857,813.30","1,687,399.29","1,516,985.29","5,513,457.44","6,504,447.29","6,295,437.02","2,575,676.77","2,366,666.51","16,206,857.89","28,866,480.99"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"118,668,445.60","138,239,394.77","120,457,687.05","108,923,100.00","126,049,797.22","121,797,308.40","164,302,740.18","147,075,048.63","205,465,200.83","199,344,895.58","244,844,391.97","209,763,505.44","227,333,237.39","275,643,123.62","327,468,787.05","274,049,552.20"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00",,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","221,034,177.00","221,034,177.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"80,730,899.74","80,730,899.74","80,730,899.74",,"272,125,994.09","272,125,994.09","272,125,994.09","272,125,994.09","172,125,994.09","172,125,994.09","171,661,552.62","171,661,552.62","171,661,552.62","171,661,552.62","452,611,698.59","452,611,698.59"
无形资产,"7,925,311.96","7,896,928.30","7,723,950.69",,"7,550,983.89","7,464,500.49","7,378,017.21","7,310,422.44","10,024,554.60","9,806,770.01","9,950,931.90","14,020,574.08","13,798,001.78","49,877,051.30","77,707,858.74","77,222,457.74"
盈余公积,"12,734,623.63","17,776,458.63","22,540,880.11",,"22,540,880.11","22,540,880.11","29,326,019.23","29,326,019.23","29,326,019.23","29,326,019.23","35,922,255.15","35,922,255.15","35,922,255.15","35,922,255.15","41,584,563.12","41,584,563.12"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,
商誉,,,,,,,,,"18,095,639.40","18,463,075.70","18,463,075.70","18,463,075.70","18,463,075.70","18,463,075.70","264,341,330.80","264,341,330.80"
未分配利润,"98,330,791.31","121,524,659.39","155,491,654.68",,"185,623,491.65","205,840,792.61","217,965,479.83","236,122,539.77","225,247,075.52","244,883,872.40","244,809,437.63","245,776,209.49","239,091,047.62","268,005,039.92","291,376,954.71","301,654,392.10"
长期待摊费用,,,,,,,,,,,,,,,"1,285,969.26","1,295,677.43"
少数股东权益,,,,,,,,,"8,081,167.69","9,043,232.20","10,346,738.90","10,552,915.75","10,909,360.12","12,647,274.40","18,017,911.77","18,065,428.11"
递延所得税资产,"1,816,409.51","1,697,573.73","938,464.19",,"1,021,466.80","1,007,290.31","597,738.39","548,358.77","1,353,129.98","793,479.14","746,124.97","761,499.99","901,963.86","1,040,606.32","1,888,047.15","2,068,429.56"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,"387,889.50","991,769.26","169,373.00",,"156,559.96",,"1,197,755.28","1,122,879.64","2,830,089.29","4,016,975.65","6,482,389.50","4,956,821.53","70,947,638.72","34,207,477.28","8,508,792.61","17,202,766.62"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"152,056,915.61","153,990,062.02","147,789,518.55","145,467,200.00","144,054,940.07","141,488,100.63","141,797,800.42","143,398,350.59","170,817,817.51","173,273,474.45","178,526,552.65","215,241,395.18","257,545,689.58","261,432,790.72","590,880,584.11","610,541,162.10"
所有者权益(或股东权益)合计,"267,870,525.69","296,486,996.53","335,595,669.07","346,719,600.00","582,583,341.43","602,809,066.00","621,795,903.24","640,096,208.67","637,411,735.92","657,850,675.90","663,397,731.73","664,813,063.40","658,416,551.29","688,755,578.40","1,025,184,156.42","1,035,782,073.54"
资产总计,"386,538,971.29","434,726,391.30","456,053,356.12","455,642,700.00","708,633,138.65","724,606,374.40","786,098,643.42","787,171,257.30","842,876,936.75","857,195,571.48","908,242,123.70","874,576,568.84","885,749,788.68","964,398,702.02","1,352,652,943.47","1,309,831,625.74"
负债和所有者(或股东权益)合计,"386,538,971.29","434,726,391.30","456,053,356.12","455,642,700.00","708,633,138.65","724,606,374.40","786,098,643.42","787,171,257.30","842,876,936.75","857,195,571.48","908,242,123.70","874,576,568.84","885,749,788.68","964,398,702.02","1,352,652,943.47","1,309,831,625.74"
