科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"514,450,161.46","599,051,044.82","741,237,290.22","146,467,821.03","312,219,080.92","561,153,526.32","822,211,804.07","200,979,485.02","476,492,556.00","744,819,177.42","1,019,689,932.96","232,330,785.60","453,469,756.96","679,741,170.37","992,556,921.92","224,553,745.20","493,963,271.35","760,052,661.29","1,137,333,422.07","238,292,582.67","575,574,232.20","888,322,122.88","1,206,278,501.85","214,656,600.56","522,985,678.17","953,930,567.59","1,490,312,292.14","375,038,910.87","696,401,282.92","1,107,851,057.87","1,714,056,299.68","347,542,917.64","806,472,231.47","1,267,537,678.75","1,788,457,328.56","355,780,359.86"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,"13,944.10","13,944.10","14,026.15","146,622.04","474,873.00","474,873.00","622,823.46",,"1,223,130.51","1,750,976.04","1,856,250.92","115,845.90","369,637.51","369,637.51","583,070.81",,"40,341.57","61,430.73","1,015,698.32","311,971.43","399,866.67","481,896.51","480,610.29","756,529.30","1,171,166.20","5,921,736.54","5,958,089.10","1,641,672.26"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"120,000,000.00","120,000,000.00","120,000,000.00",,"90,000,000.00","90,000,000.00","140,000,000.00",,"90,000,000.00","130,000,000.00","193,209,720.00",,,"3,000,000.00","6,863,200.00","5,813,442.40"
收到其他与经营活动有关的现金,"3,734,901.29","5,050,305.88","4,318,406.93","10,455,659.15","4,302,375.02","22,605,668.09","11,279,657.19","5,162,508.97","11,544,824.16","15,821,432.11","13,279,476.74","6,095,798.16","13,497,092.28","30,161,128.57","29,657,895.96","44,154,988.54","28,673,446.89","50,484,917.65","12,354,068.81","8,968,317.77","12,786,303.65","21,717,615.82","24,689,370.66","6,898,765.35","19,524,937.00","25,996,695.60","26,382,174.66","8,037,473.22","23,675,979.71","27,626,783.44","131,510,670.90","31,766,112.85","62,470,593.93","33,441,474.69","64,609,053.08","14,733,340.99"
投资活动现金流出小计,"21,174,821.88","26,927,803.64","59,304,720.33","15,243,854.73","27,300,663.45","47,872,521.55","55,534,851.00","32,642,345.78","78,963,065.05","131,056,640.63","211,696,115.78","43,089,881.09","54,720,303.42","64,870,422.37","93,460,070.88","12,665,041.43","34,556,828.96","37,788,729.54","44,035,077.66","16,416,900.33","146,639,193.39","155,271,253.96","167,582,870.68","6,617,098.91","103,618,643.91","122,260,080.52","193,843,569.99","13,698,273.66","130,738,983.78","213,756,672.08","287,995,945.04","2,966,583.79","6,731,610.29","11,944,669.68","18,122,153.17","7,103,492.27"
经营活动现金流入小计,"518,185,062.75","604,101,350.70","745,555,697.15","156,923,480.18","316,521,455.94","583,759,194.41","833,491,461.26","206,141,993.99","488,051,324.26","760,654,553.63","1,032,983,435.85","238,573,205.80","467,441,722.24","710,377,171.94","1,022,837,641.34","268,708,733.74","523,859,848.75","812,288,554.98","1,151,543,741.80","247,376,746.34","588,730,173.36","910,409,376.21","1,231,550,943.32","221,555,365.91","542,550,956.74","979,988,693.92","1,517,710,165.12","383,388,355.52","720,477,129.30","1,135,959,737.82","1,846,047,580.87","380,065,559.79","870,113,991.60","1,306,900,889.98","1,859,024,470.74","372,155,373.11"
投资活动产生的现金流量净额,"-21,079,821.88","-24,417,676.58","-54,380,314.80","-15,243,854.73","-27,300,663.45","-47,872,521.55","-55,534,851.00","-32,642,345.78","-78,963,065.05","-131,056,640.63","-211,696,115.78","-43,089,881.09","-54,720,303.42","-64,870,422.37","-93,301,626.71","-11,761,041.43","-33,452,828.96","-36,684,729.54","-41,837,794.24","-16,381,900.33","-136,604,193.39","-145,236,253.96","-157,547,870.68","-6,617,098.91","16,381,356.09","17,739,919.48","-15,861,459.74","-13,698,273.66","-40,738,983.78","-29,186,736.39","-4,097,862.69","-2,966,583.79","-6,731,610.29","-11,617,545.10","-18,095,428.44","-6,166,642.27"
购买商品、接受劳务支付的现金,"390,077,496.96","441,068,490.12","572,633,466.62","178,872,638.09","330,945,941.82","607,679,402.61","811,013,071.05","277,440,918.62","493,740,896.16","792,641,951.80","921,842,770.35","272,688,160.09","467,591,688.08","692,722,277.84","867,983,084.13","226,162,115.75","429,637,668.92","665,873,887.20","770,783,200.72","265,751,540.85","495,066,403.23","725,780,902.69","872,624,228.20","286,396,921.57","528,196,387.13","849,862,672.67","1,113,720,332.83","380,704,414.04","643,594,504.86","1,004,723,139.90","1,346,122,427.48","388,192,698.96","767,234,289.93","1,146,070,793.87","1,482,985,816.61","346,389,777.04"
吸收投资收到的现金,,"38,760,000.00","32,634,000.00",,"447,036,800.00","447,036,800.00","447,036,800.00",,,"29,729,700.00","29,621,900.00","2,264,600.00","2,264,600.00","2,264,600.00","2,264,600.00",,,,,,"246,627,796.00","246,627,796.00","300,314,226.00",,,,"21,577,723.36",,,,"500,000.00",,,"640,050.98","640,050.98",
