科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"85,157,900.45","74,851,156.93","71,446,913.90","59,353,201.24","61,327,157.75","61,470,103.08","60,521,592.97","54,550,950.18","34,019,356.25","46,993,290.89","65,783,171.78","68,621,816.06","26,772,933.64","42,614,522.59","50,347,469.98","64,769,649.24","27,722,529.29","30,504,631.88","59,336,781.51","303,085,932.01","193,265,565.81","1,484,999,670.25","843,459,132.17","880,581,001.97","912,669,079.32","1,013,560,983.49","937,926,740.31","1,071,071,838.35","949,667,684.50","1,241,961,431.10","1,145,982,490.83","977,178,198.96","970,848,706.48","1,384,190,171.22","1,247,621,178.02","1,212,905,976.39","1,416,252,063.76","1,308,004,090.65","1,100,573,295.18","773,258,003.22","2,676,962,060.53","830,179,200.16","1,358,462,856.25","2,529,300,091.70","1,438,335,235.85","1,770,975,405.65","2,097,406,841.09","1,384,777,560.61","1,537,721,874.35"
短期借款,"92,000,000.00","102,000,000.00","107,000,000.00","121,559,676.10","151,788,518.00","180,059,000.00","176,959,000.00","148,000,000.00","133,000,000.00","155,000,000.00","175,000,000.00","180,511,000.00","182,511,000.00","178,000,000.00","145,000,000.00","143,000,000.00","105,000,000.00","60,000,000.00","90,000,000.00","90,000,000.00","120,000,000.00","170,000,000.00","175,000,000.00","155,000,000.00","105,000,000.00","270,140,702.76","255,140,702.76","267,280,427.39","360,773,553.45","358,447,191.13","254,586,638.11","172,000,000.00","204,000,000.00","254,000,000.00","304,000,000.00","304,000,000.00","587,000,000.00","587,000,000.00","425,000,000.00","250,000,000.00","887,000,000.00","245,000,000.00","369,000,000.00","728,326,403.46","882,854,671.35","1,023,372,563.67","925,860,004.61","675,202,954.49","814,978,616.80"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,"2,612,190.00","2,006,280.00",,,,,,,,,,"2,775,350.00",,,,"42,120.00",,,"8,313,720.00","2,390,675.00",,"4,756,905.00","1,111,420.00","4,881,351.94","32,498,003.59","12,097,341.62","374,548,961.49","402,567,997.71"
交易性金融负债,,,,,,,,,"10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"910,250.00",,,"601,529.64","2,735,105.28","2,212,596.96","5,387,027.27","1,049,335.65","5,926,192.39","4,637,956.01","12,921,669.49","17,920,263.44","7,217,279.97","1,512,616.15","343,650.00","2,970,200.00","6,272,928.13","22,066,505.00"
应收票据,"15,398,623.20","7,714,373.20","3,600,000.00","9,080,000.00","132,000.00","526,400.00","100,000.00",,,"1,722,000.00","5,600,000.00","2,561,000.00","2,998,250.00","698,000.00","7,100,000.00","55,162,430.55","29,495,000.00","5,844,968.60","2,658,000.00","2,622,000.00","2,264,400.00","636,238.00","50,000.00",,,,,"20,030,000.00",,"1,000,000.00",,,,,,,,,,,,,,"220,000.00","100,000.00","100,000.00",,,"96,000,000.00"
应付票据,"10,569,585.32","9,671,888.56","5,545,985.00","460,039.00","6,977,200.00","7,757,200.00","13,100,000.00","15,500,000.00","30,754,616.44","5,900,000.00","4,100,000.00",,,,,,,,,,,"6,000,000.00","25,991,000.00",,"20,020,000.00","239,883,143.99","118,719,745.66","244,640,981.06","114,868,544.31","209,566,306.30","147,214,676.30","2,000,000.00","80,295,000.00","436,033,792.27","78,323,679.64","7,328,679.64","119,992,860.00","90,169,100.00","192,113,757.53","71,951,357.53","61,553,045.53","178,665,861.23","169,930,000.00","139,600,000.00","439,320,189.70","519,714,595.53",,,
应收账款,"81,217,402.33","91,557,046.57","93,309,508.10","98,349,902.40","102,968,074.20","95,870,021.67","78,744,571.14","23,979,717.05","29,855,589.66","22,563,677.72","17,340,215.71","44,898,013.68","38,560,311.45","48,710,335.67","21,527,866.51","14,364,158.37","4,749,700.37","2,939,254.80","34,444,785.00","13,134,835.72","20,248,815.72","29,985,061.96","332,626,976.42","481,807,278.61","532,917,485.39","145,620,925.85","140,684,470.48","135,938,013.43","156,572,371.22","105,984,359.58","65,941,006.11","84,476,373.29","101,150,484.48","92,751,123.57","162,170,307.09","99,896,457.79","104,617,571.98","56,997,016.09","33,524,437.91","23,981,620.02","28,427,618.47","51,623,235.76","45,195,276.24","10,878,623.27","33,153,470.98","237,215,767.60","609,283,944.06","42,668,430.42","212,586,319.00"
应付账款,"28,474,414.12","30,296,763.76","26,717,478.12","26,390,584.55","30,260,049.35","29,244,255.52","46,502,923.73","27,340,011.64","5,311,770.08","35,831,393.07","43,889,806.02","49,584,941.87","42,000,692.88","39,927,381.32","7,515,707.17","7,799,737.04","4,770,524.48","3,380,341.77","21,886,185.15","2,049,873.21","2,527,243.21","3,839,162.03","119,258,213.33","421,639,301.01","572,504,190.75","291,545,963.89","298,468,920.20","71,500,886.42","86,373,139.96","113,479,625.34","127,356,303.79","78,729,209.49","87,496,481.57","91,892,368.00","239,297,600.59","323,615,332.72","168,771,605.14","273,635,976.05","278,234,557.74","230,998,514.18","213,667,420.80","242,076,167.77","201,057,733.68","202,562,237.10","119,789,921.62","239,178,594.34",,,
预付款项,"11,509,368.27","10,479,298.32","12,089,870.42","9,874,841.80","28,003,494.88","24,615,114.93","21,558,708.17","41,797,232.28","29,944,226.45","23,066,341.04","23,801,148.76","19,912,260.39","22,885,641.70","24,165,027.19","67,066,960.59","19,080,083.82","25,444,709.01","15,804,386.11","28,841,020.46","3,979,229.60","11,897,752.67","89,479,067.39","220,790,812.09","307,473,933.33","486,855,452.09","331,705,551.86","509,159,157.25","333,599,153.47","358,586,948.59","323,314,135.60","131,286,204.79","50,053,316.60","190,701,434.80","120,976,515.22","121,702,982.19","54,586,817.97","222,582,066.89","55,765,967.19","176,776,976.42","87,272,347.18","37,408,579.43","52,268,102.61","199,666,477.38","95,311,967.36","179,260,311.85","179,736,146.13","337,415,283.88","197,367,609.85","272,779,656.83"
预收款项,"12,803,823.64",,,"1,710,242.91",,"4,588,021.17","372,276.14","11,749,920.85",,"3,129,334.85","14,259,292.02","1,422,475.28","6,182,653.19","25,884,221.28","50,403,590.15","11,559,468.45","11,117,804.82","7,722,044.62","13,294,251.34","1,496,703.07","2,339,193.07","3,974,522.98","199,130,502.50","80,302,457.51","6,486,666.32","9,341,047.99","3,648,542.39","18,917,137.34","17,148,655.13","14,008,674.37","15,718,666.12","28,023,345.00","75,518,531.62","12,660,850.05","114,619,869.26","638,045.06","228,673,214.19","641,828.54","643,109.86","82,074,757.05","648,532.10","645,765.99","102,600,205.26","661,011.41","54,689,466.33","55,427,788.70","62,142,819.26","1,731,259.01","75,765,727.61"
