科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"81,852,082.46","138,707,769.73","69,043,565.85","115,497,052.91","167,727,770.02","51,963,657.94","108,988,123.59","175,114,241.49","232,665,629.01","65,995,270.97","132,247,348.41","205,752,841.83","280,461,446.81","75,502,072.10","157,300,621.58","235,559,520.02","321,924,228.88","84,013,080.83","175,264,479.99","267,287,565.41","353,903,048.15","96,127,160.86","195,087,311.22","326,673,764.03","424,873,613.79","107,630,909.53","206,891,354.08","349,293,855.23","576,645,695.84","213,555,535.76","370,725,328.52","583,327,361.94","863,762,723.74","208,771,507.05","393,421,023.65","574,940,800.09","805,796,103.18","210,268,622.13","408,722,554.17","657,854,488.32","903,468,832.41","194,301,495.74"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,"864,436.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"308,767,847.97",
收到的税费返还,,,,"66,648.58",,,,"1,241.84",,,,,,,,,,,,,,,"66,333.27","77,124.43","84,753.54","69,692.56","144,600.03","166,067.34","2,210,830.75","93,036.17","3,825,134.47","5,228,674.46","4,086,438.51","1,268,701.39","5,945,083.78","7,356,461.35","6,609,209.41","1,511,004.21","11,899,344.13","12,563,382.87","13,087,301.02","2,127,404.66"
支付其他与投资活动有关的现金,"4,869,495.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"3,810,102.61","8,545,001.02","5,946,021.04","6,929,744.12","9,355,338.35","547,708.80","2,977,569.65","6,078,185.78","11,667,449.42","291,604.26","7,148,691.37","8,400,271.79","8,011,615.56","2,821,197.30","4,606,465.45","7,351,359.14","16,027,908.29","4,677,743.62","7,267,448.60","9,282,618.11","13,721,929.44","2,783,736.51","2,069,962.21","4,864,670.24","34,221,110.26","171,989,714.04","37,577,278.30","42,728,429.56","59,377,033.95","65,645,702.49","48,273,314.93","76,707,598.02","60,944,324.96","120,126,916.90","25,289,370.03","104,297,668.36","89,580,481.55","15,275,855.40","28,054,949.85","54,949,381.56","140,104,105.55","37,567,902.93"
投资活动现金流出小计,"21,208,112.87","31,922,502.25","12,118,827.88","16,768,601.06","29,860,020.09","5,699,905.01","26,827,333.96","44,024,930.30","58,458,170.93","10,933,119.10","19,952,481.17","28,775,848.06","38,594,513.48","13,696,133.99","24,207,557.92","29,444,197.34","63,435,292.64","18,062,752.57","26,618,153.74","50,659,984.63","63,841,358.98","9,097,348.88","26,816,377.78","26,994,313.62","48,439,935.46","12,173,793.76","21,673,397.53","88,720,447.62","110,810,477.25","91,991,398.55","116,330,220.43","132,324,179.96","153,750,022.69","32,295,143.58","72,563,829.77","80,626,387.52","121,744,658.41","327,966,599.82","351,761,923.62","364,781,547.61","393,139,349.60","33,378,492.07"
经营活动现金流入小计,"85,662,185.07","147,252,770.75","74,989,586.89","122,493,445.61","177,083,108.37","52,511,366.74","111,965,693.24","181,193,669.11","244,333,078.43","66,286,875.23","139,396,039.78","214,153,113.62","288,473,062.37","78,323,269.40","161,907,087.03","242,910,879.16","337,952,137.17","88,690,824.45","182,531,928.59","276,570,183.52","367,624,977.59","98,910,897.37","197,223,606.70","331,615,558.70","459,179,477.59","279,690,316.13","244,613,232.41","392,188,352.13","638,233,560.54","279,294,274.42","422,823,777.92","665,263,634.42","928,793,487.21","330,167,125.34","424,655,477.46","686,594,929.80","901,985,794.14","227,055,481.74","448,676,848.15","725,367,252.75","1,056,660,238.98","233,996,803.33"
投资活动产生的现金流量净额,"-20,814,093.08","-31,159,369.50","-12,083,527.88","-16,733,301.06","-29,700,356.47","-5,699,905.01","-26,827,333.96","-44,022,910.30","-58,444,258.45","-10,676,316.26","-19,534,034.88","-25,873,046.09","-37,207,678.95","-13,696,133.99","-24,071,432.92","-29,308,072.34","-61,943,619.99","-18,062,752.57","-26,139,526.98","-50,095,484.32","-61,029,018.31","-9,097,348.88","-14,085,630.05","-13,389,387.43","-34,448,255.48","-12,024,279.36","-21,523,883.13","-55,792,531.34","-77,348,150.17","-91,914,798.55","-115,845,867.39","-131,467,014.56","-116,490,305.25","-32,263,393.58","-44,134,179.77","-48,967,455.69","-85,441,497.40","-327,234,122.15","-328,900,368.95","-341,169,215.22","-366,285,523.49","-33,365,432.07"
购买商品、接受劳务支付的现金,"28,038,349.18","51,863,930.54","34,917,743.26","44,060,526.17","61,446,370.44","29,781,440.02","48,968,717.03","86,392,593.81","117,731,503.05","29,637,722.14","64,312,443.40","87,962,328.21","125,877,953.18","33,037,988.08","69,190,904.79","116,596,149.73","141,733,731.81","40,400,991.72","76,552,568.25","118,311,566.84","150,663,490.69","42,398,011.51","94,195,920.00","143,475,845.39","201,002,657.73","46,944,535.64","103,336,877.73","193,212,556.72","367,889,230.77","147,887,066.93","224,785,175.80","321,066,811.65","432,399,194.78","122,694,056.47","213,938,802.45","316,963,097.70","450,987,956.60","104,406,481.36","223,921,255.38","342,344,973.86","463,583,773.47","125,869,212.65"
吸收投资收到的现金,"18,522,000.00","4,388,000.00","177,145.80","177,145.90","224,372,916.90",,"800,000.00","3,740,000.00","3,745,821.97",,,,"1,200,000.00","2,400,000.00","2,400,000.00","2,563,298.00","3,537,859.20",,,"2,400,000.00","2,400,000.00",,,,,,,"228,999,993.80","221,178,429.25","1,400,000.00","2,700,000.00","2,700,000.00","2,700,000.00",,,,,,,"490,000.00","490,000.00",
