科目,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
在建工程,,,,,,,,,,,,,,,,,,,,"20,538,462.93","27,625,591.93","31,342,071.67","44,020,867.97","99,534,081.67","142,695,629.62","168,773,078.17","196,280,658.17","240,736,919.65","258,063,267.85","261,373,221.75","276,235,699.75","285,779,102.36","299,907,905.04","305,019,267.17","316,417,229.29","340,110,741.83","359,207,414.93","369,766,158.67","380,305,433.85","393,096,465.98","439,614,000.82"
实收资本（或股本）,"1,903,854,562.00","1,903,854,562.00","1,903,854,562.00","1,903,854,562.00","1,903,854,562.00","1,903,854,562.00","2,322,554,562.00","2,322,554,562.00","2,322,554,562.00","2,322,554,562.00","2,322,554,562.00","2,322,554,562.00","2,322,554,562.00","2,322,554,562.00","2,322,554,562.00","2,322,554,562.00","2,322,554,562.00","2,322,554,562.00","2,322,554,562.00","2,322,554,562.00","2,822,554,562.00","2,822,554,562.00","2,822,554,562.00","2,822,554,562.00","2,822,554,562.00","2,822,554,562.00","5,645,109,124.00","5,645,109,124.00","5,645,109,124.00","5,645,109,124.00","5,645,109,124.00","5,645,109,124.00","5,645,109,124.00","5,645,109,124.00","5,645,109,124.00","5,645,109,124.00","5,645,109,124.00","5,645,109,124.00","5,645,109,124.00","5,645,109,124.00","5,645,109,124.00"
无形资产,"7,443,568.01","6,361,240.31","7,292,437.73","11,107,237.90","10,037,470.77","169,880,648.96","167,856,588.10","170,017,463.17","168,327,687.90","166,710,514.50","163,066,581.49","163,318,984.02","161,787,916.36","159,252,576.75","166,569,037.28","170,730,509.52","168,512,255.57","165,463,030.19","164,510,558.30","165,101,836.95","162,314,531.39","160,982,634.67","161,936,364.06","171,474,935.45","167,725,009.79","168,175,292.81","165,106,535.50","176,103,740.01","181,379,984.96","177,689,234.47","187,243,637.26","194,334,634.69","189,020,738.00","185,968,379.47","178,909,978.11","188,078,470.78","181,796,534.21","175,825,597.77","177,707,301.81","175,520,246.72","168,973,398.80"
资本公积,"1,452,710,176.36","1,556,429,056.74","1,683,590,168.79","1,717,694,596.32","1,805,698,795.63","1,493,451,280.56","7,038,098,208.98","6,939,329,397.31","6,954,504,523.43","6,940,800,428.76","6,810,020,798.03","6,730,102,458.69","6,742,020,976.46","6,887,136,505.36","6,860,877,987.00","6,893,114,334.37","6,899,673,607.87","6,892,435,370.58","6,909,652,841.19","6,909,476,027.24","10,653,502,058.13","10,839,770,689.83","10,912,539,786.36","10,674,622,520.06","10,680,040,234.03","10,674,622,520.06","7,846,723,560.03","7,852,067,958.06","7,745,194,791.63","7,852,067,958.06","7,852,067,958.06","7,852,067,958.06","7,852,067,958.06","7,852,067,958.06","7,852,067,958.06","7,767,343,370.78","7,767,343,370.78","7,767,343,370.78","7,767,343,370.78","7,768,259,719.03","7,768,259,719.03"
其中：交易席位费,"4,169,901.68","3,502,074.02","2,839,771.48","2,213,710.55","1,867,943.41","1,588,357.62","1,332,325.05",,"919,151.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减：库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盈余公积,"97,455,092.73","97,455,092.73","97,455,092.73","181,530,657.85","181,530,657.85","181,530,657.85","181,530,657.85","262,070,594.98","262,070,594.98","262,070,594.98","262,070,594.98","288,379,219.64","288,379,219.64","288,379,219.64","288,379,219.64","322,404,194.25","322,404,194.25","322,404,194.25","322,404,194.25","371,093,909.02","371,093,909.02","371,093,909.02","371,093,909.02","505,679,032.39","505,679,032.39","505,679,032.39","505,679,032.39","827,228,843.10","827,371,105.74","827,228,843.10","827,228,843.10","926,129,306.65","926,129,306.65","926,129,306.65","926,129,306.65","1,009,845,259.83","1,009,845,259.83","1,009,845,259.83","1,009,845,259.83","1,023,127,927.72","973,950,384.65"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一般风险准备,"117,930,197.06","117,930,197.06","117,930,197.06","286,081,327.30","286,081,327.30","286,081,327.30","286,081,327.30","447,161,201.56","447,161,201.56","447,161,201.56","447,161,201.56","499,778,450.88","499,778,450.88","499,778,450.88","499,778,450.88","567,828,400.10","567,828,400.10","567,828,400.10","567,828,400.10","665,207,829.64","665,207,829.64","665,207,829.64","665,207,829.64","934,378,076.38","934,378,076.38","934,378,076.38","934,378,076.38","1,577,477,697.80","1,577,477,697.80","1,577,477,697.80","1,577,477,697.80","1,775,278,624.90","1,775,278,624.90","1,775,278,624.90","1,775,278,624.90","1,942,710,531.26","1,942,710,531.26","1,942,710,531.26","1,942,710,531.26","1,969,275,867.04","1,870,920,780.90"
独立帐户资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"53,705,864.09","264,223,348.36","435,400,999.61","588,528,955.85","719,101,947.92","749,717,405.81","992,020,429.47","1,152,192,467.80","1,449,768,085.61","1,487,227,873.08","1,353,803,625.63","58,536,792.98","218,998,509.02","340,920,519.80","260,795,820.10","298,869,368.53","432,247,394.75","370,947,863.09","572,003,915.60","550,873,574.72","484,416,701.45","754,072,974.70","1,102,809,491.57","1,129,910,541.29","2,093,890,931.39","3,464,350,495.17","3,393,085,650.47","2,873,145,282.45","2,483,100,576.98","2,999,649,772.00","3,195,842,275.13","2,760,152,434.68","2,784,038,430.37","2,562,351,393.41","2,786,170,706.68","2,613,293,824.48","2,875,146,147.99","2,635,729,459.58","2,628,022,121.87","2,518,032,956.48","2,668,260,915.44"
递延所得税资产,"29,630,114.12","6,707,192.91","16,782,954.24","52,273,730.74","48,819,156.26","40,899,707.57","26,379,453.26","111,069,307.92","96,026,627.34","121,518,947.03","232,769,135.98","266,262,638.75","212,640,630.94","130,572,419.64","187,158,693.05","172,330,783.37","185,872,986.68","178,752,387.85","152,025,425.76","151,961,711.39","132,213,688.08","134,793,455.63","139,169,494.65","232,504,202.92","244,047,061.60","464,112,479.75","426,522,149.68","230,651,648.28","443,401,203.94","544,598,429.78","490,168,381.74","162,122,654.79","138,809,262.54","298,235,477.52","287,914,864.59","260,551,227.47","281,020,377.42","377,068,375.49","338,847,777.77","435,023,792.13","310,640,401.93"
少数股东权益,,,,,,,,,,,,,,,,,"74,522,290.74","97,706,833.08","98,507,177.66","104,439,237.91","137,108,505.45","218,783,664.87","932,415,580.34","469,509,288.66","574,242,410.39","606,611,331.59","542,444,245.22","572,403,097.84","614,080,730.47","617,888,068.74","608,269,548.36","666,511,828.41","672,522,774.12","678,276,278.98","676,534,228.96","664,833,654.69","603,203,898.26","522,923,986.63","483,730,610.12","381,556,704.87","451,749,163.73"
其他资产,"16,440,363.23","37,553,294.01","47,787,946.98","184,963,341.33","470,153,859.45","110,791,276.81","56,326,208.53","128,259,036.99","266,799,200.51","249,243,521.50","307,143,166.46","296,392,964.95","407,552,135.78","514,816,924.52","571,365,875.77","693,989,528.87","1,258,166,790.69","1,402,170,812.75","2,050,570,019.12","2,464,603,979.16","4,183,568,241.68","3,592,258,328.19","5,770,866,871.08","10,001,801,145.24","15,277,496,134.76","2,233,871,390.28","9,156,447,074.48","11,958,071,674.62","9,182,697,571.68","10,001,010,440.04","9,574,664,225.84","733,221,648.33","2,571,995,901.52","959,687,944.95","698,489,303.98","740,750,566.12","654,625,582.16","945,407,650.34","893,084,393.31","1,078,309,769.23","34,830,890,198.26"
外币报表折算差额,,,,,,,,,,,,,,,,,,,,,,"-2,794,000.00","-401,259.69",,,,"3,849,866.61",,"11,459,090.75",,,,,,,,,,,,
资产总计,"11,929,484,852.33","9,859,762,365.56","13,601,830,669.72","14,970,335,863.19","15,035,881,828.97","13,404,625,379.29","18,631,535,108.23","22,778,077,254.55","21,440,022,291.01","20,441,199,095.91","19,344,990,913.17","17,767,589,552.28","17,619,132,680.27","16,592,259,720.00","16,188,422,848.85","17,256,713,201.35","20,891,032,693.64","21,245,053,733.09","25,780,297,434.93","29,997,866,259.97","30,919,045,550.44","32,671,862,279.61","40,793,529,025.34","58,202,555,187.69","65,807,959,239.14","95,604,376,487.34","78,099,126,099.52","71,749,438,233.09","72,605,521,344.30","79,054,372,273.19","76,242,094,095.56","70,999,692,045.13","65,980,844,773.37","67,763,895,064.05","61,796,137,530.26","63,694,293,593.54","67,260,120,638.12","65,352,775,497.56","64,404,857,911.46","63,695,216,062.07","70,646,390,077.81"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,041,862,035.04","8,079,429,797.87","7,630,606,714.41","7,613,185,014.92","8,763,744,996.81","8,629,876,285.76","8,248,069,010.17","8,342,437,091.20","8,489,617,468.51","10,952,915,832.97"
向中央银行借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
所有者权益（或股东权益）合计,"3,625,655,892.24","3,939,892,256.89","4,238,231,020.19","4,677,690,099.32","4,896,267,290.70","4,614,635,233.52","10,820,285,185.60","11,123,308,223.65","11,436,058,967.58","11,459,814,660.38","11,195,610,782.20","9,899,351,484.19","10,071,731,718.00","10,338,769,257.68","10,232,386,039.62","10,404,770,859.25","10,619,230,449.71","10,573,877,223.10","10,792,951,090.80","10,923,645,140.53","15,133,883,565.69","15,668,689,630.06","16,806,219,899.24","17,219,996,379.75","18,208,042,333.10","19,237,524,276.80","18,345,851,224.78","19,590,139,143.63","18,684,409,982.55","19,222,270,424.75","19,587,814,842.05","19,667,783,971.12","19,792,590,063.21","19,693,433,152.20","20,079,953,186.39","20,048,661,553.52","19,980,328,039.62","19,510,088,868.05","19,501,619,004.71","18,976,965,157.95","19,576,387,152.35"
同业及其他金融机构存放款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债和所有者权益（或股东权益）总计,"11,929,484,852.33","9,859,762,365.56","13,601,830,669.72","14,970,335,863.19","15,035,881,828.97","13,404,625,379.29","18,631,535,108.23","22,778,077,254.55","21,440,022,291.01","20,441,199,095.91","19,344,990,913.17","17,767,589,552.28","17,619,132,680.27","16,592,259,720.00","16,188,422,848.85","17,256,713,201.35","20,891,032,693.64","21,245,053,733.09","25,780,297,434.93","29,997,866,259.97","30,919,045,550.44","32,671,862,279.61","40,793,529,025.34","58,202,555,187.69","65,807,959,239.14","95,604,376,487.34","78,099,126,099.52","71,749,438,233.09","72,605,521,344.30","79,054,372,273.19","76,242,094,095.56","70,999,692,045.13","65,980,844,773.37","67,763,895,064.05","61,796,137,530.26","63,694,293,593.54","67,260,120,638.12","65,352,775,497.56","64,404,857,911.46","63,695,216,062.07","70,646,390,077.81"
