科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应交税费,"16,680,207.93","-1,627,916.39","15,986,403.93","55,560,526.09","83,785,548.68","30,261,110.25","37,609,870.54","32,988,805.56","36,473,297.86","44,509,492.50","14,746,336.58","17,315,954.51","44,988,131.02","42,730,948.82","56,128,642.17","48,171,218.02","29,426,364.92"
应收利息,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,"91,738.90","148,063.88","199,511.24","1,831,909.69","6,057,090.05","19,000,127.38","30,561,771.30","44,381,371.81","6,420,039.05","20,066,902.93"
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,"99,120.00","10,210,552.20",,,"70,000,000.00","8,337,643.75","8,337,643.75","8,337,643.75","45,404,037.91","44,137,674.19","45,502,167.45","45,195,422.61","7,471,059.04","7,566,982.24"
存货,,,,,,,,,,,,,,,,,
其他应付款,"3,697,113.81","2,725,184.03","4,549,624.96","5,159,273.66","6,236,686.00","4,364,549.74","4,556,895.53","8,720,481.58","31,559,309.91","374,944,337.55","541,057,548.45","560,415,197.52","643,458,152.53","645,043,746.34","568,104,620.06","310,804,203.97","245,655,952.43"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,
其他流动资产,,,,"2,833,856.45",,"8,629,401.78","8,629,401.78","290,597,192.14","106,957,683.47","71,486,430.36","92,907,260.59","397,396,708.36","34,568,509.04","45,426,685.61","32,964,565.14","48,638,403.60","41,535,350.90"
其他流动负债,,,,,,,,,,,,,,,,,
流动资产合计,"575,251,018.52","704,781,719.90","1,076,099,467.47","1,134,956,016.55","1,222,858,963.02","1,128,628,284.91","2,466,654,278.53","1,900,150,569.28","1,730,299,726.91","1,859,802,376.27","1,852,940,265.91","2,493,890,822.92","1,430,424,972.43","2,061,774,142.98","2,297,202,529.58","2,083,179,866.93","2,230,225,982.03"
流动负债合计,"128,152,602.93","144,432,625.52","396,239,873.11","351,612,579.48","541,523,085.66","453,174,614.70","426,315,093.15","728,768,925.07","828,710,371.28","1,183,383,476.36","1,962,904,588.62","2,013,300,720.63","2,139,902,467.68","2,383,027,085.97","2,510,576,316.70","2,273,386,175.89","2,091,956,958.42"
可供出售金融资产,,,,,"83,259,378.09","160,580,373.69","186,353,811.93","487,162,370.43","580,764,245.30","1,128,458,691.17","1,616,031,461.92","1,945,961,908.38","2,050,855,971.07","1,855,783,846.56","1,917,188,855.24","1,871,296,367.36","1,864,925,978.07"
长期借款,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,"717,677,381.15","718,659,524.60","719,641,668.05","720,623,811.50","721,629,402.89","961,681,890.16"
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,"200,510,181.72","200,437,297.03"
长期股权投资,"6,085,726.87","6,085,726.87","11,954,633.37","59,878,538.09",,,"15,000,000.00",,"194,963,110.73","581,554,981.10","424,208,158.73","229,460,973.03","1,520,148,195.88","1,327,317,058.53","1,334,491,749.80","1,320,872,462.18","1,331,103,354.64"
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,
固定资产,"25,112,012.04","30,272,325.92","26,361,792.05","34,144,916.25","32,440,317.10","30,813,873.38","29,380,551.96","27,020,917.36","23,945,538.51","25,271,425.57","24,714,247.90","25,951,226.14","23,800,025.27","25,949,831.32","26,648,514.41","27,020,549.69","23,345,245.70"
递延所得税负债,,,,,,,,,,,,,,,,,
在建工程,,,,,,,,,,,,,,,,,
其他非流动负债,"332,788.90",,,"1,886,792.40","1,886,792.40",,,,"2,262,140.56",,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"332,788.90",,,"1,886,792.40","1,886,792.40","3,162,916.62","3,992,973.44","2,367,483.22","2,262,140.56","25,081,883.65","51,125,925.84","737,619,728.59","736,636,463.29","741,985,927.16","742,229,620.79","1,132,220,491.53","1,353,868,187.31"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"128,485,391.83","144,432,625.52","396,239,873.11","353,499,371.88","543,409,878.06","456,337,531.32","430,308,066.59","731,136,408.29","830,972,511.84","1,208,465,360.01","2,014,030,514.46","2,750,920,449.22","2,876,538,930.97","3,125,013,013.13","3,252,805,937.49","3,405,606,667.42","3,445,825,145.73"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"210,000,000.00","210,000,000.00","210,000,000.00","210,000,000.00","210,000,000.00","210,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","1,127,230,993.00","1,127,230,993.00","1,127,152,504.00","1,127,152,504.00","1,126,866,019.00","1,159,124,083.00","1,159,124,083.00","1,158,825,822.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"163,376,650.19","163,376,650.19","163,376,650.19","163,376,650.19","163,376,650.19","163,376,650.19","1,423,756,250.19","1,423,756,250.19","1,423,756,250.19","873,311,461.04","894,960,619.70","931,759,943.44","947,130,141.73","952,037,214.10","1,509,898,905.02","1,462,188,240.72","1,463,798,596.77"
无形资产,"8,590,735.25","6,624,791.14","10,449,662.08","17,272,442.17","15,840,687.21","15,100,545.15","15,550,795.60","14,363,674.22","13,859,680.61","12,470,725.18","12,951,500.93","11,911,528.93","11,194,188.42","36,346,699.61","39,167,319.00","229,501,899.43","211,542,211.76"
盈余公积,"20,763,576.03","45,829,201.53","51,346,339.40","51,346,339.40","51,346,339.40","70,747,271.94","70,747,271.94","70,747,271.94","70,747,271.94","78,717,825.46","78,717,825.46","78,717,825.46","78,717,825.46","90,763,500.15","90,763,500.15","90,763,500.15","90,763,500.15"
开发支出,"702,032.49","9,270,623.94","17,142,547.25","894,348.87","892,895.38","888,850.39","892,478.49",,,,,,,,,,
减:库存股,,,,,,,,,,"265,305,390.00","265,305,390.00","261,599,947.25","261,599,947.25","258,951,660.27","258,951,660.27","258,951,660.27","256,163,220.27"
商誉,,,,,,,,,,,"573,817,559.31","573,817,559.31","573,817,559.31","578,535,838.14","1,562,699,089.94","1,562,699,089.94","1,571,085,585.17"
未分配利润,"129,696,145.33","282,995,746.25","433,385,021.12","545,096,647.22","520,486,996.30","575,366,365.40","653,710,715.62","700,191,511.34","767,696,764.89","902,684,210.65","999,402,293.32","1,028,283,727.79","1,277,210,978.59","1,303,806,501.31","1,528,777,118.14","1,566,418,394.08","1,758,236,827.59"
长期待摊费用,"32,156,653.91","86,537,083.19","106,024,433.96","98,299,033.22","148,608,853.57","119,379,338.86","110,101,804.38","99,061,379.18","125,787,072.23","138,183,314.31","137,976,981.31","136,700,838.26","91,340,535.99","68,033,124.67","59,034,341.74","40,661,480.91","29,113,225.80"
少数股东权益,,,,,,,,,,,"19,238,664.95","12,327,691.27","12,894,120.51","29,009,574.98","168,450,007.74","44,034,442.64","81,203,157.90"
递延所得税资产,"1,166,988.81",,"1,640,121.88","3,669,779.48","3,624,152.50","614,302.26","614,302.26","577,821.44","826,426.17","785,068.72","798,166.46","2,449,805.54","2,495,722.62","4,637,897.84","3,717,697.47","4,084,972.21","4,820,446.01"
外币报表折算价差,"-3,256,595.49","-3,061,952.53","-4,675,225.76","25,796,065.94","18,905,382.92",,,,,,,,,,,,
其他非流动资产,,,,,,"12,237,527.35","12,237,527.35","646,254,489.40","645,244,258.20","141,957,731.60","185,224,100.43","153,296,550.18","264,320,132.39","347,672,041.34","147,204,531.00","263,515,012.56","401,651,298.37"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"73,814,149.37","138,790,551.06","173,573,190.59","214,159,058.08","284,666,283.85","339,614,811.08","370,131,271.97","1,274,440,652.03","1,585,390,331.75","2,028,681,937.65","2,975,722,176.99","3,079,550,389.77","4,537,972,330.95","4,244,276,338.01","5,090,152,098.60","5,319,651,834.28","5,437,587,345.52"
所有者权益(或股东权益)合计,"520,579,776.06","699,139,645.44","853,432,784.95","995,615,702.75","964,115,368.81","1,011,905,564.67","2,406,477,483.91","2,443,454,813.02","2,484,717,546.82","2,680,018,953.91","2,814,631,928.44","2,822,520,763.47","3,091,858,372.41","3,181,037,467.86","4,134,548,690.69","3,997,225,033.79","4,221,988,181.82"
资产总计,"649,065,167.89","843,572,270.96","1,249,672,658.06","1,349,115,074.63","1,507,525,246.87","1,468,243,095.99","2,836,785,550.50","3,174,591,221.31","3,315,690,058.66","3,888,484,313.92","4,828,662,442.90","5,573,441,212.69","5,968,397,303.38","6,306,050,480.99","7,387,354,628.18","7,402,831,701.21","7,667,813,327.55"
负债和所有者(或股东权益)合计,"649,065,167.89","843,572,270.96","1,249,672,658.06","1,349,115,074.63","1,507,525,246.87","1,468,243,095.99","2,836,785,550.50","3,174,591,221.31","3,315,690,058.66","3,888,484,313.92","4,828,662,442.90","5,573,441,212.69","5,968,397,303.38","6,306,050,480.99","7,387,354,628.18","7,402,831,701.21","7,667,813,327.55"
