科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"179,178,581.42","510,792,485.59","559,078,698.03","961,089,223.84","767,279,726.25","532,574,569.04","516,366,375.82","890,369,916.42","927,501,778.11","1,159,854,675.78","1,262,700,888.95","1,186,488,574.09","903,208,332.48","1,203,578,890.58","1,513,570,353.89","1,538,177,567.46","2,059,874,631.57","2,704,356,406.43","2,567,718,857.13","2,484,477,516.33","1,884,977,157.33","1,989,302,373.18","2,205,930,640.13","1,459,413,402.21","1,211,741,808.62","1,465,398,679.04","1,463,699,026.08","1,591,100,283.27","1,633,381,440.88","2,032,840,456.07","1,690,386,409.87"
短期借款,"453,572,241.22","537,745,290.00","1,437,146,168.54","1,739,570,042.81","1,805,515,261.01","1,668,871,558.16","1,729,498,790.15","2,430,551,575.01","2,490,473,270.58","2,656,370,700.56","2,985,020,093.66","2,849,221,644.64","2,602,135,990.61","2,553,795,522.91","3,609,654,013.24","3,880,681,424.24","4,813,616,360.07","4,607,451,448.52","4,778,919,967.62","4,420,573,790.11","4,113,546,831.53","3,657,035,943.25","3,494,074,065.49","3,013,731,765.67","2,790,896,570.49","3,022,452,743.02","3,945,865,416.38","4,290,976,214.56","4,121,399,884.58","3,441,731,520.66","3,226,710,931.72"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"33,275,329.63","166,921,192.45","466,366,705.71","483,195,433.57","563,024,703.05","550,858,402.78","561,550,495.79","599,068,479.40","269,764,406.29","304,866,962.45","294,842,204.08","236,604,284.16","310,961,193.46","266,234,638.43","148,420,386.19","96,337,505.39","138,089,249.59","128,477,593.83","84,371,183.69","111,271,015.67","183,446,276.14","266,924,186.42","134,840,750.46","82,373,947.19","97,862,960.05","64,884,248.49","115,012,286.47","55,643,571.23","87,909,459.17","95,247,434.04","240,576,189.11"
应付票据,"248,570,000.00","472,400,000.00","357,050,000.00","426,114,042.70","424,914,042.70","98,800,000.00","45,910,000.00","102,497,333.89","212,187,333.89","340,631,332.00","339,983,361.00","316,983,361.00","399,852,468.20","167,568,951.41","455,880,731.01","703,638,700.00","876,888,900.00","987,946,600.00","925,287,100.00","771,312,859.50","734,481,959.52","887,207,180.80","975,092,000.00","760,033,638.00","962,747,054.96","1,068,278,378.74","967,207,198.54","1,059,207,611.97","1,163,636,464.91","1,264,016,227.68","1,426,155,189.51"
应收账款,"164,641,160.10","226,078,903.23","217,136,984.87","439,713,505.35","530,111,714.43","461,122,011.89","605,856,594.44","596,555,441.83","712,157,602.85","693,340,949.38","960,244,018.09","1,021,946,176.10","1,114,580,753.68","1,041,174,141.69","1,421,556,363.05","1,563,580,493.15","1,885,482,463.20","1,595,604,711.58","1,499,305,723.38","1,523,635,491.42","1,599,470,098.32","1,176,641,637.61","1,329,188,555.11","1,368,108,196.28","1,758,774,043.70","1,515,354,365.81","1,566,844,538.41","1,693,994,702.56","1,835,583,175.60","1,527,950,939.05","1,478,649,972.09"
应付账款,"476,912,102.28","732,787,352.45","857,822,391.54","803,799,286.20","807,108,962.66","960,438,437.41","1,075,226,293.00","1,019,882,239.46","1,449,798,795.76","1,290,207,719.43","1,257,386,195.31","1,339,499,296.37","1,155,179,798.52","1,184,837,180.83","1,476,245,926.41","1,583,206,974.15","2,039,783,345.81","1,799,388,144.63","1,740,632,573.09","1,711,714,837.09","1,691,182,786.08","1,443,588,670.26","1,353,152,010.68","1,519,144,238.20","1,615,469,034.02","1,606,803,188.99","1,728,147,749.31","1,605,721,348.09","1,740,664,028.82","1,810,130,417.24","1,535,741,841.97"
预付款项,"207,223,589.21","133,741,302.56","211,353,383.50","338,569,247.72","439,463,007.11","233,466,178.82","395,795,782.15","464,869,489.95","516,094,398.32","511,031,809.09","530,640,672.18","579,717,781.22","807,250,077.31","498,673,409.03","697,262,693.69","434,488,801.04","509,048,721.91","442,074,533.92","458,099,087.68","314,838,638.92","510,700,334.85","275,813,832.12","380,801,934.73","285,977,048.10","349,314,133.92","283,079,059.94","446,216,424.32","286,595,821.52","323,833,723.15","310,479,873.44","542,205,536.45"
预收款项,"52,048,385.43","89,916,917.19","35,013,087.00","41,641,952.51","52,491,193.13","42,433,195.08","57,271,085.01","54,274,500.05","76,564,251.43","58,901,532.96","102,313,495.42","68,179,083.57","62,866,050.82","66,046,900.24","95,701,391.24","87,095,810.75","79,655,094.57","66,547,816.55","79,450,388.68","112,767,790.84","174,204,971.05","126,442,256.01","133,152,984.61","173,999,234.48","134,459,510.81","121,388,161.23","110,872,679.35","87,029,332.65","117,979,878.10","67,437,084.97","66,733,693.11"
