科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"1,353,222,567.31","1,367,036,057.86","1,298,024,894.22","573,234,391.72","939,733,114.91","1,379,919,064.49","376,035,805.92","705,237,991.17","1,127,930,482.55","1,626,607,732.03","449,377,772.42","819,614,528.08","1,264,167,945.93","1,895,918,683.03","640,600,420.75"
取得子公司及其他营业单位支付的现金净额,,"10,194,055.11",,,,,,,,,,,,"78,026,019.04",
收到的税费返还,"49,996.00","17,892.88","604,834.90","1,799,265.50","2,145,343.24","2,145,343.24",,"703,700.00","641,738.60",,,,,,
支付其他与投资活动有关的现金,"118,000,000.00","311,250,000.00","589,240,000.00","532,500,000.00","855,539,550.00","1,345,600,000.00","655,000,000.00","1,947,000,000.00","3,382,000,000.00","4,522,367,898.74","525,000,000.00","1,077,000,000.00","1,459,490,179.72","2,492,490,179.72","768,300,053.00"
收到其他与经营活动有关的现金,"52,410,646.28","38,276,596.42","76,514,736.43","9,227,535.87","15,901,596.32","34,245,322.00","5,356,273.23","13,455,616.29","27,519,828.24","49,922,037.04","4,698,316.39","16,902,198.97","26,393,475.08","45,601,122.82","18,706,866.67"
投资活动现金流出小计,"338,833,919.12","573,843,889.15","761,818,926.61","567,992,739.99","897,698,029.05","1,412,875,753.15","662,846,691.87","1,981,640,030.61","3,487,885,236.74","4,684,399,829.24","540,922,477.28","1,120,781,309.50","1,557,893,779.73","2,806,346,100.10","834,832,822.31"
经营活动现金流入小计,"1,405,683,209.59","1,405,330,547.16","1,375,144,465.55","584,261,193.09","957,780,054.47","1,416,309,729.73","381,392,079.15","719,397,307.46","1,156,092,049.39","1,676,529,769.07","454,076,088.81","836,516,727.05","1,290,561,421.01","1,941,519,805.85","659,307,287.42"
投资活动产生的现金流量净额,"-192,587,943.65","-177,941,697.44","-272,739,035.17","-11,329,404.24","-129,181,094.41","-186,820,525.29","-217,599,098.04","-835,677,477.08","-995,605,066.05","-1,048,255,352.43","-138,253,610.79","-86,689,132.20","-50,715,328.77","127,005,916.85","-381,651,763.32"
购买商品、接受劳务支付的现金,"425,358,003.74","483,672,910.67","437,362,967.17","172,567,239.80","267,927,431.65","388,532,576.00","93,562,685.16","247,031,562.48","412,269,999.75","591,281,199.77","191,444,839.69","392,369,482.51","602,095,715.49","954,919,778.95","296,963,179.37"
吸收投资收到的现金,,,,,,,"1,123,998,232.00","1,123,998,232.00","1,175,502,656.02","1,175,502,656.02",,,"500,000.00","9,500,000.00",
支付给职工以及为职工支付的现金,"250,137,649.65","272,188,368.14","309,599,650.21","163,259,480.11","255,478,286.40","325,972,295.42","97,604,213.27","189,037,974.01","280,402,904.81","384,909,610.05","117,567,483.66","226,272,499.45","329,793,224.78","444,983,912.71","130,119,871.22"
取得借款收到的现金,,"29,900,000.00","435,000,000.00","115,000,000.00","115,000,000.00","131,000,000.00",,,,,,,,,"261,000,000.00"
支付的各项税费,"182,901,168.73","199,700,919.72","211,114,528.77","113,624,025.75","153,177,557.58","194,912,966.46","81,903,327.61","121,704,772.05","158,476,705.54","175,052,778.02","86,134,317.83","149,270,006.54","183,317,262.79","189,296,090.50","71,390,363.85"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"189,694,092.78","236,365,644.09","152,220,991.32","80,172,379.31","111,360,102.53","167,411,956.98","51,211,070.96","86,346,264.16","140,874,643.12","207,862,647.61","63,735,385.61","111,979,041.51","163,719,020.58","257,224,882.07","97,506,158.72"
筹资活动现金流入小计,,"29,900,000.00","435,000,000.00","115,000,000.00","115,000,000.00","131,000,000.00","1,123,998,232.00","1,123,998,232.00","1,175,502,656.02","1,175,502,656.02",,,"500,000.00","9,500,000.00","261,000,000.00"
经营活动现金流出小计,"1,048,090,914.90","1,191,927,842.62","1,110,298,137.47","529,623,124.97","787,943,378.16","1,076,829,794.86","324,281,297.00","644,120,572.70","992,024,253.22","1,359,106,235.45","458,882,026.79","879,891,030.01","1,278,925,223.64","1,846,424,664.23","595,979,573.16"
偿还债务支付的现金,,"29,900,000.00","365,000,000.00","60,000,000.00","60,000,000.00","135,000,000.00","66,000,000.00","66,000,000.00","66,000,000.00","66,000,000.00",,,,"15,000,000.00","5,000,000.00"
经营活动产生的现金流量净额,"357,592,294.69","213,402,704.54","264,846,328.08","54,638,068.12","169,836,676.31","339,479,934.87","57,110,782.15","75,276,734.76","164,067,796.17","317,423,533.62","-4,805,937.98","-43,374,302.96","11,636,197.37","95,095,141.62","63,327,714.26"
