科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
分配股利、利润或偿还利息支付的现金,"61,590,000.00","114,437,631.58","122,239,160.47","81,306,399.99","81,306,399.99","83,641,817.91","17,658,616.44","122,145,091.56","123,250,578.79","131,900,338.79","56,012.60","133,003,558.93","133,761,560.13","146,091,635.25","406,778.63"
收回投资收到的现金,,,,"6,400,000.00","6,400,000.00","6,400,000.00",,,,,,,,"2,550,616.00",
支付其他与筹资活动有关的现金,,,,,,,"7,936,240.00","8,836,240.00","8,836,240.00","8,836,240.00",,"243,390.00","1,995,620.02","3,507,288.02","29,666,958.56"
取得投资收益收到的现金,"6,229,505.47","9,794,522.87","14,004,598.48","2,538,335.75","5,389,134.64","8,492,503.99","853,242.44","3,623,128.13","12,778,226.43","34,345,807.15","17,147,866.49","35,559,322.30","51,369,153.02","89,372,370.73","8,141,817.90"
筹资活动现金流出小计,"61,590,000.00","144,337,631.58","487,239,160.47","141,306,399.99","141,306,399.99","218,641,817.91","91,594,856.44","196,981,331.56","198,086,818.79","206,736,578.79","56,012.60","133,246,948.93","135,757,180.15","164,598,923.27","35,073,737.19"
处置固定资产、无形资产和其他长期资产收回的现金净额,"16,470.00","7,668.84","1,025,292.96","225,000.00","227,800.00","512,723.87","11,000.00","697,680.00","698,880.00","698,880.00","521,000.00","532,855.00","1,599,542.48","1,607,432.48","2,760.00"
筹资活动产生的现金流量净额,"-61,590,000.00","-114,437,631.58","-52,239,160.47","-26,306,399.99","-26,306,399.99","-87,641,817.91","1,032,403,375.56","927,016,900.44","977,415,837.23","968,766,077.23","-56,012.60","-133,246,948.93","-135,257,180.15","-155,098,923.27","225,926,262.81"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,"-40,428.55","249,499.89","98,503.69","291,340.45","454,564.75","-41,202.38","-181,888.63","-335,424.20","-450,017.34","-339,281.32","46,180.94","329,296.96","452,818.85","-735,345.45"
收到其他与投资活动有关的现金,"140,000,000.00","386,100,000.00","474,050,000.00","547,500,000.00","756,500,000.00","1,210,650,000.00","444,383,351.39","1,141,641,745.40","2,478,803,064.26","3,601,099,789.66","385,000,000.00","998,000,000.00","1,454,209,755.46","2,839,821,597.74","445,036,481.09"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"146,245,975.47","395,902,191.71","489,079,891.44","556,663,335.75","768,516,934.64","1,226,055,227.86","445,247,593.83","1,145,962,553.53","2,492,280,170.69","3,636,144,476.81","402,668,866.49","1,034,092,177.30","1,507,178,450.96","2,933,352,016.95","453,181,058.99"
五、现金及现金等价物净增加额,"103,414,351.04","-79,017,053.03","-59,882,367.67","17,100,767.58","14,640,522.36","65,472,156.42","871,873,857.29","166,434,269.49","145,543,143.15","237,484,241.08","-143,454,842.69","-263,264,203.15","-174,007,014.59","67,454,954.05","-93,133,131.70"
购建固定资产、无形资产和其他长期资产支付的现金,"220,833,919.12","252,399,834.04","172,578,926.61","35,492,739.99","42,158,479.05","67,275,753.15","7,846,691.87","24,840,030.61","41,885,236.74","63,031,930.50","15,922,477.28","43,781,309.50","60,241,131.01","78,957,152.34","9,305,392.31"
期初现金及现金等价物余额,"79,629,638.20","183,043,989.24","104,026,936.21","44,144,568.54","44,144,568.54","44,144,568.54","109,616,724.96","109,616,724.96","109,616,724.96","109,616,724.96","347,100,966.04","347,100,966.04","347,100,966.04","347,100,966.04","414,555,920.09"
投资支付的现金,,,,,,,,"9,800,000.00","64,000,000.00","99,000,000.00",,,"38,162,469.00","156,872,749.00","57,227,377.00"
期末现金及现金等价物余额,"183,043,989.24","104,026,936.21","44,144,568.54","61,245,336.12","58,785,090.90","109,616,724.96","981,490,582.25","276,050,994.45","255,159,868.11","347,100,966.04","203,646,123.35","83,836,762.89","173,093,951.45","414,555,920.09","321,422,788.39"
