科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"958,415,932.88","1,422,459,475.34","1,805,166,297.80","1,456,590,227.18","5,097,079,052.64","5,714,134,514.70","5,281,765,955.87","5,158,307,754.40","4,677,250,481.96","4,803,359,616.67","3,833,983,743.58","3,837,668,329.82","3,771,685,675.98","4,539,410,465.06","3,464,516,623.22","3,914,795,281.81","3,346,802,564.25","4,400,126,883.74","3,640,368,768.94","3,221,046,105.72","3,452,019,886.38","4,434,673,940.47","4,056,168,652.20","3,037,446,813.96","5,277,604,003.21","5,715,501,629.99","4,514,213,110.59","4,354,023,415.53","3,765,083,341.33","6,059,347,120.93","3,962,536,373.54","7,942,157,532.40","6,654,155,787.43","6,559,157,245.39","5,872,734,340.76","6,123,497,340.94","5,688,153,212.79","6,221,710,236.14","5,567,762,703.92"
短期借款,"287,515,967.71","236,349,169.00","251,740,000.00","302,800,000.00","254,800,000.00","239,100,000.00","198,800,000.00","275,800,000.00","352,422,253.33","318,095,741.57","332,495,741.57","453,713,748.46","773,717,770.41","752,956,979.50","804,833,992.52","963,195,499.47","1,172,830,482.85","1,104,104,503.76","1,185,017,296.08","1,196,400,000.00","1,641,400,000.00","2,084,863,926.93","2,010,063,522.48","1,898,072,972.16","783,623,466.07","462,428,614.96","485,314,080.24","524,263,540.00","493,466,984.87","381,591,582.28","411,691,626.72","393,971,251.89","365,902,089.14","258,837,945.41","271,837,945.41","306,174,776.78","661,016,408.63","717,788,338.29","673,672,144.76"
交易性金融资产,"101,192.90","61,195.60","97,593.92","80,450.76","80,450.76","96,672.72","80,450.76","91,302.85","91,302.85","78,016.72","78,016.72","82,465.40","82,465.40","84,787.11",,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"68,745,256.19","54,889,460.73","68,706,006.37","113,188,837.09","77,327,863.17","123,623,731.45","172,806,080.99","186,114,953.44","252,789,147.19","260,873,995.13","275,239,709.29","387,885,986.63","293,281,884.53","326,210,365.10","210,464,386.18","284,549,782.53","188,979,941.54","531,373,847.24","288,263,787.17","284,891,301.33","222,682,780.01","472,505,515.43","247,917,583.24","270,932,877.58","289,711,033.42","456,374,280.65","365,277,621.14","365,973,696.01","317,858,137.43","726,260,559.63","1,022,898,369.50","308,804,537.48","236,423,083.76","346,917,600.32","300,172,975.15","317,665,853.15","312,243,740.28","249,364,262.23","209,646,519.47"
应付票据,"112,915,863.17","105,018,084.07","102,619,142.35","83,269,296.38","77,441,487.64","85,388,000.00","59,897,600.00","50,218,036.70","141,092,929.93","97,856,676.97","165,770,000.00","254,539,724.40","292,730,454.03","231,822,925.11","246,495,059.68","350,887,020.46","329,683,690.18","668,506,942.82","640,454,305.08","429,196,696.72","426,480,914.94","478,255,623.08","512,085,906.00","503,022,985.70","532,254,582.31","659,127,888.39","662,102,706.42","510,959,747.09","508,004,050.00","575,521,082.93","775,283,685.12","393,532,522.03","443,630,415.22","522,283,719.41","659,235,930.93","630,757,963.51",,"625,179,533.21",
应收账款,"628,455,870.52","446,302,572.70","495,249,477.77","1,022,375,736.95","1,003,532,918.87","434,880,262.41","682,271,483.94","631,525,025.97","606,472,708.84","873,870,506.10","1,061,278,517.04","1,472,000,667.64","1,691,365,644.84","1,246,504,792.35","1,668,528,423.77","1,957,243,035.68","2,458,856,691.96","1,096,264,268.71","1,617,620,504.84","1,794,181,392.32","1,923,653,676.12","1,641,283,854.25","1,874,616,977.04","1,859,288,560.38","2,772,702,389.73","1,422,098,183.55","2,011,567,193.67","2,652,409,641.48","2,804,638,423.76","1,310,844,407.13","1,759,192,846.64","2,852,217,678.03","2,985,072,172.84","3,603,642,785.25","3,535,412,360.82","3,309,802,856.29","3,429,288,176.20","3,754,255,658.94","3,416,154,685.33"
应付账款,"1,448,819,900.51","1,488,589,093.81","1,366,711,557.79","1,773,314,229.25","1,693,475,889.81","1,326,931,105.47","1,132,836,590.53","1,358,626,110.56","1,221,598,541.87","1,844,219,551.25","1,933,070,024.16","2,387,234,749.45","1,867,841,144.74","1,970,494,783.67","1,928,780,997.61","2,235,818,360.43","2,321,740,595.09","1,773,789,383.36","1,749,604,870.70","1,745,770,844.43","1,908,083,190.02","2,067,757,817.19","1,796,529,317.36","1,727,445,016.19","2,395,214,932.17","2,348,361,476.08","2,400,278,568.43","2,586,658,354.25","2,176,952,872.94","2,471,414,506.93","2,226,269,889.82","2,339,211,458.36","2,061,697,556.00","3,000,802,757.09","3,325,452,605.64","2,500,621,812.95",,"3,004,716,481.70",
预付款项,"190,417,505.55","369,640,624.07","430,169,633.67","640,314,995.85","690,802,858.44","601,674,040.36","961,489,638.47","866,538,473.31","1,287,518,510.69","715,736,698.60","1,411,629,687.25","1,427,832,529.39","1,092,096,450.19","1,565,090,199.72","2,014,735,158.85","2,076,847,703.67","1,970,545,893.01","1,566,150,910.19","2,106,773,204.82","1,624,617,259.64","1,723,567,488.65","981,243,093.18","1,469,873,033.68","1,482,884,624.01","1,234,149,918.06","856,378,158.60","1,351,941,596.55","1,122,124,363.32","1,008,817,660.74","955,035,547.07","1,281,878,182.49","1,134,301,203.07","1,036,619,851.47","781,397,010.85","860,618,817.85","1,003,921,790.98","1,285,617,556.92","731,720,037.15","881,141,692.95"
预收款项,"667,976,647.21","1,285,396,779.19","1,197,233,925.47","1,186,751,061.60","849,969,365.56","1,182,276,882.13","809,107,752.82","908,930,912.20","915,870,316.41","790,032,187.15","815,123,694.60","1,039,716,996.07","934,978,054.50","986,018,780.93","742,812,211.08","1,080,606,257.00","722,693,413.96","848,533,101.76","742,877,474.95","820,930,739.74","719,780,122.61","705,438,320.60","1,186,723,946.60","835,642,785.52","868,786,106.80","752,702,242.00","719,797,100.73","654,714,215.82","696,481,051.60","855,669,495.53","746,286,492.91","510,886,849.42","619,128,315.08","443,196,757.88","435,147,870.76","469,049,828.29","390,722,803.67","663,118,079.35","615,877,042.73"
