科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"118,440,791.93","199,679,939.39","220,725,530.16","41,355,982.80","144,664,869.04","236,082,428.31","47,253,707.31","110,819,307.65","179,378,312.94","304,062,527.48","73,216,611.00","139,111,100.34","207,419,939.56","292,556,168.84","79,411,991.43","137,562,634.23","180,259,061.84","291,308,239.24","71,523,656.07","101,049,480.85","148,857,684.89","254,305,801.15","69,104,232.02","121,669,944.70","152,790,105.44","224,086,168.90","62,818,760.19","94,382,778.71","132,415,741.91","225,219,028.47","72,443,211.13","133,752,336.06","175,268,608.72","138,011,777.63","56,151,726.61"
二、营业利润,"36,323,116.73","54,496,805.80","74,857,655.98","10,756,030.63","54,239,450.87","64,801,502.52","12,031,022.11","41,049,415.48","64,828,542.51","92,817,862.82","19,525,828.58","56,579,164.05","92,727,873.61","92,162,629.77","22,656,468.03","58,417,655.53","85,162,653.36","72,773,999.11","22,523,969.94","38,735,873.34","57,006,391.01","69,803,893.14","40,398,987.03","47,681,844.23","41,354,757.73","37,091,823.33","9,921,993.99","6,806,732.02","12,679,371.85","27,411,093.79","12,867,725.14","14,511,408.91","-20,033,718.66","-162,555,116.98","-22,704,298.84"
减:营业成本,"60,475,760.63","116,181,495.70","108,160,390.60","21,832,172.72","65,037,702.43","122,335,125.35","27,799,385.57","56,120,089.61","77,540,634.86","166,405,402.63","43,341,966.91","59,614,669.39","76,831,063.21","135,642,728.66","41,637,615.22","43,281,567.87","57,052,035.41","138,956,170.14","36,706,938.53","44,668,485.24","60,509,381.97","133,345,808.95","26,108,964.57","53,153,150.76","66,723,526.40","114,925,369.02","35,501,548.35","68,115,044.10","93,790,658.32","133,671,468.17","31,037,107.20","68,627,061.53","107,958,028.74","71,142,359.07","23,916,287.89"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"973,303.81","1,075,981.31","1,904,968.67","238,106.71","695,980.99","1,737,917.80","259,042.56","1,097,522.79","1,295,315.59","1,960,404.41","222,846.48","628,118.49","852,091.43","1,892,072.96","235,851.65","450,659.01","529,431.24","1,100,958.19","29,944.12","244,822.93","428,875.71","792,277.96","116,321.76","236,213.46","286,768.35","991,181.42","-11,000.57","-5,266.91","21,100.09","510,165.79","38,447.42","407,174.81","479,494.01","679,099.50","152,228.48"
营业外收入,"2,403,111.79","1,986,476.25","2,881,563.03","8,903.26","230,601.84","6,026,508.78","2,830.00","1,846,638.34","1,864,783.63","6,128,027.64","286,441.00","318,893.00","634,603.28","4,208,352.21","232,464.33","377,735.31","470,528.04","3,198,557.79","193,875.37","274,445.58","597,664.76","624,342.60","229,324.40","1,094,711.96","1,270,693.85","1,945,836.60","129,977.12","973,986.74","1,459,894.23","1,830,669.43","62,141.10","358,925.68","840,806.68","27,390.00","57,798.29"
销售费用,"5,921,306.01","9,494,574.98","12,372,384.03","2,142,111.40","9,253,489.57","14,467,150.04","2,183,896.01","3,910,437.46","8,676,121.64","11,963,681.52","2,678,496.74","4,634,295.00","9,064,743.31","10,989,980.09","2,613,985.67","5,594,716.53","8,452,347.92","11,347,341.60","3,823,390.64","6,269,937.48","9,246,399.46","14,531,801.36","6,600,191.72","10,267,399.29","13,994,284.69","18,208,379.78","2,556,684.10","5,956,310.19","8,435,217.15","8,205,240.60","1,174,206.38","2,720,642.60","5,191,812.34","7,236,437.29","3,161,455.08"
减:营业外支出,"2,500.00","450,603.63","291,932.01","4,137.58","230,426.45","380,843.48","4,880.00","7,307.50","7,307.50","3,105,550.71","78,229.62","78,829.62","107,948.15","196,334.42","115,597.18","170,649.76","572,015.36","366,206.98",863.00,"224,094.19","316,221.92","332,712.26",955.26,"966,471.72","2,084,109.63","3,232,106.29","297,281.00","299,965.52","770,225.44","2,095,141.38","159,926.38","265,481.13","483,816.80","415,888.87","404,213.92"
管理费用,"11,299,413.68","14,830,880.40","20,818,298.36","4,867,226.84","14,052,495.41","21,818,450.69","9,561,726.71","16,708,603.66","37,688,377.21","34,757,849.77","10,915,398.94","23,725,105.36","35,956,498.13","57,206,816.42","17,130,147.79","36,841,099.90","43,972,007.45","66,799,136.98","17,358,951.89","30,972,457.44","47,112,221.08","66,615,608.94","17,919,425.51","34,973,376.11","61,547,419.06","83,597,477.44","18,152,257.96","36,543,358.58","54,132,807.05","85,227,126.00","16,964,819.92","34,626,387.36","51,852,642.45","74,684,649.37","16,497,312.52"
其中:非流动资产处置净损失,,"173,756.54","134,176.64",,,"98,361.81",,,,"23,200.00",,,,958.66,,,,"113,953.64",,,,"219,785.27",,"105,805.73",,"485,771.39",,"16,113.46",,"428,540.44",,"95,236.27",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
