科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"112,651,612.55","172,263,468.99","182,911,431.36","45,321,568.00","101,145,873.23","134,479,141.52","195,408,374.40","46,348,729.88","105,999,140.61","153,771,405.00","216,057,250.07","43,344,445.86","90,751,880.97","133,363,846.69","169,115,141.41","24,430,468.03","86,482,833.08","151,491,987.12","226,051,537.76","55,252,444.30","178,546,058.95","240,334,444.61","311,273,922.23","58,496,525.29","138,423,305.59","172,950,787.41","235,317,239.55","70,229,877.44","121,615,271.78","251,931,985.59","374,372,570.20","62,810,515.31","137,157,227.96","205,189,452.86"
二、营业利润,"25,055,654.39","35,317,501.08","35,723,710.67","8,150,298.53","18,294,833.91","25,585,845.96","30,663,615.33","8,499,299.87","12,419,161.56","17,507,740.01","26,194,635.50","7,703,695.04","9,143,608.57","7,630,477.99","4,664,638.49","-4,162,685.20","-14,498,196.92","-26,164,532.99","-43,957,687.31","-8,252,029.47","-7,216,324.80","-10,960,553.61","-16,985,596.64","-637,950.39","-5,647,082.01","-17,984,013.87","-61,100,536.63","707,049.27","6,081,217.41","8,633,675.11","23,654,075.92","344,962.06","3,618,529.50","3,753,432.37"
减:营业成本,"78,027,955.16","116,038,694.19","125,287,452.98","30,840,530.72","69,149,989.17","90,624,947.06","130,746,699.94","33,395,420.37","74,635,922.44","106,501,306.83","147,718,799.49","30,168,104.09","67,314,743.76","100,537,121.79","123,004,911.19","20,017,420.89","78,704,635.95","140,771,719.65","208,079,829.04","48,474,294.05","154,384,116.37","205,202,563.97","254,384,936.49","46,314,970.88","112,812,234.36","141,466,762.19","201,107,576.04","61,586,580.15","96,179,730.34","202,962,429.33","291,636,434.86","51,927,274.17","110,100,125.49","164,033,527.34"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"226,484.14","662,797.97","1,152,508.11","415,984.09","820,336.70","926,788.22","1,272,956.04","240,505.16","341,660.09","342,782.09","360,497.33","23,042.21","367,292.17","366,939.37","372,315.37",,"139,276.74","417,722.19","618,380.78","190,761.37","640,637.70","788,117.75","2,021,887.08","529,569.19","851,867.72","1,038,209.65","1,377,989.63","368,991.65","1,007,304.14","1,579,643.44","3,701,570.77","216,322.82","1,434,358.27","1,757,247.21"
营业外收入,"634,583.50","1,895,932.62","1,750,408.28","14,215.00","316,215.00","412,580.17","1,891,435.67","109,512.50","110,134.43","3,914,705.43","2,839,921.38","425,104.93","532,913.34","1,609,276.23","2,070,773.98","1,151,962.49","2,075,309.41","3,025,702.16","4,673,135.25","1,761,075.02","8,079,740.01","11,458,924.14","25,693,003.32","1,089,197.03","8,200,427.38","9,222,726.88","12,476,517.00","1,123,179.67","4,829,729.78","5,195,479.89","6,855,022.31","592,947.71","440,720.64","584,338.20"
销售费用,"1,883,595.59","4,028,007.79","4,458,856.83","2,628,744.34","3,709,416.13","4,435,916.14","7,475,205.63","1,191,951.49","3,808,684.87","6,410,242.71","8,865,695.01","1,028,351.58","2,804,801.05","5,555,687.18","9,214,469.97","1,462,480.79","3,192,877.16","6,479,411.80","10,305,259.74","3,359,121.53","6,105,929.47","11,024,103.33","18,376,188.98","3,548,010.40","8,779,795.38","13,909,678.53","21,836,397.33","1,452,345.03","4,335,528.74","6,641,650.46","14,505,489.10","3,649,874.24","5,086,788.20","8,464,200.84"
减:营业外支出,"23,626.11","1,668,556.37","694,461.86","13,100.00","25,453.32","40,027.24","197,443.92","21,538.92","29,932.78","30,105.01","85,339.89","2,000,000.00","2,020,000.00","2,022,621.45","2,091,275.71","194,007.76","408,007.76","556,707.76","191,040.81","1,500.00","60,557.07","304,747.57","317,028.27",325.00,"42,206.29","53,413.87","312,579.50","30,606.95","130,306.78","182,806.78","577,963.14",,"22,345.87","43,795.16"
管理费用,"4,370,987.95","13,184,421.94","13,050,475.57","3,105,822.63","6,981,265.15","10,436,920.79","22,628,553.47","3,852,062.27","14,470,178.14","26,057,514.09","35,445,210.10","4,761,691.94","11,416,680.00","18,851,133.84","30,150,661.32","6,680,089.84","16,581,146.63","25,884,269.71","38,145,559.84","10,166,427.03","20,691,210.26","28,418,142.29","41,848,196.66","7,614,388.74","16,716,241.64","27,109,032.93","45,350,088.56","5,767,023.94","13,983,170.98","30,570,475.60","43,846,809.01","7,023,065.54","16,507,994.32","26,609,627.73"
其中:非流动资产处置净损失,,"1,144,867.37",,,,,,,,,"38,323.62",,,"2,621.45","11,675.70","24,469.76","24,469.76","24,469.76","31,945.48",,"57,865.28","57,865.28","57,865.28",,,207.58,207.58,,246.74,246.74,246.74,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
