科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"24,776,353.51","53,955,679.25","47,804,419.68","42,142,156.54","359,213,168.77","299,471,939.22","315,255,954.96","288,123,715.22","256,417,253.92","227,118,064.36","237,458,099.71","205,382,867.08","222,462,672.39","213,747,372.14","197,810,117.87","167,629,687.03","186,690,053.96","220,235,351.00","168,784,997.75","188,349,986.00","245,600,928.19","204,760,405.39","227,200,748.63","242,927,087.21","221,356,955.24","201,667,084.62","187,073,111.89","221,600,781.60"
短期借款,"73,477,175.19","136,533,467.10","140,000,000.00","150,000,000.00","140,000,000.00","94,482,800.00","108,000,000.00","108,000,000.00","108,000,000.00","78,000,000.00","84,500,000.00","84,500,000.00","94,400,000.00","180,790,000.00","155,400,000.00","145,400,000.00","155,080,000.00","253,580,000.00","222,000,000.00","237,000,000.00","267,830,000.00","237,830,000.00","212,830,000.00","182,830,000.00","232,330,000.00","271,830,000.00","265,330,000.00","531,559,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"25,884,798.06","59,713,706.80","31,187,821.68","17,625,172.50","14,137,360.10","35,970,001.98","58,287,567.03","32,504,040.02","45,774,635.90","47,983,132.03","66,903,188.64","50,900,851.29","50,187,626.51","56,953,823.53","52,950,677.99","17,504,722.55","22,249,078.71","54,149,519.73","82,611,689.69","69,552,888.13","54,366,589.21","72,029,178.76","91,152,039.70","71,965,165.58","82,544,525.11","103,021,558.87","128,274,016.35","123,188,197.49"
应付票据,"10,000,000.00","2,500,000.00",,,"4,250,000.00","2,750,000.00",,,,,,,"11,503,245.99","34,937,478.20","30,421,478.00","6,400,000.00","9,800,000.00","8,980,741.75","3,680,741.75","1,000,000.00","24,232,750.00","56,002,750.00","74,271,859.89","64,750,072.91","104,563,887.79","155,169,754.11","95,085,497.77","122,084,723.41"
应收账款,"57,488,622.91","64,751,171.69","80,100,999.19","104,964,951.57","149,205,326.00","140,557,774.63","137,021,209.31","131,050,974.75","170,526,817.81","169,249,057.24","151,052,901.96","155,668,309.71","194,936,687.19","202,363,280.76","192,439,157.97","192,202,196.11","235,559,742.80","266,360,986.70","244,499,929.27","221,649,383.69","296,678,745.01","312,393,471.17","299,201,947.35","359,779,208.27","486,619,840.37","481,128,547.25","495,425,781.78","501,372,017.56"
应付账款,"29,292,172.27","48,939,297.29","41,098,213.38","20,271,525.20","64,762,293.24","57,741,366.45","52,351,746.96","49,244,045.10","66,762,394.03","70,690,816.70","66,719,752.77","53,969,483.00","70,143,968.85","85,767,346.86","77,016,985.25","77,554,718.96","86,791,182.89","122,425,902.87","127,543,423.08","112,207,407.10","145,235,143.97","141,150,299.74","131,101,752.38","159,115,618.82","211,643,696.36","208,905,010.33","221,992,905.27","189,103,483.78"
预付款项,"13,373,936.04","16,119,193.97","22,901,743.13","7,990,723.63","41,552,794.81","33,290,793.34","14,994,600.36","44,206,351.05","34,345,158.69","42,653,377.06","45,161,073.68","60,060,273.00","64,789,633.96","80,678,448.59","32,908,022.89","38,726,754.73","50,187,055.50","56,751,012.07","83,858,149.15","115,429,229.03","86,315,071.27","75,710,719.28","54,445,957.09","90,178,736.41","126,787,835.85","93,536,130.38","74,710,802.76","99,512,721.25"
预收款项,"7,455,648.60","10,951,483.88","8,242,532.82",,"9,693,161.51","12,605,386.98","8,020,145.01","11,189,998.40","14,217,639.71","16,572,082.40","6,783,613.91","9,917,618.46","11,752,582.27","12,182,117.52","12,206,181.93","16,825,371.56","22,907,648.53","15,628,682.66","24,143,804.41","27,253,014.66","43,712,600.30","38,390,080.99","28,349,549.64","39,553,764.72","40,799,521.36","34,265,428.49","20,619,852.21","23,754,352.91"
其他应收款,"4,598,066.68","59,248,670.14","13,749,741.59","5,644,344.39","5,321,577.95","2,844,534.08","2,992,317.73","3,191,197.01","3,105,992.39","4,097,543.29","2,858,544.34","2,955,777.46","3,322,301.51","5,974,844.10","4,351,071.61","4,898,757.47","4,728,262.50","13,377,260.25","8,962,636.87","11,085,326.91","15,640,263.96","15,326,889.40","8,931,731.49","10,037,107.77","15,475,560.27","20,006,714.14","20,228,114.64","151,131,738.69"
应付职工薪酬,"5,348,029.39","8,097,132.17","9,070,727.00","2,967,980.10","4,700,332.61","4,957,800.51","12,242,365.59","4,174,014.04","8,551,870.67","8,051,299.51","13,244,992.36","5,219,154.27","7,401,642.35","7,743,610.60","12,430,742.30","6,318,477.45","6,051,620.05","6,984,114.85","11,858,636.22","7,859,208.29","8,759,223.51","9,996,002.39","15,599,922.06","9,560,136.52","12,133,028.99","12,878,902.51","18,081,256.83","10,768,649.06"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,005,714.76","4,556,183.08","-902,383.89","1,966,123.10","4,802,029.16","5,339,073.91","7,769,123.20","4,205,254.79","8,763,391.50","5,564,617.12","5,830,934.72","1,142,661.84","4,849,181.78","440,603.65","11,196,569.47","6,626,765.12","9,460,420.30","14,182,199.51","27,502,870.29","12,097,122.25","21,191,075.03","25,880,030.98","36,785,694.06","15,256,284.42","22,576,788.37","24,447,255.55","29,278,724.38","20,410,601.11"
应收利息,,,,,,,"2,249,581.95","1,325,698.51","1,304,179.06",,"332,239.72",,,,"213,466.50","3,914.00",,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,"412,500.00",,,,,,,,"224,025.00","224,025.00","224,025.00",,"491,104.19","8,090,804.02"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,"1,293,600.00",,,,,,,,,"11,475,000.00",,,,"20,250.00",,,,"2,465,760.00","15,300.00",,,"218,828.00","218,828.00","164,455.50","164,902.50"
存货,"64,850,042.45","85,697,260.69","88,027,552.98","84,007,396.06","92,226,060.03","104,324,048.48","106,171,507.25","120,693,791.33","122,431,203.94","114,641,775.12","110,637,829.64","123,074,966.29","116,000,264.28","119,248,366.47","136,805,433.09","142,704,669.94","124,594,906.36","135,505,578.42","127,918,276.05","136,525,859.96","131,721,707.51","132,469,255.73","139,636,681.59","229,681,838.28","244,189,350.61","296,692,603.48","291,965,541.66","356,327,182.50"
其他应付款,"237,821.58","690,353.45","156,936.84","272,154.02","9,415,948.69","290,553.53","19,340,009.66","385,609.35","240,339.70","632,867.86","944,842.87","586,685.11","573,132.33","3,033,022.95","1,290,534.87","1,291,293.64","844,969.65","35,408,008.08","28,060,120.16","28,253,732.02","27,807,052.06","26,173,536.02","22,225,749.84","172,507,048.27","171,296,691.80","82,700,463.60","99,391,251.34","124,272,247.22"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"16,000,000.00",,,,,,"15,500,000.00",,"15,500,000.00",,,,,,,,,,"15,500,000.00","15,500,000.00","15,500,000.00",,,,,,,
其他流动资产,,,,,,"307,073.67",,,,,,,,,"14,955,037.27","17,235,895.53","11,235,278.68","10,142,071.42","27,461,235.91","17,669,727.02","20,963,363.28","31,477,587.47","69,936,725.51","32,369,881.12","40,564,389.02","55,232,017.58","58,396,669.47","48,730,495.64"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"190,971,819.65","339,485,682.54","283,772,278.25","262,374,744.69","661,656,287.66","616,766,165.40","636,972,738.59","621,095,767.89","633,905,241.71","605,742,949.10","614,403,877.69","598,043,044.83","651,699,185.84","678,966,135.59","632,432,985.19","580,906,597.36","635,244,378.51","756,521,779.59","744,096,914.69","760,262,400.74","851,286,668.43","844,167,507.20","890,505,831.36","1,036,939,024.64","1,217,538,456.47","1,251,284,656.32","1,256,074,038.55","1,501,863,134.73"
