科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
筹资活动现金流出小计,"42,735,128.74","2,859,571.26","35,000,000.00","6,754,033.90","7,147,663.97","49,625,057.37","45,314,951.78",,"30,505,053.17","30,505,053.17","30,505,053.17",,"35,834,282.10","35,834,282.10","37,372,764.76",,"39,376,942.92","39,376,942.92","39,376,942.92",,"5,524,884.00","5,524,884.00","5,610,000.00",,,"11,093,064.00","11,220,000.00",,,"4,621,973.42","17,610,000.00",,"28,652,396.57","28,652,255.36"
处置固定资产、无形资产和其他长期资产收回的现金净额,"11,260,436.86",,,,,,,,,,,,,,,,,,"372,264.54","45,908.00",,,"1,706,740.77","95,542.00","236,950.86","236,950.86","273,099.66",,,,,,"46,933.00","46,933.00"
筹资活动产生的现金流量净额,"9,243,434.46","-2,859,571.26","-35,000,000.00","688,420,466.10","688,026,836.03","645,549,442.63","649,859,548.22",,"-30,505,053.17","-30,505,053.17","-30,505,053.17",,"-35,834,282.10","-35,834,282.10","-37,372,764.76",,"-39,376,942.92","-39,376,942.92","-39,376,942.92",,"-5,524,884.00","-5,524,884.00","-5,610,000.00","4,500,000.00","4,500,000.00","-6,593,064.00","-6,720,000.00",,,"-4,621,973.42","-7,551,350.00","127,831,600.00","99,179,203.43","99,179,344.64"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,"-7,946.00","-30,015.51","-46,625.31",,"-5,961.41","-105,617.72","-112,071.01",,"22,543.96","22,543.96","-3,643.74","-6,678.71","-41,958.47","-50,953.87","-68,605.89","14,169.27","12,452.65","11,699.89","6,211.93","-17,472.10","-1,127.36","40,856.70","177,633.57","-9,617.94","56,162.58","-141,184.71","2,326,594.74","-202,482.17","-1,795,561.00","-3,390,515.82"
收到其他与投资活动有关的现金,,,,,,,,,,,,"1,184,119.78",,,"1,823,050.00",,,,,,,,"1,098,677.00",,,,,,,886.43,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"11,659,610.37",,,,"40,098,767.13","190,866,369.86","1,487,164.38","150,791,232.88","152,104,657.54","152,670,153.43","6,606,337.47","253,821,620.87","254,083,748.15","291,683,227.52","80,372,030.95","1,514,013.69","183,457,527.25","185,820,079.75","9,028,393.38","30,817,236.77","214,029,369.86","215,826,456.44","13,200,460.50","32,805,363.40","284,764,366.72","288,163,914.66","12,826,463.45","27,688,746.70","268,990,597.97","464,762,029.25","30,648,710.12","8,016,432.03","359,368,197.49","573,431,520.73"
五、现金及现金等价物净增加额,"21,210,737.92","83,419,289.70","-44,546,621.60","670,630,099.92","497,829,026.70","439,179,378.18","431,322,014.78","-33,048,977.43","-193,102,972.81","-253,842,544.25","-280,806,429.00","-576,101.54","8,793,552.07","27,424,542.67","-6,435,454.74","-39,242,236.72","-44,292,338.71","-62,596,353.87","-96,694,491.48","-6,253,178.01","-2,446,959.83","-67,707,091.52","-93,503,392.47","28,019,459.34","25,993,784.58","6,398,796.69","28,771,267.21","7,396,305.18","23,117,254.02","34,867,899.07","17,613,289.52","53,054,596.06","60,067,327.56","10,482,630.96"
购建固定资产、无形资产和其他长期资产支付的现金,"60,771,643.06","72,189,172.46","45,975,841.27","14,772,819.32","54,044,445.24","78,830,865.10","104,517,422.15","43,838,140.73","161,506,794.37","212,872,355.79","248,025,594.29","36,342,154.68","58,424,767.27","89,006,891.42","120,180,588.27","34,221,727.78","57,865,779.51","85,433,849.55","99,925,554.57","18,082,376.06","39,882,667.43","50,026,314.95","50,687,411.36","19,084,421.56","23,084,495.35","30,720,353.15","34,119,425.30","9,242,997.08","14,544,499.88","20,990,401.43","40,130,477.78","3,399,258.06","49,829,588.02","126,080,629.00"
期初现金及现金等价物余额,"16,659,783.35","37,870,521.27","121,289,810.97","76,743,189.37","76,743,189.37","76,743,189.37","76,743,189.37","508,065,204.15","508,065,204.15","508,065,204.15","508,065,204.15","227,258,775.15","227,258,775.15","227,258,775.15","227,258,775.15","220,823,320.41","220,823,320.41","220,823,320.41","220,823,320.41","124,128,828.93","124,128,828.93","124,128,828.93","124,128,828.93","30,625,436.46","30,625,436.46","30,625,436.46","30,625,436.46","59,396,703.67","59,396,703.67","59,396,703.67","59,396,703.67","77,009,993.19","89,009,993.19","89,009,993.19"
投资支付的现金,,,,,"190,000,000.00","340,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","194,000,000.00","100,000,000.00","250,000,000.00","200,000,000.00","200,000,000.00",,"15,000,000.00","140,000,000.00","160,000,000.00","30,000,000.00",,"170,000,000.00","228,000,000.00","69,000,000.01",,"263,000,000.00","273,000,000.00","13,999,999.99","10,000,200.00","291,513,913.56","478,050,231.61","52,214,394.22","51,695,809.23","424,450,712.00","617,445,719.14"
期末现金及现金等价物余额,"37,870,521.27","121,289,810.97","76,743,189.37","747,373,289.29","574,572,216.07","515,922,567.55","508,065,204.15","475,016,226.72","314,962,231.34","254,222,659.90","227,258,775.15","226,682,673.61","236,052,327.22","254,683,317.82","220,823,320.41","181,581,083.69","176,530,981.70","158,226,966.54","124,128,828.93","117,875,650.92","121,681,869.10","56,421,737.41","30,625,436.46","58,644,895.80","56,619,221.04","37,024,233.15","59,396,703.67","66,793,008.85","82,513,957.69","94,264,602.74","77,009,993.19","130,064,589.25","149,077,320.75","99,492,624.15"
