科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"164,810,351.11","770,046,932.40","570,325,803.68","630,439,550.69","498,595,514.57","697,740,424.03","524,650,370.67","653,539,154.71","1,154,649,031.69","1,399,741,786.04","2,192,373,188.05","2,431,874,068.56","1,638,910,037.55","1,367,912,634.47","1,649,833,693.55","1,063,013,390.91","1,150,733,328.30","749,790,247.44","1,010,802,438.37","714,968,652.42","637,614,650.67","433,897,486.40","612,520,239.10","444,318,263.75","575,149,994.23","535,628,064.04","1,234,217,826.08","897,062,630.40","1,133,593,105.92","1,118,042,870.13","514,869,608.69","677,797,741.41","463,106,436.65","402,888,870.72","461,412,328.85","1,132,057,603.25","421,497,996.30","653,936,851.14","894,387,509.68","2,892,957,553.35","1,494,434,672.87","2,774,860,379.37","2,893,056,844.64","3,673,575,636.97","5,300,866,066.33","4,601,391,860.98"
短期借款,"450,000,000.00","250,000,000.00","430,000,000.00","400,000,000.00","350,000,000.00","300,000,000.00","300,000,000.00","259,560,000.00","409,560,000.00","350,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","150,000,000.00","200,000,000.00","200,000,000.00","260,000,000.00","210,000,000.00","160,000,000.00","210,000,000.00","210,000,000.00","240,000,000.00","220,000,000.00","220,000,000.00","220,000,000.00","210,000,000.00","200,000,000.00","150,000,000.00","150,000,000.00","120,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","80,000,000.00",,,,,,,,,,
交易性金融资产,"12,750.00","2,174,632.00",,,,"8,330,500.14","7,869,527.80",,,"2,791,645.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,008,450.00","20,213,854.84","24,291.78","19,343.96","30,774.62"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,"680,000.00","700,000.00","2,600,000.00","300,000.00",,"1,550,000.00","6,432,005.77","18,800,000.00","15,379,200.00","10,727,513.91","34,375,685.83","15,862,667.04","40,000,000.00",,,,"9,565,600.00","1,000,000.00",,"700,000.00",,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,,,"673,448.95","2,701,688.53","4,445,215.53","2,745,627.93","2,805,141.52","7,891,013.20","6,287,882.41","7,617,140.69","3,262,111.19","9,942,705.82","4,400,599.30","14,445,182.02","3,023,393.60","4,857,994.76","14,096,566.40","18,285,074.54","16,084,854.99","3,544,431.79","726,716.75","1,010,223.92","1,364,954.43","1,292,863.08","904,763.69","1,134,483.79","1,736,191.16","530,070.82","1,758,682.76","2,275,283.88","2,789,258.41","1,024,967.39","3,484,308.62","3,209,773.91","4,293,414.66","1,793,143.15","3,422,305.63","3,839,409.34","30,118,684.97","384,732.64","748,573.63","73,181.73","119,381.59","1,037,665.62","2,504,535.00","2,617,719.36"
应付账款,"21,830,247.89","123,643,495.22","1,710,590.82","77,975,697.04","36,268,415.39","140,115,938.30","133,420,850.44","193,174,208.10","140,585,790.16","189,801,068.72","157,765,166.53","171,439,610.08","125,448,125.04","152,312,178.27","150,465,465.38","323,471,108.76","262,146,720.92","282,772,323.43","294,828,549.99","274,071,713.57","219,576,871.55","215,093,223.86","196,791,138.27","397,457,692.03","183,876,521.93","251,409,756.44","266,092,478.70","480,723,976.26","235,973,153.84","286,921,411.26","250,266,538.52","706,330,079.64","467,026,372.11","426,258,941.01","395,362,124.37","445,188,315.74","300,306,178.77","292,639,152.10","513,754,862.26","752,261,797.34","563,883,429.56","555,152,338.69","536,242,544.30","394,121,089.40","277,260,942.16","300,483,450.82"
预付款项,"1,148,371,443.50","1,068,725,081.83","810,093,931.62","900,000.00","1,050,000.00","650,000.00","26,888,279.02","43,360,296.93","39,407,340.53","41,038,850.89","38,816,157.79","125,518,807.44","185,171,346.62","185,531,671.63","194,790,073.77","259,177,627.92","282,655,754.86","588,158,509.43","42,838,319.49","409,381,095.64","405,293,833.77","418,682,627.64","512,737,685.98","12,052,290.18","12,300,148.50","61,244,360.39","4,123,425.42","9,202,800.16","30,163,092.51","9,781,227.61","39,727,558.74","2,165,494.71","11,812,644.49","16,420,223.52","16,813,098.84","642,733.04","2,382,256.15","2,285,533.89","607,148.05","564,104.20","843,664.26","659,317.58","1,177,025.97","16,316,056.17","32,934,302.56","34,753,349.15"
预收款项,"123,339,445.00","463,946,950.55","409,192,710.00","618,352,585.00","618,397,326.00","300,806,068.98","209,595,175.00","172,119,963.67","441,143,132.79","736,757,473.66","484,948,129.46","532,918,471.31","515,190,787.31","587,528,491.14","623,849,069.66","279,982,786.27","193,068,037.14","245,200,974.09","197,344,881.45","142,464,697.10","277,875,923.60","571,917,899.48","881,496,458.80","410,063,101.83","526,616,524.23","730,141,775.55","594,757,235.74","678,300,209.91","1,004,902,549.33","1,236,603,733.23","1,244,355,058.51","805,215,004.95","724,699,919.79","897,653,374.70","1,506,711,996.22","1,459,326,961.94","1,913,793,849.58","2,603,829,667.92","2,894,705,620.35","2,257,061,952.39","2,139,132,880.66","907,096,825.69","1,340,520,363.20","1,927,667,892.18","1,032,590,446.59","486,101,007.91"
