科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"168,310,556.65","202,446,877.59","94,116,134.33","159,019,625.21","205,956,324.80","32,160,543.59","109,843,835.01","185,467,162.25","305,476,545.46","82,958,243.91","198,005,619.22","318,249,552.92","477,212,855.95","108,162,308.94","222,546,865.13","399,400,241.62","606,097,650.34","151,204,216.58","405,853,230.84","701,415,142.71","1,039,066,507.32","199,498,326.19","503,392,796.75","901,263,952.85","1,208,923,955.19","290,857,202.47","633,824,412.62","970,438,163.76","1,348,932,918.09","385,605,521.08","821,281,179.05","1,448,098,537.81","2,339,712,007.50","569,994,096.04","1,343,990,645.85","1,986,957,139.71"
二、营业利润,"31,064,986.72","34,119,537.46","19,802,529.01","29,927,402.95","44,566,816.33","5,783,478.38","23,740,993.80","39,548,472.88","62,802,973.74","15,698,837.49","44,959,106.70","69,314,087.48","94,727,424.46","19,364,574.30","45,340,767.51","72,668,585.05","104,528,849.22","24,071,404.00","66,268,728.01","115,890,710.51","180,960,323.38","30,684,922.31","61,100,020.29","77,500,177.27","35,596,836.46","36,736,375.57","79,558,576.88","114,644,586.99","134,629,297.20","53,838,050.34","123,720,904.13","220,533,144.64","340,404,426.15","73,509,325.47","312,765,402.03","415,184,622.53"
减:营业成本,"123,059,601.43","152,277,248.04","65,229,739.90","115,657,192.38","138,826,825.35","21,099,033.78","76,461,872.45","130,476,148.64","214,746,742.06","60,230,294.51","134,998,033.81","219,957,862.99","330,285,994.74","77,349,063.82","151,043,910.97","289,395,429.72","429,116,306.87","106,924,170.14","289,962,581.00","501,729,052.16","740,889,423.47","141,575,081.20","370,534,133.16","676,882,380.94","895,017,249.28","201,579,921.25","443,629,978.58","686,198,654.43","972,127,062.12","263,663,663.98","568,191,407.28","1,004,804,725.45","1,656,609,468.10","405,434,748.57","947,090,303.07","1,365,095,226.34"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"355,301.20","252,472.34","345,605.66","345,605.66","650,094.47","87,212.98","164,679.01","164,679.01","877,787.17","203,710.24","537,282.20","1,367,013.92","2,378,496.39","215,833.43","2,748,196.54","3,992,600.19","5,623,848.42","856,998.92","2,746,893.50","3,946,363.53","7,589,136.52","2,814,169.66","4,676,994.41","6,580,104.49","9,677,228.32","2,633,426.17","6,093,445.10","9,015,945.44","12,375,233.66","2,682,027.21","4,123,667.47","7,075,336.85","14,332,330.03","4,723,279.38","9,355,800.43","12,603,953.90"
营业外收入,"30,000.00","2,340,000.00","245,000.00","1,576,566.00","2,553,413.00","505,000.00","632,055.00","1,305,711.00","4,376,385.00","65,234.00","267,075.00","575,650.62","9,746,522.58","1,503,036.95","6,542,097.04","7,135,931.08","31,650,667.05","2,017,455.98","2,017,455.98","8,314,455.55","6,400,834.50","1,527,406.89","3,931,031.02","6,081,215.48","69,256,998.87","938,632.85","2,827,635.61","9,871,092.04","91,844,041.09","2,298,517.84","3,989,689.55","5,231,010.18","20,103,186.05","2,785,269.59","907,685.38","1,338,837.01"
销售费用,"4,718,358.31","5,143,387.75","3,704,055.09","5,303,244.12","7,186,103.54","2,247,042.62","4,495,154.70","7,601,321.68","10,070,918.57","2,707,086.44","6,688,857.81","10,831,903.25","13,691,018.32","4,086,760.78","9,604,817.67","14,237,034.40","18,710,850.00","5,718,492.73","14,751,499.55","23,526,877.29","36,013,742.43","12,571,531.83","27,651,153.54","51,037,187.25","67,622,974.39","21,426,027.17","35,209,488.73","58,053,453.74","73,727,197.77","27,290,729.29","38,495,799.70","66,582,050.02","84,469,922.19","38,937,610.30","55,745,751.56","83,963,148.66"
减:营业外支出,"6,440.00",,,,,,,,"350,000.00",,,,"3,206,865.54",,"7,355,909.47","7,455,909.47","20,419,584.05",,"50,000.00","5,939,204.87","3,442,841.47","64,410.00","2,234.72","1,664,687.13","5,239,579.19","1,084,889.10","4,332,255.74","9,168,165.88","45,561,111.37","888,644.37","1,149,304.32","868,920.67","1,590,356.92","2,086,307.80","5,659,741.37","7,370,102.55"
管理费用,"4,993,353.96","6,766,181.57","4,029,136.49","6,182,442.13","10,835,590.93","3,777,059.11","6,520,517.20","9,940,159.71","15,054,975.36","4,671,565.42","11,095,011.28","17,465,368.22","31,949,137.56","7,588,248.56","14,855,456.40","20,422,969.03","46,370,764.34","13,341,040.39","31,296,623.06","55,356,801.35","68,630,858.37","11,865,030.62","40,862,351.68","81,554,241.90","127,538,750.03","26,244,026.94","63,935,746.77","99,189,043.81","144,287,980.37","33,335,155.31","80,409,374.18","116,428,653.17","204,975,976.84","45,586,608.63","109,287,902.63","200,135,805.75"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,"10,275,572.31",,,"5,889,204.87","3,262,841.47",,,"1,662,211.17","2,281,425.35","1,012,557.56","4,035,823.59","4,961,634.84","44,399,881.19","842,178.90","925,082.02","632,198.46","1,246,846.21","1,968,363.12","4,101,120.53","5,790,063.73"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"2,473,996.36","3,877,743.35","1,244,499.65","1,843,169.44","1,349,425.64","-833,283.28","-1,539,382.15","-2,263,619.67","-2,154,630.42","-553,250.19","-272,672.58","-686,682.94","-1,537,877.05","-442,171.95","-1,045,273.85","-1,315,366.66","-465,028.06","292,110.40","859,691.95","998,124.10","3,237,770.78","-12,409.43","-1,431,856.33","6,341,303.21","16,594,516.20","2,991,416.72","6,800,496.61","8,814,961.29","12,480,430.64","4,699,671.49","2,936,113.29","6,258,940.54","2,427,264.58","8,010,755.69","21,048,459.08","33,245,574.41"
三、利润总额,"31,088,546.72","36,459,537.46","20,047,529.01","31,503,968.95","47,120,229.33","6,288,478.38","24,373,048.80","40,854,183.88","66,829,358.74","15,764,071.49","45,226,181.70","69,889,738.10","101,267,081.50","20,867,611.25","44,526,955.08","72,348,606.66","115,759,932.22","26,088,859.98","68,236,183.99","118,265,961.19","183,918,316.41","32,147,919.20","65,028,816.59","81,916,705.62","99,614,256.14","36,590,119.32","78,053,956.75","115,347,513.15","180,912,226.92","55,247,923.81","126,561,289.36","224,895,234.15","358,917,255.28","74,208,287.26","308,013,346.04","409,153,356.99"
