科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"115,166,942.95","330,988,951.62","541,310,687.59","761,152,144.96","168,629,314.13","450,613,034.20","731,196,334.28","1,065,184,433.30","230,660,330.84","615,019,289.41","948,788,417.20","1,365,778,496.29","221,688,711.39","627,159,111.24","1,095,492,847.52","1,618,301,155.08","384,857,018.53","1,016,896,615.06","1,639,068,173.53","2,279,746,738.83","579,783,830.53","986,676,272.68","1,515,961,103.82","2,048,547,834.75","492,997,239.99","1,197,553,102.08","1,957,753,694.05","2,692,634,059.36","558,441,438.41","1,312,596,134.30","1,928,075,843.44","2,674,640,185.35","540,126,089.81","1,145,691,494.21","1,746,785,497.46","2,757,219,520.04","1,225,280,348.81","2,180,586,047.19","3,170,266,191.68","4,103,355,355.66","889,102,547.16","1,652,554,008.44","2,656,671,975.27","4,187,207,321.73"
取得子公司及其他营业单位支付的现金净额,,,,"15,773,189.42",,,,,,,,,,,,,,,,,,,,"134,917,985.84",,,,"8,182,923.70",,,,,,,,,,,,,,,,
收到的税费返还,,,"891,974.50","3,501,743.63",,"2,901,122.23","2,901,122.23","3,554,191.11",,"625,502.00","625,502.00","380,903.37",,"1,181,327.86","1,181,327.86","1,122,771.66",,,,,,,,"268,535.31",,,,"69,003.53",,"635,117.13","877,916.69","1,402,916.69","262,500.30","857,500.98","1,510,835.06","2,245,835.90","390,833.78","1,166,526.88","5,019,998.16","4,107,873.92","870,445.50","2,271,820.17","4,478,976.10","5,452,736.10"
支付其他与投资活动有关的现金,,,,,,,,"8,607,475.00",,,,,,,,"10,000,000.00",,"15,572,225.76","15,572,226.00","143,076,226.00",,,,,"26,000,000.00",,,,,,,"80,000,000.00","12,014,914.50","15,000,000.00","22,000,000.00","19,500,000.00","88,280.00",,"18,834,441.72",,,,,"12,366,095.39"
收到其他与经营活动有关的现金,"4,018,927.77","2,553,925.56","2,893,443.26","16,315,815.70","2,885,887.68","2,126,148.51","5,919,682.52","13,495,073.70","2,194,192.67","5,769,106.57","9,473,822.23","9,839,960.94","1,432,056.31","7,961,678.24","38,461,438.89","56,520,300.15","1,811,933.22","20,387,158.12","9,540,041.36","243,745,835.29","52,403,426.45","54,601,629.22","71,536,097.82","103,474,321.10","30,838,425.91","75,639,135.58","400,576,851.15","238,369,423.04","111,237,055.48","159,724,979.04","376,515,402.08","226,014,237.97","37,652,969.44","75,772,946.22","266,730,326.81","207,237,417.95","416,657,950.89","134,628,271.43","446,735,165.61","227,308,236.81","41,598,633.70","126,076,545.20","218,758,087.79","375,962,445.77"
投资活动现金流出小计,"11,007,261.67","64,120,433.81","76,372,409.38","104,845,648.64","5,357,242.38","11,990,336.90","27,018,668.31","67,189,595.92","18,949,719.26","52,953,825.59","59,566,427.73","93,379,801.31","32,598,657.91","69,085,679.10","123,333,730.88","153,883,679.48","27,482,374.36","54,052,472.93","93,804,406.91","262,796,279.37","21,350,693.00","45,916,504.18","78,555,600.90","370,532,098.73","59,370,321.54","214,833,884.58","265,850,361.13","265,989,559.64","60,669,185.13","148,966,453.77","210,537,966.93","241,612,365.00","33,587,006.19","70,016,943.15","117,609,498.34","157,202,081.91","30,398,667.03","37,353,314.94","87,481,245.06","112,115,289.40","26,848,078.67","122,257,071.24","127,539,039.07","154,127,782.55"
经营活动现金流入小计,"119,185,870.72","333,542,877.18","545,096,105.35","780,969,704.29","171,515,201.81","455,640,304.94","740,017,139.03","1,082,233,698.11","232,854,523.51","621,413,897.98","958,887,741.43","1,375,999,360.60","223,120,767.70","636,302,117.34","1,135,135,614.27","1,675,944,226.89","386,668,951.75","1,037,283,773.18","1,648,608,214.89","2,523,492,574.12","632,187,256.98","1,041,277,901.90","1,587,497,201.64","2,152,290,691.16","523,835,665.90","1,273,192,237.66","2,358,330,545.20","2,931,072,485.93","669,678,493.89","1,472,956,230.47","2,305,469,162.21","2,902,057,340.01","578,041,559.55","1,222,321,941.41","2,015,026,659.33","2,966,702,773.89","1,642,329,133.48","2,316,380,845.50","3,622,021,355.45","4,334,771,466.39","931,571,626.36","1,780,902,373.81","2,879,909,039.16","4,568,622,503.60"
投资活动产生的现金流量净额,"-10,492,046.00","-62,819,709.05","-75,178,681.41","-103,129,741.76","-4,385,929.86","-9,445,982.55","-23,752,665.62","-59,160,572.96","-17,641,597.52","-49,491,889.68","-55,641,172.60","-82,449,585.93","-32,159,011.96","-67,867,953.89","-122,012,005.67","-151,503,124.05","-24,705,542.72","-51,066,124.13","-91,172,502.11","-249,255,550.37","-19,843,452.78","-44,004,735.00","-76,620,055.72","-361,758,624.68","-58,918,789.07","-213,464,315.54","-259,899,481.60","-253,112,505.68","-60,064,707.72","-139,850,311.32","-209,406,420.84","2,919,915.02","-27,061,576.68","-66,000,485.79","-69,885,996.54","21,942,585.39","-2,211,351.64","-3,663,551.65","-32,348,876.77","174,757,680.23","-26,118,125.65","-121,453,143.41","-126,664,798.84","-151,750,394.41"
购买商品、接受劳务支付的现金,"80,344,497.62","185,328,983.49","323,145,663.81","457,769,195.08","119,492,964.56","323,263,056.59","509,225,287.46","689,767,006.18","127,631,711.51","355,799,836.65","551,366,500.82","756,889,219.02","191,925,144.72","439,255,160.93","768,840,906.13","1,107,018,894.99","268,605,659.11","826,926,822.91","1,306,167,420.41","1,757,797,637.72","437,495,750.37","846,419,558.08","1,369,782,545.97","1,708,464,015.37","543,078,053.26","993,099,405.90","1,616,849,829.55","2,255,471,264.01","556,493,254.93","1,309,498,994.49","1,884,741,916.63","2,244,697,694.98","554,403,689.15","864,353,992.21","1,295,648,068.46","1,663,180,174.99","654,738,828.98","1,248,010,374.75","1,779,592,778.82","2,105,190,398.31","613,744,680.88","1,127,634,903.00","1,825,233,878.48","2,552,488,491.69"
吸收投资收到的现金,"800,000.00","2,312,000.00","2,312,000.00","8,749,300.00","8,200,000.00","7,950,000.00","7,750,000.00","10,690,710.00","1,000,000.00","5,626,490.80","12,526,490.80","27,600,490.80","1,350,000.00","1,250,000.00","1,250,000.00","3,170,000.00","98,300.00","11,882,104.10","15,332,104.10","17,292,104.10",,"608,043,928.00","613,943,928.00","616,530,928.00","8,330,000.00","30,780,000.00","43,180,000.00","59,170,000.00","1,520,000.00","1,470,000.00","3,681,840.59","23,281,840.59","100,000.00","154,000.00","2,443,000.00","2,331,000.00",,,,,,,,
