科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"103,173,602.01","250,710,396.28","322,449,240.95","504,821,602.53","100,607,820.19","202,786,754.30","309,690,686.37","444,291,485.55","94,831,857.95","260,109,910.11","322,341,840.00","425,002,485.88","76,443,565.69","184,390,845.29","256,810,716.34","409,288,130.61","72,805,425.54","150,283,480.05","228,612,867.27","311,909,562.42","68,210,634.10","182,616,331.02","304,183,207.49","480,934,659.08","100,050,557.90","255,831,077.75","358,831,245.34","532,067,204.38","71,509,499.33","195,699,788.51","264,362,827.34","358,521,282.40","34,962,645.38","105,936,529.55","204,428,550.64","282,939,146.48","56,567,682.08","117,497,878.48","153,424,198.78","239,856,665.87","26,952,177.52","71,800,457.14","138,164,882.81","225,713,700.23"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,575.29","7,575.29",,,,,
收到的税费返还,,,"389,588.01","3,694,048.32",,,"9,850.00","5,742,208.67","140,640.53","143,127.10","143,754.90","4,937,009.48",,"1,172,993.59","2,169,025.91","2,177,420.52","260,441.36","1,012,880.71","1,892,159.87","2,767,133.37","748,937.32","787,723.47","787,723.47","825,698.76","87,214.42","97,238.03","464,236.81","549,104.05",,,"67,078.83","67,078.83",,,,,"52,024.81","52,024.81","75,143.53","76,337.61",,,,"462,457.65"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120,756.48",,,,,"7,575.29",,,,
收到其他与经营活动有关的现金,"99,360,052.84","181,786,433.84","208,882,982.93","218,912,649.22","7,690,191.26","24,698,490.70","62,583,979.35","120,591,475.40","40,192,693.45","101,311,212.11","110,013,604.46","236,068,979.41","31,667,654.32","82,637,840.52","93,281,025.99","161,650,438.74","28,842,757.76","93,299,699.85","115,588,947.07","206,820,815.05","20,323,260.07","81,270,416.33","119,971,901.99","245,636,574.55","25,799,722.69","31,761,551.20","96,192,558.38","196,568,283.31","67,917,740.18","75,978,805.04","115,437,223.34","119,300,620.55","14,131,241.47","41,847,036.78","57,670,154.05","164,060,512.40","6,070,666.81","47,770,549.03","63,936,436.94","96,136,532.06","5,600,030.97","35,780,951.24","32,949,596.64","34,127,723.17"
投资活动现金流出小计,"2,661,075.25","4,045,187.93","5,782,869.95","8,031,318.14","673,163.23","2,567,900.19","3,706,028.77","7,822,983.32","761,446.15","2,951,725.76","5,921,137.64","90,405,554.83","877,167.66","1,809,659.37","5,023,679.94","9,998,217.80","2,279,176.76","42,613,419.41","44,712,350.91","45,903,919.27","1,647,470.36","18,811,095.15","19,780,636.39","25,043,087.82","68,773,596.82","69,523,590.97","70,447,716.30","76,025,694.18","16,834,409.33","21,350,871.52","40,362,029.81","41,594,660.41","6,017,563.00","24,166,661.30","70,089,436.60","47,383,908.56","368,500.88","60,386,572.38","60,391,428.38","62,074,468.47","36,790,919.94","78,170,571.84","242,303,705.09","284,665,898.61"
经营活动现金流入小计,"202,533,654.85","432,496,830.12","531,721,811.89","727,428,300.07","108,298,011.45","227,485,245.00","372,284,515.72","570,625,169.62","135,165,191.93","361,564,249.32","432,499,199.36","666,008,474.77","108,111,220.01","268,201,679.40","352,260,768.24","573,115,989.87","101,908,624.66","244,596,060.61","346,093,974.21","521,497,510.84","89,282,831.49","264,674,470.82","424,942,832.95","727,396,932.39","125,937,495.01","287,689,866.98","455,488,040.53","729,184,591.74","139,427,239.51","271,678,593.55","379,867,129.51","477,888,981.78","49,093,886.85","147,783,566.33","262,098,704.69","446,999,658.88","62,690,373.70","165,320,452.32","217,435,779.25","336,069,535.54","32,552,208.49","107,581,408.38","171,114,479.45","260,303,881.05"
投资活动产生的现金流量净额,"-792,813.09","2,298,268.38","597,021.36","-35,736.83","-672,203.23","2,010,171.31","880,042.73","-2,641,445.62","-761,446.15","1,614,445.74","6,736,967.01","-77,531,140.01","1,422,832.34","41,552,585.63","42,901,036.56","83,454,909.89","-2,279,176.76","16,433,880.59","19,832,695.89","50,141,427.53","-1,647,470.36","-3,889,911.49","766,461.17","50,332,576.64","-50,770,212.51","-51,520,206.66","-41,959,366.19","-43,125,041.73","-11,765,025.42","-5,251,344.11","2,327,979.15","2,515,198.55","-1,996,772.32","-8,999,835.32","-19,602,057.32","3,429,465.54","-241,117.94","-60,120,589.44","-60,103,105.60","-59,361,369.62","-32,684,695.59","-32,768,393.24","-121,371,194.41","-81,974,363.83"
购买商品、接受劳务支付的现金,"58,490,179.66","154,338,654.13","194,158,156.98","366,620,416.34","94,631,231.55","162,961,647.91","280,522,179.94","377,005,230.70","55,274,890.99","154,555,437.56","196,091,764.77","350,604,484.67","84,343,502.83","170,298,384.13","275,008,837.41","423,494,257.84","88,731,143.40","175,891,667.45","274,765,748.49","392,301,713.83","78,253,847.77","173,424,431.21","232,420,965.75","344,667,173.84","39,237,922.06","150,785,380.44","165,625,936.33","246,772,061.77","44,658,251.73","84,074,662.28","124,099,875.87","141,161,942.96","22,682,268.92","45,840,871.64","64,359,376.12","115,982,016.71","12,436,011.37","103,307,570.31","120,045,287.76","69,402,329.05","12,823,557.05","28,347,983.03","42,312,006.74","86,805,632.25"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"7,691,798.13","14,089,663.85","20,295,182.19","26,976,763.56","9,645,175.57","15,853,905.14","22,931,819.47","30,334,651.02","9,842,791.18","16,241,623.32","22,438,271.92","28,700,876.70","8,477,288.98","15,173,422.29","21,870,708.16","29,038,010.53","9,302,713.38","18,099,315.74","27,073,857.70","37,642,402.98","11,393,747.75","19,928,563.35","28,655,571.81","38,729,467.32","10,996,112.36","19,863,356.40","28,204,502.15","35,946,508.38","10,900,755.14","17,854,102.76","24,733,687.25","39,473,770.99","8,060,001.23","16,155,442.35","23,804,897.79","32,050,965.83","9,741,338.58","15,515,764.16","21,397,206.89","27,637,422.17","7,520,524.62","14,017,726.82","19,538,960.71","31,324,454.13"
取得借款收到的现金,"15,000,000.00","127,400,000.00","159,400,000.00","231,400,000.00","50,400,000.00","78,900,000.00","149,300,000.00","293,395,332.66","20,400,000.00","65,400,000.00","75,400,000.00","287,920,000.00","140,400,000.00","217,400,000.00","246,000,000.00","296,400,000.00","38,400,000.00","78,400,000.00","186,400,000.00","230,400,000.00","27,400,000.00","101,400,000.00","131,400,000.00","374,200,000.00","13,000,000.00","33,000,000.00","109,000,000.00","169,000,000.00","117,800,000.00","182,800,000.00","192,800,000.00","219,800,000.00","40,000,000.00","70,000,000.00","80,000,000.00","220,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","210,000,000.00",,"7,000,000.00","7,000,000.00","7,000,000.00"
支付的各项税费,"13,164,942.54","22,172,184.59","26,483,522.32","36,510,595.05","12,419,501.17","23,096,984.53","33,821,629.36","42,591,598.15","5,168,913.18","16,574,103.24","22,369,946.56","28,759,861.08","11,778,715.93","19,223,349.51","25,585,067.57","32,028,968.43","5,998,849.00","12,125,851.12","16,236,871.02","21,282,640.94","5,173,857.15","18,566,020.16","30,337,212.45","46,502,961.77","17,417,816.59","29,318,552.02","38,595,903.23","49,522,699.35","23,893,714.27","35,976,883.31","42,177,728.57","45,752,402.94","10,112,745.37","18,676,870.88","31,456,054.48","40,934,200.08","21,744,709.63","28,701,618.85","33,548,802.61","40,626,345.07","11,685,708.54","19,698,435.56","26,323,916.13","51,956,242.23"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,"900,000.00",,,,,,,,,,,,,"139,087.22",,"434,115.41",,,,,,,,,,,,,
支付其他与经营活动有关的现金,"123,557,557.86","192,655,720.69","221,585,866.52","200,132,590.91","17,310,607.93","46,682,678.14","69,565,073.57","136,073,263.68","24,386,049.22","54,084,307.12","66,204,663.25","163,706,763.55","70,887,980.19","160,195,143.79","168,205,224.62","221,782,149.98","90,881,388.17","164,786,930.71","209,400,196.37","274,827,217.70","32,599,305.47","66,039,993.83","109,353,515.11","246,408,668.69","13,493,512.22","55,543,867.10","170,583,005.00","259,544,554.07","108,985,987.70","122,294,061.14","169,603,735.97","220,804,359.20","25,341,248.23","38,900,829.72","50,150,549.02","42,156,586.39","16,059,682.92","36,236,693.39","35,192,180.16","73,492,348.24","10,143,032.02","46,860,891.66","43,255,393.68","30,655,826.14"
