科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
盈余公积,"8,365,474.03","14,019,487.49","16,592,022.91","16,592,022.91","16,592,022.91","24,476,650.75","24,476,650.75","24,476,650.75","24,476,650.75","24,476,650.75","24,476,650.75","24,476,650.75","24,476,650.75","24,476,650.75","24,476,650.75","24,476,650.75","24,476,650.75","40,824,422.01","40,824,422.01","40,824,422.01","40,824,422.01","40,824,422.01","40,824,422.01"
开发支出,,,,,,"4,430,083.53","4,430,083.53","17,372,107.60","20,349,701.50",,,,,"7,812,774.32","9,718,499.49","16,118,290.25","21,674,860.92","15,786,408.27","20,319,920.16","21,292,142.86","22,505,528.51","4,007,575.21","4,059,019.02"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,"127,992,581.14","128,132,270.45","128,132,270.45","154,793,165.45","154,793,165.45","112,238,353.72","114,553,596.35","117,003,596.35","117,003,596.35","102,376,481.34","102,376,481.34","102,376,481.34","102,376,481.34","81,067,539.49","81,067,539.49"
未分配利润,"236,185,161.99","393,229,537.94","435,835,498.70","417,208,810.58","450,229,407.30","503,234,877.34","496,991,794.20","487,738,117.40","461,548,805.42","432,307,814.24","422,650,294.57","410,606,665.62","383,179,046.23","361,612,154.21","374,806,948.52","381,979,049.30","389,998,194.29","415,356,076.63","402,368,055.50","362,874,476.70","341,910,384.51","245,140,319.16","267,511,547.56"
长期待摊费用,"677,480.61","382,694.43","183,027.75","83,194.41","145,777.74",,,,,,,,,"14,096,735.60","12,152,730.63","15,160,022.18","15,976,944.25","17,388,054.53","17,599,769.04","17,146,633.73","17,128,748.79","18,839,411.91","17,952,235.84"
少数股东权益,,,,,,,,,"18,826,863.91","20,445,239.23","21,884,305.79","35,491,863.62","35,813,053.37","62,444,825.58","66,166,826.70","70,383,176.81","72,620,914.04","74,345,732.93","74,413,570.23","76,851,581.24","71,761,207.65","68,735,272.36","74,749,362.61"
递延所得税资产,"145,106.86","1,656,070.00","2,796,484.71","4,397,130.14","7,157,981.37","27,203,954.32","28,400,157.21","31,148,432.45","35,380,678.56","38,518,162.50","42,133,288.09","43,007,344.23","49,691,212.20","45,319,764.02","43,772,068.43","40,286,950.87","34,404,422.40","43,346,934.34","46,933,382.24","55,726,464.85","61,894,825.10","78,920,498.34","77,860,918.06"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,"3,332,516.00","2,995,592.97","6,002,989.44","5,481,927.40","5,449,172.90","3,736,655.90","35,985,810.65","39,653,544.54","42,783,267.12","41,277,845.49","5,737,520.82","11,338,784.10","33,273,642.99","32,102,726.99","33,994,285.90","31,060,708.60"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"61,854,086.92","88,974,662.40","127,228,292.33","130,723,130.90","137,914,333.57","174,792,246.90","181,513,724.05","273,459,552.99","397,446,726.89","464,207,205.19","469,662,460.99","521,476,798.31","571,254,245.38","604,736,174.25","634,064,765.04","636,522,957.19","649,794,099.30","670,099,190.32","682,192,640.10","716,262,601.79","727,713,133.71","748,422,516.87","738,431,256.08"
所有者权益(或股东权益)合计,"369,029,820.66","531,728,210.07","576,906,706.25","558,280,018.13","1,234,246,114.85","1,295,136,212.73","1,288,893,129.59","1,279,639,452.79","1,272,448,872.40","1,244,990,209.10","1,236,742,993.54","1,238,267,145.01","1,211,165,838.78","1,216,254,488.75","1,233,166,903.71","1,244,529,287.45","1,254,796,649.05","1,298,272,023.15","1,285,505,033.23","1,248,586,432.04","1,218,598,416.26","1,118,948,094.51","1,147,158,057.12"
资产总计,"483,941,243.39","664,976,516.22","741,475,468.94","684,452,046.78","1,439,109,492.55","1,503,605,828.23","1,473,887,920.97","1,558,789,435.70","1,641,164,601.62","1,620,747,282.22","1,700,991,471.95","1,681,817,142.25","1,667,871,559.57","1,641,083,535.58","1,651,101,463.89","1,548,505,853.35","1,512,807,549.30","1,601,853,104.55","1,568,122,616.15","1,469,518,456.46","1,443,133,813.46","1,400,525,683.44","1,457,159,768.81"
负债和所有者(或股东权益)合计,"483,941,243.39","664,976,516.22","741,475,468.94","684,452,046.78","1,439,109,492.55","1,503,605,828.23","1,473,887,920.97","1,558,789,435.70","1,641,164,601.62","1,620,747,282.22","1,700,991,471.95","1,681,817,142.25","1,667,871,559.57","1,641,083,535.58","1,651,101,463.89","1,548,505,853.35","1,512,807,549.30","1,601,853,104.55","1,568,122,616.15","1,469,518,456.46","1,443,133,813.46","1,400,525,683.44","1,457,159,768.81"
