科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"275,916,806.05","340,869,666.76","340,519,562.07","103,893,800.66","179,199,184.65","288,330,678.31","357,519,266.81","137,071,474.96","208,082,372.85","253,575,953.16","337,946,719.33","99,595,402.17","263,459,860.27","318,272,662.51","449,194,983.41","125,756,088.84","197,058,072.77"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,
收到的税费返还,"17,035,946.00","21,959,719.29","22,270,667.42","4,585,488.74","19,906,685.75","25,999,835.95","27,787,940.98","10,258,089.85","21,635,290.70","25,871,071.60","29,161,707.34","8,467,238.63","18,693,966.84","21,842,925.88","25,460,886.07","13,818,568.81","24,253,304.59"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"2,918,502.50","8,914,396.43","15,211,319.26","9,540,742.35","5,764,011.09","10,416,225.54","7,310,221.24","13,765,372.09","8,836,349.04","16,226,848.18","10,088,256.35","2,666,984.89","13,170,545.22","17,298,058.96","11,087,110.23","223,693,248.55","2,797,399.33"
投资活动现金流出小计,"21,567,734.78","13,558,984.41","3,628,887.43","1,228,517.18","1,710,596.22","3,520,399.16","3,674,439.51","1,178,044.64","2,178,497.87","3,527,713.30","19,060,663.20","7,526,672.50","15,298,356.00","16,509,764.54","41,141,369.31","470,864,097.80","511,382,537.32"
经营活动现金流入小计,"295,871,254.55","371,743,782.48","378,001,548.75","118,020,031.75","204,869,881.49","324,746,739.80","392,617,429.03","161,094,936.90","238,554,012.59","295,673,872.94","377,196,683.02","110,729,625.69","295,324,372.33","357,413,647.35","485,742,979.71","363,267,906.20","224,108,776.69"
投资活动产生的现金流量净额,"-21,564,884.78","-13,538,856.21","-1,959,996.94","-1,228,517.18","-1,710,596.22","-3,508,126.66","-3,669,689.51","-1,178,044.64","-2,136,497.87","-2,968,492.50","-15,738,755.40","-7,333,069.36","-14,975,684.10","-16,103,092.64","-22,026,832.66","-470,853,905.80","-510,850,482.32"
购买商品、接受劳务支付的现金,"204,317,929.22","287,693,424.17","245,756,709.46","112,585,105.82","123,641,653.77","209,779,083.91","280,937,428.68","130,252,858.35","158,322,055.12","203,932,255.29","255,295,854.41","124,553,611.90","192,604,028.29","240,046,975.40","301,912,343.86","121,724,231.71","163,517,389.80"
吸收投资收到的现金,"56,000,000.00","1,200,000.00",,,"161,845,000.00","161,845,000.00","161,845,000.00",,,"980,000.00","980,000.00",,,,,"24,500,000.00","24,500,000.00"
