科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"24,960,889.54","32,939,158.84","38,761,052.82","9,816,573.84","19,186,762.11","23,499,608.78","38,709,538.68","9,396,587.44","20,088,344.70","23,130,536.05","40,938,575.41","8,575,396.97","18,809,056.02","27,502,754.05","41,506,445.55","9,483,650.15","20,004,523.23"
取得借款收到的现金,"95,000,000.00","131,000,000.00","161,000,000.00","71,000,000.00","90,000,000.00","135,000,000.00","155,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","35,000,000.00","50,000,000.00","70,000,000.00","120,000,000.00","150,000,000.00","60,000,000.00","117,043,074.46"
支付的各项税费,"17,507,735.19","17,673,729.76","25,933,273.54","8,175,396.31","15,747,895.13","18,113,644.32","21,015,636.29","6,933,036.20","11,864,693.45","12,131,460.84","16,999,355.10","4,858,347.84","9,938,593.67","12,413,375.39","11,972,897.60","4,874,024.09","8,927,231.89"
收到其他与筹资活动有关的现金,,,,,,,,,,"214,213.10",,,,"102,810.06","190,000.00",,"255,350,000.00"
支付其他与经营活动有关的现金,"26,714,815.82","29,737,834.91","46,325,208.88","7,021,851.61","24,209,699.70","48,115,514.13","41,798,020.04","2,704,425.13","28,332,824.79","45,140,594.16","45,104,647.52","14,329,710.24","30,471,064.13","47,230,835.37","49,297,786.48","16,851,151.41","31,051,420.61"
筹资活动现金流入小计,"151,000,000.00","132,200,000.00","161,000,000.00","71,000,000.00","251,845,000.00","296,845,000.00","316,845,000.00","75,000,000.00","75,000,000.00","76,194,213.10","35,980,000.00","50,000,000.00","70,000,000.00","120,102,810.06","150,190,000.00","84,500,000.00","396,893,074.46"
经营活动现金流出小计,"273,501,369.77","368,044,147.68","356,776,244.70","137,598,927.58","182,786,010.71","299,507,851.14","382,460,623.69","149,286,907.12","218,607,918.06","284,334,846.34","358,338,432.44","152,317,066.95","251,822,742.11","327,193,940.21","404,689,473.49","152,933,057.36","223,500,565.53"
偿还债务支付的现金,"132,000,000.00","95,000,000.00","158,000,000.00","41,000,000.00","65,000,000.00","162,000,000.00","197,000,000.00","45,000,000.00","120,000,000.00","130,000,000.00","90,000,000.00",,"40,000,000.00","40,000,000.00","90,000,000.00","10,000,000.00","70,000,000.00"
经营活动产生的现金流量净额,"22,369,884.78","3,699,634.80","21,225,304.05","-19,578,895.83","22,083,870.78","25,238,888.66","10,156,805.34","11,808,029.78","19,946,094.53","11,339,026.60","18,858,250.58","-41,587,441.26","43,501,630.22","30,219,707.14","81,053,506.22","210,334,848.84","608,211.16"
分配股利、利润或偿还利息支付的现金,"4,712,728.24","19,080,231.97","20,206,898.96","11,768,363.90","17,435,283.32","18,925,006.94","21,834,093.59","579,175.00","752,691.66","7,799,914.09","9,123,121.54","265,833.33","6,252,610.00","6,572,818.34","7,019,661.11","920,110.00","3,339,853.60"
收回投资收到的现金,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,"648,239.99","21,551,966.82","6,483,581.22",,,"37,216.67",,"93,938.89",,"116,788.89",,,"26,850,000.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,"4,536.65",,
筹资活动现金流出小计,"136,712,728.24","114,080,231.97","178,206,898.96","52,768,363.90","83,083,523.31","202,476,973.76","225,317,674.81","45,579,175.00","120,752,691.66","137,837,130.76","99,123,121.54","359,772.22","46,252,610.00","46,689,607.23","97,019,661.11","10,920,110.00","100,189,853.60"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,850.00","20,128.20","1,668,890.49",,,"12,272.50","4,750.00",,"42,000.00","559,220.80","3,321,907.80","193,603.14","322,671.90","406,671.90","19,110,000.00","10,192.00","532,055.00"
筹资活动产生的现金流量净额,"14,287,271.76","18,119,768.03","-17,206,898.96","18,231,636.10","168,761,476.69","94,368,026.24","91,527,325.19","29,420,825.00","-45,752,691.66","-61,642,917.66","-63,143,121.54","49,640,227.78","23,747,390.00","73,413,202.83","53,170,338.89","73,579,890.00","296,703,220.86"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-29,341.88","-206,995.35","22,365.80","1,700,512.30","2,241,924.74","3,138,926.13","3,351,639.82","-21,969.89","536,267.69","628,193.85","1,251,717.75","-34,400.11","-377,035.07","-969,111.00","-1,816,788.66","-3,141,812.92","-2,441,009.00"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,850.00","20,128.20","1,668,890.49",,,"12,272.50","4,750.00",,"42,000.00","559,220.80","3,321,907.80","193,603.14","322,671.90","406,671.90","19,114,536.65","10,192.00","532,055.00"
五、现金及现金等价物净增加额,"15,062,929.88","8,073,551.27","2,080,773.95","-875,264.61","191,376,675.99","119,237,714.37","101,366,080.84","40,028,840.25","-27,406,827.31","-52,644,189.71","-58,771,908.61","685,317.05","51,896,301.05","86,560,706.33","110,380,223.79","-190,080,979.88","-215,980,059.30"
购建固定资产、无形资产和其他长期资产支付的现金,"20,814,462.78","13,558,984.41","3,628,887.43","1,228,517.18","1,710,596.22","3,520,399.16","3,674,439.51","1,178,044.64","2,178,497.87","3,527,713.30","19,060,663.20","3,332,672.50","10,504,356.00","11,715,764.54","30,191,369.31","2,114,097.80","10,632,537.32"
期初现金及现金等价物余额,"48,300,202.98","63,363,132.86","71,436,684.13","73,517,458.08","75,657,324.80","75,657,324.80","73,517,458.08","174,883,538.92","174,883,538.92","174,883,538.92","174,883,538.92","118,396,057.43","118,121,057.43","118,396,057.43","116,111,630.31","226,491,854.10","226,491,854.10"
投资支付的现金,"753,272.00",,,,,,,,,,,"4,194,000.00","4,794,000.00","4,794,000.00","10,950,000.00","468,750,000.00","500,750,000.00"
期末现金及现金等价物余额,"63,363,132.86","71,436,684.13","73,517,458.08","72,642,193.47","267,034,000.79","194,895,039.17","174,883,538.92","214,912,379.17","147,476,711.61","122,239,349.21","116,111,630.31","119,081,374.48","170,017,358.48","204,956,763.76","226,491,854.10","36,410,874.22","10,511,794.80"
