科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"108,110,999.62","149,885,057.74","63,445,340.67","108,296,642.97","181,897,252.76","34,219,159.63","81,789,999.73","121,922,947.03","219,185,625.87","59,954,643.78","114,585,259.46","148,752,137.50","233,182,575.28","41,727,561.79","101,753,021.37","145,935,428.88","217,783,493.05","36,082,274.34","127,279,122.18","200,528,153.44","290,252,497.20","46,404,019.96","137,517,914.38","239,832,866.79","341,437,205.80","49,364,821.48","150,788,162.08","254,382,636.38","364,060,568.61","61,726,567.05","154,396,280.74","264,454,234.13","386,356,025.10","83,611,513.74","185,729,474.08","295,417,953.84","418,327,051.01","80,751,778.34","186,905,079.10"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,"1,495,894.42",,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,"441,177.22","1,337,738.82","1,013,591.73","1,232,483.09","1,330,239.78","1,352,829.56","94,122.45","125,367.45","125,367.45","297,431.92","100,905.55","122,914.43","128,502.21","133,067.76","21,788.90","21,788.90","54,049.18","54,753.62","218,762.99","218,762.99","331,745.70","331,745.70","401,013.74","401,013.74","401,013.74","613,309.39","49,179.28","49,179.28"
支付其他与投资活动有关的现金,,,,,,,,,,,,,"160,000.00",,,,,,,,"978,220.00","6,000,000.00",,,,,,,,,,,,,,"15,480.00",,,
收到其他与经营活动有关的现金,"3,644,994.62","2,785,635.67","5,567,693.33","7,618,260.16","8,976,038.58","183,408.83","2,735,299.50","6,613,561.91","12,510,645.27","2,818,188.18","4,511,739.46","10,832,909.62","3,316,349.37","797,867.45","1,256,454.84","4,755,558.59","18,322,928.27","638,032.04","1,672,104.79","2,698,708.40","12,230,351.04","1,642,979.18","3,280,830.12","5,476,220.93","10,372,182.23","1,088,539.92","4,825,953.92","9,101,012.94","20,678,441.08","1,804,292.03","4,400,400.87","5,488,789.79","10,788,348.14","3,036,319.51","2,187,193.83","13,446,523.13","21,318,632.72","542,180.10","7,850,322.24"
投资活动现金流出小计,"24,251,376.75","23,292,711.45","6,912,566.51","10,687,982.21","15,939,163.12","7,202,615.10","16,923,384.11","19,318,214.71","39,310,834.59","8,503,184.49","19,049,583.30","45,882,120.84","51,551,949.92","9,317,114.31","14,913,179.54","25,145,562.01","44,146,450.36","14,776,282.88","26,212,273.29","36,040,612.40","55,930,673.59","20,138,049.16","52,357,151.82","75,764,191.42","110,281,605.00","11,310,174.79","37,033,679.05","54,332,570.45","59,865,255.86","13,387,791.24","18,405,830.28","42,505,225.42","61,507,661.01","19,678,857.61","28,548,935.25","36,683,814.47","40,839,914.41","4,502,262.89","6,220,777.79"
经营活动现金流入小计,"111,755,994.24","152,670,693.41","69,013,034.00","115,914,903.13","190,873,291.34","34,402,568.46","84,525,299.23","128,536,508.94","231,696,271.14","62,772,831.96","119,096,998.92","160,026,224.34","237,836,663.47","43,539,020.97","104,241,959.30","152,021,227.25","237,459,250.88","36,814,428.83","129,076,594.42","203,352,229.29","302,780,280.16","48,147,904.69","140,921,658.93","245,437,589.93","351,942,455.79","50,475,150.30","155,635,904.90","263,537,698.50","384,793,763.31","63,749,622.07","159,015,444.60","270,274,769.62","397,476,118.94","87,048,846.99","188,317,681.65","309,265,490.71","440,258,993.12","81,343,137.72","194,804,580.62"
投资活动产生的现金流量净额,"-24,251,376.75","-23,184,519.45","-6,025,970.98","-9,775,482.21","-15,026,663.12","-7,202,615.10","-16,833,384.11","-19,228,214.71","-39,222,815.36","-8,503,184.49","-19,049,583.30","-45,877,593.71","-51,551,949.92","-9,317,114.31","-14,912,679.54","-25,142,822.01","-42,210,150.36","-14,776,282.88","-26,200,273.29","-36,028,612.40","-51,218,673.59","-17,919,049.16","-49,138,151.82","-72,545,191.42","-107,054,095.00","-9,310,174.79","-34,033,679.05","-51,323,570.45","-55,406,255.86","-13,387,791.24","-16,166,730.28","-38,065,925.42","-55,618,361.01","-19,672,857.61","-27,792,872.76","-35,897,751.98","-39,593,851.92","-4,502,262.89","-5,420,777.79"
购买商品、接受劳务支付的现金,"64,893,655.32","89,072,388.55","42,142,543.27","71,772,913.15","115,078,707.82","24,812,198.98","54,367,590.46","93,125,345.11","145,592,524.84","67,945,523.34","93,396,334.06","107,564,590.45","155,523,105.61","24,753,916.91","47,817,845.33","75,734,152.25","101,513,693.95","28,938,795.34","52,407,929.90","81,479,038.23","119,717,306.12","27,834,039.49","53,432,657.09","88,328,953.93","153,096,238.89","20,855,300.64","67,101,285.57","114,845,579.66","162,649,500.76","25,537,118.43","67,937,422.65","101,197,566.85","138,179,356.71","30,274,248.34","69,540,091.91","114,058,366.13","172,436,763.81","35,194,724.87","117,935,029.12"
吸收投资收到的现金,,,,,"286,100,000.00",,,,,"530,000.00","2,130,000.00","530,000.00",,,,,,,,,,"1,360,000.00","1,360,000.00","1,360,000.00","1,360,000.00",,,,"400,000.00",,,"36,325,568.98","36,325,568.98",,,,,,
