科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"84,673,439.53","105,400,002.15","91,348,063.34","104,574,178.14","552,874,249.85","557,000,158.50","557,611,301.57","540,251,881.98","312,223,882.90","310,207,992.99","283,890,415.20","195,464,125.00","189,278,890.86","230,070,847.02","187,082,915.28","213,091,071.04","132,831,453.87","193,334,959.97","213,967,172.51","373,229,255.71"
短期借款,"50,000,000.00","27,420,924.38",,,,,"724,225.00","1,153,370.50","429,145.50","60,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","36,000,000.00","100,000,000.00","100,000,000.00"
交易性金融资产,,,"25,000,000.00","30,000,000.00","35,000,000.00",,,,"222,483.50","274,837.93","274,837.93","274,837.93","274,837.93","248,035.46","248,035.46","226,580.09","226,580.09","212,698.15","212,698.15","201,833.22"
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,,"118,831.30",,,,,,,,,,,,,,,,,,
应付票据,"18,037,346.93","23,882,755.72","22,499,874.92","19,525,296.17","22,203,382.05","9,258,642.34","12,148,472.40","9,815,240.90","20,042,980.00",,,"30,626,358.12","19,445,459.42","10,174,659.00","7,023,379.47","27,391,972.00","31,014,995.00","17,029,214.50","2,946,871.00","25,737,807.89"
应收账款,"47,047,958.78","64,716,633.34","77,690,937.09","68,370,054.33","69,966,711.67","87,680,327.29","82,433,865.65","78,085,778.43","136,851,441.48","152,231,141.95","125,994,695.05","134,800,229.23","138,556,126.08","151,109,979.48","124,720,511.52","143,499,580.04","129,442,254.93","160,933,133.64","145,269,399.94","147,649,425.57"
应付账款,"28,686,417.87","42,761,481.39","44,018,285.52","30,668,624.63","24,291,107.46","21,738,772.10","20,905,166.19","40,344,136.10","58,288,472.59","51,483,835.49","52,159,873.21","56,109,493.84","59,616,017.25","52,092,806.02","46,712,617.16","61,630,136.60","63,399,031.77","64,085,053.14","44,120,805.68","61,730,069.54"
预付款项,"13,565,208.30","12,464,322.78","11,276,639.28","11,179,191.86","19,610,057.00","11,691,997.21","13,075,399.45","17,618,948.53","24,066,027.11","25,255,781.17","18,847,344.14","24,486,541.87","26,293,023.19","12,630,143.04","20,901,582.86","15,941,560.89","26,684,666.64","13,919,934.97","13,436,207.19","17,154,911.03"
预收款项,"11,559,267.85","20,541,808.54","17,847,378.63","19,961,130.87","25,892,257.62","21,284,492.81","22,716,757.52","15,830,479.16","18,901,657.23","25,770,404.56","26,928,602.55","30,270,210.44","27,251,170.78","32,549,215.22","41,399,581.07","37,051,455.68","36,065,153.22","39,224,195.16","50,372,941.76","46,306,842.65"
其他应收款,"8,437,227.90","6,189,488.71","5,500,169.48","6,743,927.63","4,808,096.81","4,991,484.10","6,836,315.71","4,413,293.36","32,662,511.02","37,832,800.15","38,520,869.04","37,240,064.98","39,440,251.49","35,346,365.52","40,613,870.61","36,034,556.98","37,538,162.14","26,905,161.11","26,675,242.65","19,812,776.39"
应付职工薪酬,"6,052,558.16","6,841,993.59","10,548,981.59","9,100,218.97","1,459,790.39","16,480,782.28","1,905,681.49","3,829,403.76","2,066,344.68","18,935,062.90","10,350,025.55","4,911,660.22","6,144,380.45","30,932,459.94","14,467,722.85","4,913,423.76","4,122,459.81","34,870,308.05","29,408,513.33","5,297,278.59"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"9,982,669.56","5,400,729.06","12,472,305.57","7,543,005.03","6,643,271.86","9,368,893.25","5,331,027.47","8,690,965.69","12,847,389.53","24,440,101.16","14,336,198.93","13,943,531.67","12,286,265.81","23,396,480.40","10,327,616.82","15,562,057.56","13,142,772.35","15,557,226.43","30,577,683.91","22,630,404.37"
应收利息,,,,,,,,,,,,,,"244,065.75",,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,"104,557,820.21",,
存货,"120,261,085.75","144,412,912.16","163,234,170.99","178,983,928.01","156,774,477.07","127,778,702.12","122,098,380.14","113,867,441.04","138,749,100.64","133,696,834.54","144,756,990.19","151,970,006.32","164,131,300.38","156,209,218.05","168,590,136.46","160,977,385.75","178,196,582.70","185,646,808.63","197,352,677.09","204,098,307.10"
其他应付款,"384,011.12","500,548.57","2,064,672.40","2,327,032.94","1,627,860.36","2,921,055.54","1,331,082.47","2,757,710.15","279,652,901.19","6,996,925.80","2,358,707.78","2,802,777.15","3,105,836.72","5,531,296.08","2,501,006.00","3,814,204.28","4,078,739.73","7,680,307.57","4,458,953.96","15,668,328.16"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,"335,989.70","264,507.37","166,656.15","68,804.93","42,268.89","9,500.00",,,,,"2,388,668.09"
一年内到期的非流动负债,,,,,,,,,,"50,000,000.00","50,000,000.00","57,500,000.00","57,500,000.00","69,500,000.00","4,500,000.00","12,000,000.00","12,000,000.00","50,000,000.00","50,000,000.00","42,500,000.00"
其他流动资产,,,,,,"60,000,000.00","70,000,000.00","75,000,000.00","77,600,000.00","66,000,000.00","148,800,000.00","169,800,000.00","180,800,000.00","157,142,504.02","105,430,412.60","159,467,476.51","239,965,347.45","160,006,361.33","138,020,796.71","272,841.95"
其他流动负债,,,,,,,,,,,,,,,,,,,,
流动资产合计,"273,984,920.26","333,302,190.44","374,049,980.18","399,851,279.97","839,033,592.40","849,142,669.22","852,055,262.52","829,237,343.34","722,375,446.65","725,835,378.43","761,349,658.92","714,202,461.48","738,843,234.86","743,043,427.23","647,596,964.79","729,238,211.30","744,885,047.82","740,959,057.80","734,934,194.24","764,808,019.06"
流动负债合计,"124,702,271.49","127,350,241.25","109,451,498.63","89,125,308.61","82,117,669.74","81,052,638.32","65,062,412.54","82,421,306.26","392,228,890.72","237,626,329.91","256,133,408.02","296,164,031.44","285,349,130.43","324,176,916.66","226,931,923.37","262,363,249.88","263,823,151.88","369,004,125.06","311,885,769.64","319,870,731.20"
可供出售金融资产,,,,,,,,,,,,"65,989,300.00","65,989,300.00","67,117,060.00","67,117,060.00","61,482,400.00","61,482,400.00","66,863,200.00","65,966,400.00","76,398,950.00"
长期借款,,,,,,"4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","154,500,000.00","154,500,000.00","122,000,000.00","122,000,000.00","85,000,000.00","50,000,000.00","42,500,000.00","42,500,000.00",,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,"3,207,849.76"
长期应付款,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,"24,498,413.35","24,174,649.01","23,850,884.67"
预计负债,,"1,759,061.26","1,953,958.00","1,621,444.00","1,109,884.00","946,386.00","946,386.00","332,514.00","332,514.00","6,095,152.00","6,095,152.00","25,578.00","25,578.00",,,,,,,
固定资产,"53,786,011.37","56,733,849.46","159,019,214.43","156,583,456.39","155,066,978.49","155,970,278.52","166,359,536.22","165,724,427.17","193,260,903.07","212,473,917.62","211,901,535.45","208,639,353.24","230,005,384.71","318,000,585.44","313,494,228.18","317,626,340.11","315,900,091.87","305,684,677.87","304,314,185.85","302,121,664.79"
递延所得税负债,,,,,,"596,752.83","596,752.83","731,086.88","46,079,853.05","44,949,970.92","43,784,562.22","42,697,889.09","41,764,684.86","40,800,074.91","39,677,972.99","39,301,185.53","38,455,718.14","38,421,515.94","37,090,643.83","36,839,572.37"
在建工程,"48,895,933.33","90,754,107.27","800,658.80","1,396,579.64","1,411,904.50","17,291,713.08","16,556,713.08","46,659,664.96","66,790,173.91","57,510,524.31","89,332,971.96","89,394,977.52","86,800,663.80","10,974,961.12","10,974,961.12","10,974,961.12","11,169,135.88",,,
其他非流动负债,"9,547,833.33","27,884,833.33","35,530,473.52","35,025,122.86","34,508,928.60",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"9,547,833.33","29,643,894.59","37,484,431.52","36,646,566.86","35,618,812.60","45,863,107.65","46,026,637.93","45,544,029.70","89,572,815.13","243,366,319.80","241,128,718.41","200,867,619.91","198,115,681.12","158,123,004.50","120,225,706.13","111,386,813.24","110,984,224.96","67,662,431.65","66,110,866.49","65,117,893.12"
固定资产清理,,,,,,,,,,,,,,,,,"323,593.97",,,
负债合计,"134,250,104.82","156,994,135.84","146,935,930.15","125,771,875.47","117,736,482.34","126,915,745.97","111,089,050.47","127,965,335.96","481,801,705.85","480,992,649.71","497,262,126.43","497,031,651.35","483,464,811.55","482,299,921.16","347,157,629.50","373,750,063.12","374,807,376.84","436,666,556.71","377,996,636.13","384,988,624.32"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"46,000,000.00","46,000,000.00","46,000,000.00","46,000,000.00","61,340,000.00","61,340,000.00","61,340,000.00","153,350,000.00","153,350,000.00","153,350,000.00","153,350,000.00","153,350,000.00","153,350,000.00","153,350,000.00","153,350,000.00","153,350,000.00","153,350,000.00","153,350,000.00","153,350,000.00","276,030,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"97,917,284.10","97,917,284.10","97,917,284.10","97,917,284.10","501,964,058.87","501,963,752.10","501,963,752.10","409,953,752.10","409,953,752.10","409,953,752.10","409,953,752.10","409,953,752.10","409,953,752.10","409,953,752.10","409,953,752.10","409,953,752.10","409,953,752.10","409,953,752.10","409,953,752.10","287,273,752.10"
