科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"210,986,530.26","528,455,905.73","335,753,523.53","89,505,962.63","211,841,934.52","483,276,870.08","789,977,976.93","275,668,153.96","502,655,963.94","881,485,392.52","1,165,509,245.22","190,789,698.83","441,896,095.81","595,768,360.69","816,981,144.94","170,657,043.42","677,060,231.05","1,046,676,565.98","1,239,512,101.95","218,991,323.03","484,624,890.13","669,562,554.92","1,033,028,675.77","296,445,861.26","469,195,285.55","685,273,598.58","837,046,030.16","302,582,455.19","692,210,690.43","1,254,005,740.22","1,784,027,502.54","320,133,465.64","471,426,263.24","780,703,055.57","1,097,796,515.95","160,758,313.01"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,"66,643.00",,"66,643.00",,,,,,,,,,,,,,,,"325,777,650.13",
收到的税费返还,,,"2,308,131.44",,,,,,,"43,802.88",,,"3,715,662.00","3,837,179.80",,,,,"633,051.18","888,400.88","1,416,578.10","2,194,831.83","2,722,723.84","512,349.29","512,554.42","512,554.42","523,438.47",,"26,493.10","26,493.10","2,115,813.16","1,889,309.03","3,452,450.51","4,330,871.55","4,351,119.16","9,574.02"
支付其他与投资活动有关的现金,,,,,,,,,,"2,500,000.00",,,,,,,,"66,643.00","62,160.00",,,,,,,"67,900,000.00","15,000,000.00",,,,"200,500,000.00",4.90,9.91,"5,428.40","10,000,000.00","4,499.46"
收到其他与经营活动有关的现金,"7,906,526.09","12,278,819.14","10,289,728.05","3,220,074.00","4,483,772.85","23,698,087.30","20,937,570.64","4,644,191.86","10,776,245.27","28,026,288.94","44,680,483.53","10,052,943.12","12,251,496.04","42,573,336.13","38,016,690.38","1,961,825.66","5,502,922.24","18,821,065.73","27,460,875.27","8,586,877.42","17,782,272.87","26,954,587.37","32,989,927.31","13,345,445.36","25,221,318.37","51,251,952.22","137,656,190.59","7,792,687.38","7,936,083.06","6,353,080.16","151,514,994.57","15,256,553.79","25,497,394.03","76,980,430.94","24,930,826.20","28,869,484.89"
投资活动现金流出小计,"22,622,367.90","102,585,697.45","74,485,917.62","22,344,299.27","60,025,586.44","157,982,951.73","324,558,650.04","138,839,118.07","191,780,860.63","270,576,359.65","344,170,202.18","36,509,414.08","106,524,909.58","230,785,849.85","347,706,923.60","34,634,084.85","49,012,708.82","91,397,181.68","71,666,079.54","25,602,658.48","33,035,989.47","45,634,963.52","45,548,584.69","8,134,333.38","9,816,714.93","79,438,001.74","69,977,616.00","12,956,217.08","28,087,748.57","82,732,822.78","302,741,304.41","6,520,534.90","487,998,198.88","614,341,817.88","942,138,165.72","43,682,612.27"
经营活动现金流入小计,"218,893,056.35","540,734,724.87","348,351,383.02","92,726,036.63","216,325,707.37","506,974,957.38","810,915,547.57","280,312,345.82","513,432,209.21","909,555,484.34","1,210,189,728.75","200,842,641.95","457,863,253.85","642,178,876.62","854,997,835.32","172,618,869.08","682,563,153.29","1,065,497,631.71","1,267,606,028.40","228,466,601.33","503,823,741.10","698,711,974.12","1,068,741,326.92","310,303,655.91","494,929,158.34","737,038,105.22","975,225,659.22","310,375,142.57","700,173,266.59","1,260,385,313.48","1,937,658,310.27","337,279,328.46","500,376,107.78","862,014,358.06","1,127,078,461.31","189,637,371.92"
投资活动产生的现金流量净额,"-22,578,367.90","-102,583,027.45","-72,533,257.94","-22,334,299.27","-60,015,586.44","-154,972,951.73","-321,548,650.04","-138,839,118.07","-191,760,860.63","-270,556,359.65","-344,150,202.18","-36,509,414.08","-106,479,809.58","-230,339,079.45","-347,025,980.95","-33,424,084.85","-46,960,710.04","-89,407,342.90","123,517,777.44","-22,362,658.48","-29,789,982.83","-42,388,956.88","-41,284,289.05","-8,134,333.38","-9,816,714.93","-74,094,886.94","-53,411,472.40","-11,983,156.68","-12,107,998.17","-66,753,072.38","-283,210,356.75","7,614,578.85","-487,971,248.88","-608,659,951.80","-701,129,660.16","-43,430,112.27"
购买商品、接受劳务支付的现金,"193,436,679.06","383,778,163.31","300,391,256.68","78,093,661.22","212,327,478.15","576,147,868.83","722,389,443.37","386,116,030.71","818,683,294.93","1,144,781,217.71","1,365,984,221.74","194,741,717.59","362,668,035.37","553,028,838.90","681,748,713.05","85,634,991.88","176,323,107.21","439,787,809.76","1,088,265,343.22","164,018,584.86","381,547,735.04","453,788,121.72","583,269,844.36","262,697,077.05","394,097,122.21","730,453,446.41","928,924,278.08","273,507,069.09","551,955,346.71","898,452,965.27","1,397,007,080.41","326,137,482.99","494,748,831.23","711,109,779.69","939,670,016.35","64,955,821.78"
吸收投资收到的现金,"20,000,000.00","38,000,000.00",,,"1,480,080,000.00","1,480,080,000.00","1,495,000,000.00",,,,,,,,"1,000,000.00",,"1,000,000.00",,,,,,,,,,"18,900,000.00",,"24,604,000.00","25,052,000.00","25,052,000.00",,"209,400,000.00","209,400,000.00","209,400,000.00",
支付给职工以及为职工支付的现金,"6,400,625.09","12,653,867.38","24,722,213.68","9,254,738.81","20,766,599.70","39,527,631.81","51,615,576.26","18,810,688.16","39,267,201.50","56,027,620.84","97,336,896.36","23,985,019.73","48,426,298.80","70,942,714.21","87,181,834.45","16,830,662.58","42,838,791.89","76,474,397.62","98,125,000.48","34,821,555.01","67,219,600.60","104,841,114.15","139,336,208.25","33,822,567.35","63,060,389.12","92,396,618.46","120,891,406.05","37,631,906.73","71,748,825.22","107,463,385.96","141,899,370.46","38,603,161.50","68,166,695.50","120,336,268.49","179,335,525.54","67,376,402.54"
取得借款收到的现金,"4,000,000.00","84,000,000.00","181,000,000.00","57,000,000.00","188,892,720.00","196,404,720.00","187,000,000.00","250,000,000.00","470,000,000.00","610,000,000.00","660,000,000.00","160,000,000.00","409,000,000.00","539,000,000.00","776,962,000.00","65,000,000.00","265,000,000.00","540,000,000.00","1,071,000,000.00","438,000,000.00","888,000,000.00","1,343,000,000.00","1,874,000,000.00","341,600,000.00","553,100,000.00","1,616,100,000.00","1,807,150,000.00","494,700,000.00","879,700,000.00","1,199,700,000.00","1,607,700,000.00","828,000,000.00","1,327,620,000.00","2,411,140,000.00","3,121,040,000.00","1,240,000,000.00"
支付的各项税费,"8,818,080.02","62,376,919.30","44,106,561.26","8,122,676.63","24,027,354.70","35,366,368.65","46,790,607.50","21,087,136.81","47,743,079.76","79,579,206.88","77,388,902.18","13,815,654.25","22,609,400.38","26,886,126.51","29,600,419.73","2,110,808.51","6,848,549.41","19,820,333.74","38,062,444.21","13,593,887.63","31,728,116.32","42,970,334.60","58,090,945.33","73,331,155.12","97,721,363.12","140,628,703.69","149,111,278.45","28,464,563.66","59,786,921.04","77,466,187.80","107,163,928.38","40,713,240.78","69,048,032.90","77,014,966.47","84,995,884.27","10,331,890.93"
收到其他与筹资活动有关的现金,,,"27,747,000.00","9,458,300.00","9,458,300.00","18,732,500.00","3,812,500.00",,,"7,000,000.00",,,,,,"308,000,000.00",,"3,750,000.00","152,175,819.37","56,210,590.00",,,,,"96,270,550.00","290,779,750.00","212,244,462.98","58,276,263.54",,,,"15,723,598.70",,,,
