科目,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"383,015,933.51","219,768,302.74","76,914,465.25","34,935,803.32","32,075,938.20","31,098,699.30","80,716,397.01","573,683,136.89","532,349,777.41","734,569,498.11","520,424,352.33","597,623,680.01","1,111,322,455.26","418,968,972.26","932,758,992.32","838,890,468.72","761,068,565.44","802,667,209.07","748,692,672.79","777,306,536.54","937,884,636.94","957,402,760.40","538,414,543.62","136,893,898.71","1,053,496,077.14","1,112,943,373.61","1,224,285,724.21","1,283,620,688.02","114,035,547.62","788,963,957.89","1,113,419,472.36","1,931,244,275.50","3,360,805,530.86","3,280,827,309.37","5,338,663,043.26","6,455,435,035.75","7,222,904,217.36","4,999,912,212.45","6,030,616,261.68","9,920,429,517.49"
应付职工薪酬,"1,806,930.64","351,223.01","491,775.61","575,497.90","15,035,103.74","540,174.62","401,351.28","531,838.87","22,590,130.83","1,525,026.47","1,031,918.53","1,330,818.11","39,584,097.01","1,407,837.77","1,096,367.57","2,613,397.10","50,105,679.98","2,571,874.61","4,011,800.58","3,658,919.81","61,822,300.46","3,842,135.64","3,775,518.56","4,795,185.90","62,638,735.17","1,763,230.19","3,584,157.73","4,290,034.09","82,785,167.02","3,495,401.91","4,215,452.66","4,749,664.89","91,667,772.97","4,970,752.29","8,701,268.19","30,026,074.31","111,962,858.96","6,240,330.50","7,084,576.29","7,280,112.96"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-290,485,555.84","-342,584,310.31","-310,333,266.53","-216,925,992.55","-231,481,966.51","-443,427,724.17","-659,819,635.14","-542,014,591.38","-406,820,003.23","-498,217,505.26","-778,371,690.64","-705,106,434.66","114,054,182.13","-550,676,784.33","-1,318,192,381.88","-1,404,584,103.14","-721,259,894.78","-922,198,086.12","-1,010,014,987.19","-1,008,873,895.99","1,134,788,379.61","1,204,609,465.44","924,345,983.63","894,260,446.06","934,161,551.23","856,033,403.61","997,264,230.87","976,880,156.22","877,002,303.59","881,115,646.53","688,738,581.63","398,218,692.00","911,917,158.53","910,238,396.20","596,643,931.97","475,559,756.58","787,750,743.25","633,172,767.31","614,120,683.93","628,031,979.75"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,472,797.62","10,975,019.84","15,672,797.62","25,926,130.95"
应付利息,"4,257,600.00","1,602,608.33","7,249,811.94","8,112,824.26","7,526,983.06","4,999,056.84","5,031,516.78","4,734,256.74","6,428,923.20","6,313,333.75","8,852,334.54","9,266,132.00","9,857,268.27","10,244,782.65","9,688,286.46","14,102,018.80","16,455,725.17","18,407,403.26","18,181,674.76","18,854,727.10","18,059,803.48","17,620,280.75","18,071,991.31","14,983,578.55","18,498,231.95","18,176,040.25","23,506,139.84","28,400,351.78","15,904,618.99","17,387,780.59","14,583,071.68","17,130,741.14","17,029,920.82","17,127,049.06","40,590,885.02","52,486,957.86","36,538,187.48","74,784,733.23","99,898,167.46","109,124,350.43"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,"9,815,034.88","9,815,034.88","9,815,034.88","9,815,034.88","12,566,085.24","12,566,085.24","12,566,085.24","12,566,085.24",,,,,,,,,,,"202,800,000.00",,,,,,,,,
存货,"5,446,679,196.89","6,272,275,106.78","5,467,828,504.24","5,273,728,421.38","5,865,177,189.24","6,166,993,772.56","7,217,427,694.08","6,534,006,631.19","10,820,375,399.87","11,715,224,028.31","11,552,842,207.29","14,739,854,357.03","13,341,125,794.51","17,295,751,673.84","22,936,214,272.19","22,936,674,674.28","26,651,336,770.59","27,539,754,256.52","31,879,491,288.63","32,519,753,334.83","31,581,182,181.68","31,701,497,142.90","32,043,458,690.07","32,435,804,132.92","30,121,447,117.50","29,839,737,542.22","32,185,747,800.07","33,426,433,204.98","33,012,576,398.61","32,461,001,283.27","30,691,174,752.68","30,743,884,600.45","30,534,731,542.18","31,394,572,002.78","30,020,289,022.45","26,860,595,420.25","26,278,163,170.96","26,570,817,265.41","25,437,876,925.05","25,392,660,695.38"
其他应付款,"267,548,161.18","1,877,020,648.93","2,153,867,567.86","2,237,555,616.07","2,491,227,676.14","2,868,937,210.73","2,859,246,498.30","3,604,983,346.95","3,378,263,458.01","3,404,713,052.83","4,387,353,601.36","4,400,572,024.17","4,516,978,598.83","5,318,337,985.87","4,985,343,793.92","5,176,953,818.67","5,697,615,653.48","5,285,033,510.97","5,083,182,023.49","4,623,776,684.36","2,611,972,392.55","2,294,105,761.82","2,138,061,107.40","2,608,281,856.08","2,388,784,040.32","4,080,911,381.92","4,650,467,426.10","5,163,107,877.20","6,008,946,892.55","6,046,816,049.69","5,819,693,128.66","4,711,717,694.80","4,949,718,741.97","5,260,764,742.59","3,185,052,064.90","3,821,062,939.71","3,162,621,553.90","1,762,860,321.89","2,549,598,702.25","3,266,290,271.40"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"130,000,000.00","130,000,000.00","180,000,000.00","950,000,000.00","1,372,500,000.00","1,372,500,000.00","422,500,000.00","442,220,000.00","46,940,000.00","506,940,000.00","676,940,000.00","686,940,000.00","526,940,000.00","1,026,940,000.00","1,706,940,000.00","2,147,940,000.00","1,406,940,000.00","896,940,000.00","1,776,940,000.00","1,376,940,000.00","1,997,240,000.00","1,019,880,000.00","2,180,240,000.00","1,412,190,000.00","3,924,440,000.00","3,924,440,000.00","5,004,560,000.00","4,808,170,000.00","2,379,560,000.00","1,034,560,000.00","1,883,174,322.50","1,692,560,000.00","177,520,000.00","134,130,000.00","695,740,000.00","901,700,000.00","726,000,000.00","703,000,000.00","752,340,000.00","161,340,000.00"
其他流动资产,,,,,,,,,,,,,"100,000,000.00",,,"75,000,000.00","24,277,398.00","277,398.00","2,298,768.64","3,126,543.10","1,375,480,888.00","1,539,894,609.95","1,188,104,324.40","1,196,709,444.26","1,074,649,091.72","933,847,932.86","1,175,702,337.04","1,039,685,572.30","1,014,803,697.11","788,381,287.40","1,064,550,460.11","850,145,561.13","1,097,610,606.34","1,122,568,759.08","1,619,364,655.57","1,963,559,164.78","1,212,717,885.62","3,679,318,305.62","4,968,577,626.31","4,929,313,962.32"
其他流动负债,"192,066,516.35","192,066,516.34","168,388,696.01","168,388,696.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"7,448,415,827.66","10,279,962,065.72","12,407,090,179.03","12,139,340,738.13","13,442,455,893.07","14,856,893,303.81","16,167,034,483.70","16,902,558,065.92","18,424,300,028.24","19,474,582,766.84","21,983,050,982.30","26,955,686,198.35","28,574,775,610.11","29,961,003,054.21","31,486,142,867.89","32,439,438,235.77","33,413,005,607.55","33,233,437,419.19","35,712,848,033.34","35,684,176,036.10","36,503,637,270.67","38,609,256,447.88","38,696,588,151.88","39,293,858,198.16","37,600,736,675.53","37,430,685,436.04","39,680,703,772.43","38,659,010,983.60","36,142,575,498.53","36,130,409,121.73","36,802,733,092.93","38,296,054,753.84","38,890,971,964.40","45,469,309,712.70","44,245,821,141.25","45,011,890,961.74","44,045,382,531.53","44,436,978,239.76","46,463,440,659.68","49,358,532,082.73"
流动负债合计,"4,875,552,128.28","6,476,302,531.32","6,641,416,422.18","6,716,930,228.19","8,446,474,571.05","9,516,436,425.83","10,672,680,164.00","10,443,749,425.69","10,723,291,336.76","12,076,300,547.36","13,073,372,440.74","17,814,908,347.47","18,300,961,055.72","20,411,885,585.35","22,408,941,867.89","23,259,866,749.82","22,239,346,247.49","21,459,090,592.57","25,448,066,602.90","25,307,845,956.16","24,248,951,178.64","25,108,029,494.73","25,216,239,872.94","25,190,358,469.92","25,873,756,809.15","25,314,037,893.07","28,199,692,474.26","27,277,524,905.03","24,495,386,914.27","22,150,544,202.80","24,204,240,419.30","26,140,071,508.02","25,092,598,916.09","26,675,974,982.51","26,951,060,936.32","27,653,846,059.36","27,165,145,827.83","28,708,223,992.79","28,896,153,870.33","33,664,018,786.34"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","126,000,000.00","581,678,000.00","589,616,000.00","1,030,952,750.00","1,048,538,130.00","1,017,960,245.94","1,636,006,245.59","2,247,768,664.13","2,545,926,915.81","2,971,098,199.24"
长期借款,"1,980,000,000.00","2,873,890,000.00","3,217,780,000.00","2,461,670,000.00","2,033,060,000.00","2,350,980,000.00","2,629,590,000.00","3,352,510,000.00","4,091,680,000.00","3,614,320,000.00","5,106,210,000.00","5,170,850,000.00","5,414,740,000.00","4,887,380,000.00","3,976,270,000.00","4,181,960,000.00","5,806,600,000.00","6,316,240,000.00","4,922,130,000.00","4,744,770,000.00","6,428,360,000.00","7,647,360,000.00","7,094,390,000.00","7,225,030,000.00","5,182,920,000.00","5,171,810,000.00","4,566,014,322.50","4,425,414,322.50","4,532,634,322.50","5,973,744,322.50","5,267,740,000.00","4,865,740,000.00","5,302,000,000.00","7,375,130,000.00","5,827,350,000.00","3,137,570,000.00","3,119,383,500.00","1,191,669,730.00","1,651,657,240.00","1,764,863,690.00"
持有至到期投资,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900,000,000.00","900,000,000.00","900,000,000.00","2,976,816,000.00","2,979,333,120.72","5,080,334,968.11","5,081,347,947.12","5,082,372,057.78"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,160,000,000.00","1,160,000,000.00","300,000,000.00","400,000,000.00"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"524,127,166.40","548,050,195.77","546,019,403.37","537,065,157.78","527,075,959.41"
长期股权投资,"194,724,255.95","39,696,809.00","41,053,881.82",,,,,,,,,,,,,,,,,,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,"14,570,709.63","56,841,229.34","132,479,637.57","255,883,571.09","257,324,784.29","336,689,653.32"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"202,378,973.73","200,688,044.55","198,751,229.84","197,060,300.66","195,369,371.48","193,678,442.30","191,987,513.12","190,296,583.94","188,605,654.76","186,914,725.58","185,223,796.40","183,532,867.22","478,017,467.60","473,950,464.50","469,883,461.40","465,816,458.30","461,749,388.48","457,682,285.30","453,615,182.12","449,548,078.94","843,967,738.12","1,032,041,719.26","1,048,043,796.12","1,036,476,635.66","1,049,184,287.08","1,013,035,264.02","1,032,126,219.35","1,020,289,775.61","1,200,597,670.43","1,188,019,397.76","1,872,379,596.19","1,873,612,970.24","1,945,119,538.78","1,926,571,372.57","1,906,127,255.33","1,886,892,099.00","1,865,375,211.76","1,845,755,170.04","1,713,222,444.58","1,694,953,041.98"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"101,862,162.08","95,229,413.25","94,980,949.72","92,657,562.47","92,653,077.82","90,769,550.21","88,345,456.23","85,841,630.76","82,132,180.45","79,180,125.83","76,491,325.04","74,559,656.46","75,536,874.75","75,326,699.43","78,448,640.34","78,770,450.68","455,602,478.93","450,752,237.64","438,048,291.28","426,630,596.48","434,288,090.25","420,559,449.18","407,945,816.01","397,796,971.29","398,834,899.48","386,352,883.07","372,857,240.76","459,524,756.04","355,962,591.88","338,428,155.16","328,500,415.59","311,136,841.91","300,724,049.30","285,348,331.85","277,285,708.50","272,113,322.44","261,758,208.08","248,678,714.80","246,564,358.82","240,482,357.02"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,362,823.77",,,"862,571.10",
在建工程,"8,500,831.40","38,412,709.25","10,100,018.26","1,691,503.36","100,854.36","249,847.45","111,118.79","92,497,432.71","92,133,216.58","107,383,294.00","118,941,200.24","143,977,954.28","179,074,187.25","212,810,708.34","259,393,372.51","323,023,883.67","2,099,303.79","12,916,889.57","11,410,881.14","17,099,142.10","166,294.59","6,526,487.30","6,981,414.30","7,251,800.70","722,784.79","1,617,910.31","2,232,469.79","1,748,108.79","112,521.79","112,521.79","178,092.06","2,043,490.76","676,919.79","2,947,033.09","4,653,486.49","372,655,599.61","1,519,958.94","1,682,749.11","112,521.79","112,521.79"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,980,000,000.00","2,873,890,000.00","3,217,780,000.00","2,461,670,000.00","2,033,060,000.00","2,350,980,000.00","2,629,590,000.00","3,352,510,000.00","4,091,680,000.00","3,614,320,000.00","5,106,210,000.00","5,170,850,000.00","5,414,740,000.00","4,887,380,000.00","3,976,270,000.00","4,181,960,000.00","5,806,600,000.00","6,316,240,000.00","4,922,130,000.00","4,744,770,000.00","6,428,360,000.00","7,647,360,000.00","7,094,390,000.00","7,225,030,000.00","5,202,920,000.00","5,191,810,000.00","4,586,014,322.50","4,445,414,322.50","4,540,052,129.78","5,975,587,907.68","5,268,397,813.67","4,866,076,825.85","6,202,259,145.93","8,275,345,710.92","6,727,565,710.92","6,641,070,846.76","6,646,766,816.49","6,818,024,101.48","7,270,932,916.00","7,374,311,707.19"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"6,855,552,128.28","9,350,192,531.32","9,859,196,422.18","9,178,600,228.19","10,479,534,571.05","11,867,416,425.83","13,302,270,164.00","13,796,259,425.69","14,814,971,336.76","15,690,620,547.36","18,179,582,440.74","22,985,758,347.47","23,715,701,055.72","25,299,265,585.35","26,385,211,867.89","27,441,826,749.82","28,045,946,247.49","27,775,330,592.57","30,370,196,602.90","30,052,615,956.16","30,677,311,178.64","32,755,389,494.73","32,310,629,872.94","32,415,388,469.92","31,076,676,809.15","30,505,847,893.07","32,785,706,796.76","31,722,939,227.53","29,035,439,044.05","28,126,132,110.48","29,472,638,232.97","31,006,148,333.87","31,294,858,062.02","34,951,320,693.43","33,678,626,647.24","34,294,916,906.12","33,811,912,644.32","35,526,248,094.27","36,167,086,786.33","41,038,330,493.53"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"460,000,000.00","460,000,000.00","520,000,000.00","1,040,000,000.00","1,040,000,000.00","1,040,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","1,352,000,000.00","2,704,000,000.00","2,704,000,000.00","3,111,443,890.00","3,111,443,890.00","3,111,443,890.00","3,111,443,890.00","3,111,443,890.00","3,111,443,890.00","3,111,443,890.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"156,000,000.00","156,000,000.00","1,265,009,250.00","745,235,595.50","745,862,763.53","745,862,763.53","745,862,763.53","745,862,763.53","745,862,763.53","745,862,763.53","745,862,763.53","745,862,763.53","745,862,763.53","745,862,763.53","745,862,763.53","745,862,763.53","666,986,195.58","666,986,195.58","666,986,195.58","666,986,195.58","568,420,619.20","568,420,619.20","564,620,138.27","564,620,138.27","564,822,846.55","564,822,846.55","564,822,846.55","564,822,846.55","564,822,846.55","564,822,846.55","564,822,846.55","24,022,846.55","24,022,846.55","2,337,792,687.73","2,337,792,687.73","2,337,792,687.73","2,337,792,687.73","2,337,792,687.73","2,365,731,262.90","2,365,731,262.90"
无形资产,"145,406,120.68","144,410,586.32","143,402,782.41","142,479,113.27","141,399,204.15","140,397,535.02","139,395,865.89","138,410,966.32","145,746,997.61","144,734,462.16","143,605,287.95","142,731,732.48","141,493,034.42","140,500,669.49","139,398,780.93","138,518,727.17","141,021,031.83","140,101,624.53","138,552,354.53","137,491,398.45","136,512,477.24","135,515,562.45","133,998,499.94","132,741,511.29","131,484,050.57","130,487,135.78","128,969,837.24","120,354,752.94","126,455,623.90","125,458,709.11","123,421,026.81","122,424,112.02","121,440,263.93","120,332,082.56","118,920,450.80","117,871,344.25","116,811,261.74","115,812,480.35","114,705,805.88","113,710,440.59"
盈余公积,"29,001,043.40","29,001,043.40","29,001,043.40","29,001,043.40","110,230,822.65","110,230,822.65","110,230,822.65","110,230,822.65","110,230,822.65","110,230,822.65","110,230,822.65","110,230,822.65","176,650,261.34","176,650,261.34","176,650,261.34","176,650,261.34","297,178,685.68","297,178,685.68","297,178,685.68","297,178,685.68","436,081,219.33","436,081,219.33","436,081,219.33","436,081,219.33","619,880,336.81","619,880,336.81","619,880,336.81","619,880,336.81","676,000,000.00","676,000,000.00","676,000,000.00","676,000,000.00","697,356,087.56","697,356,087.56","697,356,087.56","697,356,087.56","731,186,234.76","731,186,234.76","731,186,234.76","731,186,234.76"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,"323,832.75","323,832.75","323,832.75","323,832.75","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34","593,092.34"
未分配利润,"469,493,384.76","481,699,167.92","797,870,759.93","1,071,411,891.76","990,043,603.28","1,016,045,348.69","578,640,124.89","922,910,872.14","1,194,836,088.75","1,384,065,592.95","1,377,525,896.08","1,574,358,321.50","2,027,022,209.88","2,223,356,931.77","2,082,149,346.05","2,060,967,156.62","2,595,841,115.94","2,698,169,842.75","2,602,559,774.03","2,886,803,241.44","3,644,493,525.54","3,792,891,963.92","4,449,517,828.24","4,709,118,331.47","4,743,730,883.24","5,110,297,470.31","5,045,457,186.98","5,164,264,798.21","5,367,935,942.05","5,656,742,247.38","5,683,436,713.19","5,038,743,710.62","5,335,442,661.61","5,719,020,918.16","5,907,041,238.55","6,249,100,907.20","6,597,799,351.10","7,028,297,347.52","7,306,637,200.08","7,488,151,280.65"
长期待摊费用,,,,"333,492.00",,,,,,,,,,,,,,,,,,,,,"3,500,000.00","3,000,000.00","2,485,000.00","2,026,040.74","2,155,000.00","1,640,000.00","1,709,550.00","97,080.26","530,450.00","1,485,117.16","546,363.50","1,092,727.00","10,852,125.40","2,495,863.65","21,563,100.28","20,680,308.16"
少数股东权益,"198,970,148.64","387,684,475.59","482,895,280.00","570,108,956.38","568,519,795.31","565,554,220.17","562,685,741.35","552,593,698.07","793,011,782.41","788,190,939.01","822,055,694.30","814,637,797.46","1,682,663,192.91","1,324,052,887.99","1,922,002,142.28","1,917,650,122.43","1,840,498,276.69","1,838,301,639.41","1,810,999,362.82","1,810,260,232.62","1,685,113,666.28","1,751,309,461.82","1,521,794,916.34","1,734,870,146.17","1,207,712,249.76","1,259,529,515.08","1,263,763,609.99","1,265,364,690.80","1,249,575,014.95","1,803,459,958.83","1,808,244,064.23","1,996,484,387.99","2,170,568,745.83","2,422,381,588.27","2,457,190,106.46","2,659,270,646.27","2,938,376,164.46","2,204,770,330.94","2,371,371,071.72","1,671,246,983.90"
递延所得税资产,"67,404,700.83","65,853,757.39","58,269,881.68","60,471,172.59","61,620,062.60","62,527,809.74","64,222,086.35","69,659,810.09","77,401,624.12","77,582,198.75","79,351,933.03","81,766,551.48","240,409,216.91","247,003,741.67","220,016,165.68","238,796,205.81","314,379,618.46","322,483,407.42","334,852,786.26","340,305,967.07","429,255,245.78","436,600,000.59","335,493,204.53","338,360,095.72","369,767,335.72","436,606,340.26","401,663,145.18","415,724,389.84","407,320,848.73","384,496,165.35","301,626,991.02","252,414,335.86","380,545,280.19","403,801,528.04","386,046,760.13","320,334,859.17","314,051,130.15","333,763,142.24","417,165,896.87","566,557,516.31"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200,000,000.00","300,000,000.00",,"300,000,000.00",,"710,995,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"720,600,877.42","584,615,152.51","546,882,576.48","495,016,977.10","491,735,662.75","488,216,277.06","484,655,132.72","577,299,516.16","586,612,765.86","596,387,898.66","604,206,635.00","627,161,854.26","1,125,123,873.27","1,160,185,375.77","1,177,733,513.20","1,255,518,817.97","1,385,444,913.83","1,394,529,536.80","1,387,072,587.67","1,381,668,275.38","1,859,782,938.32","2,046,836,311.12","1,938,055,823.24","1,918,220,107.00","1,964,086,449.98","1,981,692,625.78","1,950,927,004.66","2,030,260,916.30","2,103,197,349.07","2,048,748,041.51","2,754,408,764.01","3,143,999,923.39","3,339,245,594.33","3,772,031,307.61","3,957,281,956.72","4,346,354,519.09","5,499,446,871.57","6,512,433,447.75","5,617,178,920.66","7,055,872,130.75"
